Volume averages, fluxes, etc
it t dt Rho Mx My Mz Ew EInt E Pmin Pmax
      0  1.10038E-09  0.00000E+00  4.12046E+02  7.14608E+05  5.25233E+04  0.00000E+00  5.21404E+07  1.58729E+10  7.86679E+10  2.11199E+04  2.33901E+12
      1  1.10038E-09  0.00000E+00  4.12046E+02  7.14608E+05  5.25233E+04  0.00000E+00  5.21404E+07  1.57122E+10  7.88286E+10  1.43307E+05  2.33901E+12
      2  1.10967E-09  9.28997E-12  4.12032E+02  7.19142E+05  5.31499E+04  0.00000E+00  1.96102E+07  1.56551E+10  7.72537E+10  1.43954E+05  2.49816E+12
      3  1.11898E-09  9.30853E-12  4.12018E+02  7.23578E+05  5.37628E+04  0.00000E+00  1.70232E+07  1.55151E+10  7.58505E+10  1.43975E+05  2.62501E+12
      4  1.12834E-09  9.36178E-12  4.12004E+02  7.27927E+05  5.43648E+04  0.00000E+00  1.59101E+07  1.53393E+10  7.45391E+10  1.43982E+05  2.72157E+12
      5  1.13777E-09  9.43419E-12  4.11990E+02  7.32187E+05  5.49564E+04  0.00000E+00  1.52403E+07  1.51517E+10  7.32938E+10  1.43991E+05  2.79014E+12
      6  1.14733E-09  9.55449E-12  4.11977E+02  7.36370E+05  5.55412E+04  0.00000E+00  1.46844E+07  1.49666E+10  7.20952E+10  1.44002E+05  2.83626E+12
      7  1.15703E-09  9.69866E-12  4.11963E+02  7.40481E+05  5.61210E+04  0.00000E+00  1.41907E+07  1.47922E+10  7.09310E+10  1.44018E+05  2.86385E+12
      8  1.16689E-09  9.85900E-12  4.11950E+02  7.44520E+05  5.66971E+04  0.00000E+00  1.37048E+07  1.46319E+10  6.97953E+10  1.44037E+05  2.87740E+12
      9  1.17692E-09  1.00298E-11  4.11936E+02  7.48485E+05  5.72704E+04  0.00000E+00  1.32077E+07  1.44866E+10  6.86879E+10  1.44060E+05  2.87829E+12
     10  1.18712E-09  1.02046E-11  4.11923E+02  7.52370E+05  5.78413E+04  0.00000E+00  1.27574E+07  1.43568E+10  6.76086E+10  1.44088E+05  2.86750E+12
     11  1.19750E-09  1.03829E-11  4.11910E+02  7.56172E+05  5.84141E+04  0.00000E+00  1.22464E+07  1.41605E+10  6.66393E+10  1.44120E+05  2.84697E+12
     12  1.20807E-09  1.05677E-11  4.11896E+02  7.59893E+05  5.89922E+04  0.00000E+00  1.17358E+07  1.39006E+10  6.57762E+10  1.44127E+05  2.81683E+12
     13  1.21883E-09  1.07611E-11  4.11883E+02  7.63534E+05  5.95740E+04  0.00000E+00  1.14105E+07  1.37254E+10  6.48686E+10  1.44127E+05  2.77510E+12
     14  1.22979E-09  1.09566E-11  4.11870E+02  7.67096E+05  6.01579E+04  0.00000E+00  1.11108E+07  1.35854E+10  6.39652E+10  1.44127E+05  2.72148E+12
     15  1.24094E-09  1.11534E-11  4.11857E+02  7.70580E+05  6.07418E+04  0.00000E+00  1.08332E+07  1.34993E+10  6.30464E+10  1.44128E+05  2.66103E+12
     16  1.25229E-09  1.13504E-11  4.11845E+02  7.73986E+05  6.13268E+04  0.00000E+00  1.05175E+07  1.33621E+10  6.22157E+10  1.44128E+05  2.59653E+12
     17  1.26385E-09  1.15538E-11  4.11832E+02  7.77320E+05  6.19105E+04  0.00000E+00  1.02702E+07  1.33017E+10  6.13436E+10  1.44128E+05  2.52901E+12
     18  1.27561E-09  1.17609E-11  4.11819E+02  7.80585E+05  6.24924E+04  0.00000E+00  1.00427E+07  1.32536E+10  6.04918E+10  1.44128E+05  2.46067E+12
     19  1.28758E-09  1.19741E-11  4.11806E+02  7.83783E+05  6.30726E+04  0.00000E+00  9.84779E+06  1.32193E+10  5.96578E+10  1.44128E+05  2.39038E+12
     20  1.29978E-09  1.21933E-11  4.11794E+02  7.86916E+05  6.36510E+04  0.00000E+00  9.63146E+06  1.31601E+10  5.88783E+10  1.44128E+05  2.31984E+12
     21  1.31219E-09  1.24188E-11  4.11781E+02  7.89987E+05  6.42387E+04  0.00000E+00  9.35158E+06  1.30270E+10  5.82017E+10  1.44129E+05  2.24987E+12
