Volume averages, fluxes, etc
it t dt Rho Mx My Mz Pe Ew EInt E Pmin Pmax
     27  2.65429E-13  4.46867E-014  1.58694E+003  8.31402E-009 -1.06426E-006  0.00000E+000  3.41239E+004  3.22192E+000  1.41204E+005  3.09180E+008  1.74913E+003  4.97830E+008
     28  3.19053E-13  5.36241E-014  1.58694E+003  8.31122E-009 -1.06425E-006  0.00000E+000  4.86623E+004  2.89864E+000  2.04833E+005  3.09180E+008  1.74913E+003  4.97830E+008
     29  3.83402E-13  6.43490E-014  1.58694E+003  8.31332E-009 -1.06423E-006  0.00000E+000  9.94869E+004  2.52459E+000  2.51773E+005  3.09180E+008  1.74913E+003  4.97831E+008
     30  4.60621E-13  7.72188E-014  1.58694E+003  8.31802E-009 -1.06422E-006  0.00000E+000  1.94680E+005  2.15078E+000  2.86524E+005  3.09180E+008  1.74913E+003  4.97833E+008
     31  5.53284E-13  9.26626E-014  1.58694E+003  8.32342E-009 -1.06420E-006  0.00000E+000  3.34969E+005  1.78369E+000  3.31945E+005  3.09180E+008  1.74913E+003  4.97834E+008
     32  6.64479E-13  1.11195E-013  1.58694E+003  8.32833E-009 -1.06418E-006  0.00000E+000  5.42113E+005  1.43152E+000  3.89899E+005  3.09180E+008  1.74914E+003  4.97834E+008
     33  7.97913E-13  1.33434E-013  1.58694E+003  8.33310E-009 -1.06417E-006  0.00000E+000  8.20104E+005  1.13580E+000  5.04072E+005  3.09180E+008  1.74914E+003  4.97834E+008
     34  9.58035E-13  1.60122E-013  1.58694E+003  8.33910E-009 -1.06416E-006  0.00000E+000  1.20421E+006  1.04975E+000  6.93102E+005  3.09180E+008  1.74915E+003  4.97835E+008
     35  1.15018E-12  1.92146E-013  1.58694E+003  8.36071E-009 -1.06414E-006  0.00000E+000  1.80067E+006  8.72826E-001  9.00602E+005  3.09180E+008  1.74917E+003  4.97840E+008
     36  1.38076E-12  2.30575E-013  1.58694E+003  8.38429E-009 -1.06412E-006  0.00000E+000  2.64535E+006  7.39870E-001  1.22112E+006  3.09180E+008  1.74921E+003  4.97848E+008
     37  1.65745E-12  2.76690E-013  1.58694E+003  8.40998E-009 -1.06411E-006  0.00000E+000  3.84044E+006  6.82767E-001  1.71491E+006  3.09180E+008  1.74930E+003  4.97864E+008
     38  1.98947E-12  3.32029E-013  1.58694E+003  8.44077E-009 -1.06410E-006  0.00000E+000  5.50091E+006  6.67309E-001  2.51710E+006  3.09181E+008  1.74949E+003  4.97895E+008
     39  2.38791E-12  3.98434E-013  1.58694E+003  8.48185E-009 -1.06408E-006  0.00000E+000  7.79471E+006  6.68705E-001  3.81864E+006  3.09181E+008  1.74985E+003  4.97956E+008
     40  2.86603E-12  4.78121E-013  1.58694E+003  8.54172E-009 -1.06407E-006  0.00000E+000  1.10753E+007  6.56016E-001  5.72762E+006  3.09182E+008  1.75063E+003  4.98086E+008
     41  3.43978E-12  5.73746E-013  1.58694E+003  8.62950E-009 -1.06405E-006  0.00000E+000  1.36733E+007  6.87796E-001  1.16658E+007  3.09184E+008  1.75213E+003  4.98304E+008
     42  4.12827E-12  6.88495E-013  1.58694E+003  8.76070E-009 -1.06403E-006  0.00000E+000  1.57073E+007  7.33673E-001  2.27793E+007  3.09188E+008  1.75515E+003  4.98639E+008
     43  4.95446E-12  8.26193E-013  1.58694E+003  8.94782E-009 -1.06400E-006  0.00000E+000  1.74287E+007  1.04012E+000  4.06016E+007  3.09194E+008  1.76116E+003  4.99130E+008
     44  5.94590E-12  9.91432E-013  1.58694E+003  9.23524E-009 -1.06393E-006  0.00000E+000  1.89062E+007  1.65669E+000  6.77763E+007  3.09204E+008  1.77298E+003  4.99838E+008
     45  7.13561E-12  1.18972E-012  1.58694E+003  9.76616E-009 -1.06377E-006  0.00000E+000  2.00512E+007  1.75472E+000  1.08433E+008  3.09218E+008  1.80275E+003  5.00846E+008
     46  8.56327E-12  1.42766E-012  1.58694E+003  1.04365E-008 -1.06356E-006  0.00000E+000  2.12086E+007  1.53113E+000  1.68001E+008  3.09239E+008  1.84766E+003  5.02273E+008
     47  1.02765E-11  1.71319E-012  1.58694E+003  1.11916E-008 -1.06330E-006  0.00000E+000  2.24573E+007  1.39165E+000  2.54007E+008  3.09271E+008  1.92317E+003  5.04280E+008
     48  1.23323E-11  2.05583E-012  1.58694E+003  1.20993E-008 -1.06299E-006  0.00000E+000  2.34020E+007  1.57747E+000  3.78977E+008  3.09316E+008  2.06785E+003  5.07098E+008
     49  1.47993E-11  2.46699E-012  1.58694E+003  1.33254E-008 -1.06260E-006  0.00000E+000  2.41897E+007  1.70544E+000  5.59699E+008  3.09382E+008  2.40778E+003  5.11071E+008
     50  1.77597E-11  2.96039E-012  1.58694E+003  1.49813E-008 -1.06209E-006  0.00000E+000  2.49320E+007  2.05801E+000  8.20463E+008  3.09476E+008  2.99441E+003  5.16703E+008
     51  2.13121E-11  3.55246E-012  1.58694E+003  1.73556E-008 -1.06138E-006  0.00000E+000  2.56131E+007  2.95640E+000  1.19650E+009  3.09609E+008  3.58620E+003  5.24749E+008
     52  2.55751E-11  4.26294E-012  1.58694E+003  2.13005E-008 -1.06019E-006  0.00000E+000  2.63147E+007  3.90162E+000  1.73840E+009  3.09801E+008  4.27563E+003  5.36314E+008
     53  3.06906E-11  5.11551E-012  1.58694E+003  2.74497E-008  5.34014E-004  0.00000E+000  2.69912E+007  4.73068E+000  2.51918E+009  3.10076E+008  4.70045E+003  5.52961E+008
     54  3.07070E-11  1.64417E-014  1.58694E+003  2.74754E-008  5.58731E-004  0.00000E+000  2.70094E+007  4.73278E+000  2.52166E+009  3.10077E+008  4.70245E+003  5.53020E+008
     55  3.07158E-11  8.77427E-015  1.58694E+003  2.74892E-008  5.71940E-004  0.00000E+000  2.70191E+007  4.73098E+000  2.52299E+009  3.10078E+008  4.70352E+003  5.53052E+008
     56  3.07263E-11  1.05187E-014  1.58694E+003  2.75057E-008  5.87786E-004  0.00000E+000  2.70306E+007  4.72824E+000  2.52458E+009  3.10078E+008  4.70481E+003  5.53091E+008
     57  3.07389E-11  1.26158E-014  1.58694E+003  2.75256E-008  6.06808E-004  0.00000E+000  2.70445E+007  4.72510E+000  2.52649E+009  3.10079E+008  4.70634E+003  5.53136E+008
     58  3.07541E-11  1.51294E-014  1.58694E+003  2.75493E-008  6.29644E-004  0.00000E+000  2.70610E+007  4.72203E+000  2.52878E+009  3.10080E+008  4.70819E+003  5.53191E+008
     59  3.07722E-11  1.81416E-014  1.58694E+003  2.75778E-008  6.57060E-004  0.00000E+000  2.70808E+007  4.71940E+000  2.53153E+009  3.10081E+008  4.71040E+003  5.53258E+008
     60  3.07940E-11  2.17502E-014  1.58694E+003  2.76120E-008  6.89979E-004  0.00000E+000  2.71043E+007  4.71747E+000  2.53483E+009  3.10082E+008  4.71304E+003  5.53337E+008
