Volume averages, fluxes, etc
it t dt rho mx my mz bx by bz e Pmin Pmax
    130  9.33098E+01  7.34609E-01  5.00000E+00 -3.34371E-15  2.71080E-35  3.61441E-35  1.98142E-18  6.03713E-19  9.52874E-01  6.79746E-10  6.90350E-03  4.23521E-01
    131  9.40445E+01  7.34644E-01  5.00000E+00 -3.34370E-15  3.61441E-35 -9.03601E-36  9.90708E-19 -9.28789E-20  9.52503E-01  6.79746E-10  6.90350E-03  4.24511E-01
    132  9.47791E+01  7.34679E-01  5.00000E+00 -3.34369E-15  5.42161E-35  9.03601E-36 -9.90708E-19 -5.26314E-19  9.52132E-01  6.79746E-10  6.90350E-03  4.25485E-01
    133  9.55138E+01  7.34714E-01  5.00000E+00 -3.34368E-15  3.61441E-35 -9.03601E-36 -1.98142E-18 -1.08359E-19  9.51760E-01  6.79746E-10  6.90350E-03  4.26445E-01
    134  9.62486E+01  7.34748E-01  5.00000E+00 -3.34368E-15  9.03601E-36 -5.42161E-35 -1.98142E-18  1.85758E-19  9.51389E-01  6.79746E-10  6.90350E-03  4.27390E-01
    135  9.69834E+01  7.34782E-01  5.00000E+00 -3.34367E-15  4.51801E-35  1.80720E-35 -2.97212E-18 -1.85758E-19  9.51018E-01  6.79746E-10  6.90350E-03  4.28320E-01
    136  9.77182E+01  7.34816E-01  5.00000E+00 -3.34366E-15  4.51801E-35 -9.03601E-36 -1.48606E-18  7.73991E-20  9.50647E-01  6.79745E-10  6.90350E-03  4.29236E-01
    137  9.84530E+01  7.34849E-01  5.00000E+00 -3.34365E-15  2.71080E-35 -3.61441E-35 -4.95354E-19  7.27551E-19  9.50276E-01  6.79745E-10  6.90350E-03  4.30138E-01
    138  9.91879E+01  7.34882E-01  5.00000E+00 -3.34364E-15  2.71080E-35  3.61441E-35  0.00000E+00 -3.40556E-19  9.49905E-01  6.79745E-10  6.90350E-03  4.31027E-01
    139  9.99228E+01  7.34915E-01  5.00000E+00 -3.34363E-15  0.00000E+00 -2.71080E-35  0.00000E+00 -5.10834E-19  9.49534E-01  6.79745E-10  6.90350E-03  4.31903E-01
    140  1.00658E+02  7.34948E-01  5.00000E+00 -3.34362E-15  4.51801E-35  2.71080E-35  4.95354E-19 -1.54798E-19  9.49163E-01  6.79745E-10  6.90350E-03  4.32765E-01
    141  1.01393E+02  7.34980E-01  5.00000E+00 -3.34362E-15  2.71080E-35 -1.80720E-35  9.90708E-19 -5.57273E-19  9.48792E-01  6.79745E-10  6.90350E-03  4.33615E-01
    142  1.02128E+02  7.35012E-01  5.00000E+00 -3.34361E-15  5.42161E-35  0.00000E+00 -9.90708E-19 -1.00619E-18  9.48421E-01  6.79745E-10  6.90350E-03  4.34452E-01
    143  1.02863E+02  7.35044E-01  5.00000E+00 -3.34360E-15  5.42161E-35  2.71080E-35  4.95354E-19 -3.86995E-19  9.48050E-01  6.79745E-10  6.90350E-03  4.35277E-01
    144  1.03598E+02  7.35075E-01  5.00000E+00 -3.34359E-15  4.51801E-35  0.00000E+00 -2.97212E-18  9.28789E-20  9.47679E-01  6.79745E-10  6.90350E-03  4.36089E-01
    145  1.04333E+02  7.35106E-01  5.00000E+00 -3.34358E-15  9.03601E-36 -9.03601E-36  9.90708E-19  3.09596E-20  9.47308E-01  6.79745E-10  6.90350E-03  4.36890E-01
    146  1.05068E+02  7.35137E-01  5.00000E+00 -3.34357E-15  4.51801E-35 -6.32521E-35  1.48606E-18  7.73991E-20  9.46937E-01  6.79744E-10  6.90350E-03  4.37680E-01
    147  1.05803E+02  7.35167E-01  5.00000E+00 -3.34356E-15  2.71080E-35 -3.61441E-35 -1.98142E-18  1.70278E-19  9.46566E-01  6.79744E-10  6.90350E-03  4.38458E-01
    148  1.06539E+02  7.35197E-01  5.00000E+00 -3.34356E-15  9.03601E-36 -1.80720E-35 -9.90708E-19  1.08359E-19  9.46195E-01  6.79744E-10  6.90350E-03  4.39224E-01
    149  1.07274E+02  7.35227E-01  5.00000E+00 -3.34355E-15  9.03601E-35  0.00000E+00  9.90708E-19 -6.19193E-20  9.45824E-01  6.79744E-10  6.90350E-03  4.39980E-01
    150  1.08009E+02  7.35257E-01  5.00000E+00 -3.34354E-15  5.42161E-35  9.03601E-36  0.00000E+00  2.63157E-19  9.45453E-01  6.79744E-10  6.90350E-03  4.40725E-01
    151  1.08744E+02  7.35286E-01  5.00000E+00 -3.34353E-15  5.42161E-35  1.80720E-35  4.95354E-19 -1.23839E-19  9.45083E-01  6.79744E-10  6.90350E-03  4.41460E-01
    152  1.09480E+02  7.35315E-01  5.00000E+00 -3.34352E-15  4.51801E-35 -4.51801E-35 -1.98142E-18 -4.17955E-19  9.44712E-01  6.79744E-10  6.90350E-03  4.42184E-01
    153  1.10215E+02  7.35343E-01  5.00000E+00 -3.34351E-15  3.61441E-35 -4.51801E-35  0.00000E+00  4.33435E-19  9.44341E-01  6.79744E-10  6.90350E-03  4.42898E-01
    154  1.10950E+02  7.35372E-01  5.00000E+00 -3.34351E-15  4.51801E-35 -2.71080E-35  1.98142E-18 -1.23839E-19  9.43970E-01  6.79744E-10  6.90350E-03  4.43602E-01
    155  1.11686E+02  7.35400E-01  5.00000E+00 -3.34350E-15  1.80720E-35  4.51801E-35  0.00000E+00  3.09596E-19  9.43599E-01  6.79744E-10  6.90350E-03  4.44296E-01
    156  1.12421E+02  7.35427E-01  5.00000E+00 -3.34349E-15  9.03601E-35 -3.61441E-35  1.48606E-18  3.71516E-19  9.43229E-01  6.79744E-10  6.90350E-03  4.44980E-01
    157  1.13157E+02  7.35455E-01  5.00000E+00 -3.34348E-15  9.03601E-36  2.71080E-35 -2.47677E-18  3.56036E-19  9.42858E-01  6.79743E-10  6.90350E-03  4.45655E-01
    158  1.13892E+02  7.35482E-01  5.00000E+00 -3.34347E-15  7.22881E-35 -3.61441E-35  9.90708E-19  6.19193E-20  9.42487E-01  6.79743E-10  6.90350E-03  4.46320E-01
    159  1.14628E+02  7.35508E-01  5.00000E+00 -3.34347E-15  3.61441E-35 -3.61441E-35  1.48606E-18 -1.54798E-20  9.42116E-01  6.79743E-10  6.90350E-03  4.46977E-01
    160  1.15363E+02  7.35535E-01  5.00000E+00 -3.34346E-15  6.32521E-35  9.03601E-36  2.47677E-18  4.64395E-19  9.41746E-01  6.79743E-10  6.90350E-03  4.47624E-01
    161  1.16099E+02  7.35561E-01  5.00000E+00 -3.34345E-15  1.80720E-35 -9.03601E-36  1.98142E-18 -9.59749E-19  9.41375E-01  6.79743E-10  6.90350E-03  4.48263E-01
    162  1.16834E+02  7.35587E-01  5.00000E+00 -3.34344E-15  5.42161E-35  0.00000E+00 -2.97212E-18 -3.71516E-19  9.41004E-01  6.79743E-10  6.90350E-03  4.48892E-01
    163  1.17570E+02  7.35612E-01  5.00000E+00 -3.34343E-15  8.13241E-35 -2.71080E-35  4.95354E-19 -2.78637E-19  9.40634E-01  6.79743E-10  6.90350E-03  4.49513E-01
    164  1.18306E+02  7.35637E-01  5.00000E+00 -3.34342E-15  4.51801E-35 -9.03601E-36  9.90708E-19  6.03713E-19  9.40263E-01  6.79743E-10  6.90350E-03  4.50126E-01
    165  1.19041E+02  7.35662E-01  5.00000E+00 -3.34342E-15 -1.80720E-35  0.00000E+00 -4.95354E-19 -2.78637E-19  9.39893E-01  6.79743E-10  6.90350E-03  4.50730E-01
    166  1.19777E+02  7.35687E-01  5.00000E+00 -3.34341E-15  7.22881E-35  3.61441E-35  4.95354E-19 -4.17955E-19  9.39522E-01  6.79743E-10  6.90350E-03  4.51327E-01
    167  1.20513E+02  7.35711E-01  5.00000E+00 -3.34340E-15  4.51801E-35 -9.03601E-36 -1.98142E-18  5.57273E-19  9.39151E-01  6.79742E-10  6.90350E-03  4.51915E-01
    168  1.21248E+02  7.35735E-01  5.00000E+00 -3.34339E-15  3.61441E-35  9.03601E-36  9.90708E-19  4.02475E-19  9.38781E-01  6.79742E-10  6.90350E-03  4.52495E-01
    169  1.21984E+02  7.35758E-01  5.00000E+00 -3.34338E-15  1.80720E-35 -9.03601E-36  1.98142E-18  6.19193E-20  9.38410E-01  6.79742E-10  6.90350E-03  4.53067E-01
    170  1.22720E+02  7.35782E-01  5.00000E+00 -3.34338E-15  9.03601E-35  5.42161E-35  9.90708E-19  2.01238E-19  9.38040E-01  6.79742E-10  6.90350E-03  4.53632E-01
    171  1.23456E+02  7.35805E-01  5.00000E+00 -3.34337E-15  3.61441E-35 -4.51801E-35 -4.45819E-18 -3.40556E-19  9.37669E-01  6.79742E-10  6.90350E-03  4.54189E-01
    172  1.24191E+02  7.35827E-01  5.00000E+00 -3.34336E-15  5.42161E-35 -4.51801E-35  0.00000E+00  2.32197E-19  9.37299E-01  6.79742E-10  6.90350E-03  4.54739E-01
    173  1.24927E+02  7.35850E-01  5.00000E+00 -3.34335E-15  1.80720E-35 -3.61441E-35 -4.95354E-19 -1.85758E-19  9.36928E-01  6.79742E-10  6.90350E-03  4.55281E-01
    174  1.25663E+02  7.35872E-01  5.00000E+00 -3.34334E-15  7.22881E-35 -5.42161E-35 -1.48606E-18  2.01238E-19  9.36558E-01  6.79742E-10  6.90350E-03  4.55816E-01
    175  1.26399E+02  7.35894E-01  5.00000E+00 -3.34334E-15  7.22881E-35 -6.32521E-35  1.48606E-18  2.63157E-19  9.36187E-01  6.79742E-10  6.90350E-03  4.56344E-01
    176  1.27135E+02  7.35915E-01  5.00000E+00 -3.34333E-15  1.80720E-35  0.00000E+00  9.90708E-19  5.41794E-19  9.35817E-01  6.79742E-10  6.90350E-03  4.56865E-01
    177  1.27871E+02  7.35936E-01  5.00000E+00 -3.34332E-15  9.03601E-35  6.32521E-35  1.48606E-18  4.64395E-19  9.35447E-01  6.79742E-10  6.90350E-03  4.57379E-01
    178  1.28607E+02  7.35957E-01  5.00000E+00 -3.34331E-15 -1.80720E-35  9.03601E-36 -1.98142E-18 -5.10834E-19  9.35076E-01  6.79741E-10  6.90350E-03  4.57886E-01
    179  1.29343E+02  7.35977E-01  5.00000E+00 -3.34330E-15  1.80720E-35 -4.51801E-35  0.00000E+00  3.09596E-19  9.34706E-01  6.79741E-10  6.90350E-03  4.58386E-01
    180  1.30079E+02  7.35997E-01  5.00000E+00 -3.34330E-15  1.80720E-35 -1.08432E-34  1.98142E-18 -4.02475E-19  9.34336E-01  6.79741E-10  6.90350E-03  4.58880E-01
    181  1.30815E+02  7.36017E-01  5.00000E+00 -3.34329E-15  1.08432E-34 -9.03601E-36 -9.90708E-19 -8.20430E-19  9.33965E-01  6.79741E-10  6.90350E-03  4.59367E-01
    182  1.31551E+02  7.36037E-01  5.00000E+00 -3.34328E-15  5.42161E-35 -1.80720E-35 -9.90708E-19  4.64395E-19  9.33595E-01  6.79741E-10  6.90350E-03  4.59848E-01
    183  1.32287E+02  7.36056E-01  5.00000E+00 -3.34327E-15  3.61441E-35 -5.42161E-35 -2.47677E-18  3.56036E-19  9.33225E-01  6.79741E-10  6.90350E-03  4.60323E-01
    184  1.33023E+02  7.36075E-01  5.00000E+00 -3.34327E-15  9.03601E-35 -3.61441E-35  9.90708E-19 -3.09596E-20  9.32854E-01  6.79741E-10  6.90350E-03  4.60791E-01
    185  1.33759E+02  7.36093E-01  5.00000E+00 -3.34326E-15  0.00000E+00  0.00000E+00  4.95354E-19 -1.00619E-18  9.32484E-01  6.79741E-10  6.90350E-03  4.61253E-01
    186  1.34495E+02  7.36111E-01  5.00000E+00 -3.34325E-15  1.80720E-35  1.80720E-35 -9.90708E-19 -8.66870E-19  9.32114E-01  6.79741E-10  6.90350E-03  4.61709E-01
    187  1.35231E+02  7.36129E-01  5.00000E+00 -3.34324E-15  9.03601E-35 -1.80720E-35  0.00000E+00  1.54798E-20  9.31744E-01  6.79741E-10  6.90350E-03  4.62159E-01
    188  1.35968E+02  7.36147E-01  5.00000E+00 -3.34323E-15  1.80720E-35 -3.61441E-35  9.90708E-19 -5.10834E-19  9.31374E-01  6.79741E-10  6.90350E-03  4.62603E-01
    189  1.36704E+02  7.36164E-01  5.00000E+00 -3.34323E-15  1.08432E-34 -5.42161E-35  9.90708E-19  5.72753E-19  9.31003E-01  6.79740E-10  6.90350E-03  4.63041E-01
    190  1.37440E+02  7.36181E-01  5.00000E+00 -3.34322E-15  7.22881E-35  0.00000E+00  4.45819E-18 -1.39318E-19  9.30633E-01  6.79740E-10  6.90350E-03  4.63474E-01
    191  1.38176E+02  7.36198E-01  5.00000E+00 -3.34321E-15  1.80720E-35  0.00000E+00  2.47677E-18  2.47677E-19  9.30263E-01  6.79740E-10  6.90350E-03  4.63900E-01
    192  1.38912E+02  7.36214E-01  5.00000E+00 -3.34320E-15  1.08432E-34  1.80720E-35 -1.98142E-18 -9.28789E-20  9.29893E-01  6.79740E-10  6.90350E-03  4.64321E-01
    193  1.39649E+02  7.36230E-01  5.00000E+00 -3.34319E-15  5.42161E-35  3.61441E-35 -1.48606E-18  3.09596E-19  9.29523E-01  6.79740E-10  6.90350E-03  4.64737E-01
    194  1.40385E+02  7.36246E-01  5.00000E+00 -3.34319E-15  3.61441E-35 -5.42161E-35  3.46748E-18 -3.71516E-19  9.29153E-01  6.79740E-10  6.90350E-03  4.65147E-01
    195  1.41121E+02  7.36261E-01  5.00000E+00 -3.34318E-15  5.42161E-35  0.00000E+00 -9.90708E-19 -2.47677E-19  9.28783E-01  6.79740E-10  6.90350E-03  4.65552E-01
    196  1.41857E+02  7.36276E-01  5.00000E+00 -3.34317E-15  1.26504E-34  5.42161E-35  0.00000E+00 -2.78637E-19  9.28413E-01  6.79740E-10  6.90350E-03  4.65951E-01
    197  1.42594E+02  7.36291E-01  5.00000E+00 -3.34316E-15  7.22881E-35  7.22881E-35 -1.48606E-18 -8.66870E-19  9.28043E-01  6.79740E-10  6.90350E-03  4.66345E-01
    198  1.43330E+02  7.36306E-01  5.00000E+00 -3.34316E-15  3.61441E-35 -1.80720E-35 -4.95354E-19 -1.05263E-18  9.27673E-01  6.79740E-10  6.90350E-03  4.66734E-01
    199  1.44066E+02  7.36320E-01  5.00000E+00 -3.34315E-15  9.03601E-35 -5.42161E-35 -2.97212E-18 -6.19193E-19  9.27303E-01  6.79740E-10  6.90350E-03  4.67118E-01
    200  1.44803E+02  7.36334E-01  5.00000E+00 -3.34314E-15  7.22881E-35 -5.42161E-35  4.95354E-19 -4.64395E-19  9.26933E-01  6.79739E-10  6.90350E-03  4.67496E-01
    201  1.45539E+02  7.36347E-01  5.00000E+00 -3.34313E-15  1.26504E-34  9.03601E-35  1.98142E-18  6.19193E-20  9.26563E-01  6.79739E-10  6.90350E-03  4.67870E-01
    202  1.46275E+02  7.36360E-01  5.00000E+00 -3.34313E-15  9.03601E-35 -1.80720E-35  1.48606E-18 -9.90708E-19  9.26193E-01  6.79739E-10  6.90350E-03  4.68239E-01
    203  1.47012E+02  7.36373E-01  5.00000E+00 -3.34312E-15  0.00000E+00 -7.22881E-35 -2.97212E-18 -3.09596E-20  9.25823E-01  6.79739E-10  6.90350E-03  4.68603E-01
    204  1.47748E+02  7.36386E-01  5.00000E+00 -3.34311E-15  7.22881E-35  1.80720E-35 -4.95354E-19 -3.40556E-19  9.25453E-01  6.79739E-10  6.90350E-03  4.68962E-01
    205  1.48484E+02  7.36398E-01  5.00000E+00 -3.34310E-15  1.80720E-35 -5.42161E-35  4.95354E-19  3.09596E-19  9.25083E-01  6.79739E-10  6.90350E-03  4.69316E-01
    206  1.49221E+02  7.36410E-01  5.00000E+00 -3.34310E-15  3.61441E-35 -1.08432E-34 -2.47677E-18  0.00000E+00  9.24713E-01  6.79739E-10  6.90350E-03  4.69666E-01
    207  1.49957E+02  7.36422E-01  5.00000E+00 -3.34309E-15  3.61441E-35 -3.61441E-35  4.95354E-19  1.23839E-19  9.24343E-01  6.79739E-10  6.90350E-03  4.70011E-01
    208  1.50694E+02  7.36433E-01  5.00000E+00 -3.34308E-15  3.61441E-35 -5.42161E-35 -2.47677E-18 -4.64395E-19  9.23973E-01  6.79739E-10  6.90350E-03  4.70351E-01
    209  1.51430E+02  7.36444E-01  5.00000E+00 -3.34307E-15  5.42161E-35  1.80720E-35  9.90708E-19 -3.09596E-19  9.23604E-01  6.79739E-10  6.90350E-03  4.70687E-01
    210  1.52167E+02  7.36455E-01  5.00000E+00 -3.34306E-15  9.03601E-35  1.80720E-35  4.95354E-19  6.19193E-20  9.23234E-01  6.79739E-10  6.90350E-03  4.71018E-01
    211  1.52903E+02  7.36465E-01  5.00000E+00 -3.34306E-15  0.00000E+00 -7.22881E-35  3.96283E-18 -3.71516E-19  9.22864E-01  6.79738E-10  6.90350E-03  4.71345E-01
    212  1.53640E+02  7.36476E-01  5.00000E+00 -3.34305E-15  5.42161E-35 -7.22881E-35 -2.97212E-18 -6.19193E-20  9.22494E-01  6.79738E-10  6.90350E-03  4.71668E-01
    213  1.54376E+02  7.36485E-01  5.00000E+00 -3.34304E-15  5.42161E-35  0.00000E+00 -3.46748E-18 -6.19193E-19  9.22125E-01  6.79738E-10  6.90350E-03  4.71986E-01
    214  1.55113E+02  7.36495E-01  5.00000E+00 -3.34303E-15  5.42161E-35  3.61441E-35  1.48606E-18  3.09596E-20  9.21755E-01  6.79738E-10  6.90350E-03  4.72300E-01
    215  1.55849E+02  7.36504E-01  5.00000E+00 -3.34303E-15  7.22881E-35 -1.80720E-35  9.90708E-19  1.85758E-19  9.21385E-01  6.79738E-10  6.90350E-03  4.72610E-01
    216  1.56586E+02  7.36513E-01  5.00000E+00 -3.34302E-15  3.61441E-35  0.00000E+00 -4.95354E-19  2.16717E-19  9.21016E-01  6.79738E-10  6.90350E-03  4.72915E-01
    217  1.57322E+02  7.36522E-01  5.00000E+00 -3.34301E-15  1.80720E-35 -3.61441E-35 -1.48606E-18 -5.88233E-19  9.20646E-01  6.79738E-10  6.90350E-03  4.73217E-01
    218  1.58059E+02  7.36530E-01  5.00000E+00 -3.34300E-15  7.22881E-35 -1.08432E-34  9.90708E-19 -3.09596E-20  9.20276E-01  6.79738E-10  6.90350E-03  4.73514E-01
    219  1.58795E+02  7.36538E-01  5.00000E+00 -3.34300E-15  5.42161E-35 -5.42161E-35 -9.90708E-19  2.16717E-19  9.19907E-01  6.79738E-10  6.90350E-03  4.73807E-01
    220  1.59532E+02  7.36546E-01  5.00000E+00 -3.34299E-15  1.80720E-35 -7.22881E-35 -9.90708E-19  3.40556E-19  9.19537E-01  6.79738E-10  6.90350E-03  4.74097E-01
    221  1.60268E+02  7.36553E-01  5.00000E+00 -3.34298E-15  0.00000E+00  0.00000E+00  2.97212E-18  0.00000E+00  9.19167E-01  6.79738E-10  6.90350E-03  4.74382E-01
    222  1.61005E+02  7.36560E-01  5.00000E+00 -3.34297E-15  1.80720E-35  5.42161E-35  2.97212E-18  9.28789E-20  9.18798E-01  6.79738E-10  6.90350E-03  4.74664E-01
    223  1.61741E+02  7.36567E-01  5.00000E+00 -3.34297E-15  7.22881E-35 -9.03601E-35 -1.98142E-18  0.00000E+00  9.18428E-01  6.79737E-10  6.90350E-03  4.74942E-01
    224  1.62478E+02  7.36574E-01  5.00000E+00 -3.34296E-15  9.03601E-35 -9.03601E-35  4.95354E-18  6.19193E-20  9.18059E-01  6.79737E-10  6.90350E-03  4.75216E-01
    225  1.63214E+02  7.36580E-01  5.00000E+00 -3.34295E-15  1.26504E-34  5.42161E-35 -9.90708E-19  8.66870E-19  9.17689E-01  6.79737E-10  6.90350E-03  4.75486E-01
    226  1.63951E+02  7.36586E-01  5.00000E+00 -3.34294E-15  9.03601E-35 -7.22881E-35  0.00000E+00 -2.16717E-19  9.17320E-01  6.79737E-10  6.90350E-03  4.75752E-01
    227  1.64688E+02  7.36591E-01  5.00000E+00 -3.34294E-15  1.80720E-35  1.80720E-35  2.97212E-18 -9.90708E-19  9.16950E-01  6.79737E-10  6.90350E-03  4.76015E-01
    228  1.65424E+02  7.36597E-01  5.00000E+00 -3.34293E-15  1.08432E-34 -3.61441E-35  1.98142E-18  7.73991E-19  9.16581E-01  6.79737E-10  6.90350E-03  4.76274E-01
    229  1.66161E+02  7.36602E-01  5.00000E+00 -3.34292E-15  3.61441E-35 -1.80720E-35 -4.95354E-18  0.00000E+00  9.16212E-01  6.79737E-10  6.90350E-03  4.76530E-01
    230  1.66897E+02  7.36607E-01  5.00000E+00 -3.34292E-15 -1.80720E-35  0.00000E+00  9.90708E-19 -5.57273E-19  9.15842E-01  6.79737E-10  6.90350E-03  4.76782E-01
    231  1.67634E+02  7.36611E-01  5.00000E+00 -3.34291E-15  9.03601E-35 -1.26504E-34  2.97212E-18  4.02475E-19  9.15473E-01  6.79737E-10  6.90350E-03  4.77030E-01
    232  1.68371E+02  7.36615E-01  5.00000E+00 -3.34290E-15  9.03601E-35  1.80720E-35  4.95354E-18  9.28789E-20  9.15104E-01  6.79737E-10  6.90350E-03  4.77275E-01
    233  1.69107E+02  7.36619E-01  5.00000E+00 -3.34289E-15  1.08432E-34 -9.03601E-35 -9.90708E-19 -1.23839E-19  9.14734E-01  6.79737E-10  6.90350E-03  4.77517E-01
    234  1.69844E+02  7.36623E-01  5.00000E+00 -3.34289E-15  7.22881E-35 -9.03601E-35  6.93496E-18 -7.43031E-19  9.14365E-01  6.79737E-10  6.90350E-03  4.77755E-01
    235  1.70581E+02  7.36626E-01  5.00000E+00 -3.34288E-15  9.03601E-35 -3.61441E-35  0.00000E+00 -4.64395E-19  9.13996E-01  6.79736E-10  6.90350E-03  4.77990E-01
    236  1.71317E+02  7.36629E-01  5.00000E+00 -3.34287E-15  1.08432E-34 -3.61441E-35  1.98142E-18 -4.64395E-19  9.13626E-01  6.79736E-10  6.90350E-03  4.78222E-01
    237  1.72054E+02  7.36632E-01  5.00000E+00 -3.34286E-15  3.61441E-35 -1.80720E-35  2.97212E-18 -2.78637E-19  9.13257E-01  6.79736E-10  6.90350E-03  4.78450E-01
    238  1.72790E+02  7.36634E-01  5.00000E+00 -3.34286E-15  9.03601E-35 -9.03601E-35 -9.90708E-19 -1.02167E-18  9.12888E-01  6.79736E-10  6.90350E-03  4.78675E-01
    239  1.73527E+02  7.36637E-01  5.00000E+00 -3.34285E-15  7.22881E-35 -1.80720E-35 -3.96283E-18 -1.23839E-19  9.12519E-01  6.79736E-10  6.90350E-03  4.78897E-01
    240  1.74264E+02  7.36638E-01  5.00000E+00 -3.34284E-15  5.42161E-35 -7.22881E-35  1.98142E-18  6.19193E-19  9.12149E-01  6.79736E-10  6.90350E-03  4.79115E-01
    241  1.75000E+02  7.36640E-01  5.00000E+00 -3.34283E-15  1.08432E-34  0.00000E+00  3.96283E-18  4.02475E-19  9.11780E-01  6.79736E-10  6.90350E-03  4.79331E-01
    242  1.75737E+02  7.36641E-01  5.00000E+00 -3.34283E-15  7.22881E-35 -1.08432E-34  2.97212E-18 -4.02475E-19  9.11411E-01  6.79736E-10  6.90350E-03  4.79543E-01
    243  1.76474E+02  7.36643E-01  5.00000E+00 -3.34282E-15  1.44576E-34 -5.42161E-35  9.90708E-19 -3.09596E-19  9.11042E-01  6.79736E-10  6.90350E-03  4.79752E-01
    244  1.77210E+02  7.36643E-01  5.00000E+00 -3.34281E-15  9.03601E-35 -3.61441E-35 -9.90708E-19  5.26314E-19  9.10673E-01  6.79736E-10  6.90350E-03  4.79959E-01
    245  1.77947E+02  7.36644E-01  5.00000E+00 -3.34281E-15  5.42161E-35 -7.22881E-35  2.97212E-18 -5.26314E-19  9.10304E-01  6.79736E-10  6.90350E-03  4.80162E-01
    246  1.78684E+02  7.36644E-01  5.00000E+00 -3.34280E-15  1.26504E-34 -1.08432E-34 -2.97212E-18 -1.85758E-19  9.09935E-01  6.79736E-10  6.90350E-03  4.80362E-01
    247  1.79420E+02  7.36644E-01  5.00000E+00 -3.34279E-15  0.00000E+00 -3.61441E-35  2.97212E-18  3.71516E-19  9.09566E-01  6.79735E-10  6.90350E-03  4.80560E-01
    248  1.80157E+02  7.36644E-01  5.00000E+00 -3.34278E-15  5.42161E-35 -5.42161E-35 -9.90708E-19  8.04950E-19  9.09197E-01  6.79735E-10  6.90350E-03  4.80754E-01
    249  1.80894E+02  7.36643E-01  5.00000E+00 -3.34278E-15  0.00000E+00  1.80720E-35 -4.95354E-18  6.19193E-19  9.08828E-01  6.79735E-10  6.90350E-03  4.80946E-01
    250  1.81630E+02  7.36643E-01  5.00000E+00 -3.34277E-15  5.42161E-35  1.80720E-35 -9.90708E-19 -1.23839E-19  9.08459E-01  6.79735E-10  6.90350E-03  4.81135E-01
    251  1.82367E+02  7.36642E-01  5.00000E+00 -3.34276E-15  5.42161E-35 -5.42161E-35  0.00000E+00 -5.88233E-19  9.08090E-01  6.79735E-10  6.90350E-03  4.81321E-01
    252  1.83103E+02  7.36640E-01  5.00000E+00 -3.34275E-15  3.61441E-35 -7.22881E-35 -9.90708E-19  6.19193E-20  9.07721E-01  6.79735E-10  6.90350E-03  4.81504E-01
    253  1.83840E+02  7.36639E-01  5.00000E+00 -3.34275E-15  1.80720E-35 -1.80720E-35 -1.98142E-18 -7.12072E-19  9.07352E-01  6.79735E-10  6.90350E-03  4.81684E-01
    254  1.84577E+02  7.36637E-01  5.00000E+00 -3.34274E-15  9.03601E-35  0.00000E+00  2.97212E-18  4.64395E-19  9.06983E-01  6.79735E-10  6.90350E-03  4.81862E-01
    255  1.85313E+02  7.36635E-01  5.00000E+00 -3.34273E-15  1.08432E-34  0.00000E+00 -2.97212E-18 -2.16717E-19  9.06614E-01  6.79735E-10  6.90350E-03  4.82037E-01
    256  1.86050E+02  7.36632E-01  5.00000E+00 -3.34273E-15  0.00000E+00 -5.42161E-35  1.98142E-18  3.71516E-19  9.06245E-01  6.79735E-10  6.90350E-03  4.82209E-01
    257  1.86787E+02  7.36630E-01  5.00000E+00 -3.34272E-15  1.08432E-34  5.42161E-35 -2.97212E-18 -7.73991E-19  9.05876E-01  6.79735E-10  6.90350E-03  4.82379E-01
    258  1.87523E+02  7.36627E-01  5.00000E+00 -3.34271E-15 -3.61441E-35  1.80720E-35  1.98142E-18 -4.64395E-19  9.05508E-01  6.79735E-10  6.90350E-03  4.82546E-01
    259  1.88260E+02  7.36623E-01  5.00000E+00 -3.34270E-15  5.42161E-35  9.03601E-35  0.00000E+00 -6.81112E-19  9.05139E-01  6.79734E-10  6.90350E-03  4.82710E-01
    260  1.88996E+02  7.36620E-01  5.00000E+00 -3.34270E-15  1.08432E-34 -1.80720E-35 -9.90708E-19 -1.85758E-19  9.04770E-01  6.79734E-10  6.90350E-03  4.82872E-01
    261  1.89733E+02  7.36616E-01  5.00000E+00 -3.34269E-15  9.03601E-35 -5.42161E-35 -3.96283E-18 -3.09596E-20  9.04401E-01  6.79734E-10  6.90350E-03  4.83032E-01
    262  1.90470E+02  7.36612E-01  5.00000E+00 -3.34268E-15  5.42161E-35 -1.26504E-34 -1.98142E-18  3.40556E-19  9.04033E-01  6.79734E-10  6.90350E-03  4.83189E-01
    263  1.91206E+02  7.36608E-01  5.00000E+00 -3.34268E-15  3.61441E-35  3.61441E-35  5.94425E-18 -7.43031E-19  9.03664E-01  6.79734E-10  6.90350E-03  4.83343E-01
    264  1.91943E+02  7.36604E-01  5.00000E+00 -3.34267E-15  1.44576E-34 -1.44576E-34  2.97212E-18  8.97829E-19  9.03295E-01  6.79734E-10  6.90350E-03  4.83495E-01
    265  1.92680E+02  7.36599E-01  5.00000E+00 -3.34266E-15  1.80720E-34 -3.61441E-35  1.98142E-18 -3.09596E-19  9.02927E-01  6.79734E-10  6.90350E-03  4.83645E-01
    266  1.93416E+02  7.36594E-01  5.00000E+00 -3.34265E-15  3.61441E-35 -7.22881E-35 -9.90708E-19 -8.35910E-19  9.02558E-01  6.79734E-10  6.90350E-03  4.83792E-01
