#COOR
HGI

#START
2006  10  28   0   0   0   0   157.06  -142.41    18.18
2006  10  29   0   0   0   0   159.54  -139.67    17.81
2006  10  30   0   0   0   0   161.98  -136.89    17.44
2006  10  31   0   0   0   0   164.37  -134.06    17.07
2006  11   1   0   0   0   0   166.71  -131.19    16.70
2006  11   2   0   0   0   0   168.99  -128.27    16.33
2006  11   3   0   0   0   0   171.23  -125.32    15.95
2006  11   4   0   0   0   0   173.41  -122.33    15.58
2006  11   5   0   0   0   0   175.54  -119.30    15.21
2006  11   6   0   0   0   0   177.62  -116.23    14.84
2006  11   7   0   0   0   0   179.64  -113.13    14.47
2006  11   8   0   0   0   0   181.63  -110.00    13.73
2006  11   9   0   0   0   0   183.55  -106.83    13.36
2006  11  10   0   0   0   0   185.40  -103.62    12.99
2006  11  11   0   0   0   0   187.20  -100.38    12.62
2006  11  12   0   0   0   0   188.95   -97.10    12.25
2006  11  13   0   0   0   0   190.63   -93.80    11.88
2006  11  14   0   0   0   0   192.26   -90.47    11.51
2006  11  15   0   0   0   0   193.82   -87.11    11.14
2006  11  16   0   0   0   0   195.33   -83.72    10.77
2006  11  17   0   0   0   0   196.78   -80.30    10.39
2006  11  18   0   0   0   0   198.19   -76.87     9.65
2006  11  19   0   0   0   0   199.51   -73.41     9.28
2006  11  20   0   0   0   0   200.78   -69.92     8.91
2006  11  21   0   0   0   0   202.11   -66.06     8.17
2006  11  22   0   0   0   0   203.25   -62.53     7.80
2006  11  23   0   0   0   0   204.32   -58.97     7.43
2006  11  24   0   0   0   0   203.26   -54.84     6.98
2006  11  25   0   0   0   0   204.19   -51.29     6.62
2006  11  26   0   0   0   0   205.07   -47.72     6.25
2006  11  27   0   0   0   0   205.89   -44.14     5.51
2006  11  28   0   0   0   0   206.64   -40.54     5.15
2006  11  29   0   0   0   0   207.32   -36.93     4.78
2006  11  30   0   0   0   0   210.01   -34.01     4.46
2006  12   1   0   0   0   0   210.64   -29.98     3.71
2006  12   2   0   0   0   0   209.00   -26.03     3.31
2006  12   3   0   0   0   0   209.43   -22.38     2.94
2006  12   4   0   0   0   0   209.80   -18.72     2.21
2006  12   5   0   0   0   0   210.12   -14.69     1.84
2006  12   6   0   0   0   0   210.35   -11.02     1.47
2006  12   7   0   0   0   0   210.51    -7.35     1.10
2006  12   8   0   0   0   0   210.61    -3.68     0.37
2006  12   9   0   0   0   0   210.64    -0.00     0.00
2006  12  10   0   0   0   0   210.61     3.68    -0.37
2006  12  11   0   0   0   0   210.51     7.35    -0.74
2006  12  12   0   0   0   0   210.35    11.02    -1.47
2006  12  13   0   0   0   0   210.14    14.33    -1.84
2006  12  14   0   0   0   0   209.82    18.36    -2.57
2006  12  15   0   0   0   0   209.47    22.02    -2.94
2006  12  16   0   0   0   0   209.04    25.67    -3.31
2006  12  17   0   0   0   0   208.51    29.68    -3.68
2006  12  18   0   0   0   0   207.94    33.31    -4.41
2006  12  19   0   0   0   0   207.32    36.93    -4.78
2006  12  20   0   0   0   0   206.64    40.54    -5.15
2006  12  21   0   0   0   0   205.88    44.14    -5.88
2006  12  22   0   0   0   0   204.99    48.08    -6.25
2006  12  23   0   0   0   0   204.10    51.65    -6.62
2006  12  24   0   0   0   0   203.15    55.19    -7.35
2006  12  25   0   0   0   0   202.14    58.73    -7.72
2006  12  26   0   0   0   0   201.07    62.24    -8.09
2006  12  27   0   0   0   0   199.94    65.74    -8.45
2006  12  28   0   0   0   0   198.73    69.21    -9.19
2006  12  29   0   0   0   0   197.48    72.66    -9.56
2006  12  30   0   0   0   0   196.17    76.09    -9.92
2006  12  31   0   0   0   0   194.65    79.83   -10.29
2007   1   1   0   0   0   0   193.21    83.21   -10.66
