deg deg R km/s g/cm3 km/s km/s km/s G G G erg/cm3 erg/cm3 erg/cm3 dyne/cm^2 dyne/cm^2 K K -- -- -- -- deg deg km/s
       320  1.0000000000E+02  2  3 23
      37      19
  6.9600000000E+08  1.0000000000E+00  1.6666666667E+00
lon lat r divudx Rho Ux Uy Uz Bx By Bz Ehot I01 I02 Pe P te ti normx normy normz comprho thetaup thetadn ushk xSI r g
  3.0000000000E+01  1.0000000000E+01  2.0978640343E+00 -5.0840191854E+01  1.7778783936E-18 -2.2783669677E+01  4.5112427166E+00 -6.7892366729E+00 -3.5706925827E-01  8.5518855651E-01  1.3820795025E+00  2.3582541449E-05  1.7150619831E-06  1.8133971290E-04  1.9252067222E-04  2.4698029837E-04  1.3045304314E+06  1.6174583927E+06  8.2548661887E-01  4.6339928317E-01  3.1888318739E-01  4.6616564810E+00  7.8446121056E+01  6.5032886805E+01  3.5245613865E+01
  4.0000000000E+01  1.0000000000E+01  2.0978640343E+00 -5.4239336318E+01  1.7967135668E-18 -1.3824928473E+01 -6.1525320151E+00 -6.4260395172E+00 -5.8713332822E-01  5.4328904519E-01  1.2247577567E+00  2.3602863045E-05  8.8422028438E-07  1.8274219455E-04  1.9268476496E-04  1.9654534448E-04  1.2919254775E+06  1.2740938549E+06  7.4095637426E-01  5.8629683403E-01  3.2379075698E-01  4.7054898612E+00  8.4585524446E+01  7.2572455664E+01  8.9064412217E+01
  5.0000000000E+01  1.0000000000E+01  2.0978640343E+00 -1.4624949912E+02  1.8567115741E-18  3.6090776206E+01 -7.6179765237E+00  1.8882896204E+01 -7.2795086091E-01  2.4138833209E-01  1.1258664317E+00  2.4798356812E-05  8.0378923862E-07  1.6267583708E-04  2.0280223135E-04  2.8828448997E-04  1.3135165976E+06  1.7553007543E+06  6.5672227096E-01  6.7076199213E-01  3.4177305816E-01  4.6078619691E+00  8.5019346877E+01  8.0381753930E+01  1.8510514063E+02
  6.0000000000E+01  1.0000000000E+01  2.2401455668E+00 -1.7636399792E+02  1.5328954832E-18  5.4231939233E+01  1.1174331861E+01  3.1536152118E+01 -6.7250894202E-01 -5.2571988689E-02  8.8291522993E-01  2.3081908666E-05  1.0038935237E-06  1.0478457862E-04  1.6576399349E-04  2.7363356646E-04  1.3056674823E+06  2.0784989951E+06  5.4178894810E-01  7.3245063823E-01  4.0781171152E-01  3.7704591521E+00  7.8475402666E+01  8.2985641446E+01  2.9440634007E+02
  7.0000000000E+01  1.0000000000E+01  2.2401455668E+00 -1.4506280332E+02  1.5999137520E-18  9.1350942892E+01  7.5125139731E+01  9.0950679227E+01 -6.8298384575E-01 -3.0537348338E-01  8.5672142098E-01  2.4536544275E-05  1.6483817249E-06  8.8880453750E-05  1.7617705180E-04  4.7042040790E-04  1.3303698221E+06  3.4316142126E+06  3.1627696170E-01  8.9316440051E-01  2.7433375383E-01  2.6894060878E+00  6.9317912438E+01  8.1941647799E+01  2.8078725119E+02
  8.0000000000E+01  1.0000000000E+01  2.3824270993E+00 -1.2837599270E+02  1.3020895565E-18  2.3330633456E+01  8.3550195515E+01  5.4329125231E+01 -5.2855630461E-01 -4.6593964657E-01  6.8640294890E-01  2.1554148499E-05  1.3093099470E-06  7.6516486128E-05  1.3888933675E-04  3.6195538505E-04  1.2875100657E+06  3.0957774607E+06  1.7616464672E-01  8.9146709564E-01  3.2805440489E-01  2.7197805528E+00  6.3982375917E+01  7.7648902750E+01  4.1169810788E+02
  9.0000000000E+01  1.0000000000E+01  2.3824270993E+00 -1.3195813530E+02  1.3065235289E-18 -2.3689590915E+01  9.1404721254E+01  4.4195744032E+01 -4.2947578504E-01 -6.5053169023E-01  6.5803564614E-01  2.1228272403E-05  1.1948566468E-06  9.9100231491E-05  1.3710580033E-04  3.6293847590E-04  1.2654402494E+06  3.0366033772E+06 -1.8443363010E-02  9.0676062150E-01  3.7442901751E-01  3.0295232932E+00  6.0480137275E+01  7.9024248919E+01  4.0714667059E+02
  1.0000000000E+02  1.0000000000E+01  2.2401455668E+00 -1.6129056508E+02  1.6059844298E-18 -7.4534055152E+01  9.6984697253E+01  4.2868672792E+01 -3.4318918391E-01 -9.4493294169E-01  7.5161141113E-01  2.3559624020E-05  1.3865598379E-06  1.4644309389E-04  1.6934166361E-04  4.3483474335E-04  1.2728616457E+06  3.1133324592E+06 -2.4334601519E-01  8.9054406524E-01  3.8102885675E-01  3.6979106452E+00  5.7814651952E+01  7.7776305654E+01  3.2829718120E+02
  1.1000000000E+02  1.0000000000E+01  2.0978640343E+00 -1.5186398199E+02  1.9976668622E-18 -7.1233394834E+01  4.7060142961E+01  1.9741048460E+01 -1.6961526691E-01 -1.2986975990E+00  8.7063126661E-01  2.6273472265E-05  1.7431479593E-06  1.8559974640E-04  2.1524513510E-04  3.8500900960E-04  1.2954438206E+06  2.1514509667E+06 -3.8151671254E-01  8.6759045453E-01  3.1632951020E-01  4.8720080190E+00  5.1959089414E+01  6.7048217683E+01  1.8463061222E+02
  1.2000000000E+02  1.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3000000000E+02  1.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4000000000E+02  1.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5000000000E+02  1.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.6000000000E+02  1.0000000000E+01  2.0978640343E+00 -5.2068147656E+01  1.6067920911E-18 -5.1222063228E+02 -8.6908053154E+02 -1.5945039533E+03  1.4191840319E+00 -1.6135414268E+00  2.8973376090E-01  2.3391444192E-05  5.8373392370E-06  1.4402763112E-04  1.9017229008E-04  7.3924172062E-03  1.4272355283E+06  5.6134739221E+07 -8.0363347921E-01  4.5547636702E-01  3.7716958555E-01  4.2020001824E+00  3.3161838375E+01  4.8383254961E+01 -8.2253424695E+01
  1.7000000000E+02  1.0000000000E+01  2.5247086318E+00 -4.7270222272E+02  1.0639646649E-18  6.9363631194E+01 -1.8480921769E+02 -1.6211028868E+03  1.4687175285E+00 -6.7921698871E-01  1.6580584558E-01  2.2393537491E-05  6.5017073448E-06  6.2412107931E-05  1.3010485378E-04  6.9055123146E-03  1.4673676461E+06  7.5064419303E+07 -8.4149652469E-01  3.0880761171E-01  4.3166054889E-01  4.3025870938E+00  4.1301206800E+01  4.5100766612E+01 -6.5933864534E+02
  1.8000000000E+02  1.0000000000E+01  2.6669901643E+00 -8.2796551136E+02  9.8254205197E-19  1.4631768765E+02  1.1489966610E+02 -1.3818947517E+03  1.5604505698E+00 -2.8848135779E-01  2.6156503957E-01  2.3756088833E-05  7.5860860029E-06  5.0929781723E-05  1.2565074211E-04  6.0003621665E-03  1.5285622990E+06  6.7512672570E+07 -9.2456495419E-01  1.1716036206E-01  3.3037446762E-01  4.4424236986E+00  3.8043591034E+01  3.7619399968E+01 -2.2115670459E+02
  1.9000000000E+02  1.0000000000E+01  2.6669901643E+00 -8.8432486579E+02  1.0467171790E-18  3.6231826555E+01  8.9898600394E+01 -1.1112716219E+03  1.8424696648E+00 -4.4298264248E-02  4.3844157096E-01  2.5838451261E-05  1.1509363147E-05  3.2219766007E-05  1.3698946298E-04  7.4056377248E-03  1.5622074804E+06  7.7522847565E+07 -9.4923465658E-01 -9.0850273785E-02  2.6491772357E-01  4.8104569770E+00  3.5361911144E+01  3.7697536406E+01  2.1560236022E+02
  2.0000000000E+02  1.0000000000E+01  2.6669901643E+00 -6.5875739285E+02  1.1127506960E-18 -4.6028012727E+01 -1.4331390465E+02 -5.6152416003E+02  2.1374372767E+00  2.8047512213E-01  7.3949038750E-01  2.6769847857E-05  1.8723477802E-05  1.1155930016E-05  1.4234486809E-04  7.7489804295E-03  1.5238746720E+06  7.7791587339E+07 -9.1175939352E-01 -1.8489299582E-01  3.4265148173E-01  2.0532927103E+01  3.8353482202E+01  4.5941810530E+01  1.6976893155E+02
  2.1000000000E+02  1.0000000000E+01  2.5247086318E+00 -3.7216781251E+02  2.4085366471E-18 -2.3030044405E+01 -4.6332245850E+02 -1.1425161278E+02  2.9355740510E+00  8.3880752925E-01  1.2752338355E+00  5.1981735547E-05  3.5207523758E-05  5.8369272113E-06  3.0690515586E-04  1.4970967390E-02  1.5691090736E+06  7.9943113388E+07 -7.0035975813E-01 -1.7760751918E-01  6.6719640273E-01  1.2415479251E+04  4.8343217236E+01  7.9229905196E+01 -6.8998912135E+00
  2.2000000000E+02  1.0000000000E+01  3.3783978268E+00 -2.1871381723E+02  5.3229884970E-19 -2.9254490481E+02  1.0969579930E+02  1.6931500583E+01  7.4189986570E-01  9.0272828232E-01  6.8085799573E-01  1.5414836911E-05  1.0346806708E-05  6.8399569296E-06  5.3830031868E-05  1.2789566458E-03  1.2238553731E+06  2.8959055987E+07 -7.2424179286E-01 -6.1407053371E-01  2.7868421686E-01  5.8398690547E+00  4.4194279023E+01  4.9583943694E+01  2.2880041547E+02
  2.3000000000E+02  1.0000000000E+01  3.6983671102E+00 -2.0317411661E+02  4.2246071345E-19 -1.5680374762E+02 -1.8390138999E+01 -1.9556410545E+01  2.8900034167E-01  7.9123983370E-01  5.9924389433E-01  1.3573123347E-05  6.7403267630E-06  6.8141336373E-06  4.1253619479E-05  8.1368510536E-04  1.1745340935E+06  2.2160138337E+07 -5.9240563477E-01 -7.3804094890E-01  2.2887882435E-01  3.5164055803E+00  5.1204971294E+01  5.2814697593E+01  6.8534705504E+02
  2.4000000000E+02  1.0000000000E+01  3.6983671102E+00 -3.0716248344E+02  4.1832323008E-19 -2.1765557340E+02 -1.6809685319E+02  2.1757112368E+01 -1.8047463931E-02  8.2572233114E-01  7.4484466333E-01  1.4981414660E-05  5.3499611475E-06  1.1680507670E-05  4.5704155431E-05  1.4619775718E-03  1.3067800099E+06  3.9963016479E+07 -4.3320539333E-01 -8.1825508069E-01  3.1825401986E-01  4.5295631896E+00  6.2148622969E+01  6.8962464947E+01  7.6256400431E+02
  2.5000000000E+02  1.0000000000E+01  3.9674462935E+00 -2.7043581454E+02  3.3754212135E-19 -1.4299449071E+02 -1.8961320850E+02  4.7045315405E+00 -2.8840814359E-01  5.0913546958E-01  6.6546534673E-01  1.2362224601E-05  1.2507383142E-06  1.5620530750E-05  3.3977159538E-05  9.6161064674E-04  1.2047452906E+06  3.2088076160E+07 -1.6549053272E-01 -8.2992780458E-01  5.0813162203E-01  5.1992770169E+00  7.6042086271E+01  8.0408982503E+01  4.5420012094E+02
  2.6000000000E+02  1.0000000000E+01  3.9674462935E+00 -2.2781515238E+02  3.1101098497E-19 -1.1407460261E+02 -2.1918780814E+02 -9.2820503493E+00 -4.3531038055E-01  2.4040509224E-01  7.3988262557E-01  1.1818434471E-05  5.5182187570E-07  2.3563102190E-05  3.2554495924E-05  1.0099741324E-03  1.2500149381E+06  3.6661706513E+07  1.7852721951E-02 -8.1310868754E-01  5.6321336313E-01  7.7147001669E+00  8.4297970848E+01  6.2248288935E+01  3.3587745175E+02
  2.7000000000E+02  1.0000000000E+01  4.2365254768E+00 -2.3474338874E+02  2.2782568245E-19 -1.1721001097E+01 -1.0243237941E+02  1.0691783098E+01 -3.2380903344E-01 -4.3325669481E-02  5.8023398229E-01  8.6157198168E-06  1.8516746688E-07  2.3483027058E-05  2.1219363369E-05  2.9941267906E-04  1.1255694998E+06  1.5840447020E+07  1.9887433924E-01 -6.8943206593E-01  6.9148671832E-01  5.5551617190E+00  7.8019751852E+01  4.5007040963E+01  4.4428697780E+02
  2.8000000000E+02  1.0000000000E+01  4.2365254768E+00 -2.8854783538E+02  2.0341146660E-19  5.4858623926E+01 -1.9413410685E+02  2.6691760798E+00 -2.4420386218E-01 -2.3547570078E-01  6.0676114462E-01  7.8623767293E-06  3.0611843056E-07  2.6662963828E-05  1.9381364071E-05  4.0932101599E-04  1.1487739153E+06  2.3632049671E+07  2.8882824489E-01 -6.7349166566E-01  6.7103687182E-01  5.4491563005E+00  6.6322408637E+01  3.6581958499E+01  6.4366425122E+02
  2.9000000000E+02  1.0000000000E+01  4.2365254768E+00 -2.9885007345E+02  1.8510348659E-19  9.2758976486E+01 -1.9928935065E+02 -1.9735165524E+01 -7.9934524998E-02 -3.4213255445E-01  6.0067722418E-01  7.0574341151E-06  4.3101379747E-07  2.8021560374E-05  1.7401951918E-05  3.3985437691E-04  1.1330996562E+06  2.1486286160E+07  3.9139203025E-01 -6.8646054430E-01  6.0228263458E-01  4.7986778828E+00  5.5542527260E+01  2.7172662514E+01  8.8305486870E+02
  3.0000000000E+02  1.0000000000E+01  3.9674462935E+00 -2.4405267079E+02  2.1488542814E-19  2.2976231953E+02 -2.2953757931E+02 -2.2755453555E+01  1.2587967204E-01 -4.7200368401E-01  7.5051342749E-01  8.0885028708E-06  8.9067239514E-07  3.2614280810E-05  2.2292529967E-05  7.2006295427E-04  1.2342851617E+06  3.6824569778E+07  4.4198653143E-01 -7.3290843879E-01  5.1004710062E-01  4.3931940415E+00  4.6276440077E+01  1.2240288670E+01  1.2064686255E+03
  3.1000000000E+02  1.0000000000E+01  3.9674462935E+00 -1.4127519881E+02  2.2434737820E-19  1.6317902939E+02 -2.1268572850E+02 -1.9474690931E+01  2.9882691771E-01 -3.8181921743E-01  6.7562485560E-01  7.9733178841E-06  7.3481509722E-07  3.2311362064E-05  2.1932373379E-05  9.0901000071E-04  1.1683635711E+06  4.4267241923E+07  3.9369705903E-01 -7.8096194690E-01  4.7614319630E-01  5.5560687375E+00  4.2521126812E+01  2.2405284761E+01  4.9999883818E+02
  3.2000000000E+02  1.0000000000E+01  4.2039582440E+00 -4.6501065967E+01  2.0959390268E-19  1.6510829707E+02 -7.6910309265E+01  3.8513817277E+01  3.1193917930E-01 -2.0287279358E-01  4.8957251322E-01  7.3508918227E-06  3.6092446242E-07  2.6487524319E-05  1.8895067498E-05  1.0867889914E-03  1.0722900005E+06  5.5858820596E+07  6.2375393201E-01 -5.8000056079E-01  5.0957720589E-01  4.3872856732E+01  6.0796200335E+01  2.6078366439E+01  1.8756271917E+02
  3.3000000000E+02  1.0000000000E+01  4.2039582440E+00 -9.5201375550E+01  2.1480737583E-19  1.2823174041E+02 -3.8456109654E+01  5.5639557467E+01  3.2151926629E-01 -7.9716781954E-02  4.3212184489E-01  7.2571736456E-06  2.7010329244E-07  2.5226644664E-05  1.8586656558E-05  7.6630181274E-04  1.0338709362E+06  3.8840054162E+07  6.8509042035E-01 -4.5247864654E-01  5.6163721079E-01  2.8973739195E+01  6.3223224385E+01  2.9204056352E+01  1.2894737214E+02
  3.4000000000E+02  1.0000000000E+01  3.7670844285E+00 -7.5089505485E+01  3.0011305719E-19  1.4997410860E+02  1.2223447347E+01  6.0172308256E+01  4.3355165393E-01  4.7792262319E-02  5.4075189764E-01  9.1635794971E-06  4.1553880060E-07  3.1071579244E-05  2.8241041346E-05  1.9004340860E-03  1.1042979742E+06  5.8804607058E+07  7.8072299948E-01 -3.0841235672E-01  5.2699568921E-01  1.1883976774E+02  6.4116393481E+01  2.9591497426E+01  9.8369169102E+01
  3.5000000000E+02  1.0000000000E+01  3.3302106130E+00 -5.6571081755E+01  4.2233505653E-19  1.5120493365E+02  9.1920608577E+01  5.1339153487E+01  4.9863557872E-01  2.3263216863E-01  6.8155479909E-01  1.1432994720E-05  7.0765208121E-07  3.9873630315E-05  4.2009234673E-05  2.5079333377E-03  1.1908164125E+06  6.7084853232E+07  8.6213344398E-01 -1.5271161593E-01  4.7235633184E-01  4.7168813197E+01  6.6628838075E+01  3.0522262044E+01  3.9159555494E+01
  3.6000000000E+02  1.0000000000E+01  3.3302106130E+00 -7.7607989821E+01  4.2584766218E-19  4.2978191606E+01  9.3595361926E+01  1.9641519090E+01  3.1868893001E-01  3.0254458740E-01  5.8972622643E-01  1.1090665778E-05  5.3107744250E-07  4.0425306148E-05  4.0919807219E-05  8.1031616570E-04  1.1509079711E+06  2.1498619306E+07  8.4893313298E-01  3.9453344959E-02  5.0058580865E-01  1.2896097216E+01  6.2142201520E+01  3.2205945137E+01  3.0611280492E+01
  0.0000000000E+00  2.0000000000E+01  3.3783978268E+00 -6.5056348862E+01  3.3809101084E-19  6.7558862912E+01  8.1429513376E+01  2.5620232890E+01 -2.5147996053E-02  2.3794635301E-01  6.2099867543E-01  8.8136905234E-06  2.1197881146E-07  4.6816134335E-05  3.1411850780E-05  7.0063331745E-04  1.1156929145E+06  2.2888114008E+07  8.6667613448E-01  7.1565488682E-02  4.6923562892E-01  2.3623722023E+01  7.7082004228E+01  5.1183523431E+01  1.6380825764E+02
  1.0000000000E+01  2.0000000000E+01  2.5247086318E+00 -1.8664019832E+02  8.8606252028E-19 -1.7322457007E+01  1.6089606104E+02 -3.6130382794E+01 -2.3897037871E-01  5.6049030108E-01  1.2637734828E+00  1.5884440854E-05  8.0458994988E-07  1.0353016481E-04  9.2439032488E-05  5.3580811798E-04  1.2568516836E+06  6.9951962797E+06  8.8474574033E-01  3.0983890257E-01  3.4232331882E-01  6.4343565686E+00  8.1049063065E+01  6.6477926595E+01  8.2310367746E+00
  2.0000000000E+01  2.0000000000E+01  2.2401455668E+00 -1.2506990029E+02  1.3113901524E-18 -2.6035770258E+01  3.7587926346E+01 -3.2839662417E+01 -5.9941460140E-01  5.8161158682E-01  1.4295760511E+00  1.8653809617E-05  7.1275686273E-07  1.5302092668E-04  1.3394839983E-04  1.4735201506E-04  1.2343234365E+06  1.3195064212E+06  8.6926855316E-01  3.4246820590E-01  3.5593961031E-01  4.7675512135E+00  8.7845345794E+01  7.8362486985E+01 -1.8337892512E+01
  3.0000000000E+01  2.0000000000E+01  2.0978640343E+00 -4.2840421155E+01  1.6915422052E-18 -2.0536269337E+00  2.0855896262E+00 -1.0251740192E+01 -9.1027382493E-01  3.9341866233E-01  1.4275488708E+00  2.1090380307E-05  3.7233819857E-07  1.9141016997E-04  1.7231505254E-04  1.6424222649E-04  1.2278928350E+06  1.1371255323E+06  8.0956066500E-01  4.6115821635E-01  3.6163793182E-01  4.8199901333E+00  8.3349852906E+01  8.5810778214E+01  7.8272823146E+00
  4.0000000000E+01  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  5.0000000000E+01  2.0000000000E+01  2.0978640343E+00 -5.0395911291E+01  1.7295224510E-18  1.1134165977E+01  8.1859260602E+00 -5.5571601915E+00 -1.0231963408E+00 -2.2514657770E-01  1.0541268487E+00  2.1564879212E-05  4.3113140091E-07  1.6357824403E-04  1.7613436636E-04  1.7172201470E-04  1.2279503022E+06  1.1546998749E+06  6.2428864404E-01  6.8335846518E-01  3.7630921837E-01  4.8909232372E+00  6.9074577165E+01  7.9352729465E+01  1.1738192153E+02
  6.0000000000E+01  2.0000000000E+01  2.0978640343E+00 -1.3870121125E+02  1.7925546317E-18  3.4554730136E+01  1.8310404266E+01  2.5192515642E+01 -9.9693011054E-01 -5.1375407921E-01  9.3516761344E-01  2.2929380771E-05  5.3427714091E-07  1.3419862115E-04  1.8760324603E-04  2.3606231432E-04  1.2600705284E+06  1.4794200251E+06  5.0835326466E-01  7.5956099634E-01  4.0345243053E-01  4.8874830444E+00  6.3183793121E+01  7.4405998253E+01  1.9903625266E+02
  7.0000000000E+01  2.0000000000E+01  2.0978640343E+00 -1.6511206161E+02  1.8662460946E-18  5.8535491939E+01  4.8655090704E+01  8.9033641108E+01 -9.2326874455E-01 -7.9391036761E-01  8.4495558341E-01  2.4367618442E-05  6.1561496914E-07  1.2463998563E-04  1.9944618295E-04  3.3609798657E-04  1.2874461599E+06  2.0265627966E+06  3.6162902075E-01  8.3390879651E-01  4.1353198304E-01  4.5128651559E+00  5.7797300420E+01  6.9541203821E+01  2.1771508681E+02
  8.0000000000E+01  2.0000000000E+01  2.2401455668E+00 -1.6044299210E+02  1.4591534738E-18  1.4978636429E+01  5.6448508063E+01  5.8229120249E+01 -6.6001034219E-01 -8.8949306090E-01  6.1987211603E-01  2.0913500489E-05  4.8087302096E-07  1.0895350101E-04  1.5028084256E-04  2.0666665532E-04  1.2449141315E+06  1.6427915119E+06  1.7827595713E-01  8.6844379245E-01  4.5956423128E-01  4.5791651430E+00  5.4182769045E+01  6.8374854168E+01  2.8381565873E+02
  9.0000000000E+01  2.0000000000E+01  2.2401455668E+00 -1.5831644357E+02  1.4625736444E-18 -1.3323645157E+01  6.0915640831E+01  5.1452876757E+01 -4.9916500369E-01 -1.0837341173E+00  5.5393138947E-01  2.0598448895E-05  5.0735495816E-07  1.3330025090E-04  1.4802222427E-04  1.8881905549E-04  1.2231960740E+06  1.4958382471E+06 -1.5231602990E-02  8.8962166626E-01  4.5273107263E-01  4.9030471894E+00  5.0241747422E+01  6.4434110240E+01  3.0293735963E+02
  1.0000000000E+02  2.0000000000E+01  2.0978640343E+00 -1.5172145917E+02  1.9184549778E-18 -4.4543190993E+01  6.6257379274E+01  6.0060551885E+01 -3.6072653597E-01 -1.4765808300E+00  6.0044313178E-01  2.3853955889E-05  7.4648164861E-07  2.0237990472E-04  1.9553673511E-04  2.6972025821E-04  1.2267478549E+06  1.5353339281E+06 -2.0103536664E-01  8.8770707899E-01  4.1146109143E-01  5.4166181720E+00  4.6134001457E+01  5.8058710938E+01  2.6867441933E+02
  1.1000000000E+02  2.0000000000E+01  2.0978640343E+00 -7.8451550562E+01  1.8496570008E-18 -1.6724132418E+01  2.6180445258E+01  1.7797501930E+00 -7.8194498477E-02 -1.6341682128E+00  5.2981829634E-01  2.2465957074E-05  7.8142582085E-07  2.0670531927E-04  1.8375822352E-04  1.1694460210E-04  1.1979667277E+06  7.1424415992E+05 -3.4688656291E-01  8.5386794757E-01  3.8671246721E-01  5.6094532178E+00  4.1722202351E+01  5.2343888048E+01  2.0195422454E+02
  1.2000000000E+02  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3000000000E+02  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4000000000E+02  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5000000000E+02  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.6000000000E+02  2.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.7000000000E+02  2.0000000000E+01  2.0978640343E+00 -2.8602725141E+02  1.6510520194E-18 -7.6787984905E+02 -7.1853734750E+02 -1.2026984703E+03  2.1788027602E+00 -1.7042365163E+00 -2.6781708402E-01  2.2900533686E-05  1.7788505404E-06  1.5986550975E-04  1.8700358346E-04  5.8405029575E-03  1.3636076559E+06  4.3385670739E+07 -8.5297321465E-01  3.2993142862E-01  4.0213112983E-01  4.6711081015E+00  1.7617482660E+01  2.9887275284E+01  2.0063065269E+02
  1.8000000000E+02  2.0000000000E+01  2.6669901643E+00 -3.1718327039E+02  8.2661537313E-19 -3.8559741739E+02 -9.5318298924E+01 -1.6617176621E+03  1.6986720100E+00 -4.4854252524E-01 -3.5307903790E-01  1.7262905232E-05  1.0430868237E-06  6.0404123142E-05  9.0913729135E-05  4.9837691149E-03  1.3246291951E+06  7.0250736264E+07 -8.3510156705E-01  1.2309194516E-01  5.3466376859E-01  4.3129530699E+00  3.0255382244E+01  3.4685708993E+01 -1.8989324347E+02
  1.9000000000E+02  2.0000000000E+01  2.6669901643E+00 -6.0513851935E+02  8.9137798764E-19 -4.5188353856E+02 -5.5900724378E+01 -1.6545377505E+03  2.0123207194E+00 -1.2295449289E-01 -3.8749384938E-01  2.0004168947E-05  1.2910136525E-06  4.0965123617E-05  1.0560871521E-04  6.8156319447E-03  1.4227544143E+06  8.7968525708E+07 -8.3292305783E-01 -2.5340299648E-02  5.5052440853E-01  4.9071931661E+00  2.9149713915E+01  3.6984109783E+01  6.4511680731E+01
