deg deg R km/s g/cm3 km/s km/s km/s G G G erg/cm3 erg/cm3 erg/cm3 dyne/cm^2 dyne/cm^2 K K -- -- -- -- deg deg km/s
       320  1.0000000000E+02  2  3 23
      37      19
  6.9600000000E+08  1.0000000000E+00  1.6666666667E+00
lon lat r divudx Rho Ux Uy Uz Bx By Bz Ehot I01 I02 Pe P te ti normx normy normz comprho thetaup thetadn ushk xSI r g
  3.0000000000E+02 -6.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.1000000000E+02 -6.0000000000E+01  2.0195891664E+00 -3.2522089739E+01  2.6895376514E-18  2.9082948488E+01  2.2626480783E+02 -9.4591185446E+01  1.1361152476E+00  1.8253049163E-01 -3.8610633602E+00  3.4732789109E-05  3.0354841826E-04  1.1874362800E-06  3.1976957153E-04  9.2369015481E-03  1.4179985738E+06  4.9607933872E+07  3.0431210491E-01 -3.7254887849E-01 -8.7331609314E-01  3.6165835100E+01  1.6088229800E+01  3.2435162085E+01 -3.6165170692E+01
  3.2000000000E+02 -6.0000000000E+01  2.0195891664E+00 -8.6355391170E+01  2.6925637637E-18  1.7976652659E+01  1.5212278079E+02 -6.9957091999E+01  1.3059549113E+00  4.6651603192E-01 -3.5192255568E+00  3.4100365653E-05  3.1873010967E-04  1.0292495766E-06  3.1384156399E-04  7.0867937298E-03  1.3898269245E+06  3.8079144194E+07  3.6017490859E-01 -3.0619512913E-01 -8.7794593673E-01  3.6213424751E+01  1.8187030014E+01  3.1301732411E+01 -3.5889468133E+01
  3.3000000000E+02 -6.0000000000E+01  2.0195891664E+00 -7.7466354191E+01  2.6935188718E-18  1.6377384127E+01  6.8540095507E+01 -6.1006795837E+01  1.3679968255E+00  7.4878227522E-01 -3.1785061195E+00  3.3540475021E-05  3.2473349812E-04  8.9705249783E-07  3.0848229031E-04  5.7123354955E-03  1.3670718536E+06  3.0701217924E+07  4.1268635787E-01 -2.3253281196E-01 -8.7687819948E-01  3.6412740289E+01  2.0321043562E+01  3.0730397485E+01 -2.4032665012E+01
  3.4000000000E+02 -6.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.5000000000E+02 -6.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.6000000000E+02 -6.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0000000000E+01 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.0000000000E+01 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.0000000000E+01 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  4.0000000000E+01 -5.0000000000E+01  2.4564629819E+00 -1.1282442023E+01  1.1701245740E-18  1.6423983025E+01  6.4067918843E+01 -8.1093528557E+00  3.6186231472E-01  1.1826738408E+00 -5.4467246963E-01  1.7493637938E-05  1.5427787080E-04  4.5393227294E-07  1.1245111896E-04  4.0711640253E-04  1.1442488518E+06  4.2458680691E+06  4.4102810329E-01  3.7231476191E-01 -8.1176607700E-01  2.8040335643E+01  3.9531352763E+01  3.9559999007E+01  1.6693352341E+01
  5.0000000000E+01 -5.0000000000E+01  2.0195891664E+00 -3.1534464443E+01  2.6245064337E-18  7.5115121377E+00  2.7013600887E+01 -3.2229718057E+01  2.6965588847E-01  1.8727001041E+00 -5.7982140389E-01  2.9763432803E-05  2.8842086235E-04  8.0981964198E-07  2.7364110643E-04  6.6998213204E-04  1.2383948203E+06  3.4054847378E+06  4.1338499101E-01  4.7647417367E-01 -7.7107607166E-01  2.9573324895E+01  4.3756757775E+01  4.0529814948E+01  6.6514141708E+01
  6.0000000000E+01 -5.0000000000E+01  2.0195891664E+00 -7.4451355724E+01  2.6483892539E-18  1.3207363273E+01  2.4988133185E+01 -6.2946552892E+01  3.7897217306E-02  1.8370005992E+00 -4.1209457540E-01  3.0120941248E-05  2.8797107756E-04  8.3166347199E-07  2.7738196613E-04  7.1829629005E-04  1.2414361755E+06  3.4717686278E+06  3.1916018891E-01  5.3163005305E-01 -7.7684413203E-01  2.9769789789E+01  4.7043984813E+01  4.2925454815E+01  9.8819016642E+01
  7.0000000000E+01 -5.0000000000E+01  2.0195891664E+00 -8.0806956882E+01  2.6563726451E-18  6.5299586964E+00  2.8051815686E+01 -8.0924153282E+01 -1.7320696690E-01  1.7791197857E+00 -2.6443092856E-01  3.0310261142E-05  2.8709070113E-04  8.7559149562E-07  2.7922193883E-04  7.9108479773E-04  1.2445106677E+06  3.6994327064E+06  2.1332806054E-01  5.8078288480E-01 -7.7187871388E-01  2.9851398742E+01  4.9859953376E+01  4.4641653767E+01  1.0084428763E+02
  8.0000000000E+01 -5.0000000000E+01  2.0195891664E+00 -7.7815413509E+01  2.6514428609E-18 -8.9320072591E+00  2.9299796891E+01 -7.6663644153E+01 -3.6030883134E-01  1.7041232756E+00 -1.3331811098E-01  3.0296754581E-05  2.8664194287E-04  8.9254165641E-07  2.7903549193E-04  7.7087768840E-04  1.2460690232E+06  3.6118134284E+06  1.0000275900E-01  6.1138685401E-01 -7.6914477329E-01  2.9887363220E+01  5.2675572997E+01  4.6564664707E+01  8.3905671831E+01
  9.0000000000E+01 -5.0000000000E+01  2.0195891664E+00 -5.5751727707E+01  2.6335875712E-18 -1.9713870572E+01  2.6904469441E+01 -5.3817381031E+01 -5.2320335174E-01  1.6186514506E+00 -2.1715236577E-02  3.0066753074E-05  2.8648490918E-04  8.6984715910E-07  2.7671361035E-04  6.7583304939E-04  1.2456361803E+06  3.2849745304E+06 -1.3949548382E-02  6.2204128723E-01 -7.7049950029E-01  3.0015676399E+01  5.5475254920E+01  4.8451854803E+01  6.1869587988E+01
  1.0000000000E+02 -5.0000000000E+01  2.0195891664E+00 -1.5020065409E+01  2.6109674671E-18 -2.2279933212E+01  2.2430025105E+01 -2.7782488876E+01 -6.6729544934E-01  1.5343952731E+00  6.8230909350E-02  2.9752767104E-05  2.8640887568E-04  8.2989623829E-07  2.7349329320E-04  5.9779409297E-04  1.2440782350E+06  3.0599008805E+06 -1.2185362344E-01  6.1821112454E-01 -7.6876751383E-01  3.0178783110E+01  5.7935920085E+01  4.9609338306E+01  3.4440498923E+01
  1.1000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.5000000000E+02 -5.0000000000E+01  2.0195891664E+00 -2.6551580877E+01  2.5991248518E-18 -3.6147352296E+01  4.7365001272E+00 -1.2127294658E+01 -1.4642963870E+00  1.2841974339E+00  1.9396622772E-01  2.9893963610E-05  3.0745305676E-04  7.8471322708E-07  2.7466119924E-04  1.3311943521E-03  1.2606331434E+06  7.1333937692E+06 -5.6704656728E-01  3.2662289804E-01 -7.4812126863E-01  3.1814187575E+01  6.1376476924E+01  5.0715945031E+01 -4.5451851158E+01
  1.6000000000E+02 -5.0000000000E+01  2.0195891664E+00 -1.4438326238E+02  2.6103871934E-18 -1.5131173305E+01  3.7805773024E+01 -1.2144252718E+01 -1.7121979666E+00  1.2562401545E+00  1.4690423015E-01  3.0501150437E-05  3.2272377726E-04  8.7911031400E-07  2.8051696543E-04  1.9913884813E-03  1.2813653348E+06  1.0647451151E+07 -6.0973078804E-01  2.3204827091E-01 -7.4978577075E-01  3.2233582067E+01  6.0234993913E+01  5.0521468454E+01 -3.6838057803E+01
  1.7000000000E+02 -5.0000000000E+01  2.0195891664E+00 -2.2089491159E+02  2.6292890880E-18  2.2458243052E+01  1.2032772317E+02 -1.5368343550E+01 -2.0236612506E+00  1.2303747077E+00  4.8361416792E-02  3.1862174711E-05  3.3606406180E-04  1.1559410902E-06  2.9303061588E-04  3.3995300823E-03  1.3287594031E+06  1.7966194595E+07 -6.2716781638E-01  1.0814873830E-01 -7.6100767132E-01  3.2635701715E+01  5.8671834882E+01  5.2217635977E+01 -4.4778451338E+01
  1.8000000000E+02 -5.0000000000E+01  2.4564629819E+00 -2.3053414532E+02  1.1191989214E-18 -4.1324161858E+01  1.5715216220E+02 -1.5456103602E+01 -1.4145038053E+00  6.4724021140E-01 -7.9177011248E-02  1.8553057290E-05  1.7364736641E-04  8.4684686364E-07  1.2009668265E-04  3.3533214575E-03  1.2662358360E+06  3.4338891671E+07 -5.9217190085E-01 -3.7383990167E-02 -7.9794798763E-01  3.1618556421E+01  5.7414049390E+01  5.5829315210E+01 -4.1260378247E+01
  1.9000000000E+02 -5.0000000000E+01  2.4564629819E+00 -1.5673795161E+02  1.0898293051E-18 -6.8527820456E+01  2.5010101541E+02 -7.9909355129E+01 -1.6475076667E+00  5.7706335071E-01 -2.2434694644E-01  1.9317257131E-05  1.6679621326E-04  1.1432000692E-06  1.2531911428E-04  7.0724961635E-03  1.3481296020E+06  7.4317077471E+07 -6.0114691007E-01 -1.3403500371E-01 -7.8548240439E-01  6.6764275735E+01  5.3428679364E+01  5.2212572841E+01 -5.1952888915E+01
  2.0000000000E+02 -5.0000000000E+01  3.3302106130E+00 -1.0962099493E+02  3.3483251417E-19 -1.2605139405E+02  6.0469663056E+01 -3.6052488405E+01 -7.8085840394E-01  1.3338856165E-01 -1.8058554383E-01  8.2034414901E-06  6.2534694927E-05  3.7254769460E-07  3.0231179508E-05  8.8514314868E-04  1.0789975281E+06  2.9570015298E+07 -5.5991595006E-01 -2.0163519173E-01 -8.0147545781E-01  1.8270545774E+01  4.8713300617E+01  4.8139791542E+01  8.2645509543E+01
  2.1000000000E+02 -5.0000000000E+01  3.3302106130E+00 -1.1010900833E+02  3.3776232513E-19 -1.5334202463E+02  5.2218189455E+01 -1.2749891737E+02 -8.6833447671E-01  4.3041381532E-02 -2.9034564921E-01  8.5096755113E-06  6.3794371201E-05  4.4622224407E-07  3.1389930738E-05  1.4915579736E-03  1.1085800620E+06  4.9245273687E+07 -5.3504784408E-01 -2.6719991911E-01 -7.9952818946E-01  1.9383527175E+01  4.3445479831E+01  4.2121901987E+01  2.1682784811E+02
  2.2000000000E+02 -5.0000000000E+01  3.3302106130E+00 -3.0216016401E+01  3.4542009590E-19 -1.4211251653E+02  4.1969876993E+01 -2.4763645587E+02 -9.2475159367E-01 -8.5171474533E-02 -4.3390163179E-01  8.9075660785E-06  6.3311792780E-05  4.7462738589E-07  3.2892036518E-05  2.0742662128E-03  1.1341666758E+06  6.7199739477E+07 -4.8468206836E-01 -3.3194899619E-01 -8.0728169545E-01  2.1376439732E+01  3.7996344745E+01  3.5613643621E+01  3.0863453752E+02
  2.3000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.4000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.5000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.6000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.7000000000E+02 -5.0000000000E+01  3.3302106130E+00 -1.7451802673E+02  3.8041204678E-19  1.5319174863E+02  1.2342611709E+01 -3.9731279391E+02 -2.9973043827E-01 -7.1629957629E-01 -1.1868120293E+00  9.7888438848E-06  5.3675177130E-05  5.2336351700E-07  3.6205957265E-05  2.9960622675E-03  1.1347194040E+06  8.8660185762E+07 -2.4724922141E-02 -5.2517070132E-01 -8.4359707540E-01  1.8410776767E+01  1.2242365546E+01  1.7018895402E+01  2.7476542213E+02
  2.8000000000E+02 -5.0000000000E+01  3.3302106130E+00 -2.2506945156E+02  3.8110422051E-19  1.0847392693E+02  4.0810521672E+01 -3.3461653863E+02 -3.3101682516E-02 -7.0940590084E-01 -1.2239452804E+00  9.6650209388E-06  5.3264233759E-05  4.7494081880E-07  3.5721463905E-05  2.4227818207E-03  1.1191121714E+06  7.1792606166E+07  1.0184854701E-01 -5.0633697635E-01 -8.5020868360E-01  1.8381037347E+01  8.6195203964E+00  1.5363918678E+01  2.0958471627E+02
  2.9000000000E+02 -5.0000000000E+01  3.3302106130E+00 -8.9576253320E+01  3.7527998969E-19  7.6840987119E+01  4.1942432161E+01 -2.6537220371E+02  2.0469554770E-01 -6.4244181446E-01 -1.2105923904E+00  9.3471771752E-06  5.1972453914E-05  4.1976297938E-07  3.4506777127E-05  1.8338899827E-03  1.0998933021E+06  5.5613390833E+07  2.0315300232E-01 -4.6914353090E-01 -8.5522478145E-01  1.8380617186E+01  6.0061859073E+00  1.3414784896E+01  1.5530113516E+02
  3.0000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.1000000000E+02 -5.0000000000E+01  2.4564629819E+00 -1.4400053213E+01  1.2305144061E-18  1.3886303779E+02  1.5242106731E+02 -1.7139865324E+02  1.2200241137E+00 -4.6231334444E-01 -2.5319562755E+00  2.0395569932E-05  1.0260109937E-04  7.8108081039E-07  1.3167282506E-04  4.6876277901E-03  1.2658709544E+06  4.7794958029E+07  3.3705172687E-01 -4.1132574058E-01 -8.4256112796E-01  2.7570280917E+01  1.0007032084E+01  2.3587411821E+01 -1.1235119334E+01
  3.2000000000E+02 -5.0000000000E+01  2.0195891664E+00 -1.1166692118E+02  2.7608789753E-18  5.7131490722E+01  1.7067283691E+02 -8.3510121559E+01  2.1109075912E+00  5.5398721947E-02 -3.6023956402E+00  3.5385134891E-05  1.9568096662E-04  1.2108643903E-06  3.2433874402E-04  5.2235240117E-03  1.3917346252E+06  2.5821431736E+07  4.5195058461E-01 -3.8661133198E-01 -7.9826748203E-01  2.8182763791E+01  1.7932875095E+01  3.0361447784E+01 -1.8498706333E+01
  3.3000000000E+02 -5.0000000000E+01  2.0195891664E+00 -1.2421081322E+02  2.7511641142E-18  1.6968994353E+01  7.9523867736E+01 -8.1186944804E+01  2.1373905174E+00  5.0906700517E-01 -3.1291412711E+00  3.4586330935E-05  2.0449260404E-04  1.0671035948E-06  3.1714129400E-04  3.8056607097E-03  1.3658216211E+06  1.8846088734E+07  5.2682810064E-01 -2.8253122851E-01 -7.9510147570E-01  2.8658899951E+01  2.0153866208E+01  2.8943236815E+01 -1.7748054948E+01
  3.4000000000E+02 -5.0000000000E+01  2.0195891664E+00 -1.2978252958E+01  2.7136555704E-18  1.0449288059E+01  2.8696826873E+01 -7.2533008086E+01  2.0693720885E+00  9.0961559375E-01 -2.6814104721E+00  3.3332486882E-05  2.2499681494E-04  9.7473661576E-07  3.0556627778E-04  2.7878995181E-03  1.3357308976E+06  1.4048876697E+07  5.7929979038E-01 -1.7713089836E-01 -7.8894647432E-01  2.9185924921E+01  2.2700140342E+01  2.8561163598E+01 -9.5203523340E+00
  3.5000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.6000000000E+02 -5.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00 -4.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0000000000E+01 -4.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  2.0000000000E+01 -4.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  3.0000000000E+01 -4.0000000000E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  4.0000000000E+01 -4.0000000000E+01  2.0978640343E+00 -1.1632826476E+01  2.1419063284E-18  3.6909141122E+01  2.4321061203E+01  1.3159672851E+01  5.0411859416E-01  1.6925948919E+00 -3.0589424579E-01  2.6573646145E-05  2.1268202654E-04  5.7342250048E-07  2.1738125229E-04  1.6973559010E-04  1.2231220345E+06  9.3900622737E+05  6.3846719195E-01  5.4054439404E-01 -5.4565908971E-01  5.3268669648E+00  3.9452533200E+01  3.7806250450E+01  5.5793492663E+01
  5.0000000000E+01 -4.0000000000E+01  2.0978640343E+00 -6.7124070124E+01  2.1507909678E-18  5.0570008392E+01  2.4658421704E+01 -5.2067974603E+00  2.3298709102E-01  1.6350458409E+00 -1.2790344055E-01  2.6639601942E-05  2.1128412899E-04  5.4432473847E-07  2.1815535838E-04  2.0738916264E-04  1.2210862666E+06  1.0937536231E+06  5.4465662790E-01  6.2320389866E-01 -5.5951707275E-01  5.4889597489E+00  4.3723405928E+01  4.1457887552E+01  1.5386236946E+02
  6.0000000000E+01 -4.0000000000E+01  2.0978640343E+00 -1.1027677944E+02  2.1952761135E-18  6.8821656914E+01  3.7418320204E+01 -6.2773697087E+01 -5.7131165438E-04  1.5655180405E+00  2.8522325419E-02  2.7353258481E-05  2.1560298498E-04  5.4582287135E-07  2.2431791050E-04  3.6043186461E-04  1.2285090921E+06  1.7978990598E+06  4.3203844814E-01  6.9048452501E-01 -5.7796536602E-01  5.5065458797E+00  4.8079431670E+01  4.5323627390E+01  2.3098904356E+02
  7.0000000000E+01 -4.0000000000E+01  2.2401455668E+00 -1.0430812121E+02  1.6746376234E-18  3.8196347332E+01  5.1189925878E+01 -5.5124712041E+01 -1.6832500845E-01  1.2337269613E+00  1.2671799767E-01  2.2858932706E-05  1.7208540731E-04  3.8029315878E-07  1.6430096250E-04  2.0660853910E-04  1.1851389324E+06  1.4527005828E+06  2.7715686079E-01  7.2494156680E-01 -6.2954401230E-01  5.3027125259E+00  5.2533874029E+01  5.1250615400E+01  2.5536892053E+02
  8.0000000000E+01 -4.0000000000E+01  2.2401455668E+00 -1.0894857057E+02  1.6803057758E-18  1.0516456190E+01  5.5597242053E+01 -6.2534991799E+01 -3.0857884935E-01  1.1344890065E+00  2.2841787952E-01  2.2985920650E-05  1.7319730503E-04  3.5302692580E-07  1.6522063658E-04  2.1534525925E-04  1.1876985116E+06  1.5086721754E+06  1.2146817933E-01  7.6633024338E-01 -6.2844005556E-01  5.2076424483E+00  5.5952003225E+01  5.3608420006E+01  2.4889501008E+02
