LOS table - Multiple Instruments: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 10
200 14
0.0
l10T l10ne AIA:94 AIA:131 AIA:171 AIA:193 AIA:211 AIA:304 AIA:335 XRT:Al-mesh XRT:Al-poly XRT:Ti-poly
7.40200e+00 8.23076e+00 2.44811e-03 6.34527e-02 2.39129e-02 1.21540e+00 2.70649e-02 1.51985e-03 7.89045e-04 5.74961e+00 6.79872e+00 4.43650e+00
7.41959e+00 8.23076e+00 2.41892e-03 5.68546e-02 2.34970e-02 1.15471e+00 2.65227e-02 1.44774e-03 7.73640e-04 5.53025e+00 6.53576e+00 4.26710e+00
7.43718e+00 8.23076e+00 2.39169e-03 5.14658e-02 2.30978e-02 1.09548e+00 2.59951e-02 1.37944e-03 7.59127e-04 5.33164e+00 6.29771e+00 4.11322e+00
7.45477e+00 8.23076e+00 2.36581e-03 4.70261e-02 2.27137e-02 1.03793e+00 2.54816e-02 1.31524e-03 7.45382e-04 5.15119e+00 6.08149e+00 3.97306e+00
7.47236e+00 8.23076e+00 2.34087e-03 4.33392e-02 2.23434e-02 9.82189e-01 2.49814e-02 1.25521e-03 7.32306e-04 4.98664e+00 5.88440e+00 3.84503e+00
7.48994e+00 8.23076e+00 2.31657e-03 4.02542e-02 2.19856e-02 9.28325e-01 2.44938e-02 1.19931e-03 7.19814e-04 4.83601e+00 5.70407e+00 3.72769e+00
7.50753e+00 8.23076e+00 2.28890e-03 3.76275e-02 2.16254e-02 8.76342e-01 2.40066e-02 1.14683e-03 7.07247e-04 4.61700e+00 5.45794e+00 3.59785e+00
7.52512e+00 8.23076e+00 2.26561e-03 3.54218e-02 2.12897e-02 8.26252e-01 2.35432e-02 1.09881e-03 6.95764e-04 4.49271e+00 5.30860e+00 3.49909e+00
7.54271e+00 8.23076e+00 2.24254e-03 3.35332e-02 2.09630e-02 7.77951e-01 2.30913e-02 1.05452e-03 6.84702e-04 4.37703e+00 5.16965e+00 3.40711e+00
7.56030e+00 8.23076e+00 2.21965e-03 3.19031e-02 2.06447e-02 7.31345e-01 2.26508e-02 1.01377e-03 6.74024e-04 4.26858e+00 5.03944e+00 3.32081e+00
7.57788e+00 8.23076e+00 2.19691e-03 3.04856e-02 2.03339e-02 6.86330e-01 2.22215e-02 9.76342e-04 6.63700e-04 4.16624e+00 4.91663e+00 3.23932e+00
7.59547e+00 8.23076e+00 2.17432e-03 2.92440e-02 2.00301e-02 6.42794e-01 2.18030e-02 9.41970e-04 6.53699e-04 4.06907e+00 4.80004e+00 3.16186e+00
7.61306e+00 8.23076e+00 2.15164e-03 2.81484e-02 1.97327e-02 6.00648e-01 2.13950e-02 9.10418e-04 6.43995e-04 3.97613e+00 4.68857e+00 3.08774e+00
7.63065e+00 8.23076e+00 2.12938e-03 2.71763e-02 1.94418e-02 5.60031e-01 2.09978e-02 8.81528e-04 6.34572e-04 3.88742e+00 4.58221e+00 3.01692e+00
7.64824e+00 8.23076e+00 2.10722e-03 2.63069e-02 1.91573e-02 5.21127e-01 2.06120e-02 8.55128e-04 6.25413e-04 3.80259e+00 4.48052e+00 2.94917e+00
7.66582e+00 8.23076e+00 2.08516e-03 2.55241e-02 1.88791e-02 4.84044e-01 2.02376e-02 8.31014e-04 6.16501e-04 3.72145e+00 4.38331e+00 2.88436e+00
7.68341e+00 8.23076e+00 2.06322e-03 2.48149e-02 1.86068e-02 4.48826e-01 1.98745e-02 8.08971e-04 6.07817e-04 3.64383e+00 4.29034e+00 2.82238e+00
7.70100e+00 8.23076e+00 2.04139e-03 2.41683e-02 1.83405e-02 4.15475e-01 1.95226e-02 7.88782e-04 5.99346e-04 3.56953e+00 4.20137e+00 2.76308e+00
7.71859e+00 8.23076e+00 2.01967e-03 2.35761e-02 1.80798e-02 3.83961e-01 1.91817e-02 7.70251e-04 5.91073e-04 3.49837e+00 4.11621e+00 2.70632e+00
7.73618e+00 8.23076e+00 1.99808e-03 2.30326e-02 1.78247e-02 3.54249e-01 1.88517e-02 7.53214e-04 5.82983e-04 3.43027e+00 4.03475e+00 2.65204e+00
7.75376e+00 8.23076e+00 1.97662e-03 2.25327e-02 1.75749e-02 3.26289e-01 1.85325e-02 7.37513e-04 5.75068e-04 3.36514e+00 3.95688e+00 2.60017e+00
7.77135e+00 8.23076e+00 1.95528e-03 2.20714e-02 1.73301e-02 3.00006e-01 1.82238e-02 7.22987e-04 5.67313e-04 3.30281e+00 3.88240e+00 2.55058e+00
7.78894e+00 8.23076e+00 1.93408e-03 2.16442e-02 1.70903e-02 2.75318e-01 1.79251e-02 7.09485e-04 5.59709e-04 3.24311e+00 3.81109e+00 2.50312e+00
7.80653e+00 8.23076e+00 1.91302e-03 2.12311e-02 1.68551e-02 2.52138e-01 1.76359e-02 6.96872e-04 5.52235e-04 3.18575e+00 3.74262e+00 2.45758e+00
7.82412e+00 8.23076e+00 1.89210e-03 2.08633e-02 1.66245e-02 2.30419e-01 1.73558e-02 6.85017e-04 5.44905e-04 3.13081e+00 3.67708e+00 2.41400e+00
7.84170e+00 8.23076e+00 1.87131e-03 2.05163e-02 1.63981e-02 2.10150e-01 1.70843e-02 6.73800e-04 5.37695e-04 3.07805e+00 3.61417e+00 2.37219e+00
7.85929e+00 8.23076e+00 1.85063e-03 2.01870e-02 1.61757e-02 1.91296e-01 1.68210e-02 6.63122e-04 5.30593e-04 3.02735e+00 3.55375e+00 2.33205e+00
7.87688e+00 8.23076e+00 1.83007e-03 1.98730e-02 1.59573e-02 1.73806e-01 1.65653e-02 6.52901e-04 5.23593e-04 2.97858e+00 3.49567e+00 2.29347e+00
7.89447e+00 8.23076e+00 1.80961e-03 1.95720e-02 1.57424e-02 1.57613e-01 1.63166e-02 6.43068e-04 5.16685e-04 2.93160e+00 3.43975e+00 2.25634e+00
7.91206e+00 8.23076e+00 1.78924e-03 1.92825e-02 1.55309e-02 1.42646e-01 1.60744e-02 6.33569e-04 5.09863e-04 2.88630e+00 3.38585e+00 2.22055e+00
7.92964e+00 8.23076e+00 1.76897e-03 1.90032e-02 1.53227e-02 1.28887e-01 1.58383e-02 6.24360e-04 5.03123e-04 2.84269e+00 3.33401e+00 2.18614e+00
7.94723e+00 8.23076e+00 1.74880e-03 1.87334e-02 1.51178e-02 1.16318e-01 1.56081e-02 6.15409e-04 4.96466e-04 2.80085e+00 3.28431e+00 2.15317e+00
7.96482e+00 8.23076e+00 1.72875e-03 1.84722e-02 1.49162e-02 1.04895e-01 1.53834e-02 6.06686e-04 4.89888e-04 2.76079e+00 3.23675e+00 2.12164e+00
7.98241e+00 8.23076e+00 1.70881e-03 1.82188e-02 1.47178e-02 9.45565e-02 1.51639e-02 5.98168e-04 4.83391e-04 2.72246e+00 3.19130e+00 2.09154e+00
8.00000e+00 8.23076e+00 1.68901e-03 1.79723e-02 1.45225e-02 8.52292e-02 1.49494e-02 5.89836e-04 4.76972e-04 2.68580e+00 3.14787e+00 2.06281e+00
4.50000e+00 8.76923e+00 1.40576e-13 5.99413e-12 5.64157e-06 4.94150e-06 6.47333e-06 4.51586e-04 7.03097e-05 6.91768e-08 2.08389e-09 1.39641e-11
4.51758e+00 8.76923e+00 3.05788e-13 1.92426e-11 7.77388e-06 7.23559e-06 1.00961e-05 8.88835e-04 9.42477e-05 1.46231e-07 4.61498e-09 3.31475e-11
4.53517e+00 8.76923e+00 6.59050e-13 6.08759e-11 1.09991e-05 1.10423e-05 1.64617e-05 1.66118e-03 1.24152e-04 3.04096e-07 1.00342e-08 7.69815e-11
4.55276e+00 8.76923e+00 1.40289e-12 1.88911e-10 1.60311e-05 1.75671e-05 2.78731e-05 2.96547e-03 1.62481e-04 6.22502e-07 2.14384e-08 1.75133e-10
4.57035e+00 8.76923e+00 2.93797e-12 5.72006e-10 2.39722e-05 2.89064e-05 4.83742e-05 5.08891e-03 2.13256e-04 1.25217e-06 4.49363e-08 3.89793e-10
4.58793e+00 8.76923e+00 6.03495e-12 1.68260e-09 3.65163e-05 4.86845e-05 8.49283e-05 8.45057e-03 2.82725e-04 2.47034e-06 9.22371e-08 8.47373e-10
4.60552e+00 8.76923e+00 1.21526e-11 4.80303e-09 5.62991e-05 8.31832e-05 1.49433e-04 1.36687e-02 3.80366e-04 4.77928e-06 1.85397e-07 1.79960e-09
4.62311e+00 8.76923e+00 2.39435e-11 1.32464e-08 8.73499e-05 1.42980e-04 2.61452e-04 2.16350e-02 5.19567e-04 9.05105e-06 3.64206e-07 3.72602e-09
4.64070e+00 8.76923e+00 4.61384e-11 3.52609e-08 1.35622e-04 2.45459e-04 4.52307e-04 3.35601e-02 7.17735e-04 1.67646e-05 6.98689e-07 7.51631e-09
4.65829e+00 8.76923e+00 8.70339e-11 9.05460e-08 2.10004e-04 4.18795e-04 7.71169e-04 5.10780e-02 9.98132e-04 3.03663e-05 1.30876e-06 1.47719e-08
4.67587e+00 8.76923e+00 1.61195e-10 2.24518e-07 3.23821e-04 7.08220e-04 1.29438e-03 7.63666e-02 1.39160e-03 5.38468e-05 2.39632e-06 2.83177e-08
4.69346e+00 8.76923e+00 2.94596e-10 5.38571e-07 4.97108e-04 1.18569e-03 2.13936e-03 1.12284e-01 1.93851e-03 9.36421e-05 4.29660e-06 5.30520e-08
4.71105e+00 8.76923e+00 5.35151e-10 1.25298e-06 7.60150e-04 1.96503e-03 3.48554e-03 1.62525e-01 2.69079e-03 1.60052e-04 7.56074e-06 9.73659e-08
4.72864e+00 8.76923e+00 9.72454e-10 2.82457e-06 1.15631e-03 3.21591e-03 5.58975e-03 2.31339e-01 3.70714e-03 2.68608e-04 1.30448e-05 1.74885e-07
4.74623e+00 8.76923e+00 1.77967e-09 6.15482e-06 1.74486e-03 5.17677e-03 8.79438e-03 3.22999e-01 5.04519e-03 4.41311e-04 2.20031e-05 3.06591e-07
4.76381e+00 8.76923e+00 3.30595e-09 1.29329e-05 2.60396e-03 8.16573e-03 1.35312e-02 4.41163e-01 6.75365e-03 7.07764e-04 3.61805e-05 5.23183e-07
4.78140e+00 8.76923e+00 6.27165e-09 2.61441e-05 3.83023e-03 1.25759e-02 2.02983e-02 5.87666e-01 8.85758e-03 1.10488e-03 5.78366e-05 8.66728e-07
4.79899e+00 8.76923e+00 1.21625e-08 5.07342e-05 5.53285e-03 1.88460e-02 2.96007e-02 7.60916e-01 1.13404e-02 1.67442e-03 8.96436e-05 1.39044e-06
4.81658e+00 8.76923e+00 2.39903e-08 9.43978e-05 7.82023e-03 2.73927e-02 4.18442e-02 9.54550e-01 1.41281e-02 2.45676e-03 1.34365e-04 2.15480e-06
4.83417e+00 8.76923e+00 4.74651e-08 1.67768e-04 1.07855e-02 3.85098e-02 5.71951e-02 1.15912e+00 1.70967e-02 3.48082e-03 1.94261e-04 3.21761e-06
4.85175e+00 8.76923e+00 9.28842e-08 2.84422e-04 1.44699e-02 5.22186e-02 7.54024e-02 1.36158e+00 2.00718e-02 4.75009e-03 2.70221e-04 4.61854e-06
4.86934e+00 8.76923e+00 1.77237e-07 4.59014e-04 1.88156e-02 6.81049e-02 9.56355e-02 1.54511e+00 2.28396e-02 6.22769e-03 3.60748e-04 6.35750e-06
4.88693e+00 8.76923e+00 3.25897e-07 7.03779e-04 2.36220e-02 8.51986e-02 1.16411e-01 1.69044e+00 2.51733e-02 7.82525e-03 4.61096e-04 8.37294e-06
4.90452e+00 8.76923e+00 5.72333e-07 1.02312e-03 2.85213e-02 1.01956e-01 1.35675e-01 1.77821e+00 2.68702e-02 9.40148e-03 5.62939e-04 1.05269e-05
4.92211e+00 8.76923e+00 9.55971e-07 1.41178e-03 3.31009e-02 1.16771e-01 1.51549e-01 1.79953e+00 2.78612e-02 1.08084e-02 6.56974e-04 1.26455e-05
4.93969e+00 8.76923e+00 1.52448e-06 1.86164e-03 3.71329e-02 1.28812e-01 1.63379e-01 1.76522e+00 2.82946e-02 1.19695e-02 7.37739e-04 1.46101e-05
4.95728e+00 8.76923e+00 2.33383e-06 2.36337e-03 4.05199e-02 1.37827e-01 1.71366e-01 1.69140e+00 2.83832e-02 1.28631e-02 8.02974e-04 1.63547e-05
4.97487e+00 8.76923e+00 3.45166e-06 2.90990e-03 4.32867e-02 1.44064e-01 1.76378e-01 1.59442e+00 2.83403e-02 1.35167e-02 8.53439e-04 1.78700e-05
4.99246e+00 8.76923e+00 4.96480e-06 3.50020e-03 4.55682e-02 1.48159e-01 1.79762e-01 1.48856e+00 2.83431e-02 1.39960e-02 8.92451e-04 1.92013e-05
5.01005e+00 8.76923e+00 6.99163e-06 4.14182e-03 4.75799e-02 1.50976e-01 1.83107e-01 1.38471e+00 2.85116e-02 1.43902e-02 9.25018e-04 2.04369e-05
5.02763e+00 8.76923e+00 9.67342e-06 4.83922e-03 4.94616e-02 1.53061e-01 1.87627e-01 1.28727e+00 2.88837e-02 1.47601e-02 9.54487e-04 2.16365e-05
5.04522e+00 8.76923e+00 1.31631e-05 5.58871e-03 5.12857e-02 1.54684e-01 1.94254e-01 1.19667e+00 2.94577e-02 1.51401e-02 9.82518e-04 2.28260e-05
5.06281e+00 8.76923e+00 1.76347e-05 6.38608e-03 5.31862e-02 1.56235e-01 2.04046e-01 1.11308e+00 3.02285e-02 1.55727e-02 1.01130e-03 2.40451e-05
5.08040e+00 8.76923e+00 2.32852e-05 7.22741e-03 5.54005e-02 1.58319e-01 2.18179e-01 1.03654e+00 3.11858e-02 1.61104e-02 1.04378e-03 2.53550e-05
5.09799e+00 8.76923e+00 3.03412e-05 8.11018e-03 5.83254e-02 1.61858e-01 2.37883e-01 9.66910e-01 3.23076e-02 1.68179e-02 1.08382e-03 2.68470e-05
5.11557e+00 8.76923e+00 3.91678e-05 9.03668e-03 6.25923e-02 1.68295e-01 2.64369e-01 9.03845e-01 3.35566e-02 1.77773e-02 1.13676e-03 2.86612e-05
5.13316e+00 8.76923e+00 4.99380e-05 1.00043e-02 6.91562e-02 1.79647e-01 2.98902e-01 8.46642e-01 3.48959e-02 1.90833e-02 1.20892e-03 3.09729e-05
5.15075e+00 8.76923e+00 6.30421e-05 1.10194e-02 7.94708e-02 1.99034e-01 3.42812e-01 7.94677e-01 3.62718e-02 2.08701e-02 1.30969e-03 3.40555e-05
5.16834e+00 8.76923e+00 7.88673e-05 1.20990e-02 9.56533e-02 2.30947e-01 3.97331e-01 7.47467e-01 3.75976e-02 2.33136e-02 1.45191e-03 3.83010e-05
5.18592e+00 8.76923e+00 9.78597e-05 1.32818e-02 1.20647e-01 2.81577e-01 4.63324e-01 7.04584e-01 3.87531e-02 2.66399e-02 1.65281e-03 4.42621e-05
5.20351e+00 8.76923e+00 1.20529e-04 1.46419e-02 1.58435e-01 3.58931e-01 5.40797e-01 6.65597e-01 3.95959e-02 3.11263e-02 1.93456e-03 5.26994e-05
5.22110e+00 8.76923e+00 1.47442e-04 1.63090e-02 2.13840e-01 4.72878e-01 6.28770e-01 6.29954e-01 4.00246e-02 3.71024e-02 2.32440e-03 6.45979e-05
5.23869e+00 8.76923e+00 1.79308e-04 1.85041e-02 2.93198e-01 6.35604e-01 7.26016e-01 5.96986e-01 4.00613e-02 4.49996e-02 2.85847e-03 8.12979e-05
5.25628e+00 8.76923e+00 2.17083e-04 2.15916e-02 4.04248e-01 8.61243e-01 8.30779e-01 5.66114e-01 3.97830e-02 5.53502e-02 3.58237e-03 1.04546e-04
5.27386e+00 8.76923e+00 2.62163e-04 2.61548e-02 5.56194e-01 1.16495e+00 9.40695e-01 5.36823e-01 3.92965e-02 6.87882e-02 4.55222e-03 1.36573e-04
5.29145e+00 8.76923e+00 3.16759e-04 3.31028e-02 7.59674e-01 1.56126e+00 1.05281e+00 5.08627e-01 3.87263e-02 8.60441e-02 5.83556e-03 1.80152e-04
5.30904e+00 8.76923e+00 3.84478e-04 4.38154e-02 1.02657e+00 2.06130e+00 1.16358e+00 4.81035e-01 3.82083e-02 1.07920e-01 7.51127e-03 2.38637e-04
5.32663e+00 8.76923e+00 4.70889e-04 6.03033e-02 1.36871e+00 2.66689e+00 1.26885e+00 4.53242e-01 3.79292e-02 1.35157e-01 9.66191e-03 3.15886e-04
5.34422e+00 8.76923e+00 5.84152e-04 8.53329e-02 1.79623e+00 3.36273e+00 1.36321e+00 4.24295e-01 3.81120e-02 1.68226e-01 1.23601e-02 4.16150e-04
5.36180e+00 8.76923e+00 7.35674e-04 1.22399e-01 2.31663e+00 4.11017e+00 1.43915e+00 3.93560e-01 3.89630e-02 2.07103e-01 1.56520e-02 5.43694e-04
5.37939e+00 8.76923e+00 9.40126e-04 1.75363e-01 2.93409e+00 4.84342e+00 1.48725e+00 3.60831e-01 4.06478e-02 2.50998e-01 1.95313e-02 7.02136e-04
5.39698e+00 8.76923e+00 1.21407e-03 2.47481e-01 3.64980e+00 5.47205e+00 1.49748e+00 3.26429e-01 4.32275e-02 2.98054e-01 2.39065e-02 8.93318e-04
5.41457e+00 8.76923e+00 1.57316e-03 3.40023e-01 4.47039e+00 5.90258e+00 1.46336e+00 2.91398e-01 4.65919e-02 3.45638e-01 2.86073e-02 1.11704e-03
5.43216e+00 8.76923e+00 2.03305e-03 4.53044e-01 5.45287e+00 6.11201e+00 1.39284e+00 2.57980e-01 5.06335e-02 3.93470e-01 3.36340e-02 1.37784e-03
5.44974e+00 8.76923e+00 2.60805e-03 5.85532e-01 6.70167e+00 6.13081e+00 1.29977e+00 2.28017e-01 5.52178e-02 4.43152e-01 3.91409e-02 1.68509e-03
5.46733e+00 8.76923e+00 3.30765e-03 7.34904e-01 8.34998e+00 6.00912e+00 1.19680e+00 2.02393e-01 6.01463e-02 4.96872e-01 4.53416e-02 2.05050e-03
5.48492e+00 8.76923e+00 4.13379e-03 8.96961e-01 1.05443e+01 5.80193e+00 1.09382e+00 1.81256e-01 6.51906e-02 5.56933e-01 5.24718e-02 2.48703e-03
5.50251e+00 8.76923e+00 5.07745e-03 1.06582e+00 1.34180e+01 5.55726e+00 9.97553e-01 1.64264e-01 7.01089e-02 6.25146e-01 6.07296e-02 3.00697e-03
5.52010e+00 8.76923e+00 6.11996e-03 1.23521e+00 1.70791e+01 5.31698e+00 9.12661e-01 1.50846e-01 7.47503e-02 7.03166e-01 7.03007e-02 3.62340e-03
5.53768e+00 8.76923e+00 7.24316e-03 1.40148e+00 2.16458e+01 5.11963e+00 8.42903e-01 1.40379e-01 7.92492e-02 7.93894e-01 8.15079e-02 4.35774e-03
5.55527e+00 8.76923e+00 8.42637e-03 1.56173e+00 2.72049e+01 4.97654e+00 7.88330e-01 1.32199e-01 8.37903e-02 8.99427e-01 9.46126e-02 5.23415e-03
5.57286e+00 8.76923e+00 9.64501e-03 1.71287e+00 3.37922e+01 4.87841e+00 7.46728e-01 1.25709e-01 8.85171e-02 1.02057e+00 1.09748e-01 6.27748e-03
5.59045e+00 8.76923e+00 1.08709e-02 1.85129e+00 4.13805e+01 4.80590e+00 7.15122e-01 1.20433e-01 9.35031e-02 1.15682e+00 1.26903e-01 7.51286e-03
5.60804e+00 8.76923e+00 1.20734e-02 1.97275e+00 4.98672e+01 4.73740e+00 6.90627e-01 1.16020e-01 9.87401e-02 1.30630e+00 1.45899e-01 8.96515e-03
5.62562e+00 8.76923e+00 1.32289e-02 2.07332e+00 5.91032e+01 4.65569e+00 6.70596e-01 1.12264e-01 1.04090e-01 1.46655e+00 1.66473e-01 1.06601e-02
5.64321e+00 8.76923e+00 1.43286e-02 2.14984e+00 6.89317e+01 4.55268e+00 6.53218e-01 1.09121e-01 1.09303e-01 1.63554e+00 1.88391e-01 1.26301e-02
5.66080e+00 8.76923e+00 1.53726e-02 2.19907e+00 7.91597e+01 4.42640e+00 6.37871e-01 1.06646e-01 1.14097e-01 1.81104e+00 2.11383e-01 1.49136e-02
5.67839e+00 8.76923e+00 1.63693e-02 2.21764e+00 8.95522e+01 4.27885e+00 6.24821e-01 1.04966e-01 1.18215e-01 1.99046e+00 2.35134e-01 1.75567e-02
5.69598e+00 8.76923e+00 1.73364e-02 2.20245e+00 9.98242e+01 4.11465e+00 6.14912e-01 1.04252e-01 1.21492e-01 2.17071e+00 2.59264e-01 2.06132e-02
5.71356e+00 8.76923e+00 1.83046e-02 2.15203e+00 1.09654e+02 3.94092e+00 6.09374e-01 1.04676e-01 1.23979e-01 2.34836e+00 2.83366e-01 2.41483e-02
5.73115e+00 8.76923e+00 1.93437e-02 2.07110e+00 1.18824e+02 3.76767e+00 6.10439e-01 1.06517e-01 1.26264e-01 2.52227e+00 3.07320e-01 2.82630e-02
5.74874e+00 8.76923e+00 2.05600e-02 1.96761e+00 1.27195e+02 3.60747e+00 6.19647e-01 1.10064e-01 1.29261e-01 2.69300e+00 3.31241e-01 3.30955e-02
5.76633e+00 8.76923e+00 2.20854e-02 1.84931e+00 1.34646e+02 3.47364e+00 6.37147e-01 1.15516e-01 1.33908e-01 2.86150e+00 3.55330e-01 3.88114e-02
5.78391e+00 8.76923e+00 2.40676e-02 1.72293e+00 1.41067e+02 3.38102e+00 6.62042e-01 1.22916e-01 1.40988e-01 3.02893e+00 3.79851e-01 4.55981e-02
5.80150e+00 8.76923e+00 2.66547e-02 1.59387e+00 1.46353e+02 3.34688e+00 6.92741e-01 1.32077e-01 1.50916e-01 3.19630e+00 4.05083e-01 5.36406e-02
5.81909e+00 8.76923e+00 2.99764e-02 1.46591e+00 1.50386e+02 3.39165e+00 7.27174e-01 1.42576e-01 1.63685e-01 3.36392e+00 4.31246e-01 6.31067e-02
5.83668e+00 8.76923e+00 3.41423e-02 1.34068e+00 1.52995e+02 3.54144e+00 7.64164e-01 1.53981e-01 1.78928e-01 3.53134e+00 4.58520e-01 7.42466e-02
5.85427e+00 8.76923e+00 3.92211e-02 1.21823e+00 1.53998e+02 3.83355e+00 8.03247e-01 1.65720e-01 1.95667e-01 3.69764e+00 4.87095e-01 8.73719e-02
5.87185e+00 8.76923e+00 4.52107e-02 1.09800e+00 1.53212e+02 4.32008e+00 8.44973e-01 1.77056e-01 2.12581e-01 3.86135e+00 5.17147e-01 1.02831e-01
5.88944e+00 8.76923e+00 5.20076e-02 9.79462e-01 1.50469e+02 5.07016e+00 8.91334e-01 1.87117e-01 2.28208e-01 4.01999e+00 5.48783e-01 1.20978e-01
5.90703e+00 8.76923e+00 5.93763e-02 8.62594e-01 1.45630e+02 6.16944e+00 9.46671e-01 1.94959e-01 2.41073e-01 4.16957e+00 5.81959e-01 1.42094e-01
5.92462e+00 8.76923e+00 6.69683e-02 7.48982e-01 1.38650e+02 7.72195e+00 1.01825e+00 1.99977e-01 2.50068e-01 4.30583e+00 6.16612e-01 1.66393e-01
5.94221e+00 8.76923e+00 7.43420e-02 6.41363e-01 1.29603e+02 9.84962e+00 1.11917e+00 2.02231e-01 2.54746e-01 4.42499e+00 6.52794e-01 1.94090e-01
5.95979e+00 8.76923e+00 8.09182e-02 5.41897e-01 1.18653e+02 1.26703e+01 1.26830e+00 2.02261e-01 2.55020e-01 4.52167e+00 6.90403e-01 2.25278e-01
5.97738e+00 8.76923e+00 8.60031e-02 4.52056e-01 1.06067e+02 1.62659e+01 1.49117e+00 2.01136e-01 2.51121e-01 4.58847e+00 7.29134e-01 2.59832e-01
5.99497e+00 8.76923e+00 8.88469e-02 3.72721e-01 9.22331e+01 2.06286e+01 1.81908e+00 2.00461e-01 2.43541e-01 4.61583e+00 7.68439e-01 2.97295e-01
6.01256e+00 8.76923e+00 8.87968e-02 3.04194e-01 7.77021e+01 2.56017e+01 2.28483e+00 2.02344e-01 2.33063e-01 4.59440e+00 8.07826e-01 3.36839e-01
6.03015e+00 8.76923e+00 8.58955e-02 2.46938e-01 6.34458e+01 3.09702e+01 2.92800e+00 2.09760e-01 2.21668e-01 4.53541e+00 8.49362e-01 3.78064e-01
6.04773e+00 8.76923e+00 8.06124e-02 2.00479e-01 5.03405e+01 3.64773e+01 3.79163e+00 2.25485e-01 2.11022e-01 4.45802e+00 8.96115e-01 4.20875e-01
6.06532e+00 8.76923e+00 7.34940e-02 1.63869e-01 3.88808e+01 4.17718e+01 4.91159e+00 2.51398e-01 2.01695e-01 4.37469e+00 9.50420e-01 4.65115e-01
6.08291e+00 8.76923e+00 6.51144e-02 1.35873e-01 2.92607e+01 4.64134e+01 6.30494e+00 2.88244e-01 1.93572e-01 4.29079e+00 1.01378e+00 5.10446e-01
6.10050e+00 8.76923e+00 5.60435e-02 1.15172e-01 2.14621e+01 4.99015e+01 7.95401e+00 3.35146e-01 1.86637e-01 4.20511e+00 1.08691e+00 5.56260e-01
6.11809e+00 8.76923e+00 4.68543e-02 1.00539e-01 1.53448e+01 5.17877e+01 9.79760e+00 3.89203e-01 1.80425e-01 4.11454e+00 1.17011e+00 6.01765e-01
6.13567e+00 8.76923e+00 3.81371e-02 9.08862e-02 1.07126e+01 5.19245e+01 1.17616e+01 4.46207e-01 1.76107e-01 4.02436e+00 1.26460e+00 6.46751e-01
6.15326e+00 8.76923e+00 3.03089e-02 8.51260e-02 7.31630e+00 5.03444e+01 1.37469e+01 5.00205e-01 1.74894e-01 3.93845e+00 1.37125e+00 6.91026e-01
6.17085e+00 8.76923e+00 2.35970e-02 8.22852e-02 4.89830e+00 4.72012e+01 1.56194e+01 5.43672e-01 1.77819e-01 3.85730e+00 1.49015e+00 7.34144e-01
6.18844e+00 8.76923e+00 1.80747e-02 8.15293e-02 3.22346e+00 4.27506e+01 1.72121e+01 5.68519e-01 1.85649e-01 3.77926e+00 1.62069e+00 7.75367e-01
6.20602e+00 8.76923e+00 1.37110e-02 8.20970e-02 2.09398e+00 3.73312e+01 1.83343e+01 5.67765e-01 1.98799e-01 3.70210e+00 1.76183e+00 8.13751e-01
6.22361e+00 8.76923e+00 1.04112e-02 8.33283e-02 1.35537e+00 3.14023e+01 1.88390e+01 5.40890e-01 2.17708e-01 3.63003e+00 1.91480e+00 8.50498e-01
6.24120e+00 8.76923e+00 8.04436e-03 8.47760e-02 8.88653e-01 2.54797e+01 1.86816e+01 4.95472e-01 2.43122e-01 3.57625e+00 2.08540e+00 8.90390e-01
6.25879e+00 8.76923e+00 6.44014e-03 8.61219e-02 6.01982e-01 1.99579e+01 1.78716e+01 4.39896e-01 2.75102e-01 3.55424e+00 2.28123e+00 9.38708e-01
6.27638e+00 8.76923e+00 5.43844e-03 8.71479e-02 4.29985e-01 1.50940e+01 1.64672e+01 3.81118e-01 3.12412e-01 3.57701e+00 2.51105e+00 1.00066e+00
6.29397e+00 8.76923e+00 4.91609e-03 8.77067e-02 3.28748e-01 1.10224e+01 1.45733e+01 3.23928e-01 3.51846e-01 3.65560e+00 2.78302e+00 1.08075e+00
6.31155e+00 8.76923e+00 4.79062e-03 8.76664e-02 2.69634e-01 7.78188e+00 1.23457e+01 2.64029e-01 3.87988e-01 3.79606e+00 3.10119e+00 1.18161e+00
6.32914e+00 8.76923e+00 5.01949e-03 8.70791e-02 2.34855e-01 5.37296e+00 1.00544e+01 2.17524e-01 4.17300e-01 4.00534e+00 3.46825e+00 1.30512e+00
6.34673e+00 8.76923e+00 5.59214e-03 8.59221e-02 2.12908e-01 3.69820e+00 7.94246e+00 1.77793e-01 4.38587e-01 4.28645e+00 3.88671e+00 1.45317e+00
6.36432e+00 8.76923e+00 6.52506e-03 8.42455e-02 1.96295e-01 2.59055e+00 6.13397e+00 1.44734e-01 4.51500e-01 4.63472e+00 4.35641e+00 1.62684e+00
6.38190e+00 8.76923e+00 7.85653e-03 8.21026e-02 1.80717e-01 1.88195e+00 4.66411e+00 1.17741e-01 4.56409e-01 5.04193e+00 4.87540e+00 1.82660e+00
