LOS table - Multiple Instruments: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 10
200 14
0.0
l10T l10ne AIA:94 AIA:131 AIA:171 AIA:193 AIA:211 AIA:304 AIA:335 XRT:Al-mesh XRT:Al-poly XRT:Ti-poly
7.85929e+00 5.53846e+00 1.85063e-03 2.01870e-02 1.61757e-02 1.91296e-01 1.68210e-02 6.63122e-04 5.30593e-04 3.02735e+00 3.55375e+00 2.33205e+00
7.87688e+00 5.53846e+00 1.83007e-03 1.98730e-02 1.59573e-02 1.73806e-01 1.65653e-02 6.52901e-04 5.23593e-04 2.97858e+00 3.49567e+00 2.29347e+00
7.89447e+00 5.53846e+00 1.80961e-03 1.95720e-02 1.57424e-02 1.57613e-01 1.63166e-02 6.43068e-04 5.16685e-04 2.93160e+00 3.43975e+00 2.25634e+00
7.91206e+00 5.53846e+00 1.78924e-03 1.92825e-02 1.55309e-02 1.42646e-01 1.60744e-02 6.33569e-04 5.09863e-04 2.88630e+00 3.38585e+00 2.22055e+00
7.92964e+00 5.53846e+00 1.76897e-03 1.90032e-02 1.53227e-02 1.28887e-01 1.58383e-02 6.24360e-04 5.03123e-04 2.84269e+00 3.33401e+00 2.18614e+00
7.94723e+00 5.53846e+00 1.74880e-03 1.87334e-02 1.51178e-02 1.16318e-01 1.56081e-02 6.15409e-04 4.96466e-04 2.80085e+00 3.28431e+00 2.15317e+00
7.96482e+00 5.53846e+00 1.72875e-03 1.84722e-02 1.49162e-02 1.04895e-01 1.53834e-02 6.06686e-04 4.89888e-04 2.76079e+00 3.23675e+00 2.12164e+00
7.98241e+00 5.53846e+00 1.70881e-03 1.82188e-02 1.47178e-02 9.45565e-02 1.51639e-02 5.98168e-04 4.83391e-04 2.72246e+00 3.19130e+00 2.09154e+00
8.00000e+00 5.53846e+00 1.68901e-03 1.79723e-02 1.45225e-02 8.52292e-02 1.49494e-02 5.89836e-04 4.76972e-04 2.68580e+00 3.14787e+00 2.06281e+00
4.50000e+00 6.07692e+00 1.40575e-13 5.99413e-12 5.63531e-06 4.93286e-06 6.46099e-06 4.50826e-04 7.03714e-05 6.91768e-08 2.08389e-09 1.39641e-11
4.51758e+00 6.07692e+00 3.05786e-13 1.92426e-11 7.76007e-06 7.21650e-06 1.00688e-05 8.87149e-04 9.43794e-05 1.46231e-07 4.61498e-09 3.31475e-11
4.53517e+00 6.07692e+00 6.59045e-13 6.08759e-11 1.09706e-05 1.10028e-05 1.64051e-05 1.65768e-03 1.24416e-04 3.04096e-07 1.00342e-08 7.69815e-11
4.55276e+00 6.07692e+00 1.40288e-12 1.88911e-10 1.59751e-05 1.74894e-05 2.77620e-05 2.95858e-03 1.62982e-04 6.22498e-07 2.14384e-08 1.75133e-10
4.57035e+00 6.07692e+00 2.93795e-12 5.72006e-10 2.38673e-05 2.87610e-05 4.81660e-05 5.07599e-03 2.14163e-04 1.25216e-06 4.49363e-08 3.89793e-10
4.58793e+00 6.07692e+00 6.03491e-12 1.68260e-09 3.63275e-05 4.84224e-05 8.45532e-05 8.42727e-03 2.84303e-04 2.47031e-06 9.22371e-08 8.47373e-10
4.60552e+00 6.07692e+00 1.21526e-11 4.80303e-09 5.59692e-05 8.27253e-05 1.48778e-04 1.36279e-02 3.83024e-04 4.77920e-06 1.85397e-07 1.79960e-09
4.62311e+00 6.07692e+00 2.39433e-11 1.32464e-08 8.67884e-05 1.42201e-04 2.60337e-04 2.15655e-02 5.23923e-04 9.05084e-06 3.64206e-07 3.72602e-09
4.64070e+00 6.07692e+00 4.61381e-11 3.52609e-08 1.34689e-04 2.44164e-04 4.50454e-04 3.34447e-02 7.24696e-04 1.67640e-05 6.98689e-07 7.51631e-09
4.65829e+00 6.07692e+00 8.70332e-11 9.05460e-08 2.08488e-04 4.16691e-04 7.68159e-04 5.08904e-02 1.00898e-03 3.03651e-05 1.30876e-06 1.47719e-08
4.67587e+00 6.07692e+00 1.61194e-10 2.24518e-07 3.21409e-04 7.04875e-04 1.28959e-03 7.60683e-02 1.40814e-03 5.38441e-05 2.39632e-06 2.83177e-08
4.69346e+00 6.07692e+00 2.94593e-10 5.38571e-07 4.93348e-04 1.18047e-03 2.13188e-03 1.11820e-01 1.96316e-03 9.36364e-05 4.29660e-06 5.30520e-08
4.71105e+00 6.07692e+00 5.35146e-10 1.25298e-06 7.54395e-04 1.95705e-03 3.47409e-03 1.61815e-01 2.72675e-03 1.60041e-04 7.56074e-06 9.73659e-08
4.72864e+00 6.07692e+00 9.72445e-10 2.82457e-06 1.14767e-03 3.20394e-03 5.57254e-03 2.30275e-01 3.75842e-03 2.68586e-04 1.30448e-05 1.74885e-07
4.74623e+00 6.07692e+00 1.77965e-09 6.15482e-06 1.73218e-03 5.15919e-03 8.76907e-03 3.21442e-01 5.11640e-03 4.41272e-04 2.20031e-05 3.06591e-07
4.76381e+00 6.07692e+00 3.30592e-09 1.29329e-05 2.58580e-03 8.14056e-03 1.34949e-02 4.38941e-01 6.84952e-03 7.07694e-04 3.61805e-05 5.23183e-07
4.78140e+00 6.07692e+00 6.27161e-09 2.61441e-05 3.80492e-03 1.25409e-02 2.02475e-02 5.84585e-01 8.98208e-03 1.10477e-03 5.78366e-05 8.66728e-07
4.79899e+00 6.07692e+00 1.21624e-08 5.07342e-05 5.49864e-03 1.87986e-02 2.95318e-02 7.56777e-01 1.14954e-02 1.67423e-03 8.96436e-05 1.39044e-06
4.81658e+00 6.07692e+00 2.39902e-08 9.43978e-05 7.77552e-03 2.73307e-02 4.17536e-02 9.49182e-01 1.43118e-02 2.45648e-03 1.34364e-04 2.15480e-06
4.83417e+00 6.07692e+00 4.74650e-08 1.67768e-04 1.07290e-02 3.84315e-02 5.70800e-02 1.15241e+00 1.73010e-02 3.48040e-03 1.94260e-04 3.21761e-06
4.85175e+00 6.07692e+00 9.28839e-08 2.84422e-04 1.44010e-02 5.21232e-02 7.52606e-02 1.35349e+00 2.02807e-02 4.74949e-03 2.70220e-04 4.61854e-06
4.86934e+00 6.07692e+00 1.77237e-07 4.59014e-04 1.87345e-02 6.79927e-02 9.54659e-02 1.53573e+00 2.30268e-02 6.22685e-03 3.60746e-04 6.35750e-06
4.88693e+00 6.07692e+00 3.25896e-07 7.03779e-04 2.35299e-02 8.50713e-02 1.16214e-01 1.68003e+00 2.53016e-02 7.82412e-03 4.61092e-04 8.37293e-06
4.90452e+00 6.07692e+00 5.72332e-07 1.02312e-03 2.84208e-02 1.01818e-01 1.35452e-01 1.76717e+00 2.68920e-02 9.39997e-03 5.62932e-04 1.05269e-05
4.92211e+00 6.07692e+00 9.55970e-07 1.41178e-03 3.29951e-02 1.16625e-01 1.51300e-01 1.78838e+00 2.77232e-02 1.08064e-02 6.56960e-04 1.26455e-05
4.93969e+00 6.07692e+00 1.52448e-06 1.86164e-03 3.70248e-02 1.28663e-01 1.63100e-01 1.75445e+00 2.79444e-02 1.19668e-02 7.37714e-04 1.46100e-05
4.95728e+00 6.07692e+00 2.33382e-06 2.36337e-03 4.04116e-02 1.37676e-01 1.71047e-01 1.68141e+00 2.77738e-02 1.28596e-02 8.02931e-04 1.63546e-05
4.97487e+00 6.07692e+00 3.45165e-06 2.90990e-03 4.31796e-02 1.43911e-01 1.75999e-01 1.58552e+00 2.74327e-02 1.35118e-02 8.53366e-04 1.78698e-05
4.99246e+00 6.07692e+00 4.96479e-06 3.50020e-03 4.54626e-02 1.47999e-01 1.79292e-01 1.48093e+00 2.71091e-02 1.39893e-02 8.92328e-04 1.92009e-05
5.01005e+00 6.07692e+00 6.99161e-06 4.14182e-03 4.74751e-02 1.50796e-01 1.82503e-01 1.37844e+00 2.69357e-02 1.43807e-02 9.24812e-04 2.04361e-05
5.02763e+00 6.07692e+00 9.67339e-06 4.83923e-03 4.93560e-02 1.52833e-01 1.86833e-01 1.28236e+00 2.69608e-02 1.47464e-02 9.54146e-04 2.16349e-05
5.04522e+00 6.07692e+00 1.31630e-05 5.58873e-03 5.11767e-02 1.54351e-01 1.93199e-01 1.19308e+00 2.71900e-02 1.51199e-02 9.81951e-04 2.28225e-05
5.06281e+00 6.07692e+00 1.76346e-05 6.38613e-03 5.30699e-02 1.55687e-01 2.02644e-01 1.11073e+00 2.76263e-02 1.55422e-02 1.01035e-03 2.40381e-05
5.08040e+00 6.07692e+00 2.32851e-05 7.22755e-03 5.52717e-02 1.57347e-01 2.16329e-01 1.03528e+00 2.82679e-02 1.60637e-02 1.04217e-03 2.53413e-05
5.09799e+00 6.07692e+00 3.03409e-05 8.11055e-03 5.81783e-02 1.60087e-01 2.35471e-01 9.66544e-01 2.91020e-02 1.67454e-02 1.08108e-03 2.68211e-05
5.11557e+00 6.07692e+00 3.91676e-05 9.03764e-03 6.24231e-02 1.65080e-01 2.61267e-01 9.04132e-01 3.01004e-02 1.76640e-02 1.13211e-03 2.86136e-05
5.13316e+00 6.07692e+00 4.99380e-05 1.00065e-02 6.89684e-02 1.73907e-01 2.94966e-01 8.47312e-01 3.12309e-02 1.89056e-02 1.20109e-03 3.08887e-05
5.15075e+00 6.07692e+00 6.30432e-05 1.10244e-02 7.92854e-02 1.89028e-01 3.37872e-01 7.95444e-01 3.24417e-02 2.05917e-02 1.29667e-03 3.39113e-05
5.16834e+00 6.07692e+00 7.88720e-05 1.21099e-02 9.55265e-02 2.13969e-01 3.91184e-01 7.48046e-01 3.36472e-02 2.28796e-02 1.43061e-03 3.80609e-05
5.18592e+00 6.07692e+00 9.78751e-05 1.33045e-02 1.20698e-01 2.53586e-01 4.55721e-01 7.04701e-01 3.47277e-02 2.59705e-02 1.61864e-03 4.38735e-05
5.20351e+00 6.07692e+00 1.20572e-04 1.46871e-02 1.58886e-01 3.14143e-01 5.31430e-01 6.65006e-01 3.55397e-02 3.01092e-02 1.88100e-03 5.20875e-05
5.22110e+00 6.07692e+00 1.47550e-04 1.63954e-02 2.15069e-01 4.03359e-01 6.17267e-01 6.28452e-01 3.59788e-02 3.55853e-02 2.24250e-03 6.36600e-05
5.23869e+00 6.07692e+00 1.79561e-04 1.86634e-02 2.95803e-01 5.30794e-01 7.11910e-01 5.94429e-01 3.60603e-02 4.27817e-02 2.73632e-03 7.98964e-05
5.25628e+00 6.07692e+00 2.17638e-04 2.18747e-02 4.09130e-01 7.07607e-01 8.13507e-01 5.62418e-01 3.58533e-02 5.21756e-02 3.40462e-03 1.02503e-04
5.27386e+00 6.07692e+00 2.63325e-04 2.66417e-02 5.64642e-01 9.45899e-01 9.19603e-01 5.31964e-01 3.54556e-02 6.43449e-02 4.29997e-03 1.33666e-04
5.29145e+00 6.07692e+00 3.19086e-04 3.39142e-02 7.73455e-01 1.25752e+00 1.02718e+00 5.02643e-01 3.49802e-02 7.99718e-02 5.48672e-03 1.76121e-04
5.30904e+00 6.07692e+00 3.88967e-04 4.51278e-02 1.04800e+00 1.65215e+00 1.13270e+00 4.74022e-01 3.45465e-02 9.98339e-02 7.04191e-03 2.33195e-04
5.32663e+00 6.07692e+00 4.79247e-04 6.23683e-02 1.40063e+00 2.13281e+00 1.23216e+00 4.45315e-01 3.43206e-02 1.24696e-01 9.04901e-03 3.08744e-04
5.34422e+00 6.07692e+00 5.99178e-04 8.85027e-02 1.84190e+00 2.69003e+00 1.32060e+00 4.15563e-01 3.44972e-02 1.55133e-01 1.15861e-02 4.07041e-04
5.36180e+00 6.07692e+00 7.61751e-04 1.27152e-01 2.37954e+00 3.29702e+00 1.39132e+00 3.84135e-01 3.52465e-02 1.91339e-01 1.47112e-02 5.32424e-04
5.37939e+00 6.07692e+00 9.83761e-04 1.82321e-01 3.01777e+00 3.90653e+00 1.43605e+00 3.50836e-01 3.66947e-02 2.32853e-01 1.84369e-02 6.88652e-04
5.39698e+00 6.07692e+00 1.28432e-03 2.57412e-01 3.75787e+00 4.45219e+00 1.44617e+00 3.16013e-01 3.88687e-02 2.78259e-01 2.26980e-02 8.77812e-04
5.41457e+00 6.07692e+00 1.68177e-03 3.53807e-01 4.60739e+00 4.86403e+00 1.41639e+00 2.80734e-01 4.16394e-02 3.25371e-01 2.73535e-02 1.10009e-03
5.43216e+00 6.07692e+00 2.19459e-03 4.71663e-01 5.62723e+00 5.12514e+00 1.35447e+00 2.47258e-01 4.48867e-02 3.74094e-01 3.24220e-02 1.36053e-03
5.44974e+00 6.07692e+00 2.83993e-03 6.10054e-01 6.92928e+00 5.25828e+00 1.27315e+00 2.17402e-01 4.84820e-02 4.26030e-01 3.80702e-02 1.66925e-03
5.46733e+00 6.07692e+00 3.62969e-03 7.66426e-01 8.65748e+00 5.29939e+00 1.18350e+00 1.91998e-01 5.22575e-02 4.83317e-01 4.45253e-02 2.03896e-03
5.48492e+00 6.07692e+00 4.56713e-03 9.36537e-01 1.09719e+01 5.28605e+00 1.09378e+00 1.71133e-01 5.60389e-02 5.48202e-01 5.20399e-02 2.48383e-03
5.50251e+00 6.07692e+00 5.64285e-03 1.11435e+00 1.40204e+01 5.24847e+00 1.00917e+00 1.54416e-01 5.96605e-02 6.22461e-01 6.08310e-02 3.01750e-03
5.52010e+00 6.07692e+00 6.83581e-03 1.29336e+00 1.79258e+01 5.21105e+00 9.33056e-01 1.41234e-01 6.30552e-02 7.07712e-01 7.11022e-02 3.65433e-03
5.53768e+00 6.07692e+00 8.12458e-03 1.46969e+00 2.28212e+01 5.19715e+00 8.68219e-01 1.30920e-01 6.64202e-02 8.06854e-01 8.31949e-02 4.41702e-03
5.55527e+00 6.07692e+00 9.48384e-03 1.64018e+00 2.88069e+01 5.21026e+00 8.14372e-01 1.22780e-01 6.99920e-02 9.22076e-01 9.73921e-02 5.33085e-03
5.57286e+00 6.07692e+00 1.08827e-02 1.80145e+00 3.59290e+01 5.23895e+00 7.69416e-01 1.16207e-01 7.39580e-02 1.05431e+00 1.13847e-01 6.42162e-03
5.59045e+00 6.07692e+00 1.22852e-02 1.94960e+00 4.41658e+01 5.26486e+00 7.30754e-01 1.10726e-01 7.84266e-02 1.20317e+00 1.32560e-01 7.71494e-03
5.60804e+00 6.07692e+00 1.36512e-02 2.08007e+00 5.34136e+01 5.26871e+00 6.96005e-01 1.06006e-01 8.34167e-02 1.36677e+00 1.53350e-01 9.23571e-03
5.62562e+00 6.07692e+00 1.49484e-02 2.18868e+00 6.35165e+01 5.23678e+00 6.62990e-01 1.01871e-01 8.87830e-02 1.54262e+00 1.75942e-01 1.10092e-02
5.64321e+00 6.07692e+00 1.61621e-02 2.27218e+00 7.43085e+01 5.16500e+00 6.30243e-01 9.83102e-02 9.42290e-02 1.72856e+00 2.00085e-01 1.30674e-02
5.66080e+00 6.07692e+00 1.72885e-02 2.32721e+00 8.55814e+01 5.05460e+00 5.97430e-01 9.54221e-02 9.94121e-02 1.92218e+00 2.25478e-01 1.54478e-02
5.67839e+00 6.07692e+00 1.83360e-02 2.35028e+00 9.70790e+01 4.91023e+00 5.65105e-01 9.33879e-02 1.04013e-01 2.12057e+00 2.51764e-01 1.81954e-02
5.69598e+00 6.07692e+00 1.93267e-02 2.33806e+00 1.08487e+02 4.73878e+00 5.34446e-01 9.24354e-02 1.07826e-01 2.32021e+00 2.78505e-01 2.13624e-02
5.71356e+00 6.07692e+00 2.03000e-02 2.28882e+00 1.19450e+02 4.54947e+00 5.07140e-01 9.27942e-02 1.10888e-01 2.51715e+00 3.05219e-01 2.50119e-02
5.73115e+00 6.07692e+00 2.13340e-02 2.20721e+00 1.29722e+02 4.35447e+00 4.85904e-01 9.47631e-02 1.13832e-01 2.70986e+00 3.31736e-01 2.92435e-02
5.74874e+00 6.07692e+00 2.25406e-02 2.10124e+00 1.39141e+02 4.16868e+00 4.72576e-01 9.86207e-02 1.17663e-01 2.89862e+00 3.58132e-01 3.41948e-02
5.76633e+00 6.07692e+00 2.40555e-02 1.97885e+00 1.47565e+02 4.00770e+00 4.67545e-01 1.04540e-01 1.23440e-01 3.08420e+00 3.84576e-01 4.00307e-02
5.78391e+00 6.07692e+00 2.60294e-02 1.84705e+00 1.54865e+02 3.88877e+00 4.70317e-01 1.12522e-01 1.32070e-01 3.26761e+00 4.11306e-01 4.69376e-02
5.80150e+00 6.07692e+00 2.86140e-02 1.71154e+00 1.60917e+02 3.83193e+00 4.80064e-01 1.22319e-01 1.44071e-01 3.44979e+00 4.38578e-01 5.50987e-02
5.81909e+00 6.07692e+00 3.19436e-02 1.57637e+00 1.65581e+02 3.86090e+00 4.95784e-01 1.33436e-01 1.59498e-01 3.63099e+00 4.66583e-01 6.46782e-02
5.83668e+00 6.07692e+00 3.61332e-02 1.44338e+00 1.68664e+02 4.00573e+00 5.17165e-01 1.45368e-01 1.78017e-01 3.81060e+00 4.95469e-01 7.59218e-02
5.85427e+00 6.07692e+00 4.12627e-02 1.31272e+00 1.69957e+02 4.30945e+00 5.44477e-01 1.57486e-01 1.98595e-01 3.98754e+00 5.25385e-01 8.91353e-02
5.87185e+00 6.07692e+00 4.73488e-02 1.18391e+00 1.69252e+02 4.83229e+00 5.78900e-01 1.69019e-01 2.19795e-01 4.16016e+00 5.56465e-01 1.04661e-01
5.88944e+00 6.07692e+00 5.43103e-02 1.05651e+00 1.66358e+02 5.65444e+00 6.22850e-01 1.79091e-01 2.39991e-01 4.32576e+00 5.88773e-01 1.22843e-01
5.90703e+00 6.07692e+00 6.19334e-02 9.30578e-01 1.61116e+02 6.87543e+00 6.80830e-01 1.86794e-01 2.57472e-01 4.48013e+00 6.22219e-01 1.43957e-01
5.92462e+00 6.07692e+00 6.98840e-02 8.07896e-01 1.53475e+02 8.61621e+00 7.59582e-01 1.91581e-01 2.70864e-01 4.61875e+00 6.56700e-01 1.68212e-01
5.94221e+00 6.07692e+00 7.77176e-02 6.91491e-01 1.43516e+02 1.10182e+01 8.71033e-01 1.93581e-01 2.79481e-01 4.73770e+00 6.92249e-01 1.95820e-01
5.95979e+00 6.07692e+00 8.48286e-02 5.83752e-01 1.31423e+02 1.42180e+01 1.03254e+00 1.93422e-01 2.83005e-01 4.83134e+00 7.28746e-01 2.26873e-01
5.97738e+00 6.07692e+00 9.04700e-02 4.86308e-01 1.17495e+02 1.83100e+01 1.26817e+00 1.92283e-01 2.81459e-01 4.89194e+00 7.65863e-01 2.61247e-01
5.99497e+00 6.07692e+00 9.38141e-02 4.00150e-01 1.02165e+02 2.32848e+01 1.60803e+00 1.91897e-01 2.75171e-01 4.90946e+00 8.03037e-01 2.98488e-01
6.01256e+00 6.07692e+00 9.41170e-02 3.25636e-01 8.60522e+01 2.89610e+01 2.08455e+00 1.94511e-01 2.64842e-01 4.87415e+00 8.39781e-01 3.37770e-01
6.03015e+00 6.07692e+00 9.13552e-02 2.63292e-01 7.02390e+01 3.50880e+01 2.73755e+00 2.03207e-01 2.52536e-01 4.79823e+00 8.78340e-01 3.78702e-01
6.04773e+00 6.07692e+00 8.59791e-02 2.12635e-01 5.57014e+01 4.13657e+01 3.61153e+00 2.20872e-01 2.40094e-01 4.70226e+00 9.21997e-01 4.21196e-01
6.06532e+00 6.07692e+00 7.85536e-02 1.72661e-01 4.29910e+01 4.73871e+01 4.74551e+00 2.49483e-01 2.28295e-01 4.59962e+00 9.73226e-01 4.65100e-01
6.08291e+00 6.07692e+00 6.96962e-02 1.42046e-01 3.23246e+01 5.26466e+01 6.16105e+00 2.89826e-01 2.17260e-01 4.49614e+00 1.03362e+00 5.10082e-01
6.10050e+00 6.07692e+00 6.00318e-02 1.19367e-01 2.36823e+01 5.65725e+01 7.84548e+00 3.40953e-01 2.07226e-01 4.39080e+00 1.10393e+00 5.55548e-01
6.11809e+00 6.07692e+00 5.01933e-02 1.03288e-01 1.69080e+01 5.86581e+01 9.74172e+00 3.99735e-01 1.97991e-01 4.28066e+00 1.18449e+00 6.00716e-01
6.13567e+00 6.07692e+00 4.08321e-02 9.26272e-02 1.17826e+01 5.87418e+01 1.17777e+01 4.61633e-01 1.90978e-01 4.17163e+00 1.27661e+00 6.45397e-01
6.15326e+00 6.07692e+00 3.24099e-02 8.61909e-02 8.02858e+00 5.68697e+01 1.38534e+01 5.20240e-01 1.87583e-01 4.06802e+00 1.38117e+00 6.89414e-01
6.17085e+00 6.07692e+00 2.51795e-02 8.29126e-02 5.35912e+00 5.32262e+01 1.58311e+01 5.67505e-01 1.88920e-01 3.97050e+00 1.49827e+00 7.32339e-01
6.18844e+00 6.07692e+00 1.92257e-02 8.18821e-02 3.51281e+00 4.81112e+01 1.75364e+01 5.94813e-01 1.95733e-01 3.87737e+00 1.62731e+00 7.73449e-01
6.20602e+00 6.07692e+00 1.45176e-02 8.22826e-02 2.26996e+00 4.19173e+01 1.87673e+01 5.94768e-01 2.08320e-01 3.78621e+00 1.76720e+00 8.11813e-01
6.22361e+00 6.07692e+00 1.09556e-02 8.34150e-02 1.45906e+00 3.51699e+01 1.93646e+01 5.66798e-01 2.26976e-01 3.70115e+00 1.91915e+00 8.48629e-01
6.24120e+00 6.07692e+00 8.39878e-03 8.48064e-02 9.48105e-01 2.84533e+01 1.92743e+01 5.18879e-01 2.52295e-01 3.63549e+00 2.08892e+00 8.88661e-01
6.25879e+00 6.07692e+00 6.66289e-03 8.61217e-02 6.35349e-01 2.22114e+01 1.84991e+01 4.59912e-01 2.84147e-01 3.60272e+00 2.28408e+00 9.37168e-01
6.27638e+00 6.07692e+00 5.57355e-03 8.71322e-02 4.48497e-01 1.67299e+01 1.70943e+01 3.97356e-01 3.21130e-01 3.61588e+00 2.51337e+00 9.99343e-01
6.29397e+00 6.07692e+00 4.99501e-03 8.76844e-02 3.39091e-01 1.21550e+01 1.51655e+01 3.36427e-01 3.59942e-01 3.68599e+00 2.78491e+00 1.07967e+00
6.31155e+00 6.07692e+00 4.83478e-03 8.76393e-02 2.75648e-01 8.52487e+00 1.28740e+01 2.73174e-01 3.95158e-01 3.81914e+00 3.10272e+00 1.18075e+00
6.32914e+00 6.07692e+00 5.04317e-03 8.70549e-02 2.38663e-01 5.83415e+00 1.05022e+01 2.23856e-01 4.23360e-01 4.02244e+00 3.46950e+00 1.30448e+00
6.34673e+00 6.07692e+00 5.60423e-03 8.59010e-02 2.15618e-01 3.96899e+00 8.30677e+00 1.81948e-01 4.43511e-01 4.29894e+00 3.88774e+00 1.45271e+00
6.36432e+00 6.07692e+00 6.53086e-03 8.42276e-02 1.98430e-01 2.74008e+00 6.42093e+00 1.47298e-01 4.55375e-01 4.64376e+00 4.35728e+00 1.62653e+00
6.38190e+00 6.07692e+00 7.85907e-03 8.20878e-02 1.82482e-01 1.95881e+00 4.88471e+00 1.19199e-01 4.59387e-01 5.04844e+00 4.87614e+00 1.82640e+00
6.39949e+00 6.07692e+00 9.64626e-03 7.95371e-02 1.66134e-01 1.47107e+00 3.68063e+00 9.66985e-02 4.56512e-01 5.50395e+00 5.44109e+00 2.05222e+00
6.41708e+00 6.07692e+00 1.19606e-02 7.66500e-02 1.49931e-01 1.16582e+00 2.76269e+00 7.87844e-02 4.47990e-01 6.00332e+00 6.04883e+00 2.30325e+00
6.43467e+00 6.07692e+00 1.49164e-02 7.35568e-02 1.38106e-01 9.73494e-01 2.07505e+00 6.45242e-02 4.34938e-01 6.54506e+00 6.69822e+00 2.57862e+00
6.45226e+00 6.07692e+00 1.85926e-02 7.03844e-02 1.31200e-01 8.50749e-01 1.56728e+00 5.31586e-02 4.18468e-01 7.12924e+00 7.38985e+00 2.87802e+00
6.46984e+00 6.07692e+00 2.30958e-02 6.72374e-02 1.28965e-01 7.69579e-01 1.19743e+00 4.40898e-02 3.99679e-01 7.75579e+00 8.12455e+00 3.20134e+00
6.48743e+00 6.07692e+00 2.85357e-02 6.41982e-02 1.30120e-01 7.11611e-01 9.31583e-01 3.68566e-02 3.79566e-01 8.42584e+00 8.90487e+00 3.54943e+00
6.50502e+00 6.07692e+00 3.50212e-02 6.13367e-02 1.33051e-01 6.65169e-01 7.43041e-01 3.11078e-02 3.58986e-01 9.14241e+00 9.73554e+00 3.92431e+00
6.52261e+00 6.07692e+00 4.26551e-02 5.86924e-02 1.36271e-01 6.26336e-01 6.10841e-01 2.65541e-02 3.38429e-01 9.90888e+00 1.06212e+01 4.32805e+00
6.54020e+00 6.07692e+00 5.15489e-02 5.63039e-02 1.38452e-01 5.94671e-01 5.18685e-01 2.29455e-02 3.17927e-01 1.07260e+01 1.15635e+01 4.76120e+00
6.55778e+00 6.07692e+00 6.18046e-02 5.41984e-02 1.38571e-01 5.72247e-01 4.54190e-01 2.01122e-02 2.97486e-01 1.15933e+01 1.25620e+01 5.22351e+00
6.57537e+00 6.07692e+00 7.35044e-02 5.23985e-02 1.35897e-01 5.60597e-01 4.07565e-01 1.79416e-02 2.77115e-01 1.25081e+01 1.36141e+01 5.71383e+00
6.59296e+00 6.07692e+00 8.66936e-02 5.09247e-02 1.30046e-01 5.58983e-01 3.70888e-01 1.63554e-02 2.56826e-01 1.34654e+01 1.47143e+01 6.22974e+00
6.61055e+00 6.07692e+00 1.01363e-01 5.00012e-02 1.21105e-01 5.62027e-01 3.37947e-01 1.52811e-02 2.36647e-01 1.44572e+01 1.58539e+01 6.76752e+00
6.62814e+00 6.07692e+00 1.17480e-01 4.94611e-02 1.10139e-01 5.68732e-01 3.05766e-01 1.46416e-02 2.16758e-01 1.54767e+01 1.70256e+01 7.32402e+00
6.64572e+00 6.07692e+00 1.34985e-01 4.95246e-02 9.85940e-02 5.73251e-01 2.73757e-01 1.43517e-02 1.97401e-01 1.65188e+01 1.82238e+01 7.89733e+00
6.66331e+00 6.07692e+00 1.53744e-01 5.03923e-02 8.75386e-02 5.71369e-01 2.42250e-01 1.43059e-02 1.78743e-01 1.75765e+01 1.94410e+01 8.48497e+00
6.68090e+00 6.07692e+00 1.73521e-01 5.23959e-02 7.76070e-02 5.59389e-01 2.11942e-01 1.43748e-02 1.60894e-01 1.86407e+01 2.06676e+01 9.08366e+00
6.69849e+00 6.07692e+00 1.93951e-01 5.60651e-02 6.90587e-02 5.34940e-01 1.83578e-01 1.44090e-02 1.43916e-01 1.96991e+01 2.18907e+01 9.68896e+00
6.71608e+00 6.07692e+00 2.14506e-01 6.22192e-02 6.19236e-02 4.97926e-01 1.57865e-01 1.42683e-02 1.27834e-01 2.07366e+01 2.30939e+01 1.02951e+01
6.73366e+00 6.07692e+00 2.34458e-01 7.20853e-02 5.61930e-02 4.52334e-01 1.35559e-01 1.39111e-02 1.12609e-01 2.17335e+01 2.42561e+01 1.08944e+01
6.75125e+00 6.07692e+00 2.52864e-01 8.74480e-02 5.17559e-02 4.03010e-01 1.16899e-01 1.33635e-02 9.82130e-02 2.26667e+01 2.53519e+01 1.14776e+01
6.76884e+00 6.07692e+00 2.68571e-01 1.10718e-01 4.84528e-02 3.53934e-01 1.01628e-01 1.26795e-02 8.46410e-02 2.35068e+01 2.63494e+01 1.20323e+01
6.78643e+00 6.07692e+00 2.80249e-01 1.44903e-01 4.61384e-02 3.07931e-01 8.92281e-02 1.19231e-02 7.19207e-02 2.42175e+01 2.72082e+01 1.25423e+01
6.80401e+00 6.07692e+00 2.86476e-01 1.93314e-01 4.46929e-02 2.66768e-01 7.90459e-02 1.11551e-02 6.01019e-02 2.47550e+01 2.78792e+01 1.29864e+01
6.82160e+00 6.07692e+00 2.86345e-01 2.59237e-01 4.40332e-02 2.31064e-01 7.06846e-02 1.04180e-02 4.93187e-02 2.50965e+01 2.83365e+01 1.33525e+01
6.83919e+00 6.07692e+00 2.80098e-01 3.46047e-01 4.40929e-02 2.00792e-01 6.36748e-02 9.72320e-03 3.97727e-02 2.52765e+01 2.86184e+01 1.36568e+01
