EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 4
200 12
0.0
l10T l10ne 171 195 284 304
4.97487e+00 8.23076e+00 6.28409e-03 2.39988e-02 9.89657e-03 2.27802e+00
4.99246e+00 8.23076e+00 6.53387e-03 2.45343e-02 1.16982e-02 2.14768e+00
5.01005e+00 8.23076e+00 6.64032e-03 2.50310e-02 1.40099e-02 2.00935e+00
5.02763e+00 8.23076e+00 6.74123e-03 2.57809e-02 1.68856e-02 1.87085e+00
5.04522e+00 8.23076e+00 7.11029e-03 2.72572e-02 2.03411e-02 1.73470e+00
5.06281e+00 8.23076e+00 8.03355e-03 2.99595e-02 2.44035e-02 1.60359e+00
5.08040e+00 8.23076e+00 9.81432e-03 3.44263e-02 2.91202e-02 1.48026e+00
5.09799e+00 8.23076e+00 1.27825e-02 4.12503e-02 3.45590e-02 1.36774e+00
5.11557e+00 8.23076e+00 1.73850e-02 5.12437e-02 4.07554e-02 1.26868e+00
5.13316e+00 8.23076e+00 2.45998e-02 6.62001e-02 4.74908e-02 1.18196e+00
5.15075e+00 8.23076e+00 3.56446e-02 8.83554e-02 5.44520e-02 1.10560e+00
5.16834e+00 8.23076e+00 5.18581e-02 1.20174e-01 6.13359e-02 1.03784e+00
5.18592e+00 8.23076e+00 7.47234e-02 1.64388e-01 6.78331e-02 9.77269e-01
5.20351e+00 8.23076e+00 1.05975e-01 2.24200e-01 7.36348e-02 9.22559e-01
5.22110e+00 8.23076e+00 1.48108e-01 3.03564e-01 7.85381e-02 8.72648e-01
5.23869e+00 8.23076e+00 2.05167e-01 4.07826e-01 8.26285e-02 8.26497e-01
5.25628e+00 8.23076e+00 2.81823e-01 5.43207e-01 8.60085e-02 7.83169e-01
5.27386e+00 8.23076e+00 3.83289e-01 7.16785e-01 8.87571e-02 7.41841e-01
5.29145e+00 8.23076e+00 5.15726e-01 9.37129e-01 9.09382e-02 7.01678e-01
5.30904e+00 8.23076e+00 6.85643e-01 1.21321e+00 9.25929e-02 6.61976e-01
5.32663e+00 8.23076e+00 8.90975e-01 1.53936e+00 9.37380e-02 6.22455e-01
5.34422e+00 8.23076e+00 1.12133e+00 1.89558e+00 9.43648e-02 5.83261e-01
5.36180e+00 8.23076e+00 1.36655e+00 2.26195e+00 9.44486e-02 5.44592e-01
5.37939e+00 8.23076e+00 1.61738e+00 2.61950e+00 9.39476e-02 5.06593e-01
5.39698e+00 8.23076e+00 1.86434e+00 2.94838e+00 9.28017e-02 4.69495e-01
5.41457e+00 8.23076e+00 2.09931e+00 3.23140e+00 9.09972e-02 4.33578e-01
5.43216e+00 8.23076e+00 2.32330e+00 3.47277e+00 8.89488e-02 3.99415e-01
5.44974e+00 8.23076e+00 2.54072e+00 3.68474e+00 8.72497e-02 3.67756e-01
5.46733e+00 8.23076e+00 2.75620e+00 3.87904e+00 8.65017e-02 3.39378e-01
5.48492e+00 8.23076e+00 2.97391e+00 4.06646e+00 8.73393e-02 3.15214e-01
5.50251e+00 8.23076e+00 3.19824e+00 4.25774e+00 9.04453e-02 2.96308e-01
5.52010e+00 8.23076e+00 3.44328e+00 4.46066e+00 9.65627e-02 2.83322e-01
5.53768e+00 8.23076e+00 3.74857e+00 4.67534e+00 1.06495e-01 2.75673e-01
5.55527e+00 8.23076e+00 4.16004e+00 4.90132e+00 1.21178e-01 2.72700e-01
5.57286e+00 8.23076e+00 4.72645e+00 5.13812e+00 1.41679e-01 2.73902e-01
5.59045e+00 8.23076e+00 5.50155e+00 5.38575e+00 1.69251e-01 2.78900e-01
5.60804e+00 8.23076e+00 6.54400e+00 5.64438e+00 2.05293e-01 2.87441e-01
5.62562e+00 8.23076e+00 7.87621e+00 5.91051e+00 2.49410e-01 2.99584e-01
5.64321e+00 8.23076e+00 9.48308e+00 6.17701e+00 2.99257e-01 3.15752e-01
5.66080e+00 8.23076e+00 1.13532e+01 6.43608e+00 3.52476e-01 3.36486e-01
5.67839e+00 8.23076e+00 1.34842e+01 6.67980e+00 4.06833e-01 3.62476e-01
5.69598e+00 8.23076e+00 1.58814e+01 6.89982e+00 4.60134e-01 3.94572e-01
5.71356e+00 8.23076e+00 1.85516e+01 7.08839e+00 5.10179e-01 4.33613e-01
5.73115e+00 8.23076e+00 2.14701e+01 7.24884e+00 5.55250e-01 4.79271e-01
5.74874e+00 8.23076e+00 2.45933e+01 7.38904e+00 5.93621e-01 5.30649e-01
5.76633e+00 8.23076e+00 2.78854e+01 7.51637e+00 6.23389e-01 5.87044e-01
5.78391e+00 8.23076e+00 3.13142e+01 7.63774e+00 6.42379e-01 6.47879e-01
5.80150e+00 8.23076e+00 3.48572e+01 7.76009e+00 6.48112e-01 7.12813e-01
5.81909e+00 8.23076e+00 3.84810e+01 7.89038e+00 6.39065e-01 7.80767e-01
5.83668e+00 8.23076e+00 4.21295e+01 8.03651e+00 6.17638e-01 8.48418e-01
5.85427e+00 8.23076e+00 4.57420e+01 8.20702e+00 5.86690e-01 9.11975e-01
5.87185e+00 8.23076e+00 4.92548e+01 8.41105e+00 5.48808e-01 9.67491e-01
5.88944e+00 8.23076e+00 5.26072e+01 8.65916e+00 5.06295e-01 1.01086e+00
5.90703e+00 8.23076e+00 5.57268e+01 8.96316e+00 4.61369e-01 1.03762e+00
5.92462e+00 8.23076e+00 5.85209e+01 9.34586e+00 4.15917e-01 1.04665e+00
5.94221e+00 8.23076e+00 6.08666e+01 9.84441e+00 3.71495e-01 1.04136e+00
5.95979e+00 8.23076e+00 6.26249e+01 1.04999e+01 3.29696e-01 1.02502e+00
5.97738e+00 8.23076e+00 6.36416e+01 1.13595e+01 2.92122e-01 1.00056e+00
5.99497e+00 8.23076e+00 6.37362e+01 1.24757e+01 2.60579e-01 9.70666e-01
6.01256e+00 8.23076e+00 6.27269e+01 1.38982e+01 2.36787e-01 9.37958e-01
6.03015e+00 8.23076e+00 6.06566e+01 1.55798e+01 2.20252e-01 9.06064e-01
6.04773e+00 8.23076e+00 5.76842e+01 1.74193e+01 2.09318e-01 8.79267e-01
6.06532e+00 8.23076e+00 5.39365e+01 1.93232e+01 2.02469e-01 8.61968e-01
6.08291e+00 8.23076e+00 4.95216e+01 2.11967e+01 1.98334e-01 8.58915e-01
6.10050e+00 8.23076e+00 4.45254e+01 2.29451e+01 1.95622e-01 8.75277e-01
6.11809e+00 8.23076e+00 3.90527e+01 2.44697e+01 1.94129e-01 9.14024e-01
6.13567e+00 8.23076e+00 3.33336e+01 2.56638e+01 1.97532e-01 9.68472e-01
6.15326e+00 8.23076e+00 2.76121e+01 2.64126e+01 2.10547e-01 1.03016e+00
6.17085e+00 8.23076e+00 2.21418e+01 2.65849e+01 2.38185e-01 1.09075e+00
6.18844e+00 8.23076e+00 1.71808e+01 2.60327e+01 2.85916e-01 1.14192e+00
6.20602e+00 8.23076e+00 1.30021e+01 2.45900e+01 3.59640e-01 1.17510e+00
6.22361e+00 8.23076e+00 9.71406e+00 2.22616e+01 4.58460e-01 1.18598e+00
6.24120e+00 8.23076e+00 7.18493e+00 1.93310e+01 5.70424e-01 1.17671e+00
6.25879e+00 8.23076e+00 5.28102e+00 1.60878e+01 6.83047e-01 1.14940e+00
6.27638e+00 8.23076e+00 3.88799e+00 1.28120e+01 7.83867e-01 1.10565e+00
6.29397e+00 8.23076e+00 2.90739e+00 9.78248e+00 8.60052e-01 1.04650e+00
6.31155e+00 8.23076e+00 2.25369e+00 7.26736e+00 8.99133e-01 9.72815e-01
6.32914e+00 8.23076e+00 1.84881e+00 5.30811e+00 9.01217e-01 8.87658e-01
6.34673e+00 8.23076e+00 1.62242e+00 3.81025e+00 8.74234e-01 7.95692e-01
6.36432e+00 8.23076e+00 1.50924e+00 2.68922e+00 8.25411e-01 7.01369e-01
6.38190e+00 8.23076e+00 1.44756e+00 1.87245e+00 7.61333e-01 6.09110e-01
6.39949e+00 8.23076e+00 1.37717e+00 1.29563e+00 6.87996e-01 5.23248e-01
6.41708e+00 8.23076e+00 1.25075e+00 9.04647e-01 6.10737e-01 4.47501e-01
6.43467e+00 8.23076e+00 1.07628e+00 6.56634e-01 5.32621e-01 3.81579e-01
6.45226e+00 8.23076e+00 8.75776e-01 5.14783e-01 4.56110e-01 3.24335e-01
6.46984e+00 8.23076e+00 6.70570e-01 4.45607e-01 3.83756e-01 2.74919e-01
6.48743e+00 8.23076e+00 4.81486e-01 4.17784e-01 3.18116e-01 2.32639e-01
6.50502e+00 8.23076e+00 3.30075e-01 4.01522e-01 2.62060e-01 1.97108e-01
6.52261e+00 8.23076e+00 2.26839e-01 3.78585e-01 2.16817e-01 1.67756e-01
6.54020e+00 8.23076e+00 1.62420e-01 3.50377e-01 1.80606e-01 1.43563e-01
6.55778e+00 8.23076e+00 1.26510e-01 3.20177e-01 1.51601e-01 1.23614e-01
6.57537e+00 8.23076e+00 1.09629e-01 2.91143e-01 1.28151e-01 1.07092e-01
6.59296e+00 8.23076e+00 1.02958e-01 2.66529e-01 1.08829e-01 9.33234e-02
6.61055e+00 8.23076e+00 9.82844e-02 2.49482e-01 9.23508e-02 8.17143e-02
6.62814e+00 8.23076e+00 9.22697e-02 2.40052e-01 7.80078e-02 7.18605e-02
6.64572e+00 8.23076e+00 8.52431e-02 2.35956e-01 6.55390e-02 6.35105e-02
6.66331e+00 8.23076e+00 7.75851e-02 2.35004e-01 5.47306e-02 5.64484e-02
6.68090e+00 8.23076e+00 6.96686e-02 2.35112e-01 4.54423e-02 5.05125e-02
6.69849e+00 8.23076e+00 6.18550e-02 2.34227e-01 3.75733e-02 4.55712e-02
6.71608e+00 8.23076e+00 5.44669e-02 2.30599e-01 3.10388e-02 4.15096e-02
6.73366e+00 8.23076e+00 4.76280e-02 2.24136e-01 2.56531e-02 3.81700e-02
6.75125e+00 8.23076e+00 4.13978e-02 2.15210e-01 2.12102e-02 3.53883e-02
6.76884e+00 8.23076e+00 3.58663e-02 2.04126e-01 1.75427e-02 3.30232e-02
6.78643e+00 8.23076e+00 3.11414e-02 1.91119e-01 1.45043e-02 3.09449e-02
6.80401e+00 8.23076e+00 2.73571e-02 1.76374e-01 1.19694e-02 2.90332e-02
6.82160e+00 8.23076e+00 2.45628e-02 1.60169e-01 9.83613e-03 2.72033e-02
6.83919e+00 8.23076e+00 2.26233e-02 1.43111e-01 8.04518e-03 2.54439e-02
6.85678e+00 8.23076e+00 2.14003e-02 1.25818e-01 6.54944e-03 2.37537e-02
6.87437e+00 8.23076e+00 2.07775e-02 1.08899e-01 5.31095e-03 2.21332e-02
6.89195e+00 8.23076e+00 2.06573e-02 9.29866e-02 4.30024e-03 2.05860e-02
6.90954e+00 8.23076e+00 2.09553e-02 7.87232e-02 3.49277e-03 1.91148e-02
6.92713e+00 8.23076e+00 2.15552e-02 6.70152e-02 2.86294e-03 1.77157e-02
6.94472e+00 8.23076e+00 2.23096e-02 5.90026e-02 2.38189e-03 1.63754e-02
6.96231e+00 8.23076e+00 2.30746e-02 5.59450e-02 2.02502e-03 1.50823e-02
6.97989e+00 8.23076e+00 2.37062e-02 5.92525e-02 1.77178e-03 1.38270e-02
6.99748e+00 8.23076e+00 2.40573e-02 7.05394e-02 1.60438e-03 1.25990e-02
7.01507e+00 8.23076e+00 2.39993e-02 9.13033e-02 1.50776e-03 1.13941e-02
7.03266e+00 8.23076e+00 2.35658e-02 1.21097e-01 1.46628e-03 1.02284e-02
7.05025e+00 8.23076e+00 2.28454e-02 1.58903e-01 1.46503e-03 9.12663e-03
7.06783e+00 8.23076e+00 2.19186e-02 2.03919e-01 1.49033e-03 8.11636e-03
7.08542e+00 8.23076e+00 2.08577e-02 2.55649e-01 1.52938e-03 7.22611e-03
7.10301e+00 8.23076e+00 1.97323e-02 3.13727e-01 1.56976e-03 6.48990e-03
7.12060e+00 8.23076e+00 1.85965e-02 3.77000e-01 1.60215e-03 5.92349e-03
7.13819e+00 8.23076e+00 1.74721e-02 4.42044e-01 1.62430e-03 5.49370e-03
7.15577e+00 8.23076e+00 1.63768e-02 5.05099e-01 1.63474e-03 5.16365e-03
7.17336e+00 8.23076e+00 1.53276e-02 5.62448e-01 1.63166e-03 4.89908e-03
7.19095e+00 8.23076e+00 1.43448e-02 6.10087e-01 1.61279e-03 4.66833e-03
7.20854e+00 8.23076e+00 1.34493e-02 6.43899e-01 1.57555e-03 4.44125e-03
7.22613e+00 8.23076e+00 1.26442e-02 6.63084e-01 1.52094e-03 4.20474e-03
7.24371e+00 8.23076e+00 1.19143e-02 6.70280e-01 1.45369e-03 3.96310e-03
7.26130e+00 8.23076e+00 1.12449e-02 6.67942e-01 1.37828e-03 3.72090e-03
7.27889e+00 8.23076e+00 1.06243e-02 6.58212e-01 1.29900e-03 3.48307e-03
7.29648e+00 8.23076e+00 1.00416e-02 6.43013e-01 1.22000e-03 3.25457e-03
7.31407e+00 8.23076e+00 9.48822e-03 6.24027e-01 1.14504e-03 3.03996e-03
7.33165e+00 8.23076e+00 8.96130e-03 6.02310e-01 1.07489e-03 2.83934e-03
7.34924e+00 8.23076e+00 8.46019e-03 5.78560e-01 1.00897e-03 2.65062e-03
7.36683e+00 8.23076e+00 7.98601e-03 5.53448e-01 9.46937e-04 2.47246e-03
7.38442e+00 8.23076e+00 7.54036e-03 5.27592e-01 8.88534e-04 2.30370e-03
7.40200e+00 8.23076e+00 7.12597e-03 5.01602e-01 8.33645e-04 2.14357e-03
7.41959e+00 8.23076e+00 6.74372e-03 4.75915e-01 7.82077e-04 1.99132e-03
7.43718e+00 8.23076e+00 6.39020e-03 4.50671e-01 7.33577e-04 1.84669e-03
7.45477e+00 8.23076e+00 6.06157e-03 4.25947e-01 6.87908e-04 1.70962e-03
7.47236e+00 8.23076e+00 5.75476e-03 4.01838e-01 6.44921e-04 1.58023e-03
7.48994e+00 8.23076e+00 5.46754e-03 3.78468e-01 6.04573e-04 1.45899e-03
7.50753e+00 8.23076e+00 5.19780e-03 3.55943e-01 5.66827e-04 1.34637e-03
7.52512e+00 8.23076e+00 4.94405e-03 3.34323e-01 5.31589e-04 1.24241e-03
7.54271e+00 8.23076e+00 4.70459e-03 3.13548e-01 4.98565e-04 1.14627e-03
7.56030e+00 8.23076e+00 4.47820e-03 2.93577e-01 4.67516e-04 1.05728e-03
7.57788e+00 8.23076e+00 4.26413e-03 2.74403e-01 4.38282e-04 9.75036e-04
7.59547e+00 8.23076e+00 4.06169e-03 2.56013e-01 4.10706e-04 8.99210e-04
7.61306e+00 8.23076e+00 3.87077e-03 2.38441e-01 3.84727e-04 8.29745e-04
7.63065e+00 8.23076e+00 3.69050e-03 2.21653e-01 3.60221e-04 7.66136e-04
7.64824e+00 8.23076e+00 3.51982e-03 2.05598e-01 3.37063e-04 7.07744e-04
7.66582e+00 8.23076e+00 3.35805e-03 1.90253e-01 3.15181e-04 6.54119e-04
7.68341e+00 8.23076e+00 3.20448e-03 1.75594e-01 2.94506e-04 6.04867e-04
7.70100e+00 8.23076e+00 3.05896e-03 1.61643e-01 2.75042e-04 5.59824e-04
7.71859e+00 8.23076e+00 2.92134e-03 1.48413e-01 2.56788e-04 5.18813e-04
7.73618e+00 8.23076e+00 2.79103e-03 1.35874e-01 2.39659e-04 4.81400e-04
7.75376e+00 8.23076e+00 2.66767e-03 1.24006e-01 2.23595e-04 4.47202e-04
7.77135e+00 8.23076e+00 2.55088e-03 1.12791e-01 2.08538e-04 4.15879e-04
7.78894e+00 8.23076e+00 2.44069e-03 1.02251e-01 1.94491e-04 3.87238e-04
7.80653e+00 8.23076e+00 2.33726e-03 9.24229e-02 1.81477e-04 3.61148e-04
7.82412e+00 8.23076e+00 2.24047e-03 8.33052e-02 1.69472e-04 3.37424e-04
7.84170e+00 8.23076e+00 2.14976e-03 7.48439e-02 1.58379e-04 3.15781e-04
7.85929e+00 8.23076e+00 2.06454e-03 6.69845e-02 1.48105e-04 2.95950e-04
7.87688e+00 8.23076e+00 1.98456e-03 5.97061e-02 1.38598e-04 2.77753e-04
7.89447e+00 8.23076e+00 1.90968e-03 5.30006e-02 1.29827e-04 2.61053e-04
7.91206e+00 8.23076e+00 1.83988e-03 4.68746e-02 1.21779e-04 2.45757e-04
7.92964e+00 8.23076e+00 1.77507e-03 4.13170e-02 1.14436e-04 2.31821e-04
7.94723e+00 8.23076e+00 1.71503e-03 3.63023e-02 1.07774e-04 2.19221e-04
7.96482e+00 8.23076e+00 1.65980e-03 3.18310e-02 1.01800e-04 2.07996e-04
7.98241e+00 8.23076e+00 1.60952e-03 2.79173e-02 9.65412e-05 1.98221e-04
8.00000e+00 8.23076e+00 1.56450e-03 2.45926e-02 9.20437e-05 1.90015e-04
4.50000e+00 8.76923e+00 3.14392e-07 1.89444e-06 1.07722e-06 5.11121e-04
4.51758e+00 8.76923e+00 1.40580e-07 3.02825e-06 1.88591e-06 1.29784e-03
4.53517e+00 8.76923e+00 2.11550e-07 5.90159e-06 3.16770e-06 2.55428e-03
4.55276e+00 8.76923e+00 9.29782e-07 1.20797e-05 5.14400e-06 4.44839e-03
4.57035e+00 8.76923e+00 2.71774e-06 2.32309e-05 8.05808e-06 7.16825e-03
4.58793e+00 8.76923e+00 6.02867e-06 4.11651e-05 1.21796e-05 1.09251e-02
4.60552e+00 8.76923e+00 1.13725e-05 6.79823e-05 1.78392e-05 1.59816e-02
4.62311e+00 8.76923e+00 1.95692e-05 1.09384e-04 2.65476e-05 2.35280e-02
4.64070e+00 8.76923e+00 3.19396e-05 1.77004e-04 4.17722e-05 3.62914e-02
4.65829e+00 8.76923e+00 4.99716e-05 2.83798e-04 6.73538e-05 5.72954e-02
4.67587e+00 8.76923e+00 7.53122e-05 4.43823e-04 1.07427e-04 8.97966e-02
4.69346e+00 8.76923e+00 1.09880e-04 6.73079e-04 1.66647e-04 1.37467e-01
4.71105e+00 8.76923e+00 1.56321e-04 9.90937e-04 2.50508e-04 2.04310e-01
4.72864e+00 8.76923e+00 2.24123e-04 1.43950e-03 3.69400e-04 2.93769e-01
4.74623e+00 8.76923e+00 3.28055e-04 2.07913e-03 5.37741e-04 4.09149e-01
4.76381e+00 8.76923e+00 4.83997e-04 2.97584e-03 7.71389e-04 5.54452e-01
4.78140e+00 8.76923e+00 7.09723e-04 4.20521e-03 1.08865e-03 7.34865e-01
4.79899e+00 8.76923e+00 1.02492e-03 5.85165e-03 1.51002e-03 9.56416e-01
4.81658e+00 8.76923e+00 1.44461e-03 7.97056e-03 2.05143e-03 1.22176e+00
4.83417e+00 8.76923e+00 1.95116e-03 1.04294e-02 2.69451e-03 1.51226e+00
4.85175e+00 8.76923e+00 2.51868e-03 1.30446e-02 3.41239e-03 1.80324e+00
4.86934e+00 8.76923e+00 3.12418e-03 1.56423e-02 4.18180e-03 2.07051e+00
4.88693e+00 8.76923e+00 3.74483e-03 1.80431e-02 4.97981e-03 2.28865e+00
4.90452e+00 8.76923e+00 4.35865e-03 2.00642e-02 5.78509e-03 2.43101e+00
4.92211e+00 8.76923e+00 4.94424e-03 2.16120e-02 6.61138e-03 2.48524e+00
4.93969e+00 8.76923e+00 5.48074e-03 2.27709e-02 7.53896e-03 2.46794e+00
4.95728e+00 8.76923e+00 5.94683e-03 2.36364e-02 8.66030e-03 2.39702e+00
4.97487e+00 8.76923e+00 6.31807e-03 2.42929e-02 1.00724e-02 2.28872e+00
4.99246e+00 8.76923e+00 6.56738e-03 2.48191e-02 1.18815e-02 2.15814e+00
5.01005e+00 8.76923e+00 6.67365e-03 2.53024e-02 1.42023e-02 2.01932e+00
5.02763e+00 8.76923e+00 6.77478e-03 2.60378e-02 1.70894e-02 1.88013e+00
5.04522e+00 8.76923e+00 7.14434e-03 2.75042e-02 2.05588e-02 1.74317e+00
5.06281e+00 8.76923e+00 8.06835e-03 3.02072e-02 2.46380e-02 1.61123e+00
5.08040e+00 8.76923e+00 9.85002e-03 3.46910e-02 2.93751e-02 1.48714e+00
5.09799e+00 8.76923e+00 1.28192e-02 4.15552e-02 3.48384e-02 1.37400e+00
5.11557e+00 8.76923e+00 1.74239e-02 5.16196e-02 4.10654e-02 1.27457e+00
5.13316e+00 8.76923e+00 2.46496e-02 6.66880e-02 4.78488e-02 1.18767e+00
5.15075e+00 8.76923e+00 3.57241e-02 8.90082e-02 5.48896e-02 1.11125e+00
5.16834e+00 8.76923e+00 5.19969e-02 1.21058e-01 6.18999e-02 1.04352e+00
5.18592e+00 8.76923e+00 7.49626e-02 1.65586e-01 6.85872e-02 9.82970e-01
5.20351e+00 8.76923e+00 1.06369e-01 2.25812e-01 7.46616e-02 9.28235e-01
5.22110e+00 8.76923e+00 1.48720e-01 3.05702e-01 7.99429e-02 8.78221e-01
5.23869e+00 8.76923e+00 2.06064e-01 4.10599e-01 8.45453e-02 8.31923e-01
5.25628e+00 8.76923e+00 2.83072e-01 5.46721e-01 8.86044e-02 7.88452e-01
5.27386e+00 8.76923e+00 3.84964e-01 7.21143e-01 9.22373e-02 7.47031e-01
5.29145e+00 8.76923e+00 5.17909e-01 9.42439e-01 9.55538e-02 7.06873e-01
5.30904e+00 8.76923e+00 6.88422e-01 1.21958e+00 9.86438e-02 6.67322e-01
5.32663e+00 8.76923e+00 8.94455e-01 1.54678e+00 1.01510e-01 6.28099e-01
5.34422e+00 8.76923e+00 1.12563e+00 1.90380e+00 1.04068e-01 5.89309e-01
5.36180e+00 8.76923e+00 1.37181e+00 2.27048e+00 1.06219e-01 5.51103e-01
5.37939e+00 8.76923e+00 1.62377e+00 2.62758e+00 1.07858e-01 5.13587e-01
5.39698e+00 8.76923e+00 1.87205e+00 2.95495e+00 1.08858e-01 4.76954e-01
5.41457e+00 8.76923e+00 2.10853e+00 3.23515e+00 1.09138e-01 4.41445e-01
5.43216e+00 8.76923e+00 2.33389e+00 3.47248e+00 1.09039e-01 4.07633e-01
5.44974e+00 8.76923e+00 2.55208e+00 3.67941e+00 1.09075e-01 3.76283e-01
5.46733e+00 8.76923e+00 2.76724e+00 3.86787e+00 1.09761e-01 3.48182e-01
5.48492e+00 8.76923e+00 2.98304e+00 4.04882e+00 1.11635e-01 3.24273e-01
5.50251e+00 8.76923e+00 3.20330e+00 4.23313e+00 1.15272e-01 3.05611e-01
5.52010e+00 8.76923e+00 3.44149e+00 4.42884e+00 1.21347e-01 2.92868e-01
5.53768e+00 8.76923e+00 3.73647e+00 4.63661e+00 1.30734e-01 2.85477e-01
5.55527e+00 8.76923e+00 4.13340e+00 4.85657e+00 1.44443e-01 2.82792e-01
5.57286e+00 8.76923e+00 4.68012e+00 5.08887e+00 1.63606e-01 2.84330e-01
5.59045e+00 8.76923e+00 5.42930e+00 5.33419e+00 1.89527e-01 2.89731e-01
5.60804e+00 8.76923e+00 6.43837e+00 5.59343e+00 2.23652e-01 2.98762e-01
5.62562e+00 8.76923e+00 7.72906e+00 5.86334e+00 2.65669e-01 3.11456e-01
5.64321e+00 8.76923e+00 9.28612e+00 6.13656e+00 3.13369e-01 3.28165e-01
5.66080e+00 8.76923e+00 1.10979e+01 6.40507e+00 3.64529e-01 3.49354e-01
5.67839e+00 8.76923e+00 1.31613e+01 6.66086e+00 4.17057e-01 3.75632e-01
5.69598e+00 8.76923e+00 1.54810e+01 6.89555e+00 4.68902e-01 4.07768e-01
5.71356e+00 8.76923e+00 1.80629e+01 7.10136e+00 5.18008e-01 4.46519e-01
5.73115e+00 8.76923e+00 2.08837e+01 7.28112e+00 5.62654e-01 4.91535e-01
5.74874e+00 8.76923e+00 2.39027e+01 7.44195e+00 6.01055e-01 5.41929e-01
5.76633e+00 8.76923e+00 2.70864e+01 7.59053e+00 6.31266e-01 5.96994e-01
5.78391e+00 8.76923e+00 3.04049e+01 7.73308e+00 6.51079e-01 6.56138e-01
5.80150e+00 8.76923e+00 3.38380e+01 7.87588e+00 6.57995e-01 7.18995e-01
5.81909e+00 8.76923e+00 3.73542e+01 8.02518e+00 6.50447e-01 7.84496e-01
5.83668e+00 8.76923e+00 4.08980e+01 8.18816e+00 6.30693e-01 8.49469e-01
5.85427e+00 8.76923e+00 4.44094e+01 8.37256e+00 6.01432e-01 9.10294e-01
5.87185e+00 8.76923e+00 4.78253e+01 8.58662e+00 5.65094e-01 9.63195e-01
5.88944e+00 8.76923e+00 5.10857e+01 8.83993e+00 5.23820e-01 1.00424e+00
5.90703e+00 8.76923e+00 5.41195e+01 9.14314e+00 4.79660e-01 1.02914e+00
5.92462e+00 8.76923e+00 5.68363e+01 9.51830e+00 4.34418e-01 1.03686e+00
5.94221e+00 8.76923e+00 5.91181e+01 1.00023e+01 3.89691e-01 1.03075e+00
5.95979e+00 8.76923e+00 6.08313e+01 1.06359e+01 3.47105e-01 1.01404e+00
5.97738e+00 8.76923e+00 6.18272e+01 1.14656e+01 3.08278e-01 9.89599e-01
5.99497e+00 8.76923e+00 6.19322e+01 1.25429e+01 2.75016e-01 9.60102e-01
6.01256e+00 8.76923e+00 6.09711e+01 1.39168e+01 2.49041e-01 9.28143e-01
6.03015e+00 8.76923e+00 5.89841e+01 1.55414e+01 2.29955e-01 8.97209e-01
6.04773e+00 8.76923e+00 5.61229e+01 1.73185e+01 2.16252e-01 8.71373e-01
6.06532e+00 8.76923e+00 5.25082e+01 1.91573e+01 2.06554e-01 8.54833e-01
6.08291e+00 8.76923e+00 4.82422e+01 2.09655e+01 1.99634e-01 8.52121e-01
6.10050e+00 8.76923e+00 4.34057e+01 2.26510e+01 1.94341e-01 8.68182e-01
6.11809e+00 8.76923e+00 3.80983e+01 2.41177e+01 1.90580e-01 9.05845e-01
6.13567e+00 8.76923e+00 3.25445e+01 2.52620e+01 1.91995e-01 9.58655e-01
6.15326e+00 8.76923e+00 2.69824e+01 2.59717e+01 2.03244e-01 1.01845e+00
6.17085e+00 8.76923e+00 2.16598e+01 2.61194e+01 2.29288e-01 1.07719e+00
6.18844e+00 8.76923e+00 1.68282e+01 2.55606e+01 2.75549e-01 1.12683e+00
6.20602e+00 8.76923e+00 1.27539e+01 2.41338e+01 3.47888e-01 1.15912e+00
6.22361e+00 8.76923e+00 9.54281e+00 2.18437e+01 4.45413e-01 1.16988e+00
6.24120e+00 8.76923e+00 7.06801e+00 1.89674e+01 5.56247e-01 1.16108e+00
6.25879e+00 8.76923e+00 5.20050e+00 1.57875e+01 6.67994e-01 1.13473e+00
6.27638e+00 8.76923e+00 3.83014e+00 1.25776e+01 7.68282e-01 1.09224e+00
6.29397e+00 8.76923e+00 2.86222e+00 9.61022e+00 8.44389e-01 1.03456e+00
6.31155e+00 8.76923e+00 2.21459e+00 7.14719e+00 8.83946e-01 9.62431e-01
6.32914e+00 8.76923e+00 1.81145e+00 5.22878e+00 8.87012e-01 8.78836e-01
6.34673e+00 8.76923e+00 1.58406e+00 3.76223e+00 8.61369e-01 7.88392e-01
6.36432e+00 8.76923e+00 1.46863e+00 2.66449e+00 8.14102e-01 6.95504e-01
6.38190e+00 8.76923e+00 1.40489e+00 1.86423e+00 7.51663e-01 6.04543e-01
6.39949e+00 8.76923e+00 1.33410e+00 1.29818e+00 6.79921e-01 5.19787e-01
6.41708e+00 8.76923e+00 1.21006e+00 9.13185e-01 6.04100e-01 4.44910e-01
6.43467e+00 8.76923e+00 1.04024e+00 6.67466e-01 5.27254e-01 3.79649e-01
6.45226e+00 8.76923e+00 8.45796e-01 5.25296e-01 4.51852e-01 3.22899e-01
6.46984e+00 8.76923e+00 6.47223e-01 4.54183e-01 3.80451e-01 2.73847e-01
6.48743e+00 8.76923e+00 4.64537e-01 4.23747e-01 3.15606e-01 2.31834e-01
6.50502e+00 8.76923e+00 3.18467e-01 4.05119e-01 2.60181e-01 1.96501e-01
6.52261e+00 8.76923e+00 2.19081e-01 3.80596e-01 2.15411e-01 1.67301e-01
