SXT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 2
200 14
0.0
l10T l10ne AlMg Open
5.06281e+00 6.07692e+00 3.91422e-08 2.59700e+03
5.08040e+00 6.07692e+00 4.01124e-08 2.60300e+03
5.09799e+00 6.07692e+00 4.13550e-08 2.60900e+03
5.11557e+00 6.07692e+00 4.30787e-08 2.61500e+03
5.13316e+00 6.07692e+00 4.55572e-08 2.62100e+03
5.15075e+00 6.07692e+00 4.92218e-08 2.62700e+03
5.16834e+00 6.07692e+00 5.47238e-08 2.63300e+03
5.18592e+00 6.07692e+00 6.30448e-08 2.63900e+03
5.20351e+00 6.07692e+00 7.56682e-08 2.64500e+03
5.22110e+00 6.07692e+00 9.47966e-08 2.65100e+03
5.23869e+00 6.07692e+00 1.23905e-07 2.65700e+03
5.25628e+00 6.07692e+00 1.68413e-07 2.66300e+03
5.27386e+00 6.07692e+00 2.36793e-07 2.66900e+03
5.29145e+00 6.07692e+00 3.42308e-07 2.67500e+03
5.30904e+00 6.07692e+00 5.05998e-07 2.68100e+03
5.32663e+00 6.07692e+00 7.59614e-07 2.68700e+03
5.34422e+00 6.07692e+00 1.15305e-06 2.69300e+03
5.36180e+00 6.07692e+00 1.76306e-06 2.69900e+03
5.37939e+00 6.07692e+00 2.70755e-06 2.70500e+03
5.39698e+00 6.07692e+00 4.16565e-06 2.71100e+03
5.41457e+00 6.07692e+00 6.44248e-06 2.71700e+03
5.43216e+00 6.07692e+00 9.91787e-06 2.72300e+03
5.44974e+00 6.07692e+00 1.52378e-05 2.72900e+03
5.46733e+00 6.07692e+00 2.33098e-05 2.73500e+03
5.48492e+00 6.07692e+00 3.54189e-05 2.74100e+03
5.50251e+00 6.07692e+00 5.33551e-05 2.74700e+03
5.52010e+00 6.07692e+00 7.95925e-05 2.75300e+03
5.53768e+00 6.07692e+00 1.17570e-04 2.75900e+03
5.55527e+00 6.07692e+00 1.72036e-04 2.76500e+03
5.57286e+00 6.07692e+00 2.49482e-04 2.77100e+03
5.59045e+00 6.07692e+00 3.58734e-04 2.77700e+03
5.60804e+00 6.07692e+00 5.11915e-04 2.78300e+03
5.62562e+00 6.07692e+00 7.24794e-04 2.78900e+03
5.64321e+00 6.07692e+00 1.01847e-03 2.79500e+03
5.66080e+00 6.07692e+00 1.42062e-03 2.80100e+03
5.67839e+00 6.07692e+00 1.96766e-03 2.80700e+03
5.69598e+00 6.07692e+00 2.70722e-03 2.81300e+03
5.71356e+00 6.07692e+00 3.70286e-03 2.81900e+03
5.73115e+00 6.07692e+00 5.03342e-03 2.82500e+03
5.74874e+00 6.07692e+00 6.80388e-03 2.83100e+03
5.76633e+00 6.07692e+00 9.14937e-03 2.83700e+03
5.78391e+00 6.07692e+00 1.22392e-02 2.84300e+03
5.80150e+00 6.07692e+00 1.62678e-02 2.84900e+03
5.81909e+00 6.07692e+00 2.14365e-02 2.85500e+03
5.83668e+00 6.07692e+00 2.79867e-02 2.86100e+03
5.85427e+00 6.07692e+00 3.62039e-02 2.86700e+03
5.87185e+00 6.07692e+00 4.64195e-02 2.87300e+03
5.88944e+00 6.07692e+00 5.90075e-02 2.87900e+03
5.90703e+00 6.07692e+00 7.43666e-02 2.88500e+03
5.92462e+00 6.07692e+00 9.28932e-02 2.89100e+03
5.94221e+00 6.07692e+00 1.14981e-01 2.89700e+03
5.95979e+00 6.07692e+00 1.40995e-01 2.90300e+03
5.97738e+00 6.07692e+00 1.71245e-01 2.90900e+03
5.99497e+00 6.07692e+00 2.05940e-01 2.91500e+03
6.01256e+00 6.07692e+00 2.45177e-01 2.92100e+03
6.03015e+00 6.07692e+00 2.89115e-01 2.92700e+03
6.04773e+00 6.07692e+00 3.37977e-01 2.93300e+03
6.06532e+00 6.07692e+00 3.91991e-01 2.93900e+03
6.08291e+00 6.07692e+00 4.51368e-01 2.94500e+03
6.10050e+00 6.07692e+00 5.16295e-01 2.95100e+03
6.11809e+00 6.07692e+00 5.86951e-01 2.95700e+03
6.13567e+00 6.07692e+00 6.63873e-01 2.96300e+03
6.15326e+00 6.07692e+00 7.47650e-01 2.96900e+03
6.17085e+00 6.07692e+00 8.38750e-01 2.97500e+03
6.18844e+00 6.07692e+00 9.37503e-01 2.98100e+03
6.20602e+00 6.07692e+00 1.04412e+00 2.98700e+03
6.22361e+00 6.07692e+00 1.15972e+00 2.99300e+03
6.24120e+00 6.07692e+00 1.28754e+00 2.99900e+03
6.25879e+00 6.07692e+00 1.43252e+00 3.00500e+03
6.27638e+00 6.07692e+00 1.60115e+00 3.01100e+03
6.29397e+00 6.07692e+00 1.80028e+00 3.01700e+03
6.31155e+00 6.07692e+00 2.03473e+00 3.02300e+03
6.32914e+00 6.07692e+00 2.30842e+00 3.02900e+03
6.34673e+00 6.07692e+00 2.62531e+00 3.03500e+03
6.36432e+00 6.07692e+00 2.98782e+00 3.04100e+03
6.38190e+00 6.07692e+00 3.39730e+00 3.04700e+03
6.39949e+00 6.07692e+00 3.85405e+00 3.05300e+03
6.41708e+00 6.07692e+00 4.35732e+00 3.05900e+03
6.43467e+00 6.07692e+00 4.90622e+00 3.06500e+03
6.45226e+00 6.07692e+00 5.50068e+00 3.07100e+03
6.46984e+00 6.07692e+00 6.14084e+00 3.07700e+03
6.48743e+00 6.07692e+00 6.82850e+00 3.08300e+03
6.50502e+00 6.07692e+00 7.56769e+00 3.08900e+03
6.52261e+00 6.07692e+00 8.36247e+00 3.09500e+03
6.54020e+00 6.07692e+00 9.21405e+00 3.10100e+03
6.55778e+00 6.07692e+00 1.01219e+01 3.10700e+03
6.57537e+00 6.07692e+00 1.10840e+01 3.11300e+03
6.59296e+00 6.07692e+00 1.20957e+01 3.11900e+03
6.61055e+00 6.07692e+00 1.31499e+01 3.12500e+03
6.62814e+00 6.07692e+00 1.42411e+01 3.13100e+03
6.64572e+00 6.07692e+00 1.53662e+01 3.13700e+03
6.66331e+00 6.07692e+00 1.65209e+01 3.14300e+03
6.68090e+00 6.07692e+00 1.76992e+01 3.14900e+03
6.69849e+00 6.07692e+00 1.88926e+01 3.15500e+03
6.71608e+00 6.07692e+00 2.00901e+01 3.16100e+03
6.73366e+00 6.07692e+00 2.12771e+01 3.16700e+03
6.75125e+00 6.07692e+00 2.24360e+01 3.17300e+03
6.76884e+00 6.07692e+00 2.35430e+01 3.17900e+03
6.78643e+00 6.07692e+00 2.45664e+01 3.18500e+03
6.80401e+00 6.07692e+00 2.54649e+01 3.19100e+03
6.82160e+00 6.07692e+00 2.62147e+01 3.19700e+03
6.83919e+00 6.07692e+00 2.68475e+01 3.20300e+03
6.85678e+00 6.07692e+00 2.73913e+01 3.20900e+03
6.87437e+00 6.07692e+00 2.78561e+01 3.21500e+03
6.89195e+00 6.07692e+00 2.82250e+01 3.22100e+03
6.90954e+00 6.07692e+00 2.84524e+01 3.22700e+03
6.92713e+00 6.07692e+00 2.85344e+01 3.23300e+03
6.94472e+00 6.07692e+00 2.85112e+01 3.23900e+03
6.96231e+00 6.07692e+00 2.84034e+01 3.24500e+03
6.97989e+00 6.07692e+00 2.82069e+01 3.25100e+03
6.99748e+00 6.07692e+00 2.78926e+01 3.25700e+03
7.01507e+00 6.07692e+00 2.74195e+01 3.26300e+03
7.03266e+00 6.07692e+00 2.68047e+01 3.26900e+03
7.05025e+00 6.07692e+00 2.60784e+01 3.27500e+03
7.06783e+00 6.07692e+00 2.52553e+01 3.28100e+03
7.08542e+00 6.07692e+00 2.43344e+01 3.28700e+03
7.10301e+00 6.07692e+00 2.33008e+01 3.29300e+03
7.12060e+00 6.07692e+00 2.21572e+01 3.29900e+03
7.13819e+00 6.07692e+00 2.09604e+01 3.30500e+03
7.15577e+00 6.07692e+00 1.97564e+01 3.31100e+03
7.17336e+00 6.07692e+00 1.85738e+01 3.31700e+03
7.19095e+00 6.07692e+00 1.74290e+01 3.32300e+03
7.20854e+00 6.07692e+00 1.63302e+01 3.32900e+03
7.22613e+00 6.07692e+00 1.52923e+01 3.33500e+03
7.24371e+00 6.07692e+00 1.43329e+01 3.34100e+03
7.26130e+00 6.07692e+00 1.34598e+01 3.34700e+03
7.27889e+00 6.07692e+00 1.26737e+01 3.35300e+03
7.29648e+00 6.07692e+00 1.19712e+01 3.35900e+03
7.31407e+00 6.07692e+00 1.13459e+01 3.36500e+03
7.33165e+00 6.07692e+00 1.07876e+01 3.37100e+03
7.34924e+00 6.07692e+00 1.02862e+01 3.37700e+03
7.36683e+00 6.07692e+00 9.83397e+00 3.38300e+03
7.38442e+00 6.07692e+00 9.42471e+00 3.38900e+03
7.40200e+00 6.07692e+00 9.05348e+00 3.39500e+03
7.41959e+00 6.07692e+00 8.71630e+00 3.40100e+03
7.43718e+00 6.07692e+00 8.40956e+00 3.40700e+03
7.45477e+00 6.07692e+00 8.13003e+00 3.41300e+03
7.47236e+00 6.07692e+00 7.87483e+00 3.41900e+03
7.48994e+00 6.07692e+00 7.64137e+00 3.42500e+03
7.50753e+00 6.07692e+00 7.38565e+00 3.43100e+03
7.52512e+00 6.07692e+00 7.19030e+00 3.43700e+03
7.54271e+00 6.07692e+00 7.00885e+00 3.44300e+03
7.56030e+00 6.07692e+00 6.83903e+00 3.44900e+03
7.57788e+00 6.07692e+00 6.67894e+00 3.45500e+03
7.59547e+00 6.07692e+00 6.52699e+00 3.46100e+03
7.61306e+00 6.07692e+00 6.38172e+00 3.46700e+03
7.63065e+00 6.07692e+00 6.24302e+00 3.47300e+03
7.64824e+00 6.07692e+00 6.11048e+00 3.47900e+03
7.66582e+00 6.07692e+00 5.98386e+00 3.48500e+03
7.68341e+00 6.07692e+00 5.86290e+00 3.49100e+03
7.70100e+00 6.07692e+00 5.74733e+00 3.49700e+03
7.71859e+00 6.07692e+00 5.63688e+00 3.50300e+03
7.73618e+00 6.07692e+00 5.53140e+00 3.50900e+03
7.75376e+00 6.07692e+00 5.43070e+00 3.51500e+03
7.77135e+00 6.07692e+00 5.33451e+00 3.52100e+03
7.78894e+00 6.07692e+00 5.24254e+00 3.52700e+03
7.80653e+00 6.07692e+00 5.15433e+00 3.53300e+03
7.82412e+00 6.07692e+00 5.06994e+00 3.53900e+03
7.84170e+00 6.07692e+00 4.98897e+00 3.54500e+03
7.85929e+00 6.07692e+00 4.91119e+00 3.55100e+03
7.87688e+00 6.07692e+00 4.83637e+00 3.55700e+03
7.89447e+00 6.07692e+00 4.76426e+00 3.56300e+03
7.91206e+00 6.07692e+00 4.69465e+00 3.56900e+03
7.92964e+00 6.07692e+00 4.62761e+00 3.57500e+03
7.94723e+00 6.07692e+00 4.56329e+00 3.58100e+03
7.96482e+00 6.07692e+00 4.50171e+00 3.58700e+03
7.98241e+00 6.07692e+00 4.44286e+00 3.59300e+03
8.00000e+00 6.07692e+00 4.38663e+00 3.59900e+03
4.50000e+00 6.61538e+00 7.68658e-13 3.60500e+03
4.51758e+00 6.61538e+00 1.43760e-12 3.61100e+03
4.53517e+00 6.61538e+00 2.65391e-12 3.61700e+03
4.55276e+00 6.61538e+00 4.83501e-12 3.62300e+03
4.57035e+00 6.61538e+00 8.68820e-12 3.62900e+03
4.58793e+00 6.61538e+00 1.54009e-11 3.63500e+03
4.60552e+00 6.61538e+00 2.69650e-11 3.64100e+03
4.62311e+00 6.61538e+00 4.66443e-11 3.64700e+03
4.64070e+00 6.61538e+00 7.96055e-11 3.65300e+03
4.65829e+00 6.61538e+00 1.33929e-10 3.65900e+03
4.67587e+00 6.61538e+00 2.22124e-10 3.66500e+03
4.69346e+00 6.61538e+00 3.63356e-10 3.67100e+03
4.71105e+00 6.61538e+00 5.86799e-10 3.67700e+03
4.72864e+00 6.61538e+00 9.34398e-10 3.68300e+03
4.74623e+00 6.61538e+00 1.46304e-09 3.68900e+03
4.76381e+00 6.61538e+00 2.24608e-09 3.69500e+03
4.78140e+00 6.61538e+00 3.37070e-09 3.70100e+03
4.79899e+00 6.61538e+00 4.92929e-09 3.70700e+03
4.81658e+00 6.61538e+00 7.00351e-09 3.71300e+03
4.83417e+00 6.61538e+00 9.64938e-09 3.71900e+03
4.85175e+00 6.61538e+00 1.28662e-08 3.72500e+03
4.86934e+00 6.61538e+00 1.65601e-08 3.73100e+03
4.88693e+00 6.61538e+00 2.05158e-08 3.73700e+03
4.90452e+00 6.61538e+00 2.43884e-08 3.74300e+03
4.92211e+00 6.61538e+00 2.78237e-08 3.74900e+03
4.93969e+00 6.61538e+00 3.06572e-08 3.75500e+03
4.95728e+00 6.61538e+00 3.28498e-08 3.76100e+03
4.97487e+00 6.61538e+00 3.44670e-08 3.76700e+03
4.99246e+00 6.61538e+00 3.56578e-08 3.77300e+03
5.01005e+00 6.61538e+00 3.66226e-08 3.77900e+03
5.02763e+00 6.61538e+00 3.74859e-08 3.78500e+03
5.04522e+00 6.61538e+00 3.83024e-08 3.79100e+03
5.06281e+00 6.61538e+00 3.91463e-08 3.79700e+03
5.08040e+00 6.61538e+00 4.01213e-08 3.80300e+03
5.09799e+00 6.61538e+00 4.13729e-08 3.80900e+03
5.11557e+00 6.61538e+00 4.31122e-08 3.81500e+03
5.13316e+00 6.61538e+00 4.56164e-08 3.82100e+03
5.15075e+00 6.61538e+00 4.93218e-08 3.82700e+03
5.16834e+00 6.61538e+00 5.48861e-08 3.83300e+03
5.18592e+00 6.61538e+00 6.32983e-08 3.83900e+03
5.20351e+00 6.61538e+00 7.60505e-08 3.84500e+03
5.22110e+00 6.61538e+00 9.53536e-08 3.85100e+03
5.23869e+00 6.61538e+00 1.24691e-07 3.85700e+03
5.25628e+00 6.61538e+00 1.69488e-07 3.86300e+03
5.27386e+00 6.61538e+00 2.38220e-07 3.86900e+03
5.29145e+00 6.61538e+00 3.44144e-07 3.87500e+03
5.30904e+00 6.61538e+00 5.08287e-07 3.88100e+03
5.32663e+00 6.61538e+00 7.62371e-07 3.88700e+03
5.34422e+00 6.61538e+00 1.15625e-06 3.89300e+03
5.36180e+00 6.61538e+00 1.76663e-06 3.89900e+03
5.37939e+00 6.61538e+00 2.71135e-06 3.90500e+03
5.39698e+00 6.61538e+00 4.16951e-06 3.91100e+03
5.41457e+00 6.61538e+00 6.44621e-06 3.91700e+03
5.43216e+00 6.61538e+00 9.92129e-06 3.92300e+03
5.44974e+00 6.61538e+00 1.52408e-05 3.92900e+03
5.46733e+00 6.61538e+00 2.33121e-05 3.93500e+03
5.48492e+00 6.61538e+00 3.54203e-05 3.94100e+03
5.50251e+00 6.61538e+00 5.33551e-05 3.94700e+03
5.52010e+00 6.61538e+00 7.95906e-05 3.95300e+03
5.53768e+00 6.61538e+00 1.17565e-04 3.95900e+03
5.55527e+00 6.61538e+00 1.72028e-04 3.96500e+03
5.57286e+00 6.61538e+00 2.49469e-04 3.97100e+03
5.59045e+00 6.61538e+00 3.58715e-04 3.97700e+03
5.60804e+00 6.61538e+00 5.11889e-04 3.98300e+03
5.62562e+00 6.61538e+00 7.24760e-04 3.98900e+03
5.64321e+00 6.61538e+00 1.01842e-03 3.99500e+03
5.66080e+00 6.61538e+00 1.42057e-03 4.00100e+03
5.67839e+00 6.61538e+00 1.96760e-03 4.00700e+03
5.69598e+00 6.61538e+00 2.70715e-03 4.01300e+03
5.71356e+00 6.61538e+00 3.70278e-03 4.01900e+03
5.73115e+00 6.61538e+00 5.03333e-03 4.02500e+03
5.74874e+00 6.61538e+00 6.80377e-03 4.03100e+03
5.76633e+00 6.61538e+00 9.14926e-03 4.03700e+03
5.78391e+00 6.61538e+00 1.22391e-02 4.04300e+03
5.80150e+00 6.61538e+00 1.62677e-02 4.04900e+03
5.81909e+00 6.61538e+00 2.14364e-02 4.05500e+03
5.83668e+00 6.61538e+00 2.79865e-02 4.06100e+03
5.85427e+00 6.61538e+00 3.62037e-02 4.06700e+03
5.87185e+00 6.61538e+00 4.64193e-02 4.07300e+03
5.88944e+00 6.61538e+00 5.90073e-02 4.07900e+03
5.90703e+00 6.61538e+00 7.43663e-02 4.08500e+03
5.92462e+00 6.61538e+00 9.28929e-02 4.09100e+03
5.94221e+00 6.61538e+00 1.14981e-01 4.09700e+03
5.95979e+00 6.61538e+00 1.40995e-01 4.10300e+03
5.97738e+00 6.61538e+00 1.71245e-01 4.10900e+03
5.99497e+00 6.61538e+00 2.05940e-01 4.11500e+03
6.01256e+00 6.61538e+00 2.45176e-01 4.12100e+03
6.03015e+00 6.61538e+00 2.89114e-01 4.12700e+03
6.04773e+00 6.61538e+00 3.37975e-01 4.13300e+03
6.06532e+00 6.61538e+00 3.91989e-01 4.13900e+03
6.08291e+00 6.61538e+00 4.51366e-01 4.14500e+03
6.10050e+00 6.61538e+00 5.16292e-01 4.15100e+03
6.11809e+00 6.61538e+00 5.86947e-01 4.15700e+03
6.13567e+00 6.61538e+00 6.63868e-01 4.16300e+03
6.15326e+00 6.61538e+00 7.47642e-01 4.16900e+03
6.17085e+00 6.61538e+00 8.38741e-01 4.17500e+03
6.18844e+00 6.61538e+00 9.37492e-01 4.18100e+03
6.20602e+00 6.61538e+00 1.04411e+00 4.18700e+03
6.22361e+00 6.61538e+00 1.15970e+00 4.19300e+03
6.24120e+00 6.61538e+00 1.28752e+00 4.19900e+03
6.25879e+00 6.61538e+00 1.43250e+00 4.20500e+03
6.27638e+00 6.61538e+00 1.60113e+00 4.21100e+03
6.29397e+00 6.61538e+00 1.80026e+00 4.21700e+03
6.31155e+00 6.61538e+00 2.03471e+00 4.22300e+03
6.32914e+00 6.61538e+00 2.30841e+00 4.22900e+03
6.34673e+00 6.61538e+00 2.62529e+00 4.23500e+03
6.36432e+00 6.61538e+00 2.98780e+00 4.24100e+03
6.38190e+00 6.61538e+00 3.39729e+00 4.24700e+03
6.39949e+00 6.61538e+00 3.85405e+00 4.25300e+03
6.41708e+00 6.61538e+00 4.35732e+00 4.25900e+03
6.43467e+00 6.61538e+00 4.90622e+00 4.26500e+03
6.45226e+00 6.61538e+00 5.50068e+00 4.27100e+03
6.46984e+00 6.61538e+00 6.14084e+00 4.27700e+03
6.48743e+00 6.61538e+00 6.82850e+00 4.28300e+03
6.50502e+00 6.61538e+00 7.56769e+00 4.28900e+03
6.52261e+00 6.61538e+00 8.36247e+00 4.29500e+03
6.54020e+00 6.61538e+00 9.21405e+00 4.30100e+03
6.55778e+00 6.61538e+00 1.01219e+01 4.30700e+03
6.57537e+00 6.61538e+00 1.10840e+01 4.31300e+03
6.59296e+00 6.61538e+00 1.20957e+01 4.31900e+03
6.61055e+00 6.61538e+00 1.31499e+01 4.32500e+03
6.62814e+00 6.61538e+00 1.42411e+01 4.33100e+03
6.64572e+00 6.61538e+00 1.53662e+01 4.33700e+03
6.66331e+00 6.61538e+00 1.65209e+01 4.34300e+03
6.68090e+00 6.61538e+00 1.76992e+01 4.34900e+03
6.69849e+00 6.61538e+00 1.88926e+01 4.35500e+03
6.71608e+00 6.61538e+00 2.00901e+01 4.36100e+03
6.73366e+00 6.61538e+00 2.12770e+01 4.36700e+03
6.75125e+00 6.61538e+00 2.24359e+01 4.37300e+03
6.76884e+00 6.61538e+00 2.35429e+01 4.37900e+03
6.78643e+00 6.61538e+00 2.45663e+01 4.38500e+03
6.80401e+00 6.61538e+00 2.54647e+01 4.39100e+03
6.82160e+00 6.61538e+00 2.62146e+01 4.39700e+03
6.83919e+00 6.61538e+00 2.68473e+01 4.40300e+03
6.85678e+00 6.61538e+00 2.73911e+01 4.40900e+03
6.87437e+00 6.61538e+00 2.78558e+01 4.41500e+03
6.89195e+00 6.61538e+00 2.82247e+01 4.42100e+03
6.90954e+00 6.61538e+00 2.84521e+01 4.42700e+03
6.92713e+00 6.61538e+00 2.85340e+01 4.43300e+03
6.94472e+00 6.61538e+00 2.85109e+01 4.43900e+03
6.96231e+00 6.61538e+00 2.84031e+01 4.44500e+03
6.97989e+00 6.61538e+00 2.82066e+01 4.45100e+03
6.99748e+00 6.61538e+00 2.78923e+01 4.45700e+03
7.01507e+00 6.61538e+00 2.74193e+01 4.46300e+03
7.03266e+00 6.61538e+00 2.68045e+01 4.46900e+03
7.05025e+00 6.61538e+00 2.60783e+01 4.47500e+03
7.06783e+00 6.61538e+00 2.52552e+01 4.48100e+03
7.08542e+00 6.61538e+00 2.43343e+01 4.48700e+03
7.10301e+00 6.61538e+00 2.33007e+01 4.49300e+03
7.12060e+00 6.61538e+00 2.21571e+01 4.49900e+03
7.13819e+00 6.61538e+00 2.09604e+01 4.50500e+03
7.15577e+00 6.61538e+00 1.97564e+01 4.51100e+03
7.17336e+00 6.61538e+00 1.85738e+01 4.51700e+03
7.19095e+00 6.61538e+00 1.74290e+01 4.52300e+03
7.20854e+00 6.61538e+00 1.63302e+01 4.52900e+03
7.22613e+00 6.61538e+00 1.52923e+01 4.53500e+03
7.24371e+00 6.61538e+00 1.43329e+01 4.54100e+03
7.26130e+00 6.61538e+00 1.34598e+01 4.54700e+03
7.27889e+00 6.61538e+00 1.26737e+01 4.55300e+03
7.29648e+00 6.61538e+00 1.19712e+01 4.55900e+03
7.31407e+00 6.61538e+00 1.13459e+01 4.56500e+03
7.33165e+00 6.61538e+00 1.07876e+01 4.57100e+03
7.34924e+00 6.61538e+00 1.02862e+01 4.57700e+03
7.36683e+00 6.61538e+00 9.83397e+00 4.58300e+03
7.38442e+00 6.61538e+00 9.42471e+00 4.58900e+03
7.40200e+00 6.61538e+00 9.05348e+00 4.59500e+03
7.41959e+00 6.61538e+00 8.71630e+00 4.60100e+03
7.43718e+00 6.61538e+00 8.40956e+00 4.60700e+03
7.45477e+00 6.61538e+00 8.13003e+00 4.61300e+03
7.47236e+00 6.61538e+00 7.87483e+00 4.61900e+03
7.48994e+00 6.61538e+00 7.64137e+00 4.62500e+03
7.50753e+00 6.61538e+00 7.38565e+00 4.63100e+03
7.52512e+00 6.61538e+00 7.19030e+00 4.63700e+03
7.54271e+00 6.61538e+00 7.00885e+00 4.64300e+03
7.56030e+00 6.61538e+00 6.83903e+00 4.64900e+03
7.57788e+00 6.61538e+00 6.67894e+00 4.65500e+03
7.59547e+00 6.61538e+00 6.52699e+00 4.66100e+03
7.61306e+00 6.61538e+00 6.38172e+00 4.66700e+03
7.63065e+00 6.61538e+00 6.24302e+00 4.67300e+03
7.64824e+00 6.61538e+00 6.11048e+00 4.67900e+03
7.66582e+00 6.61538e+00 5.98386e+00 4.68500e+03
7.68341e+00 6.61538e+00 5.86290e+00 4.69100e+03
7.70100e+00 6.61538e+00 5.74733e+00 4.69700e+03
7.71859e+00 6.61538e+00 5.63688e+00 4.70300e+03
7.73618e+00 6.61538e+00 5.53140e+00 4.70900e+03
7.75376e+00 6.61538e+00 5.43070e+00 4.71500e+03
7.77135e+00 6.61538e+00 5.33451e+00 4.72100e+03
7.78894e+00 6.61538e+00 5.24254e+00 4.72700e+03
7.80653e+00 6.61538e+00 5.15433e+00 4.73300e+03
7.82412e+00 6.61538e+00 5.06994e+00 4.73900e+03
7.84170e+00 6.61538e+00 4.98897e+00 4.74500e+03
7.85929e+00 6.61538e+00 4.91119e+00 4.75100e+03
7.87688e+00 6.61538e+00 4.83637e+00 4.75700e+03
7.89447e+00 6.61538e+00 4.76426e+00 4.76300e+03
7.91206e+00 6.61538e+00 4.69465e+00 4.76900e+03
7.92964e+00 6.61538e+00 4.62761e+00 4.77500e+03
7.94723e+00 6.61538e+00 4.56329e+00 4.78100e+03
7.96482e+00 6.61538e+00 4.50171e+00 4.78700e+03
7.98241e+00 6.61538e+00 4.44286e+00 4.79300e+03
8.00000e+00 6.61538e+00 4.38663e+00 4.79900e+03
4.50000e+00 7.15384e+00 7.69304e-13 4.80500e+03
4.51758e+00 7.15384e+00 1.43902e-12 4.81100e+03
4.53517e+00 7.15384e+00 2.65685e-12 4.81700e+03
4.55276e+00 7.15384e+00 4.84076e-12 4.82300e+03
4.57035e+00 7.15384e+00 8.69891e-12 4.82900e+03
4.58793e+00 7.15384e+00 1.54201e-11 4.83500e+03
4.60552e+00 7.15384e+00 2.69984e-11 4.84100e+03
4.62311e+00 7.15384e+00 4.67008e-11 4.84700e+03
4.64070e+00 7.15384e+00 7.96989e-11 4.85300e+03
4.65829e+00 7.15384e+00 1.34080e-10 4.85900e+03
4.67587e+00 7.15384e+00 2.22363e-10 4.86500e+03
4.69346e+00 7.15384e+00 3.63725e-10 4.87100e+03
4.71105e+00 7.15384e+00 5.87361e-10 4.87700e+03
4.72864e+00 7.15384e+00 9.35235e-10 4.88300e+03
4.74623e+00 7.15384e+00 1.46426e-09 4.88900e+03
4.76381e+00 7.15384e+00 2.24781e-09 4.89500e+03
4.78140e+00 7.15384e+00 3.37309e-09 4.90100e+03
4.79899e+00 7.15384e+00 4.93248e-09 4.90700e+03
4.81658e+00 7.15384e+00 7.00763e-09 4.91300e+03
4.83417e+00 7.15384e+00 9.65451e-09 4.91900e+03
4.85175e+00 7.15384e+00 1.28723e-08 4.92500e+03
4.86934e+00 7.15384e+00 1.65671e-08 4.93100e+03
4.88693e+00 7.15384e+00 2.05235e-08 4.93700e+03
4.90452e+00 7.15384e+00 2.43965e-08 4.94300e+03
4.92211e+00 7.15384e+00 2.78317e-08 4.94900e+03
4.93969e+00 7.15384e+00 3.06646e-08 4.95500e+03
4.95728e+00 7.15384e+00 3.28563e-08 4.96100e+03
4.97487e+00 7.15384e+00 3.44722e-08 4.96700e+03
4.99246e+00 7.15384e+00 3.56616e-08 4.97300e+03
5.01005e+00 7.15384e+00 3.66248e-08 4.97900e+03
5.02763e+00 7.15384e+00 3.74867e-08 4.98500e+03
5.04522e+00 7.15384e+00 3.83022e-08 4.99100e+03
5.06281e+00 7.15384e+00 3.91458e-08 4.99700e+03
5.08040e+00 7.15384e+00 4.01220e-08 5.00300e+03
5.09799e+00 7.15384e+00 4.13773e-08 5.00900e+03
5.11557e+00 7.15384e+00 4.31246e-08 5.01500e+03
5.13316e+00 7.15384e+00 4.56433e-08 5.02100e+03
5.15075e+00 7.15384e+00 4.93731e-08 5.02700e+03
5.16834e+00 7.15384e+00 5.49762e-08 5.03300e+03
5.18592e+00 7.15384e+00 6.34478e-08 5.03900e+03
5.20351e+00 7.15384e+00 7.62874e-08 5.04500e+03
5.22110e+00 7.15384e+00 9.57147e-08 5.05100e+03
5.23869e+00 7.15384e+00 1.25224e-07 5.05700e+03
5.25628e+00 7.15384e+00 1.70252e-07 5.06300e+03
5.27386e+00 7.15384e+00 2.39284e-07 5.06900e+03
5.29145e+00 7.15384e+00 3.45591e-07 5.07500e+03
5.30904e+00 7.15384e+00 5.10205e-07 5.08100e+03
5.32663e+00 7.15384e+00 7.64851e-07 5.08700e+03
5.34422e+00 7.15384e+00 1.15938e-06 5.09300e+03
5.36180e+00 7.15384e+00 1.77048e-06 5.09900e+03
5.37939e+00 7.15384e+00 2.71600e-06 5.10500e+03
5.39698e+00 7.15384e+00 4.17501e-06 5.11100e+03
5.41457e+00 7.15384e+00 6.45261e-06 5.11700e+03
5.43216e+00 7.15384e+00 9.92868e-06 5.12300e+03
5.44974e+00 7.15384e+00 1.52493e-05 5.12900e+03
5.46733e+00 7.15384e+00 2.33219e-05 5.13500e+03
5.48492e+00 7.15384e+00 3.54316e-05 5.14100e+03
5.50251e+00 7.15384e+00 5.33681e-05 5.14700e+03
5.52010e+00 7.15384e+00 7.96057e-05 5.15300e+03
5.53768e+00 7.15384e+00 1.17583e-04 5.15900e+03
5.55527e+00 7.15384e+00 1.72049e-04 5.16500e+03
5.57286e+00 7.15384e+00 2.49495e-04 5.17100e+03
5.59045e+00 7.15384e+00 3.58747e-04 5.17700e+03
5.60804e+00 7.15384e+00 5.11930e-04 5.18300e+03
5.62562e+00 7.15384e+00 7.24814e-04 5.18900e+03
5.64321e+00 7.15384e+00 1.01849e-03 5.19500e+03
5.66080e+00 7.15384e+00 1.42066e-03 5.20100e+03
