SXT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 2
200 14
0.0
l10T l10ne AlMg Open
5.71356e+00 5.00000e+00 3.70406e-03 4.19000e+02
5.73115e+00 5.00000e+00 5.03479e-03 4.25000e+02
5.74874e+00 5.00000e+00 6.80541e-03 4.31000e+02
5.76633e+00 5.00000e+00 9.15108e-03 4.37000e+02
5.78391e+00 5.00000e+00 1.22411e-02 4.43000e+02
5.80150e+00 5.00000e+00 1.62698e-02 4.49000e+02
5.81909e+00 5.00000e+00 2.14387e-02 4.55000e+02
5.83668e+00 5.00000e+00 2.79890e-02 4.61000e+02
5.85427e+00 5.00000e+00 3.62063e-02 4.67000e+02
5.87185e+00 5.00000e+00 4.64220e-02 4.73000e+02
5.88944e+00 5.00000e+00 5.90100e-02 4.79000e+02
5.90703e+00 5.00000e+00 7.43691e-02 4.85000e+02
5.92462e+00 5.00000e+00 9.28957e-02 4.91000e+02
5.94221e+00 5.00000e+00 1.14983e-01 4.97000e+02
5.95979e+00 5.00000e+00 1.40997e-01 5.03000e+02
5.97738e+00 5.00000e+00 1.71247e-01 5.09000e+02
5.99497e+00 5.00000e+00 2.05942e-01 5.15000e+02
6.01256e+00 5.00000e+00 2.45178e-01 5.21000e+02
6.03015e+00 5.00000e+00 2.89117e-01 5.27000e+02
6.04773e+00 5.00000e+00 3.37978e-01 5.33000e+02
6.06532e+00 5.00000e+00 3.91992e-01 5.39000e+02
6.08291e+00 5.00000e+00 4.51369e-01 5.45000e+02
6.10050e+00 5.00000e+00 5.16297e-01 5.51000e+02
6.11809e+00 5.00000e+00 5.86953e-01 5.57000e+02
6.13567e+00 5.00000e+00 6.63876e-01 5.63000e+02
6.15326e+00 5.00000e+00 7.47652e-01 5.69000e+02
6.17085e+00 5.00000e+00 8.38753e-01 5.75000e+02
6.18844e+00 5.00000e+00 9.37507e-01 5.81000e+02
6.20602e+00 5.00000e+00 1.04413e+00 5.87000e+02
6.22361e+00 5.00000e+00 1.15972e+00 5.93000e+02
6.24120e+00 5.00000e+00 1.28754e+00 5.99000e+02
6.25879e+00 5.00000e+00 1.43253e+00 6.05000e+02
6.27638e+00 5.00000e+00 1.60115e+00 6.11000e+02
6.29397e+00 5.00000e+00 1.80029e+00 6.17000e+02
6.31155e+00 5.00000e+00 2.03473e+00 6.23000e+02
6.32914e+00 5.00000e+00 2.30843e+00 6.29000e+02
6.34673e+00 5.00000e+00 2.62531e+00 6.35000e+02
6.36432e+00 5.00000e+00 2.98782e+00 6.41000e+02
6.38190e+00 5.00000e+00 3.39731e+00 6.47000e+02
6.39949e+00 5.00000e+00 3.85406e+00 6.53000e+02
6.41708e+00 5.00000e+00 4.35732e+00 6.59000e+02
6.43467e+00 5.00000e+00 4.90623e+00 6.65000e+02
6.45226e+00 5.00000e+00 5.50068e+00 6.71000e+02
6.46984e+00 5.00000e+00 6.14084e+00 6.77000e+02
6.48743e+00 5.00000e+00 6.82850e+00 6.83000e+02
6.50502e+00 5.00000e+00 7.56769e+00 6.89000e+02
6.52261e+00 5.00000e+00 8.36248e+00 6.95000e+02
6.54020e+00 5.00000e+00 9.21405e+00 7.01000e+02
6.55778e+00 5.00000e+00 1.01219e+01 7.07000e+02
6.57537e+00 5.00000e+00 1.10840e+01 7.13000e+02
6.59296e+00 5.00000e+00 1.20957e+01 7.19000e+02
6.61055e+00 5.00000e+00 1.31499e+01 7.25000e+02
6.62814e+00 5.00000e+00 1.42411e+01 7.31000e+02
6.64572e+00 5.00000e+00 1.53662e+01 7.37000e+02
6.66331e+00 5.00000e+00 1.65209e+01 7.43000e+02
6.68090e+00 5.00000e+00 1.76992e+01 7.49000e+02
6.69849e+00 5.00000e+00 1.88926e+01 7.55000e+02
6.71608e+00 5.00000e+00 2.00901e+01 7.61000e+02
6.73366e+00 5.00000e+00 2.12771e+01 7.67000e+02
6.75125e+00 5.00000e+00 2.24360e+01 7.73000e+02
6.76884e+00 5.00000e+00 2.35431e+01 7.79000e+02
6.78643e+00 5.00000e+00 2.45664e+01 7.85000e+02
6.80401e+00 5.00000e+00 2.54649e+01 7.91000e+02
6.82160e+00 5.00000e+00 2.62148e+01 7.97000e+02
6.83919e+00 5.00000e+00 2.68475e+01 8.03000e+02
6.85678e+00 5.00000e+00 2.73914e+01 8.09000e+02
6.87437e+00 5.00000e+00 2.78562e+01 8.15000e+02
6.89195e+00 5.00000e+00 2.82251e+01 8.21000e+02
6.90954e+00 5.00000e+00 2.84525e+01 8.27000e+02
6.92713e+00 5.00000e+00 2.85345e+01 8.33000e+02
6.94472e+00 5.00000e+00 2.85113e+01 8.39000e+02
6.96231e+00 5.00000e+00 2.84035e+01 8.45000e+02
6.97989e+00 5.00000e+00 2.82070e+01 8.51000e+02
6.99748e+00 5.00000e+00 2.78927e+01 8.57000e+02
7.01507e+00 5.00000e+00 2.74196e+01 8.63000e+02
7.03266e+00 5.00000e+00 2.68048e+01 8.69000e+02
7.05025e+00 5.00000e+00 2.60785e+01 8.75000e+02
7.06783e+00 5.00000e+00 2.52554e+01 8.81000e+02
7.08542e+00 5.00000e+00 2.43345e+01 8.87000e+02
7.10301e+00 5.00000e+00 2.33008e+01 8.93000e+02
7.12060e+00 5.00000e+00 2.21572e+01 8.99000e+02
7.13819e+00 5.00000e+00 2.09605e+01 9.05000e+02
7.15577e+00 5.00000e+00 1.97564e+01 9.11000e+02
7.17336e+00 5.00000e+00 1.85739e+01 9.17000e+02
7.19095e+00 5.00000e+00 1.74290e+01 9.23000e+02
7.20854e+00 5.00000e+00 1.63302e+01 9.29000e+02
7.22613e+00 5.00000e+00 1.52923e+01 9.35000e+02
7.24371e+00 5.00000e+00 1.43329e+01 9.41000e+02
7.26130e+00 5.00000e+00 1.34598e+01 9.47000e+02
7.27889e+00 5.00000e+00 1.26737e+01 9.53000e+02
7.29648e+00 5.00000e+00 1.19712e+01 9.59000e+02
7.31407e+00 5.00000e+00 1.13459e+01 9.65000e+02
7.33165e+00 5.00000e+00 1.07876e+01 9.71000e+02
7.34924e+00 5.00000e+00 1.02862e+01 9.77000e+02
7.36683e+00 5.00000e+00 9.83397e+00 9.83000e+02
7.38442e+00 5.00000e+00 9.42471e+00 9.89000e+02
7.40200e+00 5.00000e+00 9.05348e+00 9.95000e+02
7.41959e+00 5.00000e+00 8.71630e+00 1.00100e+03
7.43718e+00 5.00000e+00 8.40956e+00 1.00700e+03
7.45477e+00 5.00000e+00 8.13002e+00 1.01300e+03
7.47236e+00 5.00000e+00 7.87483e+00 1.01900e+03
7.48994e+00 5.00000e+00 7.64136e+00 1.02500e+03
7.50753e+00 5.00000e+00 7.38565e+00 1.03100e+03
7.52512e+00 5.00000e+00 7.19030e+00 1.03700e+03
7.54271e+00 5.00000e+00 7.00885e+00 1.04300e+03
7.56030e+00 5.00000e+00 6.83903e+00 1.04900e+03
7.57788e+00 5.00000e+00 6.67894e+00 1.05500e+03
7.59547e+00 5.00000e+00 6.52699e+00 1.06100e+03
7.61306e+00 5.00000e+00 6.38172e+00 1.06700e+03
7.63065e+00 5.00000e+00 6.24302e+00 1.07300e+03
7.64824e+00 5.00000e+00 6.11048e+00 1.07900e+03
7.66582e+00 5.00000e+00 5.98386e+00 1.08500e+03
7.68341e+00 5.00000e+00 5.86290e+00 1.09100e+03
7.70100e+00 5.00000e+00 5.74733e+00 1.09700e+03
7.71859e+00 5.00000e+00 5.63688e+00 1.10300e+03
7.73618e+00 5.00000e+00 5.53140e+00 1.10900e+03
7.75376e+00 5.00000e+00 5.43070e+00 1.11500e+03
7.77135e+00 5.00000e+00 5.33451e+00 1.12100e+03
7.78894e+00 5.00000e+00 5.24254e+00 1.12700e+03
7.80653e+00 5.00000e+00 5.15433e+00 1.13300e+03
7.82412e+00 5.00000e+00 5.06994e+00 1.13900e+03
7.84170e+00 5.00000e+00 4.98897e+00 1.14500e+03
7.85929e+00 5.00000e+00 4.91119e+00 1.15100e+03
7.87688e+00 5.00000e+00 4.83637e+00 1.15700e+03
7.89447e+00 5.00000e+00 4.76426e+00 1.16300e+03
7.91206e+00 5.00000e+00 4.69465e+00 1.16900e+03
7.92964e+00 5.00000e+00 4.62761e+00 1.17500e+03
7.94723e+00 5.00000e+00 4.56329e+00 1.18100e+03
7.96482e+00 5.00000e+00 4.50171e+00 1.18700e+03
7.98241e+00 5.00000e+00 4.44286e+00 1.19300e+03
8.00000e+00 5.00000e+00 4.38663e+00 1.19900e+03
4.50000e+00 5.53846e+00 7.68417e-13 1.20500e+03
4.51758e+00 5.53846e+00 1.43706e-12 1.21100e+03
4.53517e+00 5.53846e+00 2.65282e-12 1.21700e+03
4.55276e+00 5.53846e+00 4.83286e-12 1.22300e+03
4.57035e+00 5.53846e+00 8.68419e-12 1.22900e+03
4.58793e+00 5.53846e+00 1.53937e-11 1.23500e+03
4.60552e+00 5.53846e+00 2.69525e-11 1.24100e+03
4.62311e+00 5.53846e+00 4.66231e-11 1.24700e+03
4.64070e+00 5.53846e+00 7.95706e-11 1.25300e+03
4.65829e+00 5.53846e+00 1.33873e-10 1.25900e+03
4.67587e+00 5.53846e+00 2.22035e-10 1.26500e+03
4.69346e+00 5.53846e+00 3.63217e-10 1.27100e+03
4.71105e+00 5.53846e+00 5.86589e-10 1.27700e+03
4.72864e+00 5.53846e+00 9.34085e-10 1.28300e+03
4.74623e+00 5.53846e+00 1.46259e-09 1.28900e+03
4.76381e+00 5.53846e+00 2.24543e-09 1.29500e+03
4.78140e+00 5.53846e+00 3.36981e-09 1.30100e+03
4.79899e+00 5.53846e+00 4.92810e-09 1.30700e+03
4.81658e+00 5.53846e+00 7.00198e-09 1.31300e+03
4.83417e+00 5.53846e+00 9.64748e-09 1.31900e+03
4.85175e+00 5.53846e+00 1.28639e-08 1.32500e+03
4.86934e+00 5.53846e+00 1.65575e-08 1.33100e+03
4.88693e+00 5.53846e+00 2.05130e-08 1.33700e+03
4.90452e+00 5.53846e+00 2.43855e-08 1.34300e+03
4.92211e+00 5.53846e+00 2.78208e-08 1.34900e+03
4.93969e+00 5.53846e+00 3.06546e-08 1.35500e+03
4.95728e+00 5.53846e+00 3.28474e-08 1.36100e+03
4.97487e+00 5.53846e+00 3.44649e-08 1.36700e+03
4.99246e+00 5.53846e+00 3.56558e-08 1.37300e+03
5.01005e+00 5.53846e+00 3.66202e-08 1.37900e+03
5.02763e+00 5.53846e+00 3.74823e-08 1.38500e+03
5.04522e+00 5.53846e+00 3.82959e-08 1.39100e+03
5.06281e+00 5.53846e+00 3.91340e-08 1.39700e+03
5.08040e+00 5.53846e+00 4.00980e-08 1.40300e+03
5.09799e+00 5.53846e+00 4.13302e-08 1.40900e+03
5.11557e+00 5.53846e+00 4.30368e-08 1.41500e+03
5.13316e+00 5.53846e+00 4.54879e-08 1.42100e+03
5.15075e+00 5.53846e+00 4.91104e-08 1.42700e+03
5.16834e+00 5.53846e+00 5.45497e-08 1.43300e+03
5.18592e+00 5.53846e+00 6.27803e-08 1.43900e+03
5.20351e+00 5.53846e+00 7.52787e-08 1.44500e+03
5.22110e+00 5.53846e+00 9.42407e-08 1.45100e+03
5.23869e+00 5.53846e+00 1.23136e-07 1.45700e+03
5.25628e+00 5.53846e+00 1.67382e-07 1.46300e+03
5.27386e+00 5.53846e+00 2.35454e-07 1.46900e+03
5.29145e+00 5.53846e+00 3.40627e-07 1.47500e+03
5.30904e+00 5.53846e+00 5.03964e-07 1.48100e+03
5.32663e+00 5.53846e+00 7.57252e-07 1.48700e+03
5.34422e+00 5.53846e+00 1.15044e-06 1.49300e+03
5.36180e+00 5.53846e+00 1.76037e-06 1.49900e+03
5.37939e+00 5.53846e+00 2.70501e-06 1.50500e+03
5.39698e+00 5.53846e+00 4.16358e-06 1.51100e+03
5.41457e+00 5.53846e+00 6.44131e-06 1.51700e+03
5.43216e+00 5.53846e+00 9.91812e-06 1.52300e+03
5.44974e+00 5.53846e+00 1.52402e-05 1.52900e+03
5.46733e+00 5.53846e+00 2.33151e-05 1.53500e+03
5.48492e+00 5.53846e+00 3.54286e-05 1.54100e+03
5.50251e+00 5.53846e+00 5.33709e-05 1.54700e+03
5.52010e+00 5.53846e+00 7.96167e-05 1.55300e+03
5.53768e+00 5.53846e+00 1.17606e-04 1.55900e+03
5.55527e+00 5.53846e+00 1.72087e-04 1.56500e+03
5.57286e+00 5.53846e+00 2.49552e-04 1.57100e+03
5.59045e+00 5.53846e+00 3.58828e-04 1.57700e+03
5.60804e+00 5.53846e+00 5.12038e-04 1.58300e+03
5.62562e+00 5.53846e+00 7.24952e-04 1.58900e+03
5.64321e+00 5.53846e+00 1.01867e-03 1.59500e+03
5.66080e+00 5.53846e+00 1.42087e-03 1.60100e+03
5.67839e+00 5.53846e+00 1.96795e-03 1.60700e+03
5.69598e+00 5.53846e+00 2.70757e-03 1.61300e+03
5.71356e+00 5.53846e+00 3.70326e-03 1.61900e+03
5.73115e+00 5.53846e+00 5.03388e-03 1.62500e+03
5.74874e+00 5.53846e+00 6.80440e-03 1.63100e+03
5.76633e+00 5.53846e+00 9.14995e-03 1.63700e+03
5.78391e+00 5.53846e+00 1.22399e-02 1.64300e+03
5.80150e+00 5.53846e+00 1.62685e-02 1.64900e+03
5.81909e+00 5.53846e+00 2.14373e-02 1.65500e+03
5.83668e+00 5.53846e+00 2.79875e-02 1.66100e+03
5.85427e+00 5.53846e+00 3.62047e-02 1.66700e+03
5.87185e+00 5.53846e+00 4.64204e-02 1.67300e+03
5.88944e+00 5.53846e+00 5.90084e-02 1.67900e+03
5.90703e+00 5.53846e+00 7.43675e-02 1.68500e+03
5.92462e+00 5.53846e+00 9.28941e-02 1.69100e+03
5.94221e+00 5.53846e+00 1.14982e-01 1.69700e+03
5.95979e+00 5.53846e+00 1.40996e-01 1.70300e+03
5.97738e+00 5.53846e+00 1.71246e-01 1.70900e+03
5.99497e+00 5.53846e+00 2.05941e-01 1.71500e+03
6.01256e+00 5.53846e+00 2.45177e-01 1.72100e+03
6.03015e+00 5.53846e+00 2.89116e-01 1.72700e+03
6.04773e+00 5.53846e+00 3.37977e-01 1.73300e+03
6.06532e+00 5.53846e+00 3.91991e-01 1.73900e+03
6.08291e+00 5.53846e+00 4.51369e-01 1.74500e+03
6.10050e+00 5.53846e+00 5.16296e-01 1.75100e+03
6.11809e+00 5.53846e+00 5.86952e-01 1.75700e+03
6.13567e+00 5.53846e+00 6.63875e-01 1.76300e+03
6.15326e+00 5.53846e+00 7.47652e-01 1.76900e+03
6.17085e+00 5.53846e+00 8.38752e-01 1.77500e+03
6.18844e+00 5.53846e+00 9.37506e-01 1.78100e+03
6.20602e+00 5.53846e+00 1.04413e+00 1.78700e+03
6.22361e+00 5.53846e+00 1.15972e+00 1.79300e+03
6.24120e+00 5.53846e+00 1.28754e+00 1.79900e+03
6.25879e+00 5.53846e+00 1.43253e+00 1.80500e+03
6.27638e+00 5.53846e+00 1.60115e+00 1.81100e+03
6.29397e+00 5.53846e+00 1.80029e+00 1.81700e+03
6.31155e+00 5.53846e+00 2.03473e+00 1.82300e+03
6.32914e+00 5.53846e+00 2.30843e+00 1.82900e+03
6.34673e+00 5.53846e+00 2.62531e+00 1.83500e+03
6.36432e+00 5.53846e+00 2.98782e+00 1.84100e+03
6.38190e+00 5.53846e+00 3.39731e+00 1.84700e+03
6.39949e+00 5.53846e+00 3.85405e+00 1.85300e+03
6.41708e+00 5.53846e+00 4.35732e+00 1.85900e+03
6.43467e+00 5.53846e+00 4.90622e+00 1.86500e+03
6.45226e+00 5.53846e+00 5.50068e+00 1.87100e+03
6.46984e+00 5.53846e+00 6.14084e+00 1.87700e+03
6.48743e+00 5.53846e+00 6.82850e+00 1.88300e+03
6.50502e+00 5.53846e+00 7.56769e+00 1.88900e+03
6.52261e+00 5.53846e+00 8.36248e+00 1.89500e+03
6.54020e+00 5.53846e+00 9.21405e+00 1.90100e+03
6.55778e+00 5.53846e+00 1.01219e+01 1.90700e+03
6.57537e+00 5.53846e+00 1.10840e+01 1.91300e+03
6.59296e+00 5.53846e+00 1.20957e+01 1.91900e+03
6.61055e+00 5.53846e+00 1.31499e+01 1.92500e+03
6.62814e+00 5.53846e+00 1.42411e+01 1.93100e+03
6.64572e+00 5.53846e+00 1.53662e+01 1.93700e+03
6.66331e+00 5.53846e+00 1.65209e+01 1.94300e+03
6.68090e+00 5.53846e+00 1.76992e+01 1.94900e+03
6.69849e+00 5.53846e+00 1.88926e+01 1.95500e+03
6.71608e+00 5.53846e+00 2.00901e+01 1.96100e+03
6.73366e+00 5.53846e+00 2.12771e+01 1.96700e+03
6.75125e+00 5.53846e+00 2.24360e+01 1.97300e+03
6.76884e+00 5.53846e+00 2.35431e+01 1.97900e+03
6.78643e+00 5.53846e+00 2.45664e+01 1.98500e+03
6.80401e+00 5.53846e+00 2.54649e+01 1.99100e+03
6.82160e+00 5.53846e+00 2.62148e+01 1.99700e+03
6.83919e+00 5.53846e+00 2.68475e+01 2.00300e+03
6.85678e+00 5.53846e+00 2.73914e+01 2.00900e+03
6.87437e+00 5.53846e+00 2.78562e+01 2.01500e+03
6.89195e+00 5.53846e+00 2.82251e+01 2.02100e+03
6.90954e+00 5.53846e+00 2.84525e+01 2.02700e+03
6.92713e+00 5.53846e+00 2.85344e+01 2.03300e+03
6.94472e+00 5.53846e+00 2.85113e+01 2.03900e+03
6.96231e+00 5.53846e+00 2.84034e+01 2.04500e+03
6.97989e+00 5.53846e+00 2.82069e+01 2.05100e+03
6.99748e+00 5.53846e+00 2.78926e+01 2.05700e+03
7.01507e+00 5.53846e+00 2.74196e+01 2.06300e+03
7.03266e+00 5.53846e+00 2.68047e+01 2.06900e+03
7.05025e+00 5.53846e+00 2.60785e+01 2.07500e+03
7.06783e+00 5.53846e+00 2.52554e+01 2.08100e+03
7.08542e+00 5.53846e+00 2.43345e+01 2.08700e+03
7.10301e+00 5.53846e+00 2.33008e+01 2.09300e+03
7.12060e+00 5.53846e+00 2.21572e+01 2.09900e+03
7.13819e+00 5.53846e+00 2.09605e+01 2.10500e+03
7.15577e+00 5.53846e+00 1.97564e+01 2.11100e+03
7.17336e+00 5.53846e+00 1.85739e+01 2.11700e+03
7.19095e+00 5.53846e+00 1.74290e+01 2.12300e+03
7.20854e+00 5.53846e+00 1.63302e+01 2.12900e+03
7.22613e+00 5.53846e+00 1.52923e+01 2.13500e+03
7.24371e+00 5.53846e+00 1.43329e+01 2.14100e+03
7.26130e+00 5.53846e+00 1.34598e+01 2.14700e+03
7.27889e+00 5.53846e+00 1.26737e+01 2.15300e+03
7.29648e+00 5.53846e+00 1.19712e+01 2.15900e+03
7.31407e+00 5.53846e+00 1.13459e+01 2.16500e+03
7.33165e+00 5.53846e+00 1.07876e+01 2.17100e+03
7.34924e+00 5.53846e+00 1.02862e+01 2.17700e+03
7.36683e+00 5.53846e+00 9.83397e+00 2.18300e+03
7.38442e+00 5.53846e+00 9.42471e+00 2.18900e+03
7.40200e+00 5.53846e+00 9.05348e+00 2.19500e+03
7.41959e+00 5.53846e+00 8.71630e+00 2.20100e+03
7.43718e+00 5.53846e+00 8.40956e+00 2.20700e+03
7.45477e+00 5.53846e+00 8.13003e+00 2.21300e+03
7.47236e+00 5.53846e+00 7.87483e+00 2.21900e+03
7.48994e+00 5.53846e+00 7.64137e+00 2.22500e+03
7.50753e+00 5.53846e+00 7.38565e+00 2.23100e+03
7.52512e+00 5.53846e+00 7.19030e+00 2.23700e+03
7.54271e+00 5.53846e+00 7.00885e+00 2.24300e+03
7.56030e+00 5.53846e+00 6.83903e+00 2.24900e+03
7.57788e+00 5.53846e+00 6.67894e+00 2.25500e+03
7.59547e+00 5.53846e+00 6.52699e+00 2.26100e+03
7.61306e+00 5.53846e+00 6.38172e+00 2.26700e+03
7.63065e+00 5.53846e+00 6.24302e+00 2.27300e+03
7.64824e+00 5.53846e+00 6.11048e+00 2.27900e+03
7.66582e+00 5.53846e+00 5.98386e+00 2.28500e+03
7.68341e+00 5.53846e+00 5.86290e+00 2.29100e+03
7.70100e+00 5.53846e+00 5.74733e+00 2.29700e+03
7.71859e+00 5.53846e+00 5.63688e+00 2.30300e+03
7.73618e+00 5.53846e+00 5.53140e+00 2.30900e+03
7.75376e+00 5.53846e+00 5.43070e+00 2.31500e+03
7.77135e+00 5.53846e+00 5.33451e+00 2.32100e+03
7.78894e+00 5.53846e+00 5.24254e+00 2.32700e+03
7.80653e+00 5.53846e+00 5.15433e+00 2.33300e+03
7.82412e+00 5.53846e+00 5.06994e+00 2.33900e+03
7.84170e+00 5.53846e+00 4.98897e+00 2.34500e+03
7.85929e+00 5.53846e+00 4.91119e+00 2.35100e+03
7.87688e+00 5.53846e+00 4.83637e+00 2.35700e+03
7.89447e+00 5.53846e+00 4.76426e+00 2.36300e+03
7.91206e+00 5.53846e+00 4.69465e+00 2.36900e+03
7.92964e+00 5.53846e+00 4.62761e+00 2.37500e+03
7.94723e+00 5.53846e+00 4.56329e+00 2.38100e+03
7.96482e+00 5.53846e+00 4.50171e+00 2.38700e+03
7.98241e+00 5.53846e+00 4.44286e+00 2.39300e+03
8.00000e+00 5.53846e+00 4.38663e+00 2.39900e+03
4.50000e+00 6.07692e+00 7.68472e-13 2.40500e+03
4.51758e+00 6.07692e+00 1.43718e-12 2.41100e+03
4.53517e+00 6.07692e+00 2.65306e-12 2.41700e+03
4.55276e+00 6.07692e+00 4.83335e-12 2.42300e+03
4.57035e+00 6.07692e+00 8.68509e-12 2.42900e+03
4.58793e+00 6.07692e+00 1.53953e-11 2.43500e+03
4.60552e+00 6.07692e+00 2.69553e-11 2.44100e+03
4.62311e+00 6.07692e+00 4.66279e-11 2.44700e+03
4.64070e+00 6.07692e+00 7.95784e-11 2.45300e+03
4.65829e+00 6.07692e+00 1.33886e-10 2.45900e+03
4.67587e+00 6.07692e+00 2.22055e-10 2.46500e+03
4.69346e+00 6.07692e+00 3.63249e-10 2.47100e+03
4.71105e+00 6.07692e+00 5.86636e-10 2.47700e+03
4.72864e+00 6.07692e+00 9.34156e-10 2.48300e+03
4.74623e+00 6.07692e+00 1.46269e-09 2.48900e+03
4.76381e+00 6.07692e+00 2.24558e-09 2.49500e+03
4.78140e+00 6.07692e+00 3.37001e-09 2.50100e+03
4.79899e+00 6.07692e+00 4.92837e-09 2.50700e+03
4.81658e+00 6.07692e+00 7.00233e-09 2.51300e+03
4.83417e+00 6.07692e+00 9.64792e-09 2.51900e+03
4.85175e+00 6.07692e+00 1.28644e-08 2.52500e+03
4.86934e+00 6.07692e+00 1.65581e-08 2.53100e+03
4.88693e+00 6.07692e+00 2.05136e-08 2.53700e+03
4.90452e+00 6.07692e+00 2.43862e-08 2.54300e+03
4.92211e+00 6.07692e+00 2.78216e-08 2.54900e+03
4.93969e+00 6.07692e+00 3.06553e-08 2.55500e+03
4.95728e+00 6.07692e+00 3.28482e-08 2.56100e+03
4.97487e+00 6.07692e+00 3.44658e-08 2.56700e+03
4.99246e+00 6.07692e+00 3.56570e-08 2.57300e+03
5.01005e+00 6.07692e+00 3.66219e-08 2.57900e+03
5.02763e+00 6.07692e+00 3.74850e-08 2.58500e+03
5.04522e+00 6.07692e+00 3.83006e-08 2.59100e+03
