EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 4
200 12
0.0
l10T l10ne 171 195 284 304
6.62814e+00 6.61538e+00 3.81731e-02 8.14949e-02 2.18782e-02 2.45904e-02
6.64572e+00 6.61538e+00 3.24356e-02 7.56925e-02 1.84454e-02 2.17621e-02
6.66331e+00 6.61538e+00 2.80352e-02 7.10344e-02 1.55829e-02 1.94103e-02
6.68090e+00 6.61538e+00 2.44220e-02 6.75095e-02 1.31917e-02 1.74599e-02
6.69849e+00 6.61538e+00 2.12470e-02 6.51448e-02 1.11902e-02 1.58523e-02
6.71608e+00 6.61538e+00 1.83305e-02 6.39341e-02 9.51159e-03 1.45371e-02
6.73366e+00 6.61538e+00 1.57373e-02 6.34797e-02 8.09955e-03 1.34473e-02
6.75125e+00 6.61538e+00 1.35333e-02 6.33006e-02 6.90625e-03 1.25237e-02
6.76884e+00 6.61538e+00 1.17375e-02 6.29412e-02 5.89531e-03 1.17245e-02
6.78643e+00 6.61538e+00 1.03394e-02 6.19525e-02 5.03671e-03 1.10176e-02
6.80401e+00 6.61538e+00 9.32070e-03 5.99111e-02 4.30628e-03 1.03789e-02
6.82160e+00 6.61538e+00 8.63232e-03 5.66776e-02 3.68197e-03 9.79202e-03
6.83919e+00 6.61538e+00 8.18348e-03 5.26102e-02 3.14524e-03 9.25180e-03
6.85678e+00 6.61538e+00 7.90876e-03 4.80779e-02 2.68109e-03 8.75462e-03
6.87437e+00 6.61538e+00 7.76471e-03 4.33801e-02 2.27779e-03 8.29755e-03
6.89195e+00 6.61538e+00 7.72125e-03 3.87448e-02 1.92626e-03 7.87845e-03
6.90954e+00 6.61538e+00 7.75607e-03 3.43355e-02 1.61908e-03 7.49396e-03
6.92713e+00 6.61538e+00 7.84355e-03 3.04502e-02 1.35542e-03 7.12226e-03
6.94472e+00 6.61538e+00 7.95244e-03 2.74078e-02 1.13577e-03 6.72839e-03
6.96231e+00 6.61538e+00 8.05054e-03 2.54091e-02 9.57507e-04 6.28381e-03
6.97989e+00 6.61538e+00 8.10377e-03 2.46455e-02 8.16515e-04 5.76840e-03
6.99748e+00 6.61538e+00 8.07631e-03 2.54394e-02 7.08164e-04 5.17144e-03
7.01507e+00 6.61538e+00 7.93942e-03 2.83465e-02 6.28010e-04 4.50571e-03
7.03266e+00 6.61538e+00 7.71054e-03 3.36641e-02 5.69497e-04 3.84333e-03
7.05025e+00 6.61538e+00 7.42251e-03 4.16836e-02 5.27317e-04 3.24743e-03
7.06783e+00 6.61538e+00 7.10441e-03 5.27034e-02 4.98151e-04 2.74962e-03
7.08542e+00 6.61538e+00 6.78029e-03 6.67105e-02 4.79999e-04 2.35950e-03
7.10301e+00 6.61538e+00 6.47047e-03 8.28491e-02 4.71956e-04 2.07681e-03
7.12060e+00 6.61538e+00 6.18660e-03 9.95681e-02 4.72920e-04 1.88778e-03
7.13819e+00 6.61538e+00 5.92693e-03 1.15981e-01 4.79910e-04 1.76060e-03
7.15577e+00 6.61538e+00 5.68867e-03 1.31342e-01 4.89876e-04 1.67159e-03
7.17336e+00 6.61538e+00 5.46932e-03 1.44938e-01 4.99723e-04 1.60388e-03
7.19095e+00 6.61538e+00 5.26730e-03 1.56062e-01 5.06090e-04 1.54448e-03
7.20854e+00 6.61538e+00 5.08129e-03 1.64082e-01 5.05497e-04 1.48273e-03
7.22613e+00 6.61538e+00 4.90864e-03 1.68823e-01 4.97062e-04 1.41519e-03
7.24371e+00 6.61538e+00 4.74561e-03 1.70640e-01 4.82678e-04 1.34457e-03
7.26130e+00 6.61538e+00 4.58869e-03 1.70014e-01 4.64226e-04 1.27322e-03
7.27889e+00 6.61538e+00 4.43504e-03 1.67463e-01 4.43391e-04 1.20308e-03
7.29648e+00 6.61538e+00 4.28207e-03 1.63499e-01 4.21593e-04 1.13564e-03
7.31407e+00 6.61538e+00 4.12785e-03 1.58576e-01 3.99930e-04 1.07193e-03
7.33165e+00 6.61538e+00 3.97385e-03 1.52994e-01 3.78874e-04 1.01191e-03
7.34924e+00 6.61538e+00 3.82233e-03 1.46952e-01 3.58580e-04 9.55115e-04
7.36683e+00 6.61538e+00 3.67540e-03 1.40625e-01 3.39190e-04 9.01196e-04
7.38442e+00 6.61538e+00 3.53473e-03 1.34151e-01 3.20799e-04 8.49832e-04
7.40200e+00 6.61538e+00 3.40182e-03 1.27644e-01 3.03482e-04 8.00765e-04
7.41959e+00 6.61538e+00 3.27726e-03 1.21181e-01 2.87241e-04 7.53761e-04
7.43718e+00 6.61538e+00 3.16039e-03 1.14822e-01 2.72027e-04 7.08909e-04
7.45477e+00 6.61538e+00 3.05042e-03 1.08607e-01 2.57779e-04 6.66258e-04
7.47236e+00 6.61538e+00 2.94670e-03 1.02564e-01 2.44444e-04 6.25821e-04
7.48994e+00 6.61538e+00 2.84876e-03 9.67168e-02 2.31979e-04 5.87598e-04
7.50753e+00 6.61538e+00 2.75609e-03 9.10679e-02 2.20332e-04 5.51502e-04
7.52512e+00 6.61538e+00 2.66835e-03 8.56268e-02 2.09448e-04 5.17527e-04
7.54271e+00 6.61538e+00 2.58507e-03 8.03944e-02 1.99245e-04 4.85651e-04
7.56030e+00 6.61538e+00 2.50592e-03 7.53681e-02 1.89655e-04 4.55840e-04
7.57788e+00 6.61538e+00 2.43065e-03 7.05446e-02 1.80625e-04 4.28064e-04
7.59547e+00 6.61538e+00 2.35895e-03 6.59103e-02 1.72095e-04 4.02236e-04
7.61306e+00 6.61538e+00 2.29069e-03 6.14595e-02 1.64029e-04 3.78311e-04
7.63065e+00 6.61538e+00 2.22561e-03 5.71936e-02 1.56398e-04 3.56186e-04
7.64824e+00 6.61538e+00 2.16345e-03 5.31157e-02 1.49177e-04 3.35751e-04
7.66582e+00 6.61538e+00 2.10403e-03 4.92268e-02 1.42350e-04 3.16922e-04
7.68341e+00 6.61538e+00 2.04711e-03 4.55183e-02 1.35891e-04 2.99599e-04
7.70100e+00 6.61538e+00 1.99260e-03 4.19858e-02 1.29788e-04 2.83727e-04
7.71859e+00 6.61538e+00 1.94038e-03 3.86242e-02 1.24028e-04 2.69231e-04
7.73618e+00 6.61538e+00 1.89034e-03 3.54348e-02 1.18594e-04 2.55966e-04
7.75376e+00 6.61538e+00 1.84237e-03 3.24191e-02 1.13476e-04 2.43811e-04
7.77135e+00 6.61538e+00 1.79636e-03 2.95700e-02 1.08659e-04 2.32651e-04
7.78894e+00 6.61538e+00 1.75228e-03 2.68835e-02 1.04136e-04 2.22417e-04
7.80653e+00 6.61538e+00 1.71010e-03 2.43528e-02 9.99016e-05 2.13050e-04
7.82412e+00 6.61538e+00 1.66976e-03 2.19796e-02 9.59448e-05 2.04478e-04
7.84170e+00 6.61538e+00 1.63119e-03 1.97753e-02 9.22508e-05 1.96610e-04
7.85929e+00 6.61538e+00 1.59427e-03 1.77410e-02 8.88021e-05 1.89360e-04
7.87688e+00 6.61538e+00 1.55898e-03 1.58759e-02 8.55918e-05 1.82675e-04
7.89447e+00 6.61538e+00 1.52532e-03 1.41745e-02 8.26140e-05 1.76510e-04
7.91206e+00 6.61538e+00 1.49326e-03 1.26286e-02 7.98652e-05 1.70835e-04
7.92964e+00 6.61538e+00 1.46275e-03 1.12290e-02 7.73292e-05 1.65611e-04
7.94723e+00 6.61538e+00 1.43364e-03 9.96354e-03 7.49812e-05 1.60792e-04
7.96482e+00 6.61538e+00 1.40586e-03 8.82220e-03 7.28062e-05 1.56354e-04
7.98241e+00 6.61538e+00 1.37935e-03 7.79433e-03 7.07920e-05 1.52277e-04
8.00000e+00 6.61538e+00 1.35409e-03 6.86972e-03 6.89307e-05 1.48554e-04
4.50000e+00 7.15384e+00 3.91053e-08 2.43646e-07 7.77450e-07 5.07725e-05
4.51758e+00 7.15384e+00 8.32503e-08 5.17350e-07 1.16860e-06 1.15734e-04
4.53517e+00 7.15384e+00 1.76296e-07 1.09073e-06 1.69674e-06 2.55263e-04
4.55276e+00 7.15384e+00 3.68223e-07 2.26520e-06 2.41243e-06 5.43044e-04
4.57035e+00 7.15384e+00 7.52144e-07 4.59709e-06 3.40357e-06 1.11009e-03
4.58793e+00 7.15384e+00 1.48819e-06 9.03449e-06 4.82634e-06 2.16876e-03
4.60552e+00 7.15384e+00 2.82583e-06 1.70426e-05 6.97188e-06 4.02693e-03
4.62311e+00 7.15384e+00 5.12971e-06 3.07392e-05 1.03213e-05 7.09574e-03
4.64070e+00 7.15384e+00 8.97303e-06 5.33871e-05 1.55768e-05 1.19645e-02
4.65829e+00 7.15384e+00 1.52457e-05 8.99102e-05 2.38265e-05 1.94594e-02
4.67587e+00 7.15384e+00 2.53319e-05 1.47678e-04 3.67310e-05 3.07311e-02
4.69346e+00 7.15384e+00 4.14496e-05 2.37957e-04 5.68038e-05 4.74301e-02
4.71105e+00 7.15384e+00 6.71440e-05 3.77723e-04 8.76693e-05 7.18861e-02
4.72864e+00 7.15384e+00 1.07793e-04 5.91500e-04 1.34593e-04 1.07238e-01
4.74623e+00 7.15384e+00 1.71120e-04 9.12977e-04 2.05087e-04 1.57494e-01
4.76381e+00 7.15384e+00 2.67850e-04 1.38673e-03 3.09349e-04 2.27601e-01
4.78140e+00 7.15384e+00 4.12332e-04 2.06992e-03 4.60864e-04 3.23533e-01
4.79899e+00 7.15384e+00 6.21864e-04 3.02821e-03 6.75851e-04 4.51681e-01
4.81658e+00 7.15384e+00 9.15406e-04 4.33010e-03 9.72628e-04 6.18195e-01
4.83417e+00 7.15384e+00 1.31225e-03 6.03821e-03 1.37184e-03 8.27541e-01
4.85175e+00 7.15384e+00 1.82716e-03 8.18823e-03 1.89379e-03 1.08013e+00
4.86934e+00 7.15384e+00 2.46388e-03 1.07638e-02 2.55501e-03 1.36993e+00
4.88693e+00 7.15384e+00 3.20323e-03 1.36524e-02 3.35963e-03 1.68022e+00
4.90452e+00 7.15384e+00 3.99331e-03 1.66152e-02 4.29125e-03 1.98171e+00
4.92211e+00 7.15384e+00 4.76508e-03 1.93727e-02 5.32313e-03 2.24206e+00
4.93969e+00 7.15384e+00 5.47578e-03 2.17957e-02 6.45346e-03 2.44446e+00
4.95728e+00 7.15384e+00 6.09753e-03 2.38374e-02 7.69864e-03 2.57992e+00
4.97487e+00 7.15384e+00 6.61236e-03 2.55027e-02 9.09119e-03 2.64467e+00
4.99246e+00 7.15384e+00 7.01287e-03 2.68425e-02 1.06885e-02 2.63978e+00
5.01005e+00 7.15384e+00 7.30170e-03 2.79409e-02 1.25789e-02 2.57032e+00
5.02763e+00 7.15384e+00 7.51832e-03 2.89245e-02 1.48378e-02 2.45025e+00
5.04522e+00 7.15384e+00 7.73605e-03 2.99597e-02 1.75137e-02 2.29835e+00
5.06281e+00 7.15384e+00 8.03836e-03 3.12380e-02 2.06437e-02 2.13119e+00
5.08040e+00 7.15384e+00 8.52616e-03 3.29938e-02 2.42515e-02 1.96194e+00
5.09799e+00 7.15384e+00 9.33776e-03 3.55373e-02 2.83355e-02 1.80038e+00
5.11557e+00 7.15384e+00 1.06667e-02 3.92714e-02 3.28568e-02 1.65270e+00
5.13316e+00 7.15384e+00 1.26985e-02 4.45493e-02 3.77679e-02 1.51888e+00
5.15075e+00 7.15384e+00 1.56890e-02 5.18206e-02 4.29774e-02 1.39761e+00
5.16834e+00 7.15384e+00 2.00571e-02 6.17931e-02 4.83390e-02 1.28768e+00
5.18592e+00 7.15384e+00 2.64769e-02 7.55640e-02 5.36330e-02 1.18812e+00
5.20351e+00 7.15384e+00 3.60693e-02 9.49034e-02 5.85709e-02 1.09788e+00
5.22110e+00 7.15384e+00 5.05273e-02 1.22277e-01 6.28555e-02 1.01604e+00
5.23869e+00 7.15384e+00 7.20366e-02 1.60466e-01 6.63373e-02 9.41248e-01
5.25628e+00 7.15384e+00 1.03401e-01 2.12866e-01 6.88983e-02 8.72394e-01
5.27386e+00 7.15384e+00 1.47824e-01 2.83338e-01 7.04305e-02 8.08596e-01
5.29145e+00 7.15384e+00 2.08325e-01 3.75868e-01 7.08399e-02 7.49034e-01
5.30904e+00 7.15384e+00 2.86242e-01 4.93353e-01 7.00524e-02 6.93127e-01
5.32663e+00 7.15384e+00 3.82193e-01 6.38242e-01 6.81310e-02 6.40412e-01
5.34422e+00 7.15384e+00 4.97757e-01 8.13016e-01 6.52611e-02 5.90538e-01
5.36180e+00 7.15384e+00 6.34330e-01 1.01831e+00 6.16313e-02 5.43225e-01
5.37939e+00 7.15384e+00 7.93301e-01 1.25210e+00 5.74113e-02 4.98154e-01
5.39698e+00 7.15384e+00 9.75476e-01 1.50759e+00 5.27606e-02 4.55119e-01
5.41457e+00 7.15384e+00 1.18075e+00 1.77277e+00 4.78656e-02 4.14040e-01
5.43216e+00 7.15384e+00 1.40458e+00 2.03441e+00 4.31567e-02 3.75543e-01
5.44974e+00 7.15384e+00 1.63671e+00 2.27752e+00 3.90297e-02 3.40285e-01
5.46733e+00 7.15384e+00 1.86147e+00 2.48479e+00 3.57312e-02 3.08585e-01
5.48492e+00 7.15384e+00 2.05676e+00 2.63667e+00 3.34380e-02 2.80621e-01
5.50251e+00 7.15384e+00 2.19577e+00 2.71365e+00 3.23203e-02 2.56423e-01
5.52010e+00 7.15384e+00 2.26147e+00 2.70787e+00 3.24917e-02 2.35818e-01
5.53768e+00 7.15384e+00 2.27044e+00 2.63975e+00 3.38528e-02 2.18325e-01
5.55527e+00 7.15384e+00 2.24812e+00 2.53473e+00 3.64002e-02 2.03511e-01
5.57286e+00 7.15384e+00 2.22031e+00 2.41615e+00 4.02581e-02 1.91088e-01
5.59045e+00 7.15384e+00 2.21182e+00 2.30369e+00 4.56867e-02 1.80848e-01
5.60804e+00 7.15384e+00 2.24745e+00 2.21336e+00 5.31054e-02 1.72665e-01
5.62562e+00 7.15384e+00 2.33934e+00 2.14895e+00 6.28868e-02 1.66350e-01
5.64321e+00 7.15384e+00 2.48618e+00 2.10339e+00 7.51669e-02 1.61638e-01
5.66080e+00 7.15384e+00 2.68930e+00 2.07067e+00 8.98264e-02 1.58368e-01
5.67839e+00 7.15384e+00 2.95318e+00 2.04573e+00 1.06315e-01 1.56459e-01
5.69598e+00 7.15384e+00 3.28522e+00 2.02409e+00 1.23417e-01 1.55904e-01
5.71356e+00 7.15384e+00 3.69492e+00 2.00201e+00 1.39232e-01 1.56756e-01
5.73115e+00 7.15384e+00 4.18894e+00 1.97929e+00 1.52579e-01 1.59045e-01
5.74874e+00 7.15384e+00 4.76918e+00 1.95743e+00 1.62915e-01 1.62830e-01
5.76633e+00 7.15384e+00 5.43361e+00 1.93784e+00 1.69885e-01 1.68258e-01
5.78391e+00 7.15384e+00 6.17281e+00 1.92199e+00 1.73289e-01 1.75577e-01
5.80150e+00 7.15384e+00 6.96831e+00 1.91135e+00 1.73069e-01 1.85183e-01
5.81909e+00 7.15384e+00 7.79513e+00 1.90775e+00 1.69369e-01 1.97404e-01
5.83668e+00 7.15384e+00 8.64545e+00 1.91359e+00 1.62699e-01 2.11960e-01
5.85427e+00 7.15384e+00 9.51504e+00 1.93182e+00 1.53651e-01 2.28348e-01
5.87185e+00 7.15384e+00 1.03982e+01 1.96607e+00 1.42800e-01 2.45880e-01
5.88944e+00 7.15384e+00 1.12893e+01 2.02109e+00 1.30661e-01 2.63639e-01
5.90703e+00 7.15384e+00 1.21792e+01 2.10320e+00 1.17718e-01 2.80382e-01
5.92462e+00 7.15384e+00 1.30541e+01 2.21656e+00 1.04751e-01 2.95104e-01
5.94221e+00 7.15384e+00 1.38935e+01 2.36143e+00 9.27276e-02 3.07368e-01
5.95979e+00 7.15384e+00 1.46706e+01 2.53865e+00 8.22651e-02 3.16741e-01
5.97738e+00 7.15384e+00 1.53543e+01 2.75028e+00 7.36765e-02 3.22767e-01
5.99497e+00 7.15384e+00 1.59063e+01 2.99890e+00 6.71304e-02 3.24951e-01
6.01256e+00 7.15384e+00 1.62856e+01 3.28754e+00 6.26892e-02 3.22945e-01
6.03015e+00 7.15384e+00 1.64666e+01 3.61516e+00 5.99893e-02 3.17821e-01
6.04773e+00 7.15384e+00 1.64344e+01 3.97614e+00 5.85825e-02 3.11372e-01
6.06532e+00 7.15384e+00 1.61756e+01 4.36187e+00 5.81722e-02 3.05255e-01
6.08291e+00 7.15384e+00 1.56799e+01 4.75831e+00 5.85604e-02 3.01018e-01
6.10050e+00 7.15384e+00 1.49423e+01 5.14567e+00 5.96071e-02 3.00199e-01
6.11809e+00 7.15384e+00 1.39661e+01 5.50113e+00 6.12755e-02 3.03864e-01
6.13567e+00 7.15384e+00 1.27667e+01 5.81024e+00 6.38161e-02 3.11007e-01
6.15326e+00 7.15384e+00 1.13720e+01 6.06038e+00 6.76387e-02 3.20216e-01
6.17085e+00 7.15384e+00 9.82792e+00 6.23717e+00 7.33259e-02 3.30003e-01
6.18844e+00 7.15384e+00 8.19676e+00 6.32577e+00 8.17724e-02 3.38716e-01
6.20602e+00 7.15384e+00 6.55713e+00 6.31152e+00 9.44054e-02 3.44506e-01
6.22361e+00 7.15384e+00 5.03306e+00 6.17944e+00 1.12602e-01 3.46143e-01
6.24120e+00 7.15384e+00 3.75091e+00 5.91561e+00 1.36565e-01 3.43527e-01
6.25879e+00 7.15384e+00 2.74642e+00 5.51327e+00 1.65646e-01 3.36678e-01
6.27638e+00 7.15384e+00 1.99814e+00 4.97670e+00 1.97643e-01 3.25655e-01
6.29397e+00 7.15384e+00 1.46058e+00 4.32440e+00 2.28049e-01 3.10561e-01
6.31155e+00 7.15384e+00 1.08453e+00 3.59450e+00 2.50228e-01 2.91642e-01
6.32914e+00 7.15384e+00 8.22916e-01 2.86742e+00 2.60645e-01 2.69787e-01
6.34673e+00 7.15384e+00 6.40526e-01 2.21669e+00 2.59635e-01 2.46201e-01
6.36432e+00 7.15384e+00 5.13685e-01 1.67534e+00 2.48876e-01 2.21869e-01
6.38190e+00 7.15384e+00 4.26758e-01 1.24813e+00 2.30738e-01 1.97580e-01
6.39949e+00 7.15384e+00 3.69563e-01 9.23320e-01 2.07717e-01 1.73894e-01
6.41708e+00 7.15384e+00 3.34668e-01 6.83189e-01 1.82237e-01 1.51326e-01
6.43467e+00 7.15384e+00 3.12016e-01 5.08559e-01 1.56631e-01 1.30492e-01
6.45226e+00 7.15384e+00 2.93499e-01 3.82993e-01 1.32576e-01 1.11783e-01
6.46984e+00 7.15384e+00 2.73070e-01 2.93596e-01 1.11047e-01 9.53494e-02
6.48743e+00 7.15384e+00 2.46236e-01 2.30524e-01 9.24352e-02 8.11466e-02
6.50502e+00 7.15384e+00 2.10722e-01 1.86761e-01 7.67949e-02 6.90514e-02
6.52261e+00 7.15384e+00 1.69917e-01 1.56545e-01 6.38566e-02 5.88489e-02
6.54020e+00 7.15384e+00 1.31490e-01 1.34964e-01 5.31665e-02 5.02767e-02
6.55778e+00 7.15384e+00 9.96262e-02 1.18975e-01 4.43371e-02 4.31021e-02
6.57537e+00 7.15384e+00 7.53109e-02 1.06655e-01 3.70350e-02 3.71106e-02
6.59296e+00 7.15384e+00 5.79054e-02 9.67738e-02 3.09996e-02 3.21300e-02
6.61055e+00 7.15384e+00 4.61296e-02 8.85025e-02 2.60105e-02 2.80086e-02
6.62814e+00 7.15384e+00 3.81509e-02 8.15008e-02 2.18779e-02 2.45976e-02
6.64572e+00 7.15384e+00 3.24205e-02 7.56968e-02 1.84452e-02 2.17671e-02
6.66331e+00 7.15384e+00 2.80254e-02 7.10383e-02 1.55826e-02 1.94135e-02
6.68090e+00 7.15384e+00 2.44160e-02 6.75134e-02 1.31912e-02 1.74617e-02
6.69849e+00 7.15384e+00 2.12437e-02 6.51487e-02 1.11896e-02 1.58533e-02
6.71608e+00 7.15384e+00 1.83290e-02 6.39377e-02 9.51113e-03 1.45378e-02
6.73366e+00 7.15384e+00 1.57368e-02 6.34828e-02 8.09932e-03 1.34481e-02
6.75125e+00 7.15384e+00 1.35334e-02 6.33029e-02 6.90620e-03 1.25249e-02
6.76884e+00 7.15384e+00 1.17378e-02 6.29428e-02 5.89539e-03 1.17259e-02
6.78643e+00 7.15384e+00 1.03398e-02 6.19533e-02 5.03682e-03 1.10193e-02
6.80401e+00 7.15384e+00 9.32094e-03 5.99113e-02 4.30632e-03 1.03805e-02
6.82160e+00 7.15384e+00 8.63238e-03 5.66773e-02 3.68188e-03 9.79338e-03
6.83919e+00 7.15384e+00 8.18334e-03 5.26096e-02 3.14501e-03 9.25278e-03
6.85678e+00 7.15384e+00 7.90841e-03 4.80772e-02 2.68075e-03 8.75519e-03
6.87437e+00 7.15384e+00 7.76418e-03 4.33793e-02 2.27739e-03 8.29773e-03
6.89195e+00 7.15384e+00 7.72062e-03 3.87441e-02 1.92587e-03 7.87835e-03
6.90954e+00 7.15384e+00 7.75543e-03 3.43349e-02 1.61874e-03 7.49371e-03
6.92713e+00 7.15384e+00 7.84299e-03 3.04499e-02 1.35517e-03 7.12198e-03
6.94472e+00 7.15384e+00 7.95204e-03 2.74075e-02 1.13561e-03 6.72817e-03
6.96231e+00 7.15384e+00 8.05034e-03 2.54089e-02 9.57412e-04 6.28369e-03
6.97989e+00 7.15384e+00 8.10376e-03 2.46454e-02 8.16473e-04 5.76838e-03
6.99748e+00 7.15384e+00 8.07647e-03 2.54395e-02 7.08156e-04 5.17150e-03
7.01507e+00 7.15384e+00 7.93965e-03 2.83465e-02 6.28017e-04 4.50581e-03
7.03266e+00 7.15384e+00 7.71079e-03 3.36642e-02 5.69509e-04 3.84343e-03
7.05025e+00 7.15384e+00 7.42272e-03 4.16837e-02 5.27328e-04 3.24752e-03
7.06783e+00 7.15384e+00 7.10457e-03 5.27034e-02 4.98157e-04 2.74969e-03
7.08542e+00 7.15384e+00 6.78040e-03 6.67105e-02 4.80000e-04 2.35955e-03
7.10301e+00 7.15384e+00 6.47054e-03 8.28490e-02 4.71954e-04 2.07685e-03
7.12060e+00 7.15384e+00 6.18664e-03 9.95678e-02 4.72916e-04 1.88782e-03
7.13819e+00 7.15384e+00 5.92695e-03 1.15981e-01 4.79906e-04 1.76062e-03
7.15577e+00 7.15384e+00 5.68869e-03 1.31342e-01 4.89873e-04 1.67160e-03
7.17336e+00 7.15384e+00 5.46934e-03 1.44938e-01 4.99722e-04 1.60389e-03
7.19095e+00 7.15384e+00 5.26733e-03 1.56062e-01 5.06091e-04 1.54449e-03
7.20854e+00 7.15384e+00 5.08132e-03 1.64082e-01 5.05498e-04 1.48274e-03
7.22613e+00 7.15384e+00 4.90866e-03 1.68823e-01 4.97063e-04 1.41520e-03
7.24371e+00 7.15384e+00 4.74563e-03 1.70640e-01 4.82679e-04 1.34458e-03
7.26130e+00 7.15384e+00 4.58870e-03 1.70014e-01 4.64227e-04 1.27322e-03
7.27889e+00 7.15384e+00 4.43505e-03 1.67463e-01 4.43392e-04 1.20308e-03
7.29648e+00 7.15384e+00 4.28207e-03 1.63499e-01 4.21593e-04 1.13564e-03
7.31407e+00 7.15384e+00 4.12785e-03 1.58576e-01 3.99930e-04 1.07193e-03
7.33165e+00 7.15384e+00 3.97385e-03 1.52994e-01 3.78874e-04 1.01191e-03
7.34924e+00 7.15384e+00 3.82233e-03 1.46952e-01 3.58579e-04 9.55115e-04
7.36683e+00 7.15384e+00 3.67540e-03 1.40625e-01 3.39190e-04 9.01196e-04
7.38442e+00 7.15384e+00 3.53473e-03 1.34151e-01 3.20799e-04 8.49833e-04
7.40200e+00 7.15384e+00 3.40182e-03 1.27644e-01 3.03482e-04 8.00765e-04
7.41959e+00 7.15384e+00 3.27726e-03 1.21181e-01 2.87241e-04 7.53762e-04
7.43718e+00 7.15384e+00 3.16039e-03 1.14822e-01 2.72027e-04 7.08909e-04
7.45477e+00 7.15384e+00 3.05042e-03 1.08607e-01 2.57780e-04 6.66258e-04
7.47236e+00 7.15384e+00 2.94670e-03 1.02564e-01 2.44444e-04 6.25821e-04
7.48994e+00 7.15384e+00 2.84876e-03 9.67168e-02 2.31979e-04 5.87598e-04
7.50753e+00 7.15384e+00 2.75609e-03 9.10679e-02 2.20332e-04 5.51502e-04
7.52512e+00 7.15384e+00 2.66835e-03 8.56268e-02 2.09448e-04 5.17527e-04
7.54271e+00 7.15384e+00 2.58507e-03 8.03944e-02 1.99245e-04 4.85651e-04
7.56030e+00 7.15384e+00 2.50592e-03 7.53681e-02 1.89655e-04 4.55841e-04
7.57788e+00 7.15384e+00 2.43065e-03 7.05446e-02 1.80625e-04 4.28064e-04
7.59547e+00 7.15384e+00 2.35895e-03 6.59103e-02 1.72095e-04 4.02236e-04
7.61306e+00 7.15384e+00 2.29069e-03 6.14595e-02 1.64029e-04 3.78311e-04
7.63065e+00 7.15384e+00 2.22561e-03 5.71936e-02 1.56398e-04 3.56186e-04
7.64824e+00 7.15384e+00 2.16345e-03 5.31157e-02 1.49177e-04 3.35751e-04
7.66582e+00 7.15384e+00 2.10403e-03 4.92268e-02 1.42350e-04 3.16922e-04
7.68341e+00 7.15384e+00 2.04711e-03 4.55183e-02 1.35891e-04 2.99599e-04
7.70100e+00 7.15384e+00 1.99260e-03 4.19858e-02 1.29788e-04 2.83727e-04
7.71859e+00 7.15384e+00 1.94038e-03 3.86242e-02 1.24028e-04 2.69231e-04
7.73618e+00 7.15384e+00 1.89034e-03 3.54348e-02 1.18594e-04 2.55966e-04
7.75376e+00 7.15384e+00 1.84237e-03 3.24191e-02 1.13476e-04 2.43811e-04
7.77135e+00 7.15384e+00 1.79636e-03 2.95700e-02 1.08659e-04 2.32651e-04
7.78894e+00 7.15384e+00 1.75228e-03 2.68835e-02 1.04136e-04 2.22417e-04
7.80653e+00 7.15384e+00 1.71010e-03 2.43528e-02 9.99016e-05 2.13050e-04
7.82412e+00 7.15384e+00 1.66976e-03 2.19796e-02 9.59448e-05 2.04478e-04
7.84170e+00 7.15384e+00 1.63119e-03 1.97753e-02 9.22508e-05 1.96610e-04
7.85929e+00 7.15384e+00 1.59427e-03 1.77410e-02 8.88021e-05 1.89360e-04
7.87688e+00 7.15384e+00 1.55898e-03 1.58759e-02 8.55918e-05 1.82675e-04
7.89447e+00 7.15384e+00 1.52532e-03 1.41745e-02 8.26140e-05 1.76510e-04
7.91206e+00 7.15384e+00 1.49326e-03 1.26286e-02 7.98652e-05 1.70835e-04
7.92964e+00 7.15384e+00 1.46275e-03 1.12290e-02 7.73292e-05 1.65611e-04
7.94723e+00 7.15384e+00 1.43364e-03 9.96354e-03 7.49812e-05 1.60792e-04
7.96482e+00 7.15384e+00 1.40586e-03 8.82220e-03 7.28062e-05 1.56354e-04
7.98241e+00 7.15384e+00 1.37935e-03 7.79433e-03 7.07920e-05 1.52277e-04
8.00000e+00 7.15384e+00 1.35409e-03 6.86972e-03 6.89307e-05 1.48554e-04
4.50000e+00 7.69230e+00 3.91105e-08 2.43695e-07 7.77486e-07 5.07699e-05
4.51758e+00 7.69230e+00 8.32654e-08 5.17489e-07 1.16875e-06 1.15727e-04
4.53517e+00 7.69230e+00 1.76338e-07 1.09112e-06 1.69717e-06 2.55242e-04
4.55276e+00 7.69230e+00 3.68334e-07 2.26623e-06 2.41348e-06 5.42994e-04
4.57035e+00 7.69230e+00 7.52426e-07 4.59967e-06 3.40594e-06 1.10997e-03
4.58793e+00 7.69230e+00 1.48886e-06 9.04058e-06 4.83154e-06 2.16852e-03
4.60552e+00 7.69230e+00 2.82732e-06 1.70560e-05 6.98321e-06 4.02647e-03
4.62311e+00 7.69230e+00 5.13278e-06 3.07667e-05 1.03459e-05 7.09496e-03
4.64070e+00 7.69230e+00 8.97903e-06 5.34403e-05 1.56284e-05 1.19632e-02
4.65829e+00 7.69230e+00 1.52569e-05 9.00090e-05 2.39315e-05 1.94576e-02
