Radiative losses of optically thin Coronal plasma, sun_coronal_ext.abund (CHIANTI 7.0): [log10 K] [ergs*cm^3*1e22] [#]
0 0.0 1 1 1
600
7.0
logTe lambdaT ChiantiVersion
3.198397	3.532719E-14
3.206413	4.722650E-14
3.214429	6.313416E-14
3.222445	8.440010E-14
3.230461	1.128287E-13
3.238477	1.508337E-13
3.246493	2.016397E-13
3.254509	2.695594E-13
3.262525	3.603564E-13
3.270541	4.817368E-13
3.278557	6.440038E-13
3.286573	8.609246E-13
3.294589	1.150916E-12
3.302605	1.538588E-12
3.310621	2.056838E-12
3.318637	2.749651E-12
3.326653	3.675829E-12
3.334669	4.913986E-12
3.342685	6.569186E-12
3.350701	8.781914E-12
3.358717	1.173999E-11
3.366734	1.569439E-11
3.374749	2.098085E-11
3.382766	2.804793E-11
3.390782	3.749552E-11
3.398798	5.012531E-11
3.406814	6.700924E-11
3.414830	8.958046E-11
3.422846	1.197540E-10
3.430862	1.600916E-10
3.438878	2.140165E-10
3.446894	2.861040E-10
3.454910	3.824745E-10
3.462926	5.113051E-10
3.470942	6.835318E-10
3.478958	9.137690E-10
3.486974	1.221558E-09
3.494990	1.633024E-09
3.503006	2.183083E-09
3.511022	2.918421E-09
3.519038	3.901446E-09
3.527054	5.215588E-09
3.535070	6.972378E-09
3.543086	9.320936E-09
3.551102	1.246055E-08
3.559118	1.665773E-08
3.567134	2.226863E-08
3.575150	2.976947E-08
3.583166	3.979694E-08
3.591182	5.320193E-08
3.599198	7.112217E-08
3.607215	9.507858E-08
3.615231	1.271043E-07
3.623246	1.699178E-07
3.631263	2.271520E-07
3.639279	3.036653E-07
3.647295	4.059503E-07
3.655311	5.426883E-07
3.663327	7.254845E-07
3.671343	9.698548E-07
3.679359	1.296535E-06
3.687375	1.733253E-06
3.695391	2.317078E-06
3.703407	3.097550E-06
3.711423	4.140912E-06
3.719439	5.535725E-06
3.727455	7.400349E-06
3.735471	9.893042E-06
3.743487	1.322536E-05
3.751503	1.768016E-05
3.759519	2.363544E-05
3.767535	3.159668E-05
3.775551	4.223958E-05
3.783567	5.646739E-05
3.791583	7.548755E-05
3.799599	1.009145E-04
3.807615	1.349060E-04
3.815631	1.803471E-04
3.823647	2.410944E-04
3.831663	3.223035E-04
3.839679	4.308669E-04
3.847695	5.759981E-04
3.855712	7.700141E-04
3.863728	1.029383E-03
3.871743	1.376115E-03
3.879760	1.839640E-03
3.887776	2.459294E-03
3.895792	3.287673E-03
3.903808	4.395075E-03
3.911824	5.875494E-03
3.919840	7.854573E-03
3.927856	1.050026E-02
3.935872	1.403713E-02
3.943888	1.876533E-02
3.951904	2.508616E-02
3.959920	3.353605E-02
3.967936	4.483218E-02
3.975952	5.993326E-02
3.983968	8.012089E-02
3.991984	1.071084E-01
4.000000	9.822573E-02
4.008016	8.934302E-02
4.016032	8.046031E-02
4.024048	9.734988E-02
4.032064	1.174212E-01
4.040080	1.412113E-01
4.048096	1.693212E-01
4.056112	2.024178E-01
4.064128	2.412196E-01
4.072145	2.864783E-01
4.080160	3.389475E-01
4.088176	3.993486E-01
4.096192	4.682823E-01
4.104209	5.461508E-01
4.112225	6.331698E-01
4.120241	7.293093E-01
4.128256	8.340580E-01
4.136272	9.462655E-01
4.144289	1.063901E+00
4.152305	1.183878E+00
4.160321	1.302861E+00
4.168337	1.418441E+00
4.176353	1.527994E+00
4.184369	1.628510E+00
4.192385	1.716540E+00
4.200401	1.788243E+00
4.208417	1.840514E+00
4.216433	1.873871E+00
4.224449	1.889898E+00
4.232465	1.890342E+00
4.240481	1.876969E+00
4.248497	1.851476E+00
4.256513	1.815527E+00
4.264529	1.771271E+00
4.272545	1.720889E+00
4.280561	1.666270E+00
4.288577	1.609038E+00
4.296593	1.550558E+00
4.304609	1.491966E+00
4.312625	1.434142E+00
4.320642	1.377761E+00
4.328657	1.323380E+00
4.336673	1.271452E+00
4.344689	1.222368E+00
4.352706	1.176458E+00
4.360722	1.133897E+00
4.368738	1.094667E+00
4.376753	1.058774E+00
4.384769	1.026261E+00
4.392786	9.972219E-01
4.400802	9.718049E-01
4.408818	9.500397E-01
4.416834	9.315119E-01
4.424850	9.158307E-01
4.432866	9.027082E-01
4.440882	8.919491E-01
4.448898	8.834360E-01
4.456914	8.770868E-01
4.464930	8.726605E-01
4.472946	8.698964E-01
4.480962	8.685891E-01
4.488978	8.685801E-01
4.496994	8.697502E-01
4.505010	8.720179E-01
4.513026	8.753643E-01
4.521042	8.798241E-01
4.529058	8.854664E-01
4.537074	8.923960E-01
4.545090	9.007582E-01
4.553106	9.107418E-01
4.561122	9.224593E-01
4.569139	9.358984E-01
4.577154	9.510802E-01
4.585170	9.680753E-01
4.593186	9.870030E-01
4.601203	1.008039E+00
4.609219	1.031347E+00
4.617234	1.056943E+00
4.625250	1.084867E+00
4.633266	1.115202E+00
4.641283	1.148086E+00
4.649299	1.183715E+00
4.657315	1.222311E+00
4.665331	1.263948E+00
4.673347	1.308670E+00
4.681363	1.356573E+00
4.689379	1.407786E+00
4.697395	1.462487E+00
4.705411	1.520895E+00
4.713427	1.583136E+00
4.721443	1.649274E+00
4.729459	1.719403E+00
4.737475	1.793631E+00
4.745491	1.872093E+00
4.753507	1.954941E+00
4.761523	2.042259E+00
4.769539	2.134009E+00
4.777555	2.230140E+00
4.785571	2.330553E+00
4.793587	2.435105E+00
4.801603	2.543594E+00
4.809619	2.655710E+00
4.817636	2.770969E+00
4.825651	2.888731E+00
4.833667	3.008198E+00
4.841683	3.128338E+00
4.849700	3.247871E+00
