XRT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 2
200 14
0.0
l10T l10ne Ti-poly Al-poly
5.52010e+00 7.15384e+00 3.65715e-03 7.13551e-02
5.53768e+00 7.15384e+00 4.41678e-03 8.32544e-02
5.55527e+00 7.15384e+00 5.32594e-03 9.72344e-02
5.57286e+00 7.15384e+00 6.41013e-03 1.13443e-01
5.59045e+00 7.15384e+00 7.69476e-03 1.31872e-01
5.60804e+00 7.15384e+00 9.20459e-03 1.52338e-01
5.62562e+00 7.15384e+00 1.09649e-02 1.74562e-01
5.64321e+00 7.15384e+00 1.30074e-02 1.98290e-01
5.66080e+00 7.15384e+00 1.53698e-02 2.23224e-01
5.67839e+00 7.15384e+00 1.80971e-02 2.49010e-01
5.69598e+00 7.15384e+00 2.12415e-02 2.75218e-01
5.71356e+00 7.15384e+00 2.48662e-02 3.01380e-01
5.73115e+00 7.15384e+00 2.90711e-02 3.27332e-01
5.74874e+00 7.15384e+00 3.39938e-02 3.53161e-01
5.76633e+00 7.15384e+00 3.97993e-02 3.79044e-01
5.78391e+00 7.15384e+00 4.66743e-02 4.05228e-01
5.80150e+00 7.15384e+00 5.48026e-02 4.31978e-01
5.81909e+00 7.15384e+00 6.43493e-02 4.59496e-01
5.83668e+00 7.15384e+00 7.55612e-02 4.87944e-01
5.85427e+00 7.15384e+00 8.87456e-02 5.17489e-01
5.87185e+00 7.15384e+00 1.04246e-01 5.48280e-01
5.88944e+00 7.15384e+00 1.22410e-01 5.80402e-01
5.90703e+00 7.15384e+00 1.43513e-01 6.13782e-01
5.92462e+00 7.15384e+00 1.67765e-01 6.48332e-01
5.94221e+00 7.15384e+00 1.95381e-01 6.84095e-01
5.95979e+00 7.15384e+00 2.26451e-01 7.20950e-01
5.97738e+00 7.15384e+00 2.60852e-01 7.58571e-01
5.99497e+00 7.15384e+00 2.98127e-01 7.96383e-01
6.01256e+00 7.15384e+00 3.37452e-01 8.33875e-01
6.03015e+00 7.15384e+00 3.78430e-01 8.73237e-01
6.04773e+00 7.15384e+00 4.20972e-01 9.17687e-01
6.06532e+00 7.15384e+00 4.64923e-01 9.69663e-01
6.08291e+00 7.15384e+00 5.09952e-01 1.03073e+00
6.10050e+00 7.15384e+00 5.55462e-01 1.10163e+00
6.11809e+00 7.15384e+00 6.00670e-01 1.18270e+00
6.13567e+00 7.15384e+00 6.45386e-01 1.27524e+00
6.15326e+00 7.15384e+00 6.89433e-01 1.38014e+00
6.17085e+00 7.15384e+00 7.32381e-01 1.49750e+00
6.18844e+00 7.15384e+00 7.73508e-01 1.62675e+00
6.20602e+00 7.15384e+00 8.11880e-01 1.76679e+00
6.22361e+00 7.15384e+00 8.48699e-01 1.91885e+00
6.24120e+00 7.15384e+00 8.88728e-01 2.08870e+00
6.25879e+00 7.15384e+00 9.37229e-01 2.28392e+00
6.27638e+00 7.15384e+00 9.99395e-01 2.51325e+00
6.29397e+00 7.15384e+00 1.07971e+00 2.78482e+00
6.31155e+00 7.15384e+00 1.18079e+00 3.10265e+00
6.32914e+00 7.15384e+00 1.30450e+00 3.46945e+00
6.34673e+00 7.15384e+00 1.45273e+00 3.88770e+00
6.36432e+00 7.15384e+00 1.62653e+00 4.35725e+00
6.38190e+00 7.15384e+00 1.82641e+00 4.87611e+00
6.39949e+00 7.15384e+00 2.05222e+00 5.44107e+00
6.41708e+00 7.15384e+00 2.30325e+00 6.04881e+00
6.43467e+00 7.15384e+00 2.57862e+00 6.69821e+00
6.45226e+00 7.15384e+00 2.87802e+00 7.38984e+00
6.46984e+00 7.15384e+00 3.20134e+00 8.12454e+00
6.48743e+00 7.15384e+00 3.54943e+00 8.90486e+00
6.50502e+00 7.15384e+00 3.92430e+00 9.73553e+00
6.52261e+00 7.15384e+00 4.32804e+00 1.06212e+01
6.54020e+00 7.15384e+00 4.76120e+00 1.15635e+01
6.55778e+00 7.15384e+00 5.22351e+00 1.25620e+01
6.57537e+00 7.15384e+00 5.71382e+00 1.36141e+01
6.59296e+00 7.15384e+00 6.22974e+00 1.47142e+01
6.61055e+00 7.15384e+00 6.76751e+00 1.58539e+01
6.62814e+00 7.15384e+00 7.32401e+00 1.70256e+01
6.64572e+00 7.15384e+00 7.89731e+00 1.82237e+01
6.66331e+00 7.15384e+00 8.48494e+00 1.94409e+01
6.68090e+00 7.15384e+00 9.08362e+00 2.06675e+01
6.69849e+00 7.15384e+00 9.68890e+00 2.18906e+01
6.71608e+00 7.15384e+00 1.02950e+01 2.30938e+01
6.73366e+00 7.15384e+00 1.08942e+01 2.42558e+01
6.75125e+00 7.15384e+00 1.14774e+01 2.53516e+01
6.76884e+00 7.15384e+00 1.20321e+01 2.63490e+01
6.78643e+00 7.15384e+00 1.25421e+01 2.72077e+01
6.80401e+00 7.15384e+00 1.29861e+01 2.78786e+01
6.82160e+00 7.15384e+00 1.33521e+01 2.83358e+01
6.83919e+00 7.15384e+00 1.36563e+01 2.86175e+01
6.85678e+00 7.15384e+00 1.39133e+01 2.87597e+01
6.87437e+00 7.15384e+00 1.41285e+01 2.87797e+01
6.89195e+00 7.15384e+00 1.42939e+01 2.86691e+01
6.90954e+00 7.15384e+00 1.43874e+01 2.83930e+01
6.92713e+00 7.15384e+00 1.44076e+01 2.79628e+01
6.94472e+00 7.15384e+00 1.43754e+01 2.74335e+01
6.96231e+00 7.15384e+00 1.43018e+01 2.68371e+01
6.97989e+00 7.15384e+00 1.41851e+01 2.61796e+01
6.99748e+00 7.15384e+00 1.40111e+01 2.54426e+01
7.01507e+00 7.15384e+00 1.37596e+01 2.45966e+01
7.03266e+00 7.15384e+00 1.34388e+01 2.36632e+01
7.05025e+00 7.15384e+00 1.30637e+01 2.26732e+01
7.06783e+00 7.15384e+00 1.26411e+01 2.16407e+01
7.08542e+00 7.15384e+00 1.21704e+01 2.05656e+01
7.10301e+00 7.15384e+00 1.16437e+01 1.94356e+01
7.12060e+00 7.15384e+00 1.10621e+01 1.82541e+01
7.13819e+00 7.15384e+00 1.04542e+01 1.70693e+01
7.15577e+00 7.15384e+00 9.84310e+00 1.59173e+01
7.17336e+00 7.15384e+00 9.24342e+00 1.48184e+01
7.19095e+00 7.15384e+00 8.66359e+00 1.37818e+01
7.20854e+00 7.15384e+00 8.10804e+00 1.28103e+01
7.22613e+00 7.15384e+00 7.58411e+00 1.19115e+01
7.24371e+00 7.15384e+00 7.10030e+00 1.10949e+01
7.26130e+00 7.15384e+00 6.66021e+00 1.03624e+01
7.27889e+00 7.15384e+00 6.26397e+00 9.71100e+00
7.29648e+00 7.15384e+00 5.90965e+00 9.13471e+00
7.31407e+00 7.15384e+00 5.59394e+00 8.62605e+00
7.33165e+00 7.15384e+00 5.31185e+00 8.17540e+00
7.34924e+00 7.15384e+00 5.05845e+00 7.77359e+00
7.36683e+00 7.15384e+00 4.82998e+00 7.41367e+00
7.38442e+00 7.15384e+00 4.62347e+00 7.09019e+00
7.40200e+00 7.15384e+00 4.43651e+00 6.79873e+00
7.41959e+00 7.15384e+00 4.26710e+00 6.53576e+00
7.43718e+00 7.15384e+00 4.11322e+00 6.29771e+00
7.45477e+00 7.15384e+00 3.97306e+00 6.08149e+00
7.47236e+00 7.15384e+00 3.84503e+00 5.88440e+00
7.48994e+00 7.15384e+00 3.72769e+00 5.70407e+00
7.50753e+00 7.15384e+00 3.59785e+00 5.45794e+00
7.52512e+00 7.15384e+00 3.49909e+00 5.30860e+00
7.54271e+00 7.15384e+00 3.40711e+00 5.16965e+00
7.56030e+00 7.15384e+00 3.32081e+00 5.03944e+00
7.57788e+00 7.15384e+00 3.23932e+00 4.91663e+00
7.59547e+00 7.15384e+00 3.16186e+00 4.80004e+00
7.61306e+00 7.15384e+00 3.08774e+00 4.68857e+00
7.63065e+00 7.15384e+00 3.01692e+00 4.58221e+00
7.64824e+00 7.15384e+00 2.94917e+00 4.48052e+00
7.66582e+00 7.15384e+00 2.88436e+00 4.38331e+00
7.68341e+00 7.15384e+00 2.82238e+00 4.29034e+00
7.70100e+00 7.15384e+00 2.76308e+00 4.20137e+00
7.71859e+00 7.15384e+00 2.70632e+00 4.11621e+00
7.73618e+00 7.15384e+00 2.65204e+00 4.03475e+00
7.75376e+00 7.15384e+00 2.60017e+00 3.95688e+00
7.77135e+00 7.15384e+00 2.55058e+00 3.88240e+00
7.78894e+00 7.15384e+00 2.50312e+00 3.81109e+00
7.80653e+00 7.15384e+00 2.45758e+00 3.74262e+00
7.82412e+00 7.15384e+00 2.41400e+00 3.67708e+00
7.84170e+00 7.15384e+00 2.37219e+00 3.61417e+00
7.85929e+00 7.15384e+00 2.33205e+00 3.55375e+00
7.87688e+00 7.15384e+00 2.29347e+00 3.49567e+00
7.89447e+00 7.15384e+00 2.25634e+00 3.43975e+00
7.91206e+00 7.15384e+00 2.22055e+00 3.38585e+00
7.92964e+00 7.15384e+00 2.18614e+00 3.33401e+00
7.94723e+00 7.15384e+00 2.15317e+00 3.28431e+00
7.96482e+00 7.15384e+00 2.12164e+00 3.23675e+00
7.98241e+00 7.15384e+00 2.09154e+00 3.19130e+00
8.00000e+00 7.15384e+00 2.06281e+00 3.14787e+00
4.50000e+00 7.69230e+00 1.39641e-11 2.08389e-09
4.51758e+00 7.69230e+00 3.31475e-11 4.61498e-09
4.53517e+00 7.69230e+00 7.69815e-11 1.00342e-08
4.55276e+00 7.69230e+00 1.75133e-10 2.14384e-08
4.57035e+00 7.69230e+00 3.89793e-10 4.49363e-08
4.58793e+00 7.69230e+00 8.47373e-10 9.22371e-08
4.60552e+00 7.69230e+00 1.79960e-09 1.85397e-07
4.62311e+00 7.69230e+00 3.72602e-09 3.64206e-07
4.64070e+00 7.69230e+00 7.51631e-09 6.98689e-07
4.65829e+00 7.69230e+00 1.47719e-08 1.30876e-06
4.67587e+00 7.69230e+00 2.83177e-08 2.39632e-06
4.69346e+00 7.69230e+00 5.30520e-08 4.29660e-06
4.71105e+00 7.69230e+00 9.73659e-08 7.56074e-06
4.72864e+00 7.69230e+00 1.74885e-07 1.30448e-05
4.74623e+00 7.69230e+00 3.06591e-07 2.20031e-05
4.76381e+00 7.69230e+00 5.23183e-07 3.61805e-05
4.78140e+00 7.69230e+00 8.66728e-07 5.78366e-05
4.79899e+00 7.69230e+00 1.39044e-06 8.96436e-05
4.81658e+00 7.69230e+00 2.15480e-06 1.34365e-04
4.83417e+00 7.69230e+00 3.21761e-06 1.94260e-04
4.85175e+00 7.69230e+00 4.61854e-06 2.70220e-04
4.86934e+00 7.69230e+00 6.35750e-06 3.60747e-04
4.88693e+00 7.69230e+00 8.37293e-06 4.61094e-04
4.90452e+00 7.69230e+00 1.05269e-05 5.62934e-04
4.92211e+00 7.69230e+00 1.26455e-05 6.56965e-04
4.93969e+00 7.69230e+00 1.46101e-05 7.37722e-04
4.95728e+00 7.69230e+00 1.63546e-05 8.02945e-04
4.97487e+00 7.69230e+00 1.78699e-05 8.53392e-04
4.99246e+00 7.69230e+00 1.92012e-05 8.92375e-04
5.01005e+00 7.69230e+00 2.04367e-05 9.24899e-04
5.02763e+00 7.69230e+00 2.16361e-05 9.54307e-04
5.04522e+00 7.69230e+00 2.28252e-05 9.82252e-04
5.06281e+00 7.69230e+00 2.40435e-05 1.01091e-03
5.08040e+00 7.69230e+00 2.53519e-05 1.04322e-03
5.09799e+00 7.69230e+00 2.68409e-05 1.08302e-03
5.11557e+00 7.69230e+00 2.86496e-05 1.13562e-03
5.13316e+00 7.69230e+00 3.09514e-05 1.20727e-03
5.15075e+00 7.69230e+00 3.40169e-05 1.30729e-03
5.16834e+00 7.69230e+00 3.82332e-05 1.44838e-03
5.18592e+00 7.69230e+00 4.41462e-05 1.64756e-03
5.20351e+00 7.69230e+00 5.25063e-05 1.92674e-03
5.22110e+00 7.69230e+00 6.42847e-05 2.31278e-03
5.23869e+00 7.69230e+00 8.08034e-05 2.84134e-03
5.25628e+00 7.69230e+00 1.03786e-04 3.55741e-03
5.27386e+00 7.69230e+00 1.35438e-04 4.51644e-03
5.29145e+00 7.69230e+00 1.78507e-04 5.78533e-03
5.30904e+00 7.69230e+00 2.36329e-04 7.44256e-03
5.32663e+00 7.69230e+00 3.12760e-04 9.57076e-03
5.34422e+00 7.69230e+00 4.12070e-04 1.22435e-02
5.36180e+00 7.69230e+00 5.38584e-04 1.55090e-02
5.37939e+00 7.69230e+00 6.96044e-04 1.93653e-02
5.39698e+00 7.69230e+00 8.86510e-04 2.37275e-02
5.41457e+00 7.69230e+00 1.11011e-03 2.84346e-02
5.43216e+00 7.69230e+00 1.37182e-03 3.34988e-02
5.44974e+00 7.69230e+00 1.68160e-03 3.90885e-02
5.46733e+00 7.69230e+00 2.05190e-03 4.54358e-02
5.48492e+00 7.69230e+00 2.49655e-03 5.27972e-02
5.50251e+00 7.69230e+00 3.02873e-03 6.13927e-02
5.52010e+00 7.69230e+00 3.66236e-03 7.14279e-02
5.53768e+00 7.69230e+00 4.41970e-03 8.32450e-02
5.55527e+00 7.69230e+00 5.32561e-03 9.71230e-02
5.57286e+00 7.69230e+00 6.40553e-03 1.13208e-01
5.59045e+00 7.69230e+00 7.68486e-03 1.31495e-01
5.60804e+00 7.69230e+00 9.18836e-03 1.51799e-01
5.62562e+00 7.69230e+00 1.09414e-02 1.73845e-01
5.64321e+00 7.69230e+00 1.29757e-02 1.97381e-01
5.66080e+00 7.69230e+00 1.53292e-02 2.22114e-01
5.67839e+00 7.69230e+00 1.80467e-02 2.47694e-01
5.69598e+00 7.69230e+00 2.11807e-02 2.73696e-01
5.71356e+00 7.69230e+00 2.47944e-02 2.99659e-01
5.73115e+00 7.69230e+00 2.89878e-02 3.25426e-01
5.74874e+00 7.69230e+00 3.38985e-02 3.51083e-01
5.76633e+00 7.69230e+00 3.96914e-02 3.76812e-01
5.78391e+00 7.69230e+00 4.65535e-02 4.02858e-01
5.80150e+00 7.69230e+00 5.46687e-02 4.29486e-01
5.81909e+00 7.69230e+00 6.42027e-02 4.56901e-01
5.83668e+00 7.69230e+00 7.54031e-02 4.85260e-01
5.85427e+00 7.69230e+00 8.85780e-02 5.14732e-01
5.87185e+00 7.69230e+00 1.04072e-01 5.45466e-01
5.88944e+00 7.69230e+00 1.22232e-01 5.77543e-01
5.90703e+00 7.69230e+00 1.43337e-01 6.10891e-01
5.92462e+00 7.69230e+00 1.67597e-01 6.45422e-01
5.94221e+00 7.69230e+00 1.95225e-01 6.81176e-01
5.95979e+00 7.69230e+00 2.26310e-01 7.18036e-01
5.97738e+00 7.69230e+00 2.60731e-01 7.55678e-01
5.99497e+00 7.69230e+00 2.98029e-01 7.93536e-01
6.01256e+00 7.69230e+00 3.37378e-01 8.31110e-01
6.03015e+00 7.69230e+00 3.78384e-01 8.70589e-01
6.04773e+00 7.69230e+00 4.20955e-01 9.15187e-01
6.06532e+00 7.69230e+00 4.64939e-01 9.67338e-01
6.08291e+00 7.69230e+00 5.10002e-01 1.02860e+00
6.10050e+00 7.69230e+00 5.55547e-01 1.09973e+00
6.11809e+00 7.69230e+00 6.00790e-01 1.18104e+00
6.13567e+00 7.69230e+00 6.45539e-01 1.27381e+00
6.15326e+00 7.69230e+00 6.89611e-01 1.37894e+00
6.17085e+00 7.69230e+00 7.32579e-01 1.49652e+00
6.18844e+00 7.69230e+00 7.73716e-01 1.62594e+00
6.20602e+00 7.69230e+00 8.12088e-01 1.76614e+00
6.22361e+00 7.69230e+00 8.48897e-01 1.91833e+00
6.24120e+00 7.69230e+00 8.88909e-01 2.08829e+00
6.25879e+00 7.69230e+00 9.37387e-01 2.28360e+00
6.27638e+00 7.69230e+00 9.99527e-01 2.51299e+00
6.29397e+00 7.69230e+00 1.07981e+00 2.78461e+00
6.31155e+00 7.69230e+00 1.18087e+00 3.10248e+00
6.32914e+00 7.69230e+00 1.30456e+00 3.46931e+00
6.34673e+00 7.69230e+00 1.45277e+00 3.88759e+00
6.36432e+00 7.69230e+00 1.62656e+00 4.35716e+00
6.38190e+00 7.69230e+00 1.82642e+00 4.87604e+00
6.39949e+00 7.69230e+00 2.05223e+00 5.44101e+00
6.41708e+00 7.69230e+00 2.30325e+00 6.04876e+00
6.43467e+00 7.69230e+00 2.57862e+00 6.69817e+00
6.45226e+00 7.69230e+00 2.87802e+00 7.38981e+00
6.46984e+00 7.69230e+00 3.20134e+00 8.12452e+00
6.48743e+00 7.69230e+00 3.54942e+00 8.90484e+00
6.50502e+00 7.69230e+00 3.92430e+00 9.73551e+00
6.52261e+00 7.69230e+00 4.32804e+00 1.06212e+01
6.54020e+00 7.69230e+00 4.76120e+00 1.15635e+01
6.55778e+00 7.69230e+00 5.22350e+00 1.25620e+01
6.57537e+00 7.69230e+00 5.71381e+00 1.36141e+01
6.59296e+00 7.69230e+00 6.22972e+00 1.47142e+01
6.61055e+00 7.69230e+00 6.76749e+00 1.58539e+01
6.62814e+00 7.69230e+00 7.32397e+00 1.70255e+01
6.64572e+00 7.69230e+00 7.89726e+00 1.82236e+01
6.66331e+00 7.69230e+00 8.48487e+00 1.94408e+01
6.68090e+00 7.69230e+00 9.08352e+00 2.06673e+01
6.69849e+00 7.69230e+00 9.68875e+00 2.18903e+01
6.71608e+00 7.69230e+00 1.02948e+01 2.30933e+01
6.73366e+00 7.69230e+00 1.08940e+01 2.42553e+01
6.75125e+00 7.69230e+00 1.14770e+01 2.53508e+01
6.76884e+00 7.69230e+00 1.20317e+01 2.63480e+01
6.78643e+00 7.69230e+00 1.25414e+01 2.72064e+01
6.80401e+00 7.69230e+00 1.29853e+01 2.78770e+01
6.82160e+00 7.69230e+00 1.33512e+01 2.83339e+01
6.83919e+00 7.69230e+00 1.36552e+01 2.86152e+01
6.85678e+00 7.69230e+00 1.39120e+01 2.87571e+01
6.87437e+00 7.69230e+00 1.41270e+01 2.87768e+01
6.89195e+00 7.69230e+00 1.42924e+01 2.86660e+01
6.90954e+00 7.69230e+00 1.43857e+01 2.83897e+01
6.92713e+00 7.69230e+00 1.44059e+01 2.79595e+01
6.94472e+00 7.69230e+00 1.43738e+01 2.74302e+01
6.96231e+00 7.69230e+00 1.43002e+01 2.68339e+01
6.97989e+00 7.69230e+00 1.41836e+01 2.61767e+01
6.99748e+00 7.69230e+00 1.40098e+01 2.54400e+01
7.01507e+00 7.69230e+00 1.37585e+01 2.45942e+01
7.03266e+00 7.69230e+00 1.34378e+01 2.36612e+01
7.05025e+00 7.69230e+00 1.30628e+01 2.26716e+01
7.06783e+00 7.69230e+00 1.26404e+01 2.16394e+01
7.08542e+00 7.69230e+00 1.21698e+01 2.05645e+01
7.10301e+00 7.69230e+00 1.16433e+01 1.94348e+01
7.12060e+00 7.69230e+00 1.10618e+01 1.82535e+01
7.13819e+00 7.69230e+00 1.04540e+01 1.70689e+01
7.15577e+00 7.69230e+00 9.84294e+00 1.59170e+01
7.17336e+00 7.69230e+00 9.24331e+00 1.48182e+01
7.19095e+00 7.69230e+00 8.66351e+00 1.37817e+01
7.20854e+00 7.69230e+00 8.10799e+00 1.28102e+01
7.22613e+00 7.69230e+00 7.58407e+00 1.19114e+01
7.24371e+00 7.69230e+00 7.10027e+00 1.10948e+01
7.26130e+00 7.69230e+00 6.66019e+00 1.03624e+01
7.27889e+00 7.69230e+00 6.26396e+00 9.71098e+00
7.29648e+00 7.69230e+00 5.90964e+00 9.13470e+00
7.31407e+00 7.69230e+00 5.59394e+00 8.62604e+00
7.33165e+00 7.69230e+00 5.31185e+00 8.17540e+00
7.34924e+00 7.69230e+00 5.05845e+00 7.77359e+00
7.36683e+00 7.69230e+00 4.82998e+00 7.41367e+00
7.38442e+00 7.69230e+00 4.62347e+00 7.09018e+00
7.40200e+00 7.69230e+00 4.43650e+00 6.79873e+00
7.41959e+00 7.69230e+00 4.26710e+00 6.53576e+00
7.43718e+00 7.69230e+00 4.11322e+00 6.29771e+00
7.45477e+00 7.69230e+00 3.97306e+00 6.08149e+00
7.47236e+00 7.69230e+00 3.84503e+00 5.88440e+00
7.48994e+00 7.69230e+00 3.72769e+00 5.70407e+00
7.50753e+00 7.69230e+00 3.59785e+00 5.45794e+00
7.52512e+00 7.69230e+00 3.49909e+00 5.30860e+00
7.54271e+00 7.69230e+00 3.40711e+00 5.16965e+00
7.56030e+00 7.69230e+00 3.32081e+00 5.03944e+00
7.57788e+00 7.69230e+00 3.23932e+00 4.91663e+00
7.59547e+00 7.69230e+00 3.16186e+00 4.80004e+00
7.61306e+00 7.69230e+00 3.08774e+00 4.68857e+00
7.63065e+00 7.69230e+00 3.01692e+00 4.58221e+00
7.64824e+00 7.69230e+00 2.94917e+00 4.48052e+00
7.66582e+00 7.69230e+00 2.88436e+00 4.38331e+00
7.68341e+00 7.69230e+00 2.82238e+00 4.29034e+00
7.70100e+00 7.69230e+00 2.76308e+00 4.20137e+00
7.71859e+00 7.69230e+00 2.70632e+00 4.11621e+00
7.73618e+00 7.69230e+00 2.65204e+00 4.03475e+00
7.75376e+00 7.69230e+00 2.60017e+00 3.95688e+00
7.77135e+00 7.69230e+00 2.55058e+00 3.88240e+00
7.78894e+00 7.69230e+00 2.50312e+00 3.81109e+00
7.80653e+00 7.69230e+00 2.45758e+00 3.74262e+00
7.82412e+00 7.69230e+00 2.41400e+00 3.67708e+00
7.84170e+00 7.69230e+00 2.37219e+00 3.61417e+00
7.85929e+00 7.69230e+00 2.33205e+00 3.55375e+00
7.87688e+00 7.69230e+00 2.29347e+00 3.49567e+00
7.89447e+00 7.69230e+00 2.25634e+00 3.43975e+00
7.91206e+00 7.69230e+00 2.22055e+00 3.38585e+00
7.92964e+00 7.69230e+00 2.18614e+00 3.33401e+00
7.94723e+00 7.69230e+00 2.15317e+00 3.28431e+00
7.96482e+00 7.69230e+00 2.12164e+00 3.23675e+00
7.98241e+00 7.69230e+00 2.09154e+00 3.19130e+00
8.00000e+00 7.69230e+00 2.06281e+00 3.14787e+00
4.50000e+00 8.23076e+00 1.39641e-11 2.08389e-09
4.51758e+00 8.23076e+00 3.31475e-11 4.61498e-09
4.53517e+00 8.23076e+00 7.69815e-11 1.00342e-08
4.55276e+00 8.23076e+00 1.75133e-10 2.14384e-08
4.57035e+00 8.23076e+00 3.89793e-10 4.49363e-08
4.58793e+00 8.23076e+00 8.47373e-10 9.22371e-08
4.60552e+00 8.23076e+00 1.79960e-09 1.85397e-07
4.62311e+00 8.23076e+00 3.72602e-09 3.64206e-07
4.64070e+00 8.23076e+00 7.51631e-09 6.98689e-07
4.65829e+00 8.23076e+00 1.47719e-08 1.30876e-06
4.67587e+00 8.23076e+00 2.83177e-08 2.39632e-06
4.69346e+00 8.23076e+00 5.30520e-08 4.29660e-06
4.71105e+00 8.23076e+00 9.73659e-08 7.56074e-06
4.72864e+00 8.23076e+00 1.74885e-07 1.30448e-05
4.74623e+00 8.23076e+00 3.06591e-07 2.20031e-05
4.76381e+00 8.23076e+00 5.23183e-07 3.61805e-05
4.78140e+00 8.23076e+00 8.66728e-07 5.78366e-05
4.79899e+00 8.23076e+00 1.39044e-06 8.96436e-05
4.81658e+00 8.23076e+00 2.15480e-06 1.34365e-04
4.83417e+00 8.23076e+00 3.21761e-06 1.94261e-04
4.85175e+00 8.23076e+00 4.61854e-06 2.70221e-04
4.86934e+00 8.23076e+00 6.35750e-06 3.60748e-04
4.88693e+00 8.23076e+00 8.37294e-06 4.61095e-04
4.90452e+00 8.23076e+00 1.05269e-05 5.62936e-04
4.92211e+00 8.23076e+00 1.26455e-05 6.56968e-04
4.93969e+00 8.23076e+00 1.46101e-05 7.37729e-04
4.95728e+00 8.23076e+00 1.63547e-05 8.02956e-04
4.97487e+00 8.23076e+00 1.78699e-05 8.53410e-04
4.99246e+00 8.23076e+00 1.92012e-05 8.92405e-04
5.01005e+00 8.23076e+00 2.04367e-05 9.24946e-04
5.02763e+00 8.23076e+00 2.16363e-05 9.54379e-04
5.04522e+00 8.23076e+00 2.28256e-05 9.82359e-04
5.06281e+00 8.23076e+00 2.40443e-05 1.01107e-03
5.08040e+00 8.23076e+00 2.53535e-05 1.04345e-03
5.09799e+00 8.23076e+00 2.68440e-05 1.08336e-03
5.11557e+00 8.23076e+00 2.86557e-05 1.13613e-03
5.13316e+00 8.23076e+00 3.09629e-05 1.20803e-03
5.15075e+00 8.23076e+00 3.40377e-05 1.30844e-03
5.16834e+00 8.23076e+00 3.82700e-05 1.45013e-03
5.18592e+00 8.23076e+00 4.42093e-05 1.65025e-03
5.20351e+00 8.23076e+00 5.26118e-05 1.93086e-03
5.22110e+00 8.23076e+00 6.44563e-05 2.31905e-03
5.23869e+00 8.23076e+00 8.10748e-05 2.85076e-03
5.25628e+00 8.23076e+00 1.04204e-04 3.57134e-03
5.27386e+00 8.23076e+00 1.36064e-04 4.53665e-03
5.29145e+00 8.23076e+00 1.79418e-04 5.81399e-03
5.30904e+00 8.23076e+00 2.37614e-04 7.48216e-03
5.32663e+00 8.23076e+00 3.14515e-04 9.62385e-03
5.34422e+00 8.23076e+00 4.14390e-04 1.23123e-02
5.36180e+00 8.23076e+00 5.41546e-04 1.55950e-02
5.37939e+00 8.23076e+00 6.99682e-04 1.94681e-02
5.39698e+00 8.23076e+00 8.90778e-04 2.38440e-02
5.41457e+00 8.23076e+00 1.11484e-03 2.85580e-02
5.43216e+00 8.23076e+00 1.37669e-03 3.36179e-02
5.44974e+00 8.23076e+00 1.68608e-03 3.91873e-02
5.46733e+00 8.23076e+00 2.05520e-03 4.54924e-02
5.48492e+00 8.23076e+00 2.49760e-03 5.27830e-02
5.50251e+00 8.23076e+00 3.02616e-03 6.12723e-02
5.52010e+00 8.23076e+00 3.65452e-03 7.11600e-02
5.53768e+00 8.23076e+00 4.40467e-03 8.27827e-02
5.55527e+00 8.23076e+00 5.30127e-03 9.64146e-02
5.57286e+00 8.23076e+00 6.36958e-03 1.12199e-01
5.59045e+00 8.23076e+00 7.63493e-03 1.30129e-01
5.60804e+00 8.23076e+00 9.12213e-03 1.50024e-01
5.62562e+00 8.23076e+00 1.08566e-02 1.71612e-01
5.64321e+00 8.23076e+00 1.28705e-02 1.94649e-01
5.66080e+00 8.23076e+00 1.52015e-02 2.18849e-01
5.67839e+00 8.23076e+00 1.78952e-02 2.43873e-01
5.69598e+00 8.23076e+00 2.10043e-02 2.69313e-01
5.71356e+00 8.23076e+00 2.45926e-02 2.94723e-01
5.73115e+00 8.23076e+00 2.87603e-02 3.19958e-01
5.74874e+00 8.23076e+00 3.36453e-02 3.45114e-01
5.76633e+00 8.23076e+00 3.94128e-02 3.70377e-01
5.78391e+00 8.23076e+00 4.62498e-02 3.95997e-01
5.80150e+00 8.23076e+00 5.43409e-02 4.22244e-01
5.81909e+00 8.23076e+00 6.38527e-02 4.49322e-01
5.83668e+00 8.23076e+00 7.50340e-02 4.77395e-01
5.85427e+00 8.23076e+00 8.81941e-02 5.06634e-01
5.87185e+00 8.23076e+00 1.03680e-01 5.37191e-01
5.88944e+00 8.23076e+00 1.21840e-01 5.69151e-01
5.90703e+00 8.23076e+00 1.42954e-01 6.02445e-01
5.92462e+00 8.23076e+00 1.67233e-01 6.36987e-01
5.94221e+00 8.23076e+00 1.94892e-01 6.72817e-01
5.95979e+00 8.23076e+00 2.26018e-01 7.09819e-01
5.97738e+00 8.23076e+00 2.60490e-01 7.47679e-01
5.99497e+00 8.23076e+00 2.97847e-01 7.85840e-01
6.01256e+00 8.23076e+00 3.37263e-01 8.23819e-01
6.03015e+00 8.23076e+00 3.78341e-01 8.63780e-01
6.04773e+00 8.23076e+00 4.20992e-01 9.08909e-01
6.06532e+00 8.23076e+00 4.65059e-01 9.61620e-01
6.08291e+00 8.23076e+00 5.10209e-01 1.02347e+00
6.10050e+00 8.23076e+00 5.55840e-01 1.09518e+00
