XRT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 2
200 14
0.0
l10T l10ne Ti-poly Al-poly
4.92211e+00 6.07692e+00 1.26455e-05 6.56960e-04
4.93969e+00 6.07692e+00 1.46100e-05 7.37714e-04
4.95728e+00 6.07692e+00 1.63546e-05 8.02931e-04
4.97487e+00 6.07692e+00 1.78698e-05 8.53366e-04
4.99246e+00 6.07692e+00 1.92009e-05 8.92328e-04
5.01005e+00 6.07692e+00 2.04361e-05 9.24812e-04
5.02763e+00 6.07692e+00 2.16349e-05 9.54146e-04
5.04522e+00 6.07692e+00 2.28225e-05 9.81951e-04
5.06281e+00 6.07692e+00 2.40381e-05 1.01035e-03
5.08040e+00 6.07692e+00 2.53413e-05 1.04217e-03
5.09799e+00 6.07692e+00 2.68211e-05 1.08108e-03
5.11557e+00 6.07692e+00 2.86136e-05 1.13211e-03
5.13316e+00 6.07692e+00 3.08887e-05 1.20109e-03
5.15075e+00 6.07692e+00 3.39113e-05 1.29667e-03
5.16834e+00 6.07692e+00 3.80609e-05 1.43061e-03
5.18592e+00 6.07692e+00 4.38735e-05 1.61864e-03
5.20351e+00 6.07692e+00 5.20875e-05 1.88100e-03
5.22110e+00 6.07692e+00 6.36600e-05 2.24250e-03
5.23869e+00 6.07692e+00 7.98964e-05 2.73632e-03
5.25628e+00 6.07692e+00 1.02503e-04 3.40462e-03
5.27386e+00 6.07692e+00 1.33666e-04 4.29997e-03
5.29145e+00 6.07692e+00 1.76121e-04 5.48672e-03
5.30904e+00 6.07692e+00 2.33195e-04 7.04191e-03
5.32663e+00 6.07692e+00 3.08744e-04 9.04901e-03
5.34422e+00 6.07692e+00 4.07041e-04 1.15861e-02
5.36180e+00 6.07692e+00 5.32424e-04 1.47112e-02
5.37939e+00 6.07692e+00 6.88652e-04 1.84369e-02
5.39698e+00 6.07692e+00 8.77812e-04 2.26980e-02
5.41457e+00 6.07692e+00 1.10009e-03 2.73535e-02
5.43216e+00 6.07692e+00 1.36053e-03 3.24220e-02
5.44974e+00 6.07692e+00 1.66925e-03 3.80702e-02
5.46733e+00 6.07692e+00 2.03896e-03 4.45253e-02
5.48492e+00 6.07692e+00 2.48383e-03 5.20399e-02
5.50251e+00 6.07692e+00 3.01750e-03 6.08310e-02
5.52010e+00 6.07692e+00 3.65433e-03 7.11022e-02
5.53768e+00 6.07692e+00 4.41702e-03 8.31949e-02
5.55527e+00 6.07692e+00 5.33085e-03 9.73921e-02
5.57286e+00 6.07692e+00 6.42162e-03 1.13847e-01
5.59045e+00 6.07692e+00 7.71494e-03 1.32560e-01
5.60804e+00 6.07692e+00 9.23571e-03 1.53350e-01
5.62562e+00 6.07692e+00 1.10092e-02 1.75942e-01
5.64321e+00 6.07692e+00 1.30674e-02 2.00085e-01
5.66080e+00 6.07692e+00 1.54478e-02 2.25478e-01
5.67839e+00 6.07692e+00 1.81954e-02 2.51764e-01
5.69598e+00 6.07692e+00 2.13624e-02 2.78505e-01
5.71356e+00 6.07692e+00 2.50119e-02 3.05219e-01
5.73115e+00 6.07692e+00 2.92435e-02 3.31736e-01
5.74874e+00 6.07692e+00 3.41948e-02 3.58132e-01
5.76633e+00 6.07692e+00 4.00307e-02 3.84576e-01
5.78391e+00 6.07692e+00 4.69376e-02 4.11306e-01
5.80150e+00 6.07692e+00 5.50987e-02 4.38578e-01
5.81909e+00 6.07692e+00 6.46782e-02 4.66583e-01
5.83668e+00 6.07692e+00 7.59218e-02 4.95469e-01
5.85427e+00 6.07692e+00 8.91353e-02 5.25385e-01
5.87185e+00 6.07692e+00 1.04661e-01 5.56465e-01
5.88944e+00 6.07692e+00 1.22843e-01 5.88773e-01
5.90703e+00 6.07692e+00 1.43957e-01 6.22219e-01
5.92462e+00 6.07692e+00 1.68212e-01 6.56700e-01
5.94221e+00 6.07692e+00 1.95820e-01 6.92249e-01
5.95979e+00 6.07692e+00 2.26873e-01 7.28746e-01
5.97738e+00 6.07692e+00 2.61247e-01 7.65863e-01
5.99497e+00 6.07692e+00 2.98488e-01 8.03037e-01
6.01256e+00 6.07692e+00 3.37770e-01 8.39781e-01
6.03015e+00 6.07692e+00 3.78702e-01 8.78340e-01
6.04773e+00 6.07692e+00 4.21196e-01 9.21997e-01
6.06532e+00 6.07692e+00 4.65100e-01 9.73226e-01
6.08291e+00 6.07692e+00 5.10082e-01 1.03362e+00
6.10050e+00 6.07692e+00 5.55548e-01 1.10393e+00
6.11809e+00 6.07692e+00 6.00716e-01 1.18449e+00
6.13567e+00 6.07692e+00 6.45397e-01 1.27661e+00
6.15326e+00 6.07692e+00 6.89414e-01 1.38117e+00
6.17085e+00 6.07692e+00 7.32339e-01 1.49827e+00
6.18844e+00 6.07692e+00 7.73449e-01 1.62731e+00
6.20602e+00 6.07692e+00 8.11813e-01 1.76720e+00
6.22361e+00 6.07692e+00 8.48629e-01 1.91915e+00
6.24120e+00 6.07692e+00 8.88661e-01 2.08892e+00
6.25879e+00 6.07692e+00 9.37168e-01 2.28408e+00
6.27638e+00 6.07692e+00 9.99343e-01 2.51337e+00
6.29397e+00 6.07692e+00 1.07967e+00 2.78491e+00
6.31155e+00 6.07692e+00 1.18075e+00 3.10272e+00
6.32914e+00 6.07692e+00 1.30448e+00 3.46950e+00
6.34673e+00 6.07692e+00 1.45271e+00 3.88774e+00
6.36432e+00 6.07692e+00 1.62653e+00 4.35728e+00
6.38190e+00 6.07692e+00 1.82640e+00 4.87614e+00
6.39949e+00 6.07692e+00 2.05222e+00 5.44109e+00
6.41708e+00 6.07692e+00 2.30325e+00 6.04883e+00
6.43467e+00 6.07692e+00 2.57862e+00 6.69822e+00
6.45226e+00 6.07692e+00 2.87802e+00 7.38985e+00
6.46984e+00 6.07692e+00 3.20134e+00 8.12455e+00
6.48743e+00 6.07692e+00 3.54943e+00 8.90487e+00
6.50502e+00 6.07692e+00 3.92431e+00 9.73554e+00
6.52261e+00 6.07692e+00 4.32805e+00 1.06212e+01
6.54020e+00 6.07692e+00 4.76120e+00 1.15635e+01
6.55778e+00 6.07692e+00 5.22351e+00 1.25620e+01
6.57537e+00 6.07692e+00 5.71383e+00 1.36141e+01
6.59296e+00 6.07692e+00 6.22974e+00 1.47143e+01
6.61055e+00 6.07692e+00 6.76752e+00 1.58539e+01
6.62814e+00 6.07692e+00 7.32402e+00 1.70256e+01
6.64572e+00 6.07692e+00 7.89733e+00 1.82238e+01
6.66331e+00 6.07692e+00 8.48497e+00 1.94410e+01
6.68090e+00 6.07692e+00 9.08366e+00 2.06676e+01
6.69849e+00 6.07692e+00 9.68896e+00 2.18907e+01
6.71608e+00 6.07692e+00 1.02951e+01 2.30939e+01
6.73366e+00 6.07692e+00 1.08944e+01 2.42561e+01
6.75125e+00 6.07692e+00 1.14776e+01 2.53519e+01
6.76884e+00 6.07692e+00 1.20323e+01 2.63494e+01
6.78643e+00 6.07692e+00 1.25423e+01 2.72082e+01
6.80401e+00 6.07692e+00 1.29864e+01 2.78792e+01
6.82160e+00 6.07692e+00 1.33525e+01 2.83365e+01
6.83919e+00 6.07692e+00 1.36568e+01 2.86184e+01
6.85678e+00 6.07692e+00 1.39138e+01 2.87607e+01
6.87437e+00 6.07692e+00 1.41290e+01 2.87808e+01
6.89195e+00 6.07692e+00 1.42946e+01 2.86704e+01
6.90954e+00 6.07692e+00 1.43880e+01 2.83943e+01
6.92713e+00 6.07692e+00 1.44082e+01 2.79641e+01
6.94472e+00 6.07692e+00 1.43761e+01 2.74349e+01
6.96231e+00 6.07692e+00 1.43024e+01 2.68384e+01
6.97989e+00 6.07692e+00 1.41857e+01 2.61808e+01
6.99748e+00 6.07692e+00 1.40117e+01 2.54437e+01
7.01507e+00 6.07692e+00 1.37601e+01 2.45975e+01
7.03266e+00 6.07692e+00 1.34392e+01 2.36640e+01
7.05025e+00 6.07692e+00 1.30640e+01 2.26739e+01
7.06783e+00 6.07692e+00 1.26414e+01 2.16412e+01
7.08542e+00 6.07692e+00 1.21706e+01 2.05660e+01
7.10301e+00 6.07692e+00 1.16438e+01 1.94359e+01
7.12060e+00 6.07692e+00 1.10622e+01 1.82544e+01
7.13819e+00 6.07692e+00 1.04543e+01 1.70695e+01
7.15577e+00 6.07692e+00 9.84317e+00 1.59175e+01
7.17336e+00 6.07692e+00 9.24347e+00 1.48185e+01
7.19095e+00 6.07692e+00 8.66362e+00 1.37819e+01
7.20854e+00 6.07692e+00 8.10806e+00 1.28104e+01
7.22613e+00 6.07692e+00 7.58413e+00 1.19115e+01
7.24371e+00 6.07692e+00 7.10031e+00 1.10949e+01
7.26130e+00 6.07692e+00 6.66021e+00 1.03624e+01
7.27889e+00 6.07692e+00 6.26397e+00 9.71101e+00
7.29648e+00 6.07692e+00 5.90965e+00 9.13472e+00
7.31407e+00 6.07692e+00 5.59395e+00 8.62606e+00
7.33165e+00 6.07692e+00 5.31185e+00 8.17541e+00
7.34924e+00 6.07692e+00 5.05845e+00 7.77359e+00
7.36683e+00 6.07692e+00 4.82998e+00 7.41367e+00
7.38442e+00 6.07692e+00 4.62347e+00 7.09019e+00
7.40200e+00 6.07692e+00 4.43651e+00 6.79873e+00
7.41959e+00 6.07692e+00 4.26710e+00 6.53576e+00
7.43718e+00 6.07692e+00 4.11322e+00 6.29771e+00
7.45477e+00 6.07692e+00 3.97306e+00 6.08149e+00
7.47236e+00 6.07692e+00 3.84503e+00 5.88440e+00
7.48994e+00 6.07692e+00 3.72769e+00 5.70407e+00
7.50753e+00 6.07692e+00 3.59785e+00 5.45794e+00
7.52512e+00 6.07692e+00 3.49909e+00 5.30860e+00
7.54271e+00 6.07692e+00 3.40711e+00 5.16965e+00
7.56030e+00 6.07692e+00 3.32081e+00 5.03944e+00
7.57788e+00 6.07692e+00 3.23932e+00 4.91663e+00
7.59547e+00 6.07692e+00 3.16186e+00 4.80004e+00
7.61306e+00 6.07692e+00 3.08774e+00 4.68857e+00
7.63065e+00 6.07692e+00 3.01692e+00 4.58221e+00
7.64824e+00 6.07692e+00 2.94917e+00 4.48052e+00
7.66582e+00 6.07692e+00 2.88436e+00 4.38331e+00
7.68341e+00 6.07692e+00 2.82238e+00 4.29034e+00
7.70100e+00 6.07692e+00 2.76308e+00 4.20137e+00
7.71859e+00 6.07692e+00 2.70632e+00 4.11621e+00
7.73618e+00 6.07692e+00 2.65204e+00 4.03475e+00
7.75376e+00 6.07692e+00 2.60017e+00 3.95688e+00
7.77135e+00 6.07692e+00 2.55058e+00 3.88240e+00
7.78894e+00 6.07692e+00 2.50312e+00 3.81109e+00
7.80653e+00 6.07692e+00 2.45758e+00 3.74262e+00
7.82412e+00 6.07692e+00 2.41400e+00 3.67708e+00
7.84170e+00 6.07692e+00 2.37219e+00 3.61417e+00
7.85929e+00 6.07692e+00 2.33205e+00 3.55375e+00
7.87688e+00 6.07692e+00 2.29347e+00 3.49567e+00
7.89447e+00 6.07692e+00 2.25634e+00 3.43975e+00
7.91206e+00 6.07692e+00 2.22055e+00 3.38585e+00
7.92964e+00 6.07692e+00 2.18614e+00 3.33401e+00
7.94723e+00 6.07692e+00 2.15317e+00 3.28431e+00
7.96482e+00 6.07692e+00 2.12164e+00 3.23675e+00
7.98241e+00 6.07692e+00 2.09154e+00 3.19130e+00
8.00000e+00 6.07692e+00 2.06281e+00 3.14787e+00
4.50000e+00 6.61538e+00 1.39641e-11 2.08389e-09
4.51758e+00 6.61538e+00 3.31475e-11 4.61498e-09
4.53517e+00 6.61538e+00 7.69815e-11 1.00342e-08
4.55276e+00 6.61538e+00 1.75133e-10 2.14384e-08
4.57035e+00 6.61538e+00 3.89793e-10 4.49363e-08
4.58793e+00 6.61538e+00 8.47373e-10 9.22371e-08
4.60552e+00 6.61538e+00 1.79960e-09 1.85397e-07
4.62311e+00 6.61538e+00 3.72602e-09 3.64206e-07
4.64070e+00 6.61538e+00 7.51631e-09 6.98689e-07
4.65829e+00 6.61538e+00 1.47719e-08 1.30876e-06
4.67587e+00 6.61538e+00 2.83177e-08 2.39632e-06
4.69346e+00 6.61538e+00 5.30520e-08 4.29660e-06
4.71105e+00 6.61538e+00 9.73659e-08 7.56074e-06
4.72864e+00 6.61538e+00 1.74885e-07 1.30448e-05
4.74623e+00 6.61538e+00 3.06591e-07 2.20031e-05
4.76381e+00 6.61538e+00 5.23183e-07 3.61805e-05
4.78140e+00 6.61538e+00 8.66728e-07 5.78366e-05
4.79899e+00 6.61538e+00 1.39044e-06 8.96436e-05
4.81658e+00 6.61538e+00 2.15480e-06 1.34364e-04
4.83417e+00 6.61538e+00 3.21761e-06 1.94260e-04
4.85175e+00 6.61538e+00 4.61854e-06 2.70220e-04
4.86934e+00 6.61538e+00 6.35750e-06 3.60746e-04
4.88693e+00 6.61538e+00 8.37293e-06 4.61093e-04
4.90452e+00 6.61538e+00 1.05269e-05 5.62932e-04
4.92211e+00 6.61538e+00 1.26455e-05 6.56961e-04
4.93969e+00 6.61538e+00 1.46100e-05 7.37716e-04
4.95728e+00 6.61538e+00 1.63546e-05 8.02935e-04
4.97487e+00 6.61538e+00 1.78699e-05 8.53374e-04
4.99246e+00 6.61538e+00 1.92010e-05 8.92344e-04
5.01005e+00 6.61538e+00 2.04364e-05 9.24845e-04
5.02763e+00 6.61538e+00 2.16355e-05 9.54213e-04
5.04522e+00 6.61538e+00 2.28239e-05 9.82087e-04
5.06281e+00 6.61538e+00 2.40409e-05 1.01062e-03
5.08040e+00 6.61538e+00 2.53466e-05 1.04270e-03
5.09799e+00 6.61538e+00 2.68308e-05 1.08209e-03
5.11557e+00 6.61538e+00 2.86308e-05 1.13398e-03
5.13316e+00 6.61538e+00 3.09180e-05 1.20442e-03
5.15075e+00 6.61538e+00 3.39594e-05 1.30243e-03
5.16834e+00 6.61538e+00 3.81372e-05 1.44028e-03
5.18592e+00 6.61538e+00 4.39900e-05 1.63440e-03
5.20351e+00 6.61538e+00 5.22593e-05 1.90587e-03
5.22110e+00 6.61538e+00 6.39042e-05 2.28056e-03
5.23869e+00 6.61538e+00 8.02314e-05 2.79289e-03
5.25628e+00 6.61538e+00 1.02947e-04 3.48639e-03
5.27386e+00 6.61538e+00 1.34234e-04 4.41495e-03
5.29145e+00 6.61538e+00 1.76820e-04 5.64403e-03
5.30904e+00 6.61538e+00 2.34022e-04 7.25112e-03
5.32663e+00 6.61538e+00 3.09680e-04 9.31889e-03
5.34422e+00 6.61538e+00 4.08051e-04 1.19226e-02
5.36180e+00 6.61538e+00 5.33459e-04 1.51146e-02
5.37939e+00 6.61538e+00 6.89655e-04 1.88995e-02
5.39698e+00 6.61538e+00 8.78731e-04 2.32018e-02
5.41457e+00 6.61538e+00 1.10089e-03 2.78704e-02
5.43216e+00 6.61538e+00 1.36118e-03 3.29219e-02
5.44974e+00 6.61538e+00 1.66971e-03 3.85258e-02
5.46733e+00 6.61538e+00 2.03910e-03 4.49138e-02
5.48492e+00 6.61538e+00 2.48343e-03 5.23425e-02
5.50251e+00 6.61538e+00 3.01615e-03 6.10324e-02
5.52010e+00 6.61538e+00 3.65145e-03 7.11888e-02
5.53768e+00 6.61538e+00 4.41180e-03 8.31539e-02
5.55527e+00 6.61538e+00 5.32228e-03 9.72081e-02
5.57286e+00 6.61538e+00 6.40847e-03 1.13500e-01
5.59045e+00 6.61538e+00 7.69585e-03 1.32025e-01
5.60804e+00 6.61538e+00 9.20919e-03 1.52598e-01
5.62562e+00 6.61538e+00 1.09737e-02 1.74941e-01
5.64321e+00 6.61538e+00 1.30213e-02 1.98800e-01
5.66080e+00 6.61538e+00 1.53896e-02 2.23877e-01
5.67839e+00 6.61538e+00 1.81235e-02 2.49814e-01
5.69598e+00 6.61538e+00 2.12753e-02 2.76180e-01
5.71356e+00 6.61538e+00 2.49084e-02 3.02502e-01
5.73115e+00 6.61538e+00 2.91225e-02 3.28614e-01
5.74874e+00 6.61538e+00 3.40555e-02 3.54600e-01
5.76633e+00 6.61538e+00 3.98722e-02 3.80635e-01
5.78391e+00 6.61538e+00 4.67595e-02 4.06964e-01
5.80150e+00 6.61538e+00 5.49008e-02 4.33851e-01
5.81909e+00 6.61538e+00 6.44609e-02 4.61498e-01
5.83668e+00 6.61538e+00 7.56863e-02 4.90060e-01
5.85427e+00 6.61538e+00 8.88833e-02 5.19703e-01
5.87185e+00 6.61538e+00 1.04395e-01 5.50575e-01
5.88944e+00 6.61538e+00 1.22567e-01 5.82754e-01
5.90703e+00 6.61538e+00 1.43676e-01 6.16164e-01
5.92462e+00 6.61538e+00 1.67931e-01 6.50717e-01
5.94221e+00 6.61538e+00 1.95545e-01 6.86449e-01
5.95979e+00 6.61538e+00 2.26609e-01 7.23243e-01
5.97738e+00 6.61538e+00 2.61001e-01 7.60769e-01
5.99497e+00 6.61538e+00 2.98264e-01 7.98451e-01
6.01256e+00 6.61538e+00 3.37574e-01 8.35780e-01
6.03015e+00 6.61538e+00 3.78535e-01 8.74956e-01
6.04773e+00 6.61538e+00 4.21058e-01 9.19213e-01
6.06532e+00 6.61538e+00 4.64989e-01 9.70996e-01
6.08291e+00 6.61538e+00 5.09997e-01 1.03187e+00
6.10050e+00 6.61538e+00 5.55486e-01 1.10260e+00
6.11809e+00 6.61538e+00 6.00674e-01 1.18350e+00
6.13567e+00 6.61538e+00 6.45371e-01 1.27589e+00
6.15326e+00 6.61538e+00 6.89402e-01 1.38066e+00
6.17085e+00 6.61538e+00 7.32337e-01 1.49791e+00
6.18844e+00 6.61538e+00 7.73455e-01 1.62707e+00
6.20602e+00 6.61538e+00 8.11823e-01 1.76703e+00
6.22361e+00 6.61538e+00 8.48642e-01 1.91904e+00
6.24120e+00 6.61538e+00 8.88674e-01 2.08884e+00
6.25879e+00 6.61538e+00 9.37181e-01 2.28403e+00
6.27638e+00 6.61538e+00 9.99354e-01 2.51333e+00
6.29397e+00 6.61538e+00 1.07967e+00 2.78488e+00
6.31155e+00 6.61538e+00 1.18076e+00 3.10270e+00
6.32914e+00 6.61538e+00 1.30449e+00 3.46949e+00
6.34673e+00 6.61538e+00 1.45272e+00 3.88773e+00
6.36432e+00 6.61538e+00 1.62653e+00 4.35727e+00
6.38190e+00 6.61538e+00 1.82640e+00 4.87613e+00
6.39949e+00 6.61538e+00 2.05222e+00 5.44108e+00
6.41708e+00 6.61538e+00 2.30325e+00 6.04882e+00
6.43467e+00 6.61538e+00 2.57862e+00 6.69822e+00
6.45226e+00 6.61538e+00 2.87802e+00 7.38985e+00
6.46984e+00 6.61538e+00 3.20134e+00 8.12455e+00
6.48743e+00 6.61538e+00 3.54943e+00 8.90487e+00
6.50502e+00 6.61538e+00 3.92431e+00 9.73554e+00
6.52261e+00 6.61538e+00 4.32805e+00 1.06212e+01
6.54020e+00 6.61538e+00 4.76120e+00 1.15635e+01
6.55778e+00 6.61538e+00 5.22351e+00 1.25620e+01
6.57537e+00 6.61538e+00 5.71383e+00 1.36141e+01
6.59296e+00 6.61538e+00 6.22974e+00 1.47143e+01
6.61055e+00 6.61538e+00 6.76752e+00 1.58539e+01
6.62814e+00 6.61538e+00 7.32402e+00 1.70256e+01
6.64572e+00 6.61538e+00 7.89732e+00 1.82238e+01
6.66331e+00 6.61538e+00 8.48497e+00 1.94410e+01
6.68090e+00 6.61538e+00 9.08365e+00 2.06676e+01
6.69849e+00 6.61538e+00 9.68894e+00 2.18907e+01
6.71608e+00 6.61538e+00 1.02950e+01 2.30939e+01
6.73366e+00 6.61538e+00 1.08943e+01 2.42560e+01
6.75125e+00 6.61538e+00 1.14775e+01 2.53518e+01
6.76884e+00 6.61538e+00 1.20323e+01 2.63493e+01
6.78643e+00 6.61538e+00 1.25422e+01 2.72081e+01
6.80401e+00 6.61538e+00 1.29863e+01 2.78791e+01
6.82160e+00 6.61538e+00 1.33524e+01 2.83364e+01
6.83919e+00 6.61538e+00 1.36567e+01 2.86182e+01
6.85678e+00 6.61538e+00 1.39137e+01 2.87605e+01
6.87437e+00 6.61538e+00 1.41289e+01 2.87806e+01
6.89195e+00 6.61538e+00 1.42944e+01 2.86701e+01
6.90954e+00 6.61538e+00 1.43879e+01 2.83940e+01
6.92713e+00 6.61538e+00 1.44081e+01 2.79638e+01
6.94472e+00 6.61538e+00 1.43760e+01 2.74345e+01
6.96231e+00 6.61538e+00 1.43023e+01 2.68381e+01
6.97989e+00 6.61538e+00 1.41855e+01 2.61805e+01
6.99748e+00 6.61538e+00 1.40115e+01 2.54434e+01
7.01507e+00 6.61538e+00 1.37600e+01 2.45973e+01
7.03266e+00 6.61538e+00 1.34391e+01 2.36638e+01
7.05025e+00 6.61538e+00 1.30639e+01 2.26737e+01
7.06783e+00 6.61538e+00 1.26413e+01 2.16411e+01
7.08542e+00 6.61538e+00 1.21705e+01 2.05659e+01
7.10301e+00 6.61538e+00 1.16438e+01 1.94359e+01
7.12060e+00 6.61538e+00 1.10622e+01 1.82543e+01
7.13819e+00 6.61538e+00 1.04542e+01 1.70695e+01
7.15577e+00 6.61538e+00 9.84315e+00 1.59174e+01
7.17336e+00 6.61538e+00 9.24346e+00 1.48185e+01
7.19095e+00 6.61538e+00 8.66361e+00 1.37819e+01
7.20854e+00 6.61538e+00 8.10806e+00 1.28104e+01
7.22613e+00 6.61538e+00 7.58412e+00 1.19115e+01
7.24371e+00 6.61538e+00 7.10031e+00 1.10949e+01
7.26130e+00 6.61538e+00 6.66021e+00 1.03624e+01
7.27889e+00 6.61538e+00 6.26397e+00 9.71100e+00
7.29648e+00 6.61538e+00 5.90965e+00 9.13472e+00
7.31407e+00 6.61538e+00 5.59395e+00 8.62606e+00
7.33165e+00 6.61538e+00 5.31185e+00 8.17541e+00
7.34924e+00 6.61538e+00 5.05845e+00 7.77359e+00
7.36683e+00 6.61538e+00 4.82998e+00 7.41367e+00
7.38442e+00 6.61538e+00 4.62347e+00 7.09019e+00
7.40200e+00 6.61538e+00 4.43651e+00 6.79873e+00
7.41959e+00 6.61538e+00 4.26710e+00 6.53576e+00
7.43718e+00 6.61538e+00 4.11322e+00 6.29771e+00
7.45477e+00 6.61538e+00 3.97306e+00 6.08149e+00
7.47236e+00 6.61538e+00 3.84503e+00 5.88440e+00
7.48994e+00 6.61538e+00 3.72769e+00 5.70407e+00
7.50753e+00 6.61538e+00 3.59785e+00 5.45794e+00
7.52512e+00 6.61538e+00 3.49909e+00 5.30860e+00
7.54271e+00 6.61538e+00 3.40711e+00 5.16965e+00
7.56030e+00 6.61538e+00 3.32081e+00 5.03944e+00
7.57788e+00 6.61538e+00 3.23932e+00 4.91663e+00
7.59547e+00 6.61538e+00 3.16186e+00 4.80004e+00
7.61306e+00 6.61538e+00 3.08774e+00 4.68857e+00
7.63065e+00 6.61538e+00 3.01692e+00 4.58221e+00
7.64824e+00 6.61538e+00 2.94917e+00 4.48052e+00
7.66582e+00 6.61538e+00 2.88436e+00 4.38331e+00
7.68341e+00 6.61538e+00 2.82238e+00 4.29034e+00
7.70100e+00 6.61538e+00 2.76308e+00 4.20137e+00
7.71859e+00 6.61538e+00 2.70632e+00 4.11621e+00
7.73618e+00 6.61538e+00 2.65204e+00 4.03475e+00
7.75376e+00 6.61538e+00 2.60017e+00 3.95688e+00
7.77135e+00 6.61538e+00 2.55058e+00 3.88240e+00
7.78894e+00 6.61538e+00 2.50312e+00 3.81109e+00
7.80653e+00 6.61538e+00 2.45758e+00 3.74262e+00
7.82412e+00 6.61538e+00 2.41400e+00 3.67708e+00
7.84170e+00 6.61538e+00 2.37219e+00 3.61417e+00
7.85929e+00 6.61538e+00 2.33205e+00 3.55375e+00
7.87688e+00 6.61538e+00 2.29347e+00 3.49567e+00
7.89447e+00 6.61538e+00 2.25634e+00 3.43975e+00
7.91206e+00 6.61538e+00 2.22055e+00 3.38585e+00
7.92964e+00 6.61538e+00 2.18614e+00 3.33401e+00
7.94723e+00 6.61538e+00 2.15317e+00 3.28431e+00
7.96482e+00 6.61538e+00 2.12164e+00 3.23675e+00
7.98241e+00 6.61538e+00 2.09154e+00 3.19130e+00
8.00000e+00 6.61538e+00 2.06281e+00 3.14787e+00
4.50000e+00 7.15384e+00 1.39641e-11 2.08389e-09
4.51758e+00 7.15384e+00 3.31475e-11 4.61498e-09
4.53517e+00 7.15384e+00 7.69815e-11 1.00342e-08
4.55276e+00 7.15384e+00 1.75133e-10 2.14384e-08
4.57035e+00 7.15384e+00 3.89793e-10 4.49363e-08
4.58793e+00 7.15384e+00 8.47373e-10 9.22371e-08
4.60552e+00 7.15384e+00 1.79960e-09 1.85397e-07
4.62311e+00 7.15384e+00 3.72602e-09 3.64206e-07
4.64070e+00 7.15384e+00 7.51631e-09 6.98689e-07
4.65829e+00 7.15384e+00 1.47719e-08 1.30876e-06
4.67587e+00 7.15384e+00 2.83177e-08 2.39632e-06
4.69346e+00 7.15384e+00 5.30520e-08 4.29660e-06
4.71105e+00 7.15384e+00 9.73659e-08 7.56074e-06
4.72864e+00 7.15384e+00 1.74885e-07 1.30448e-05
4.74623e+00 7.15384e+00 3.06591e-07 2.20031e-05
4.76381e+00 7.15384e+00 5.23183e-07 3.61805e-05
4.78140e+00 7.15384e+00 8.66728e-07 5.78366e-05
4.79899e+00 7.15384e+00 1.39044e-06 8.96436e-05
4.81658e+00 7.15384e+00 2.15480e-06 1.34365e-04
4.83417e+00 7.15384e+00 3.21761e-06 1.94260e-04
4.85175e+00 7.15384e+00 4.61854e-06 2.70220e-04
4.86934e+00 7.15384e+00 6.35750e-06 3.60747e-04
4.88693e+00 7.15384e+00 8.37293e-06 4.61093e-04
4.90452e+00 7.15384e+00 1.05269e-05 5.62933e-04
4.92211e+00 7.15384e+00 1.26455e-05 6.56963e-04
4.93969e+00 7.15384e+00 1.46100e-05 7.37718e-04
4.95728e+00 7.15384e+00 1.63546e-05 8.02939e-04
4.97487e+00 7.15384e+00 1.78699e-05 8.53381e-04
4.99246e+00 7.15384e+00 1.92011e-05 8.92357e-04
5.01005e+00 7.15384e+00 2.04366e-05 9.24869e-04
5.02763e+00 7.15384e+00 2.16359e-05 9.54258e-04
5.04522e+00 7.15384e+00 2.28247e-05 9.82174e-04
5.06281e+00 7.15384e+00 2.40425e-05 1.01079e-03
5.08040e+00 7.15384e+00 2.53498e-05 1.04301e-03
5.09799e+00 7.15384e+00 2.68369e-05 1.08267e-03
5.11557e+00 7.15384e+00 2.86419e-05 1.13503e-03
5.13316e+00 7.15384e+00 3.09373e-05 1.20629e-03
5.15075e+00 7.15384e+00 3.39920e-05 1.30565e-03
5.16834e+00 7.15384e+00 3.81904e-05 1.44569e-03
5.18592e+00 7.15384e+00 4.40745e-05 1.64323e-03
5.20351e+00 7.15384e+00 5.23894e-05 1.91988e-03
5.22110e+00 7.15384e+00 6.40989e-05 2.30217e-03
5.23869e+00 7.15384e+00 8.05151e-05 2.82528e-03
5.25628e+00 7.15384e+00 1.03350e-04 3.53366e-03
5.27386e+00 7.15384e+00 1.34793e-04 4.48214e-03
5.29145e+00 7.15384e+00 1.77577e-04 5.73702e-03
5.30904e+00 7.15384e+00 2.35024e-04 7.37630e-03
5.32663e+00 7.15384e+00 3.10976e-04 9.48250e-03
5.34422e+00 7.15384e+00 4.09694e-04 1.21295e-02
5.36180e+00 7.15384e+00 5.35503e-04 1.53668e-02
5.37939e+00 7.15384e+00 6.92156e-04 1.91946e-02
5.39698e+00 7.15384e+00 8.81746e-04 2.35311e-02
5.41457e+00 7.15384e+00 1.10447e-03 2.82193e-02
5.43216e+00 7.15384e+00 1.36537e-03 3.32736e-02
5.44974e+00 7.15384e+00 1.67451e-03 3.88645e-02
5.46733e+00 7.15384e+00 2.04446e-03 4.52257e-02
5.48492e+00 7.15384e+00 2.48920e-03 5.26158e-02
5.50251e+00 7.15384e+00 3.02208e-03 6.12567e-02
