EUVI-B filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 3
200 14
0.0
l10T l10ne 171 195 284
4.50000e+00 5.00000e+00 6.41695e-08 7.53670e-07 7.58820e-05
4.51758e+00 5.00000e+00 1.42894e-07 1.58227e-06 1.11070e-04
4.53517e+00 5.00000e+00 3.15788e-07 3.27315e-06 1.57623e-04
4.55276e+00 5.00000e+00 6.92432e-07 6.67766e-06 2.18886e-04
4.57035e+00 5.00000e+00 1.50121e-06 1.34120e-05 3.00017e-04
4.58793e+00 5.00000e+00 3.20499e-06 2.64625e-05 4.09026e-04
4.60552e+00 5.00000e+00 6.72438e-06 5.12577e-05 5.58218e-04
4.62311e+00 5.00000e+00 1.38123e-05 9.72504e-05 7.65060e-04
4.64070e+00 5.00000e+00 2.77211e-05 1.80479e-04 1.05226e-03
4.65829e+00 5.00000e+00 5.43063e-05 3.27451e-04 1.45039e-03
4.67587e+00 5.00000e+00 1.03898e-04 5.81281e-04 2.00044e-03
4.69346e+00 5.00000e+00 1.94404e-04 1.01120e-03 2.75678e-03
4.71105e+00 5.00000e+00 3.56473e-04 1.72737e-03 3.79062e-03
4.72864e+00 5.00000e+00 6.39800e-04 2.89480e-03 5.18466e-03
4.74623e+00 5.00000e+00 1.12070e-03 4.74528e-03 7.02475e-03
4.76381e+00 5.00000e+00 1.91041e-03 7.58725e-03 9.39063e-03
4.78140e+00 5.00000e+00 3.16048e-03 1.17999e-02 1.23361e-02
4.79899e+00 5.00000e+00 5.06099e-03 1.78028e-02 1.58620e-02
4.81658e+00 5.00000e+00 7.82451e-03 2.59883e-02 1.98937e-02
4.83417e+00 5.00000e+00 1.16498e-02 3.66150e-02 2.43133e-02
4.85175e+00 5.00000e+00 1.66631e-02 4.96658e-02 2.89570e-02
4.86934e+00 5.00000e+00 2.28404e-02 6.46996e-02 3.36158e-02
4.88693e+00 5.00000e+00 2.99324e-02 8.07506e-02 3.80675e-02
4.90452e+00 5.00000e+00 3.74166e-02 9.63313e-02 4.21281e-02
4.92211e+00 5.00000e+00 4.46496e-02 1.09926e-01 4.58550e-02
