EUVI-A filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 3
200 14
0.0
l10T l10ne 171 195 284
4.50000e+00 5.00000e+00 8.18700e-08 9.22320e-07 8.82866e-05
4.51758e+00 5.00000e+00 1.86890e-07 1.93469e-06 1.29600e-04
4.53517e+00 5.00000e+00 4.20775e-07 3.99573e-06 1.84585e-04
4.55276e+00 5.00000e+00 9.34369e-07 8.13325e-06 2.57437e-04
4.57035e+00 5.00000e+00 2.04115e-06 1.62905e-05 3.54599e-04
4.58793e+00 5.00000e+00 4.37419e-06 3.20437e-05 4.86028e-04
4.60552e+00 5.00000e+00 9.18800e-06 6.18713e-05 6.66967e-04
4.62311e+00 5.00000e+00 1.88626e-05 1.17016e-04 9.19077e-04
4.64070e+00 5.00000e+00 3.77980e-05 2.16492e-04 1.27059e-03
4.65829e+00 5.00000e+00 7.38886e-05 3.91619e-04 1.75949e-03
4.67587e+00 5.00000e+00 1.41016e-04 6.93202e-04 2.43665e-03
4.69346e+00 5.00000e+00 2.63170e-04 1.20259e-03 3.36948e-03
4.71105e+00 5.00000e+00 4.81296e-04 2.04889e-03 4.64605e-03
4.72864e+00 5.00000e+00 8.61577e-04 3.42493e-03 6.36852e-03
4.74623e+00 5.00000e+00 1.50532e-03 5.60069e-03 8.64240e-03
4.76381e+00 5.00000e+00 2.55970e-03 8.93424e-03 1.15649e-02
4.78140e+00 5.00000e+00 4.22452e-03 1.38640e-02 1.52000e-02
4.79899e+00 5.00000e+00 6.74938e-03 2.08727e-02 1.95443e-02
4.81658e+00 5.00000e+00 1.04119e-02 3.04077e-02 2.44997e-02
4.83417e+00 5.00000e+00 1.54697e-02 4.27586e-02 2.99130e-02
4.85175e+00 5.00000e+00 2.20824e-02 5.78926e-02 3.55725e-02
4.86934e+00 5.00000e+00 3.02109e-02 7.52857e-02 4.12089e-02
4.88693e+00 5.00000e+00 3.95193e-02 9.38092e-02 4.65345e-02
4.90452e+00 5.00000e+00 4.93152e-02 1.11737e-01 5.13069e-02
4.92211e+00 5.00000e+00 5.87518e-02 1.27322e-01 5.55790e-02
