AIA filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 3
200 14
0.0
l10T l10ne 171 193 211
4.50000e+00 5.00000e+00 5.63512e-06 4.93268e-06 6.46084e-06
4.51758e+00 5.00000e+00 7.75970e-06 7.21615e-06 1.00685e-05
4.53517e+00 5.00000e+00 1.09699e-05 1.10021e-05 1.64045e-05
4.55276e+00 5.00000e+00 1.59738e-05 1.74882e-05 2.77609e-05
4.57035e+00 5.00000e+00 2.38651e-05 2.87589e-05 4.81641e-05
4.58793e+00 5.00000e+00 3.63236e-05 4.84187e-05 8.45499e-05
4.60552e+00 5.00000e+00 5.59624e-05 8.27189e-05 1.48772e-04
4.62311e+00 5.00000e+00 8.67768e-05 1.42190e-04 2.60328e-04
4.64070e+00 5.00000e+00 1.34669e-04 2.44146e-04 4.50438e-04
4.65829e+00 5.00000e+00 2.08456e-04 4.16662e-04 7.68132e-04
4.67587e+00 5.00000e+00 3.21357e-04 7.04828e-04 1.28954e-03
4.69346e+00 5.00000e+00 4.93264e-04 1.18040e-03 2.13181e-03
4.71105e+00 5.00000e+00 7.54266e-04 1.95694e-03 3.47398e-03
4.72864e+00 5.00000e+00 1.14748e-03 3.20377e-03 5.57237e-03
4.74623e+00 5.00000e+00 1.73189e-03 5.15893e-03 8.76881e-03
4.76381e+00 5.00000e+00 2.58538e-03 8.14020e-03 1.34945e-02
4.78140e+00 5.00000e+00 3.80433e-03 1.25404e-02 2.02470e-02
4.79899e+00 5.00000e+00 5.49782e-03 1.87979e-02 2.95310e-02
4.81658e+00 5.00000e+00 7.77445e-03 2.73299e-02 4.17526e-02
4.83417e+00 5.00000e+00 1.07276e-02 3.84304e-02 5.70786e-02
4.85175e+00 5.00000e+00 1.43993e-02 5.21218e-02 7.52586e-02
4.86934e+00 5.00000e+00 1.87324e-02 6.79910e-02 9.54632e-02
4.88693e+00 5.00000e+00 2.35275e-02 8.50694e-02 1.16210e-01
4.90452e+00 5.00000e+00 2.84180e-02 1.01815e-01 1.35447e-01
4.92211e+00 5.00000e+00 3.29920e-02 1.16623e-01 1.51292e-01
