Values at minimum B
    220  6.0000000000E+01 -2  0 22
      20      25
x y z rho ux uy uz bxSM bySM bzSM p rCurve xZ0 yZ0 zZ0 rhoZ0 uxZ0 uyZ0 uzZ0 bxSMZ0 bySMZ0 bzSMZ0 pZ0 rCurveZ0
  1.6324122077E+07  3.6995678788E+07 -1.3730224235E+07  1.2661084045E-20 -5.2683825095E+04  2.1323866051E+04 -3.2554483710E+04  9.4188103084E-09  7.8554224129E-09  9.6659744555E-08  3.1301726272E-10  1.7328176983E+07  1.7682307222E+07  3.6920303854E+07 -1.1904017117E+07  1.2658375188E-20 -4.9314729683E+04  2.4406986274E+04 -3.0251789171E+04  2.7402147831E-09 -6.4089829308E-09  9.8718335081E-08  3.1684960829E-10  1.7667326831E+07
  1.6885091993E+07  3.9082066914E+07 -1.4874187365E+07  1.2301130060E-20 -7.2543394741E+04  2.6683587032E+04 -3.6078457018E+04  9.0590923196E-09  7.5005232669E-09  8.0857517968E-08  3.1396098949E-10  1.7731916059E+07  1.8656922580E+07  3.8955281231E+07 -1.2560144045E+07  1.2294354960E-20 -6.7807799859E+04  3.1302744315E+04 -3.3065097547E+04  2.6042827896E-09 -7.0873426883E-09  8.3395924253E-08  3.1905561074E-10  1.8347527892E+07
  1.7326420227E+07  4.1174785843E+07 -1.6128134372E+07  1.1963080062E-20 -9.4614525767E+04  3.2078965838E+04 -3.9892341046E+04  8.7184260566E-09  7.2814989617E-09  6.7911264742E-08  3.1315536039E-10  1.8025579817E+07  1.9631537939E+07  4.0990258609E+07 -1.3216270973E+07  1.1950458332E-20 -8.8913425161E+04  3.8679732046E+04 -3.5420594865E+04  2.5098634920E-09 -7.6821736378E-09  7.0817668900E-08  3.1913671932E-10  1.9272345810E+07
  1.7610853451E+07  4.3233000398E+07 -1.7530601665E+07  1.1652825998E-20 -1.1863603498E+05  3.7087546513E+04 -4.3961100789E+04  8.3447856501E-09  7.1755238584E-09  5.7247347543E-08  3.1055228674E-10  1.8156127858E+07  2.0606153298E+07  4.3025235987E+07 -1.3872397901E+07  1.1629113511E-20 -1.1256307106E+05  4.6047087122E+04 -3.7160800928E+04  2.4429089151E-09 -8.1492535528E-09  6.0278169117E-08  3.1622726397E-10  2.0447073380E+07
  1.7892992188E+07  4.5281818487E+07 -1.8918037624E+07  1.1369280951E-20 -1.4548522298E+05  4.0931196887E+04 -4.6849565904E+04  7.8048599925E-09  6.6007060492E-09  4.8294388138E-08  3.0000021500E-10  1.8268429676E+07  2.1580768656E+07  4.5060213365E+07 -1.4528524828E+07  1.1336784800E-20 -1.3850571536E+05  5.2404934022E+04 -3.8170716438E+04  2.3948850466E-09 -8.4789608275E-09  5.1306257175E-08  3.0709507263E-10  2.1723137146E+07
  1.8457570226E+07  4.7347652875E+07 -1.9921109657E+07  1.1094940711E-20 -1.7550916892E+05  4.2480858433E+04 -4.5698049649E+04  7.1344628638E-09  4.8910450144E-09  4.0935266240E-08  2.7276087241E-10  1.8701766957E+07  2.2555384015E+07  4.7095190742E+07 -1.5184651756E+07  1.1085280655E-20 -1.6713903965E+05  5.4381121337E+04 -3.6549046996E+04  2.4037396912E-09 -8.3996228453E-09  4.3293863131E-08  2.8161435455E-10  2.3285589515E+07
  1.8625368768E+07  4.9439924781E+07 -2.1284085049E+07  1.0804816686E-20 -2.0739440467E+05  4.1026394956E+04 -4.2333903783E+04  7.0131699221E-09  4.4264009839E-09  3.4231930254E-08  2.3997377889E-10  1.9338708071E+07  2.3529999374E+07  4.9130168120E+07 -1.5840778684E+07  1.0836491374E-20 -1.9627476014E+05  5.5460561223E+04 -3.4623844222E+04  2.4293277460E-09 -8.2876965348E-09  3.6373608615E-08  2.5431039910E-10  2.4680153362E+07
  1.9247939518E+07  5.1729683605E+07 -2.2124365045E+07  1.0500911215E-20 -2.4016409575E+05  4.1406503193E+04 -3.8876854718E+04  6.4932795636E-09  2.5822674393E-09  2.8611411293E-08  2.0687809832E-10  2.0020419512E+07  2.4504614732E+07  5.1165145498E+07 -1.6496905612E+07  1.0589888914E-20 -2.2585749865E+05  5.5571024667E+04 -3.2340889661E+04  2.4707395133E-09 -8.1423429895E-09  3.0333580920E-08  2.2532787597E-10  2.5839449697E+07
  1.9901796747E+07  5.4145198329E+07 -2.2847646968E+07  1.0187079566E-20 -2.7409853166E+05  4.1486802021E+04 -3.4608796337E+04  6.1165895349E-09  8.5735876014E-10  2.3645024284E-08  1.7192627314E-10  2.0751566577E+07  2.5479230091E+07  5.3200122876E+07 -1.7153032539E+07  1.0344945232E-20 -2.5583199496E+05  5.4634708040E+04 -2.9640790721E+04  2.5270652956E-09 -7.9627233028E-09  2.5009454306E-08  1.9481145483E-10  2.6696099526E+07
  2.0076524180E+07  5.6853881110E+07 -2.3806847697E+07  9.8376984295E-21 -3.1138704646E+05  3.9986393948E+04 -2.9110534964E+04  6.1218426947E-09 -1.6384409821E-10  1.8963046039E-08  1.3274711011E-10  2.1401821167E+07  2.6453845450E+07  5.5235100253E+07 -1.7809159467E+07  1.0101132285E-20 -2.8614344566E+05  5.2567172392E+04 -2.6458258250E+04  2.5973953955E-09 -7.7479985681E-09  2.0272676450E-08  1.6290580536E-10  2.7182723859E+07
  5.5963616799E+06  1.7972934110E+07 -3.4749133123E+06  1.6162276905E-20 -1.9761329565E+03  1.8538059707E+04 -1.8250496783E+03 -8.9182593370E-09 -4.4481076477E-08  1.1432188213E-06  2.4317296675E-10  1.2125881536E+07  5.4286488073E+06  1.7980078606E+07 -3.6546547640E+06  1.6164346352E-20 -1.7108311776E+03  1.6804786406E+04 -1.8898011224E+03  6.0611058909E-09 -3.0614367916E-09  1.1451179192E-06  2.4291629464E-10  1.2117007398E+07
  6.1972154913E+06  2.0185799489E+07 -3.9748422082E+06  1.5980448980E-20 -1.5659380127E+03  1.5140188002E+04 -3.3762904333E+03 -1.6319375914E-10 -2.1065692500E-08  8.0578328579E-07  2.6872295864E-10  1.1981263442E+07  6.0953249767E+06  2.0188158435E+07 -4.1034720158E+06  1.5982043258E-20 -1.4267095583E+03  1.4203021773E+04 -3.4411952514E+03  6.2287172955E-09 -3.4582831638E-09  8.0621712631E-07  2.6829569367E-10  1.1945458516E+07
  7.0086205750E+06  2.2394113526E+07 -4.2370314040E+06  1.5681900762E-20 -1.9849438680E+02  7.5874315718E+03 -5.9798063763E+03 -5.2270923570E-09 -3.1803268760E-08  5.8652882196E-07  2.7226697698E-10  1.2539105657E+07  6.7620011460E+06  2.2396238264E+07 -4.5522892675E+06  1.5688927650E-20 -2.5089795068E+01  6.4469933983E+03 -6.1910070420E+03  5.2532110241E-09 -3.5370729607E-09  5.8797569528E-07  2.7088232535E-10  1.2378767347E+07
  7.8269266982E+06  2.4611823262E+07 -4.4782141678E+06  1.5345969810E-20  1.2632165088E+03  9.5766330477E+02 -8.6030958682E+03 -7.1838443567E-09 -3.5412046699E-08  4.3865499913E-07  2.7588754693E-10  1.3184467906E+07  7.4286773153E+06  2.4604318093E+07 -5.0011065192E+06  1.5364597529E-20  1.4750745203E+03 -1.5316314762E+02 -9.0178621289E+03  4.6890725127E-09 -3.6941032292E-09  4.4116309592E-07  2.7350558725E-10  1.2874408412E+07
  8.5871740997E+06  2.6837221990E+07 -4.7898319506E+06  1.5001279289E-20  1.9917301382E+03 -2.1166156741E+03 -1.1508153419E+04 -5.6001137925E-09 -3.1586178226E-08  3.3640173977E-07  2.7849492763E-10  1.3679980295E+07  8.0953534846E+06  2.6812397921E+07 -5.4499237709E+06  1.5028725633E-20  2.3070871919E+03 -3.1526673835E+03 -1.2054103242E+04  4.6806799468E-09 -3.9491827346E-09  3.3913385945E-07  2.7568023096E-10  1.3301722804E+07
  9.2355227884E+06  2.9052371224E+07 -5.2462772308E+06  1.4658598481E-20  1.9248061895E+03 -1.7781536691E+03 -1.4752506506E+04 -2.3278056375E-09 -2.3973125464E-08  2.6430620688E-07  2.8027252329E-10  1.4050910789E+07  8.7620296540E+06  2.9020477750E+07 -5.8987410227E+06  1.4691562093E-20  2.2186501304E+03 -2.5145334767E+03 -1.5314229357E+04  4.7998638618E-09 -4.2028372760E-09  2.6614043752E-07  2.7780071690E-10  1.3705151416E+07
  9.6244112344E+06  3.1239350741E+07 -6.0714679391E+06  1.4353393232E-20  1.0001120284E+03  1.9826009769E+03 -1.8579162043E+04  2.5111650090E-09 -1.0679356984E-08  2.1230479320E-07  2.8107563977E-10  1.4195232168E+07  9.4287058233E+06  3.1228557579E+07 -6.3475582744E+06  1.4363357043E-20  9.3262315818E+02  1.8069707751E+03 -1.8805211769E+04  4.6184547930E-09 -4.3555926525E-09  2.1256823954E-07  2.8026150548E-10  1.4129135139E+07
  1.0007275080E+07  3.3432198890E+07 -6.9213225568E+06  1.3926786930E-20 -7.8336513425E+03  6.4397862023E+03 -2.0973183719E+04  5.0611755877E-09 -2.6049970089E-09  1.7220056984E-07  2.8512542783E-10  1.4915346144E+07  1.0095381993E+07  3.3436637408E+07 -6.7963755261E+06  1.3924016238E-20 -7.7593671392E+03  6.5728063509E+03 -2.0870288597E+04  4.3742200145E-09 -4.7841640378E-09  1.7218540070E-07  2.8543487602E-10  1.4931167542E+07
  1.0425666696E+07  3.5628939185E+07 -7.7166496028E+06  1.3461909648E-20 -2.0474944047E+04  1.0268860475E+04 -2.2789679855E+04  6.2058707766E-09  1.0062700177E-09  1.4110105634E-07  2.9004647529E-10  1.5731649998E+07  1.0762058162E+07  3.5644717237E+07 -7.2451927778E+06  1.3455778849E-20 -2.0021543030E+04  1.0967936183E+04 -2.2390921107E+04  4.2790286866E-09 -5.3822142695E-09  1.4119361791E-07  2.9110699812E-10  1.5785136414E+07
  1.0774510398E+07  3.7829944617E+07 -8.5937976755E+06  1.3012262818E-20 -3.4695236636E+04  1.4161819238E+04 -2.4814171552E+04  6.9185311649E-09  3.6040854294E-09  1.1665210988E-07  2.9435074912E-10  1.6489246832E+07  1.1428734331E+07  3.7852797066E+07 -7.6940100296E+06  1.3003633461E-20 -3.3567417514E+04  1.5849551755E+04 -2.4028852090E+04  4.1848339904E-09 -5.9841411976E-09  1.1705449274E-07  2.9628901525E-10  1.6624925178E+07
  1.1053473388E+07  4.0036631093E+07 -9.5423564419E+06  1.2583431035E-20 -5.0405210467E+04  1.8162286606E+04 -2.7057468829E+04  7.2780386573E-09  5.3931350778E-09  9.7133309236E-08  2.9793533501E-10  1.7123606382E+07  1.2095410501E+07  4.0060876894E+07 -8.1428272813E+06  1.2567256116E-20 -4.8507345336E+04  2.1256484738E+04 -2.5786107050E+04  4.0936294892E-09 -6.5909873566E-09  9.7977406734E-08  3.0091571521E-10  1.7453258548E+07
  1.1187348489E+07  4.2255385844E+07 -1.0647801129E+07  1.2173268594E-20 -6.7921116452E+04  2.1888753965E+04 -2.9569887187E+04  7.4543374673E-09  7.0409525848E-09  8.1203919384E-08  3.0063835326E-10  1.7611684611E+07  1.2762086670E+07  4.2268956723E+07 -8.5916445330E+06  1.2146322860E-20 -6.4958493524E+04  2.7229707160E+04 -2.7664259622E+04  4.0074087466E-09 -7.2037952811E-09  8.2703040112E-08  3.0492188579E-10  1.8272861235E+07
  1.1154607742E+07  4.4509449908E+07 -1.1923543725E+07  1.1778780641E-20 -8.7486230644E+04  2.5163675963E+04 -3.2337482075E+04  7.4221562163E-09  8.5230395451E-09  6.7872987015E-08  3.0246669020E-10  1.7929101536E+07  1.3428762839E+07  4.4477036552E+07 -9.0404617847E+06  1.1740509736E-20 -8.3044951730E+04  3.3812335461E+04 -2.9664359762E+04  3.9281653261E-09 -7.8236075056E-09  7.0328099962E-08  3.0824231480E-10  1.9086457953E+07
  1.1388098079E+07  4.6754077594E+07 -1.2832250004E+07  1.1450672441E-20 -1.1495546464E+05  2.8850560190E+04 -3.2252509264E+04  7.0052886852E-09  7.4801275627E-09  5.7167325587E-08  2.8557558687E-10  1.8694435392E+07  1.4095439009E+07  4.6685116381E+07 -9.4892790365E+06  1.1420394732E-20 -1.0930468468E+05  3.9262400659E+04 -2.9164263803E+04  3.9232805135E-09 -8.1102726287E-09  5.9764971568E-08  2.9350767182E-10  2.0494647047E+07
  1.1581190750E+07  4.9027238035E+07 -1.3746705331E+07  1.1129762918E-20 -1.4457309349E+05  3.2264777553E+04 -3.1878465390E+04  6.6322786975E-09  6.3088081816E-09  4.8214980708E-08  2.6589349066E-10  1.9331100315E+07  1.4762115178E+07  4.8893196210E+07 -9.9380962882E+06  1.1118009150E-20 -1.3739560082E+05  4.4419107949E+04 -2.8328770875E+04  3.9308158727E-09 -8.3412821025E-09  5.0879839590E-08  2.7613974223E-10  2.1943749258E+07
  1.1684451874E+07  5.1343421343E+07 -1.4706671513E+07  1.0810468689E-20 -1.7619323736E+05  3.5287223677E+04 -3.1352615872E+04  6.3502555981E-09  5.2492187950E-09  4.0605431070E-08  2.4444111367E-10  1.9784158095E+07  1.5428791347E+07  5.1101276038E+07 -1.0386913540E+07  1.0826934021E-20 -1.6677027724E+05  4.9363454946E+04 -2.7325584942E+04  3.9458500343E-09 -8.5432395392E-09  4.3338661469E-08  2.5752550521E-10  2.3378994360E+07
  1.1598611658E+07  5.3736468911E+07 -1.5784687794E+07  1.0486540401E-20 -2.1042839207E+05  3.7648681934E+04 -3.0691280684E+04  6.1784605588E-09  4.3907311938E-09  3.4003250002E-08  2.2086984043E-10  1.9945582278E+07  1.6095467517E+07  5.3309355867E+07 -1.0835730792E+07  1.0546726500E-20 -1.9742982414E+05  5.4058180594E+04 -2.6109993457E+04  3.9690023078E-09 -8.7158948661E-09  3.6860841225E-08  2.3763422878E-10  2.4795273873E+07
  1.1195059257E+07  5.6301319851E+07 -1.7043748573E+07  1.0143103498E-20 -2.4885409999E+05  3.9191279968E+04 -2.9875793502E+04  6.1365147465E-09  3.7393308093E-09  2.8093044005E-08  1.9448021512E-10  1.9707311339E+07  1.6762143686E+07  5.5517435696E+07 -1.1284548043E+07  1.0276943744E-20 -2.2937249682E+05  5.8464292555E+04 -2.4633465454E+04  4.0008920029E-09 -8.8589980107E-09  3.1229860804E-08  2.1643518102E-10  2.6187479322E+07
  1.1101926863E+07  5.8916371412E+07 -1.7863503728E+07  9.8728481196E-21 -2.7880006378E+05  3.7531256318E+04 -2.7483355641E+04  5.9955713280E-09  2.6170429888E-09  2.3325089614E-08  1.6597145139E-10  1.9799706949E+07  1.7428819855E+07  5.7725515525E+07 -1.1733365295E+07  1.0030898804E-20 -2.6063845254E+05  6.1312425323E+04 -2.2789777729E+04  4.0206422112E-09 -8.8897487610E-09  2.6286310725E-08  1.9340800119E-10  2.7441694272E+07
  1.1588996856E+07  6.1416711764E+07 -1.8107675139E+07  9.6692505869E-21 -3.0013853289E+05  3.4478915736E+04 -2.3772643741E+04  5.8154076912E-09  1.1725961794E-09  1.9624762575E-08  1.3828536383E-10  2.0475485902E+07  1.8095496024E+07  5.9933595354E+07 -1.2182182547E+07  9.8674389753E-21 -2.8101447219E+05  5.6570246454E+04 -2.0386371829E+04  3.9268435961E-09 -8.4180197014E-09  2.1981151647E-08  1.6709290948E-10  2.7995541243E+07
  2.7463779269E+06  1.8843374860E+07 -1.8689666656E+06  1.6097932829E-20 -1.9688586819E+03  2.5567283683E+04 -1.8638991598E+03  7.9738061332E-09 -1.9758328853E-10  1.1447928940E-06  2.5524749509E-10  1.2397257284E+07  2.7561972328E+06  1.8843311546E+07 -1.8555168523E+06  1.6097753852E-20 -1.9865647633E+03  2.5686891533E+04 -1.8599348199E+03  7.4623338785E-09 -3.1853743541E-09  1.1447973185E-06  2.5527331389E-10  1.2397667991E+07
  3.0680592045E+06  2.1157514403E+07 -2.1202409580E+06  1.5827512775E-20 -1.5489979386E+03  2.1700728134E+04 -3.9938171872E+03  8.0989237638E-09  1.7419110654E-09  8.0634271199E-07  2.6192426602E-10  1.2680976309E+07  3.0946775947E+06  2.1157402438E+07 -2.0833873430E+06  1.5827065578E-20 -1.5943426703E+03  2.1995632653E+04 -3.9835032388E+03  7.2355189482E-09 -3.3935829910E-09  8.0636584236E-07  2.6200073207E-10  1.2682944075E+07
  3.3919861514E+06  2.3471627903E+07 -2.3677565075E+06  1.5535371266E-20 -9.7441509901E+02  1.6699637982E+04 -6.5326621040E+03  7.6514319595E-09  1.6676701063E-09  5.8844563276E-07  2.6278172019E-10  1.3050585726E+07  3.4331579566E+06  2.3471493329E+07 -2.3112578336E+06  1.5534781962E-20 -1.0352312130E+03  1.7068706527E+04 -6.5185264017E+03  6.7934932347E-09 -3.5453078238E-09  5.8847782678E-07  2.6290134938E-10  1.3054946468E+07
  3.7089328407E+06  2.5785719156E+07 -2.6244675136E+06  1.5244111821E-20 -3.5220411926E+02  1.1722886817E+04 -9.2527507854E+03  7.2295138898E-09  1.7225248144E-09  4.4179798992E-07  2.6363684837E-10  1.3414841615E+07  3.7716383185E+06  2.5785584221E+07 -2.5391283242E+06  1.5243374920E-20 -4.2979942670E+02  1.2144825694E+04 -9.2339099286E+03  6.3596322426E-09 -3.6981841698E-09  4.4184363941E-07  2.6382131808E-10  1.3423448240E+07
  4.0138339495E+06  2.8099785569E+07 -2.8971854466E+06  1.4953587794E-20  3.1182422694E+02  6.8812411493E+03 -1.2169166684E+04  6.8553334031E-09  2.0241951053E-09  3.3948849851E-07  2.6447061553E-10  1.3772265322E+07  4.1101186805E+06  2.8099675113E+07 -2.7669988149E+06  1.4952710353E-20  2.1699442333E+02  7.3025895711E+03 -1.2144223407E+04  5.9386476783E-09 -3.8527893969E-09  3.3955735380E-07  2.6475771403E-10  1.3788440276E+07
  4.2911088251E+06  3.0413921267E+07 -3.2073746856E+06  1.4663657941E-20  1.0131961257E+03  2.3261460263E+03 -1.5299816858E+04  6.5940398561E-09  2.9859106647E-09  2.6592030552E-07  2.6523094632E-10  1.4118704559E+07  4.4485990424E+06  3.0413766004E+07 -2.9948693055E+06  1.4662654158E-20  8.9980865765E+02  2.6266359838E+03 -1.5265237122E+04  5.5352512482E-09 -4.0097008731E-09  2.6604384234E-07  2.6570761309E-10  1.4149913460E+07
  4.5146788496E+06  3.2728158911E+07 -3.5906355574E+06  1.4312905664E-20 -1.6890628821E+03  6.9196150084E+02 -1.7959496558E+04  6.5990635605E-09  4.6929237394E-09  2.1172590574E-07  2.6721435131E-10  1.4496889165E+07  4.7870794043E+06  3.2727856896E+07 -3.2227397962E+06  1.4311380909E-20 -1.8278665181E+03  7.6231879331E+02 -1.7902336776E+04  5.2874848823E-09 -4.3285692415E-09  2.1197716022E-07  2.6802146294E-10  1.4565327626E+07
  4.7361109593E+06  3.5041052996E+07 -3.9712718413E+06  1.3856458236E-20 -1.0925105186E+04  3.4082489000E+03 -1.9557175437E+04  6.5951735508E-09  4.8062137563E-09  1.7113542347E-07  2.7174456502E-10  1.4941777095E+07  5.1255597662E+06  3.5041947788E+07 -3.4506102868E+06  1.3852600979E-20 -1.1109760390E+04  3.6787948989E+03 -1.9452636940E+04  5.2819690412E-09 -4.9328722111E-09  1.7148366318E-07  2.7278037940E-10  1.5080111357E+07
  4.9109050244E+06  3.7352284726E+07 -4.4089807105E+06  1.3403439643E-20 -2.0942434302E+04  6.2211655845E+03 -2.1325575623E+04  6.5406436410E-09  4.9659094795E-09  1.3999364950E-07  2.7632842108E-10  1.5338350819E+07  5.4640401281E+06  3.7356038679E+07 -3.6784807774E+06  1.3395348043E-20 -2.1191114108E+04  6.8813774806E+03 -2.1148442390E+04  5.2759687992E-09 -5.5435487304E-09  1.4047404091E-07  2.7762590683E-10  1.5593823182E+07
  5.0263602919E+06  3.9662589477E+07 -4.9193305636E+06  1.2954701587E-20 -3.1809419263E+04  9.0925638715E+03 -2.3291978062E+04  6.4801276638E-09  5.3814715718E-09  1.1565735990E-07  2.8096319641E-10  1.5667887737E+07  5.8025204901E+06  3.9670129571E+07 -3.9063512681E+06  1.2939583995E-20 -3.2163277117E+04  1.0397077183E+04 -2.3005773462E+04  5.2699872250E-09 -6.1609721080E-09  1.1634608222E-07  2.8256049163E-10  1.6106517264E+07
  5.0325512788E+06  4.1971429628E+07 -5.5621479093E+06  1.2508862976E-20 -4.3706690280E+04  1.1830091484E+04 -2.5446929271E+04  6.3852571220E-09  6.2751898282E-09  9.6266326546E-08  2.8557955046E-10  1.5924138856E+07  6.1410008520E+06  4.1984220462E+07 -4.1342217587E+06  1.2485270732E-20 -4.4130450862E+04  1.4256672227E+04 -2.5042899758E+04  5.2645273874E-09 -6.7855156526E-09  9.7310120457E-08  2.8758658023E-10  1.6618247766E+07
  4.8021240293E+06  4.4277975153E+07 -6.5005357873E+06  1.2063224513E-20 -5.7076959349E+04  1.3928147950E+04 -2.7607194849E+04  6.2255977620E-09  8.3791610406E-09  8.0321570874E-08  2.8984411623E-10  1.6114125332E+07  6.4794812139E+06  4.4298311354E+07 -4.3620922493E+06  1.2027893666E-20 -5.7292336993E+04  1.8590510946E+04 -2.7145252364E+04  5.2597099172E-09 -7.4075566935E-09  8.2102637297E-08  2.9270385905E-10  1.7168075476E+07
  4.6457346697E+06  4.6584116976E+07 -7.3061245085E+06  1.1671564730E-20 -8.1100967588E+04  1.7930480023E+04 -2.7317193249E+04  6.0415904155E-09  8.5638711474E-09  6.7430726531E-08  2.7972087078E-10  1.6845506142E+07  6.8179615758E+06  4.6612402246E+07 -4.5899627400E+06  1.1642044909E-20 -8.0367361633E+04  2.4586590444E+04 -2.6591209088E+04  5.3083226664E-09 -7.8403900110E-09  6.9574918434E-08  2.8388194862E-10  1.8407949865E+07
  4.4523063215E+06  4.8895970339E+07 -8.1203353330E+06  1.1288743758E-20 -1.0884693064E+05  2.2290754137E+04 -2.6462737952E+04  5.8727744059E-09  8.2328361162E-09  5.6845158611E-08  2.6610996705E-10  1.7602593137E+07  7.1564419377E+06  4.8926493137E+07 -4.8178332306E+06  1.1275205666E-20 -1.0660368696E+05  3.1055254669E+04 -2.5566019938E+04  5.3670281239E-09 -8.2290237952E-09  5.9242701751E-08  2.7216081890E-10  1.9751153905E+07
  4.1470092070E+06  5.1239036323E+07 -9.0086457416E+06  1.0901662016E-20 -1.3897092389E+05  2.6453029792E+04 -2.5504992394E+04  5.7188447996E-09  7.7864409312E-09  4.7962501276E-08  2.5147961096E-10  1.8248442675E+07  7.4949222997E+06  5.1240584029E+07 -5.0457037213E+06  1.0913646863E-20 -1.3465707476E+05  3.7819326148E+04 -2.4492950637E+04  5.4258346591E-09 -8.6019567914E-09  5.0655850489E-08  2.5996762211E-10  2.1087257515E+07
