VARIABLES="J", "I", "x", "y", "z", "rho", "ux", "uy", "uz", "bxSM", "bySM", "bzSM", "p", "rCurve", "xZ0", "yZ0", "zZ0", "rhoZ0", "uxZ0", "uyZ0", "uzZ0", "bxSMZ0", "bySMZ0", "bzSMZ0", "pZ0", "rCurveZ0"
ZONE T="Values at minimum B", I=    20, J=    25, K=     1, F=POINT
AUXDATA ITER="     362"
AUXDATA TIMESIM="  6.0000000000E+01"
     1     1  9.3724815229E+06  1.6614160137E+07 -3.9577506431E+06  1.6140395543E-20  5.4541512674E+03 -5.0235068595E+02 -2.9740135923E+03 -1.6279082789E-07 -2.8225345204E-07  1.0528851191E-06  1.5947275756E-10  1.3352552477E+07  7.9361536349E+06  1.6570530076E+07 -5.3427478401E+06  1.6211394149E-20  4.9765335492E+03 -4.3958334445E+02 -3.8397625997E+03  4.4809139470E-09 -2.1968011124E-09  1.1459664297E-06  1.5181183933E-10  1.2429199033E+07
     1     2  9.9308256488E+06  1.8708376947E+07 -4.7235874627E+06  1.6003583637E-20  6.8907947687E+03 -5.9689858478E+02 -3.8844741230E+03 -8.3029321561E-08 -1.5569322095E-07  7.6984903061E-07  1.8250086299E-10  1.2925757821E+07  8.9107689936E+06  1.8605507454E+07 -5.9988747678E+06  1.6058160430E-20  6.6494095531E+03 -5.4412266217E+02 -4.6604807362E+03  5.0741045697E-09 -2.5601931403E-09  8.0687478837E-07  1.7868871646E-10  1.2138502103E+07
     1     3  1.0747385075E+07  2.0768137728E+07 -5.4317293002E+06  1.5732213703E-20  7.2680949619E+03 -2.4947417678E+02 -5.4479785528E+03 -4.8297970498E-08 -9.7029729198E-08  5.7003293428E-07  1.8872358323E-10  1.3076069548E+07  9.8853843523E+06  2.0640484832E+07 -6.6550016956E+06  1.5772148524E-20  7.1522343425E+03 -3.8028763417E+02 -6.3853538782E+03  5.0364325024E-09 -2.7996524005E-09  5.8909365705E-07  1.8705017965E-10  1.2547781605E+07
     1     4  1.1722750705E+07  2.2806390323E+07 -6.0491582182E+06  1.5423055934E-20  7.1301320851E+03  4.3008076353E+02 -7.1702844266E+03 -3.2391022993E-08 -6.9457568212E-08  4.3063585350E-07  1.9138164936E-10  1.3392598970E+07  1.0859999711E+07  2.2675462209E+07 -7.3111286233E+06  1.5425260623E-20  6.5089580726E+03  7.1305309376E+01 -8.5883828720E+03  4.7920050391E-09 -3.0390305283E-09  4.4285887842E-07  1.9049684401E-10  1.3380683978E+07
     1     5  1.2549743535E+07  2.4792675975E+07 -6.9056970732E+06  1.5102376034E-20  6.2465164609E+03  1.2792820946E+03 -9.3740747234E+03 -1.7525961714E-08 -4.3153265331E-08  3.3573230697E-07  1.9442701833E-10  1.3839859214E+07  1.1834615070E+07  2.4710439587E+07 -7.9672555510E+06  1.5080923921E-20  5.1686968909E+03  8.4732276372E+02 -1.0818371676E+04  4.5262074454E-09 -3.3263416403E-09  3.4097333677E-07  1.9444937790E-10  1.4098871009E+07
     1     6  1.3195514717E+07  2.6776701681E+07 -8.0518190399E+06  1.4748023918E-20  3.6495743484E+03  2.2243302921E+03 -1.2338944816E+04 -4.4360290841E-09 -1.9527309948E-08  2.6674401711E-07  1.9892214484E-10  1.4646352566E+07  1.2809230428E+07  2.6745416965E+07 -8.6233824788E+06  1.4739277579E-20  3.0739501303E+03  1.9605037090E+03 -1.3110070844E+04  4.2389035835E-09 -3.6623605692E-09  2.6785748160E-07  1.9898110863E-10  1.4718312896E+07
     1     7  1.3809657710E+07  2.8781596378E+07 -9.2416903977E+06  1.4401027033E-20  2.0575007535E+02  3.4447679623E+03 -1.5449071602E+04  3.5059260732E-09 -4.8374028639E-09  2.1405477824E-07  2.0415295738E-10  1.5251926390E+07  1.3783845787E+07  2.8780394343E+07 -9.2795094065E+06  1.4400460759E-20  1.6265213773E+02  3.4243860964E+03 -1.5501384458E+04  3.9299573157E-09 -4.0478621474E-09  2.1406472023E-07  2.0416536355E-10  1.5254979840E+07
