Values at minimum B
       350  6.0000000000E+01 -2  0 22
      20      25
x y z Rho Ux Uy Uz BxSM BySM BzSM P rCurve xZ0 yZ0 zZ0 RhoZ0 UxZ0 UyZ0 UzZ0 BxSMZ0 BySMZ0 BzSMZ0 PZ0 rCurveZ0
 -1.0402474701E+07  8.6393595531E+07 -2.6285024602E+06  8.4729109959E-21 -3.9708368278E+05  4.5918370198E+03  4.8982978635E+02  4.1195823063E-09 -6.4601408064E-10  2.7895067941E-09  1.1954659270E-11  3.8213419664E+07  4.6225535604E-09  8.1906947368E+07 -1.9457067582E-09  8.5723408726E-21 -3.9173061411E+05  7.8905088906E+03  2.5060495833E+02  3.4118640942E-09 -3.5562231737E-09  3.7810468289E-09  1.8045856537E-11  2.7773782542E+07
  9.8892334367E-09  1.7522715789E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  4.9446167183E-09  8.7613578947E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.0533359752E-08  1.8664042105E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.2666798762E-09  9.3320210526E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1177486068E-08  1.9805368421E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.5887430341E-09  9.9026842105E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.1821612384E-08  2.0946694737E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9108061920E-09  1.0473347368E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.2465738700E-08  2.2088021053E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2328693499E-09  1.1044010526E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3109865016E-08  2.3229347368E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5549325078E-09  1.1614673684E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.3753991331E-08  2.4370673684E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8769956657E-09  1.2185336842E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  1.4398117647E-08  2.5512000000E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  7.1990588236E-09  1.2756000000E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.6461088727E+06  1.8479160283E+07  1.7788639394E+06  1.6154880308E-20  4.7844107966E+03 -5.2436008716E+01 -2.8396884397E+03 -2.8277045882E-09  2.5954742125E-08  1.1062220934E-06  1.5700536044E-10  1.3053709603E+07 -4.5643859070E+06  1.8482024760E+07  1.9212230622E+06  1.6154996120E-20  4.7928589604E+03 -5.0560914203E+01 -2.8621624660E+03  4.7502238290E-09 -1.8220321656E-09  1.1070583899E-06  1.5714409986E-10  1.3042144056E+07
 -6.0394664224E+06  2.3990571841E+07  2.2785964725E+06  1.5461600022E-20  6.5954984164E+03  3.9222169250E+01 -6.2837235289E+03  1.1891763099E-09  1.2297014606E-08  5.0046697564E-07  1.6445834926E-10  1.3559676387E+07 -5.9256939846E+06  2.3994207583E+07  2.4942194140E+06  1.5461460824E-20  6.6083138453E+03  6.3254458672E+01 -6.3535555753E+03  5.2677099145E-09 -2.2678749707E-09  5.0087030635E-07  1.6460010107E-10  1.3540278039E+07
 -7.5923977726E+06  2.9505037656E+07  2.4645389310E+06  1.4576125011E-20  8.8523429090E+03  3.0422934383E+01 -9.8602336833E+03  3.4610534863E-10  1.5029422230E-08  2.6383216715E-07  1.6415562066E-10  1.4676731201E+07 -7.2870020621E+06  2.9506390407E+07  3.0672157659E+06  1.4605054327E-20  8.8854975025E+03  1.6232538747E+02 -1.0326927723E+04  5.5812890302E-09 -2.6277546934E-09  2.6491892129E-07  1.6433629526E-10  1.4526921804E+07
 -9.1665604078E+06  3.5023366595E+07  2.5570207817E+06  1.3422116456E-20  4.7452919429E+01  5.4726714153E+02 -1.2158260665E+04  9.2220857010E-10  1.2383107708E-08  1.5319587304E-07  1.7111380272E-10  1.5816712046E+07 -8.6483101396E+06  3.5018573230E+07  3.6402121178E+06  1.3465079534E-20  2.5604077654E+02  9.8810829167E+02 -1.3279384397E+04  6.0629363584E-09 -3.3065308302E-09  1.5456313370E-07  1.7129591368E-10  1.5600734074E+07
 -1.0861172567E+07  4.0536198452E+07  2.4518215418E+06  1.2112714739E-20 -2.0444048001E+04  1.1231917826E+03 -1.3366848115E+04  1.2517649656E-09  1.0099688829E-08  9.4567366378E-08  1.8294037515E-10  1.6817406825E+07 -1.0009618217E+07  4.0530756053E+07  4.2132084697E+06  1.2163646706E-20 -2.0187690338E+04  2.2713523584E+03 -1.5728106017E+04  6.7091276057E-09 -4.2465554262E-09  9.6289409073E-08  1.8313229798E-10  1.6601299833E+07
 -1.2840069350E+07  4.6041758226E+07  1.9258062313E+06  1.0885787517E-20 -5.4405402876E+04  2.1618519138E+03 -1.2755374703E+04  8.9557140690E-10  8.9738170848E-09  6.0412761001E-08  1.8863781777E-10  1.7716071681E+07 -1.1370926295E+07  4.6042938876E+07  4.7862048215E+06  1.0945513190E-20 -5.4193086183E+04  4.7414840134E+03 -1.7517585844E+04  7.3589948796E-09 -5.2017745319E-09  6.2811877273E-08  1.8898071022E-10  1.7716944946E+07
 -1.4964691511E+07  5.1571785199E+07  1.2901629264E+06  9.9108541336E-21 -1.2108323228E+05  7.4448138222E+03 -8.6568367238E+03  1.0757019780E-09  6.9626678992E-09  4.0101442574E-08  1.7687933999E-10  1.8419181558E+07 -1.2732234372E+07  5.1555121700E+07  5.3592011734E+06  9.9733861265E-21 -1.2010884796E+05  1.2267566335E+04 -1.5151689192E+04  7.7785628123E-09 -6.0906631350E-09  4.2797196801E-08  1.7657576904E-10  1.9571076034E+07
 -1.7879559640E+07  5.7314441211E+07  5.0588714343E+04  8.9633810929E-21 -2.0295001511E+05  1.1532770870E+04 -3.3072695062E+03  9.1211552109E-10  5.8999361277E-09  2.6712378114E-08  1.6414275788E-10  1.7920004846E+07 -1.4093542450E+07  5.7067304523E+07  5.9321975253E+06  9.0522776648E-21 -1.9935124929E+05  2.0942319394E+04 -1.2285436884E+04  8.1738502861E-09 -6.9908462567E-09  3.0230145907E-08  1.6216787417E-10  2.1347081275E+07
 -2.0282581407E+07  6.3059223690E+07 -2.3240840111E+05  8.6849205500E-21 -2.7234336713E+05  1.3089968537E+04 -4.5523273554E+02  1.8666153834E-09  3.9002598719E-09  1.8417774565E-08  1.1496059320E-10  1.8887341021E+07 -1.5454850527E+07  6.2579487346E+07  6.5051938772E+06  8.7746880598E-21 -2.6495875859E+05  2.1877364967E+04 -8.6464498241E+03  7.2611446222E-09 -6.7393895373E-09  2.1102297267E-08  1.1981029040E-10  2.5830490973E+07
 -2.3827325487E+07  6.9379904841E+07 -7.3405789250E+05  8.4740973815E-21 -3.4956883185E+05  1.5327463956E+04  1.3965950770E+03  2.9603695961E-09  2.9422074900E-09  1.2583780430E-08  6.0586940147E-11  1.9368980331E+07 -1.6816158605E+07  6.8091670169E+07  7.0781902290E+06  8.5908747573E-21 -3.2905181196E+05  2.3196729088E+04 -4.2698987950E+03  6.1625715495E-09 -6.3892455790E-09  1.4718391082E-08  7.7082614002E-11  4.0390672079E+07
 -2.6241598880E+07  7.5671722037E+07  6.2261046748E+05  8.4336296531E-21 -3.7692125508E+05  1.0771596696E+04  1.0362757389E+03  3.6586082155E-09  1.3288971789E-09  8.1972655560E-09  3.4365143082E-11  2.1153797057E+07 -1.8177466682E+07  7.3603852992E+07  7.6511865809E+06  8.5148600458E-21 -3.6490047055E+05  1.8975384430E+04 -1.8186829614E+03  5.3052635847E-09 -5.6369499054E-09  9.8861555101E-09  4.8076771519E-11  4.8587692005E+07
 -3.0223542935E+07  8.2412964441E+07  2.6840908661E+06  8.4327115812E-21 -3.9652046386E+05  4.9682098393E+03  8.0356918918E+02  3.8584103820E-09  4.8064916851E-10  4.3708227321E-09  1.2806710196E-11  2.2357427447E+07 -1.9538774760E+07  7.9116035816E+07  8.2241829328E+06  8.5002216778E-21 -3.8344506855E+05  1.1510466637E+04 -4.5062238762E+02  4.5464763033E-09 -4.5933833131E-09  6.0397585674E-09  2.7560809543E-11  3.9737325186E+07
 -4.1800165675E+07  1.6925643728E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.0900082837E+07  8.4628218639E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.4522781830E+07  1.8028080292E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.2261390915E+07  9.0140401462E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.7245397985E+07  1.9130516857E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.3622698992E+07  9.5652584285E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.9968014140E+07  2.0232953422E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.4984007070E+07  1.0116476711E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -5.2690630295E+07  2.1335389986E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.6345315148E+07  1.0667694993E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -5.5413246450E+07  2.2437826551E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.7706623225E+07  1.1218913275E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -5.8135862605E+07  2.3540263116E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.9067931303E+07  1.1770131558E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -6.0858478760E+07  2.4642699680E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -3.0429239380E+07  1.2321349840E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.0143029222E+07  1.6637847764E+07  2.2920587501E+06  1.5862161696E-20  6.8236052812E+03  2.3724636631E+02 -1.7119739725E+03 -1.4674374790E-07  2.4282631680E-07  9.9954222381E-07  1.3805864787E-10  1.4448183537E+07 -8.8177164575E+06  1.6570530076E+07  3.7115179476E+06  1.5989952122E-20  6.1119319128E+03  1.3133207235E+02 -2.4726144327E+03  4.3436431842E-09 -1.4348003876E-09  1.1077606986E-06  1.3551805742E-10  1.3744002663E+07
 -1.2092152686E+07  2.1627452685E+07  3.4801140349E+06  1.5147254934E-20  1.0244859284E+04  2.2937501695E+02 -4.0021460722E+03 -3.9655161415E-08  7.4998005005E-08  4.8378748830E-07  1.5984735469E-10  1.4253774249E+07 -1.1447561717E+07  2.1512617993E+07  4.8184618969E+06  1.5227955087E-20  1.0210682241E+04  1.9522779118E+02 -4.9071410580E+03  5.6530937102E-09 -1.8230093684E-09  5.0040095226E-07  1.6056890034E-10  1.3476942164E+07
 -1.4713123230E+07  2.6574707730E+07  4.5002298036E+06  1.4146146964E-20  1.2561626537E+04 -2.9916200947E+02 -7.6069217797E+03 -1.5406171009E-08  3.3529006660E-08  2.5742842765E-07  1.6016598772E-10  1.4680375136E+07 -1.4077406976E+07  2.6454705911E+07  5.9254058462E+06  1.4227869968E-20  1.2900016592E+04 -2.5121517906E+02 -9.0780368418E+03  6.2003878983E-09 -2.1610484507E-09  2.6416129991E-07  1.6087707863E-10  1.3798087715E+07
 -1.7213337381E+07  3.1419350738E+07  5.8635609713E+06  1.3129164942E-20  1.4075900726E+04 -1.4325384022E+03 -1.2683109981E+04 -2.6648656700E-09  1.2321210975E-08  1.5176695494E-07  1.6173860001E-10  1.4618525273E+07 -1.6707252235E+07  3.1396793828E+07  7.0323497955E+06  1.3118019153E-20  1.3207833219E+04 -1.1223586221E+03 -1.4137173919E+04  6.8671237998E-09 -2.6263821286E-09  1.5332024041E-07  1.6237198137E-10  1.4758930592E+07
 -2.0030715036E+07  3.6272066939E+07  6.6135999420E+06  1.1811046534E-20 -4.8669417229E+03 -3.3717754214E+03 -1.5198691991E+04  1.1948019995E-10  7.5317117717E-09  9.4083213396E-08  1.7212134768E-10  1.4822307011E+07 -1.9337097494E+07  3.6338881746E+07  8.1392937448E+06  1.1733510268E-20 -7.8411105643E+03 -1.6232555112E+03 -1.7579122894E+04  7.7867369656E-09 -3.5594303481E-09  9.4939643125E-08  1.7121074770E-10  1.6601244093E+07
 -2.3371725681E+07  4.1210537766E+07  6.3564897663E+06  1.0400861923E-20 -3.8035741008E+04 -6.6466087513E+03 -1.3176109363E+04 -1.2200638596E-09  8.2113785384E-09  5.9404520213E-08  1.8241108831E-10  1.5444675007E+07 -2.1966942754E+07  4.1280969663E+07  9.2462376941E+06  1.0328136120E-20 -4.2649171202E+04 -1.8083601380E+03 -1.9041899991E+04  8.6496124640E-09 -4.5398015088E-09  6.1603969784E-08  1.7922843091E-10  1.8959379689E+07
 -2.6990906649E+07  4.6191850000E+07  5.9456515421E+06  9.2273396112E-21 -9.0499554272E+04 -8.4396597472E+03 -8.8147805975E+03 -1.6699331848E-09  7.2556273812E-09  3.8359777807E-08  1.8008159762E-10  1.5812650067E+07 -2.4596788013E+07  4.6223057580E+07  1.0353181643E+07  9.2063878165E-21 -9.5194284613E+04  1.0511589176E+03 -1.9431959960E+04  9.3670058489E-09 -5.3971512843E-09  4.1730209905E-08  1.7479329482E-10  2.2285920926E+07
 -3.0724265997E+07  5.1178923456E+07  5.5781402335E+06  8.5178124555E-21 -1.6833264910E+05 -5.0927422592E+03 -2.6836389013E+03 -1.1851608242E-09  5.6510661095E-09  2.6250186732E-08  1.5569559421E-10  1.5842415002E+07 -2.7226633272E+07  5.1165145498E+07  1.1460125593E+07  8.5526627218E-21 -1.6858883468E+05  8.7490260404E+03 -1.6699953596E+04  9.6413227344E-09 -6.0295731719E-09  2.9764249907E-08  1.5203581705E-10  2.7445396232E+07
 -3.5436875740E+07  5.6400309132E+07  4.6774732969E+06  8.0741965976E-21 -2.5704200023E+05  2.3553638085E+03  3.1073900215E+03 -1.0088824226E-09  5.2308920031E-09  1.8657588048E-08  1.2177077057E-10  1.5897835420E+07 -2.9856478531E+07  5.6107233415E+07  1.2567069542E+07  8.0936941659E-21 -2.4493973550E+05  1.6778125014E+04 -1.3989245501E+04  9.7643213561E-09 -6.6105889247E-09  2.2251169663E-08  1.2608182359E-10  3.2572995172E+07
 -3.9686985026E+07  6.1836542772E+07  4.8765301926E+06  8.0691707862E-21 -3.2049495778E+05  5.6573041230E+03  3.9986757233E+03  3.2871635187E-10  3.9473800061E-09  1.3611845186E-08  7.9506432901E-11  1.5769121385E+07 -3.2486323791E+07  6.1049321333E+07  1.3674013491E+07  8.0392834068E-21 -3.0253685739E+05  1.9177872777E+04 -1.0624345113E+04  8.9612777347E-09 -6.4861524994E-09  1.6461514228E-08  9.2753295592E-11  4.4255681910E+07
 -4.4792679498E+07  6.7306233739E+07  5.0156034406E+06  8.1792280493E-21 -3.6822096355E+05  7.0397862170E+03  3.5390538151E+03  1.3609120020E-09  3.3670849603E-09  9.7377472146E-09  4.0480255313E-11  1.6152391159E+07 -3.5116169050E+07  6.5991409250E+07  1.4780957440E+07  8.1789730777E-21 -3.4577462609E+05  1.8874257020E+04 -6.4704482839E+03  7.6827649955E-09 -5.9777277282E-09  1.1986406614E-08  6.0510961472E-11  5.7713754545E+07
 -4.9854756058E+07  7.3440993150E+07  7.5370700395E+06  8.3120379519E-21 -3.9217755502E+05  5.4925337382E+03  9.1754431837E+02  2.7113959593E-09  1.7222420209E-09  6.0588082388E-09  1.7744562151E-11  2.1057199975E+07 -3.7746014309E+07  7.0933497167E+07  1.5887901390E+07  8.3331684853E-21 -3.7744999076E+05  1.6459770635E+04 -2.8088575383E+03  6.4059789036E-09 -5.4096509885E-09  8.4460860270E-09  3.4572325018E-11  6.4745853521E+07
 -8.0751719137E+07  1.5175117017E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.0375859568E+07  7.5875585085E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -8.6011409655E+07  1.6163534600E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.3005704828E+07  8.0817673002E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -9.1271100174E+07  1.7151952184E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.5635550087E+07  8.5759760920E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -9.6530790692E+07  1.8140369767E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.8265395346E+07  9.0701848837E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.0179048121E+08  1.9128787351E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.0895240605E+07  9.5643936755E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.0705017173E+08  2.0117204934E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.3525085865E+07  1.0058602467E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.1230986225E+08  2.1105622518E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.6154931124E+07  1.0552811259E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.1756955277E+08  2.2094040101E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.8784776383E+07  1.1047020051E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.4903374692E+07  1.4102956940E+07  2.7376658060E+06  1.5604086152E-20  8.9586655496E+03  4.4745266206E+02 -3.2821239604E+02 -2.9491735981E-07  2.8265823110E-07  8.0634088070E-07  1.3443204871E-10  1.5529314407E+07 -1.2470134203E+07  1.3529781151E+07  5.2488790185E+06  1.5855818633E-20  7.6553544864E+03  2.1219463462E+02 -1.7261675004E+03  3.7354404823E-09 -8.9889527065E-10  1.1079282224E-06  1.2134298108E-10  1.3973595222E+07
 -1.7147597426E+07  1.7823783106E+07  5.0482605839E+06  1.5089047566E-20  1.4492751869E+04  5.3059238927E+02 -2.4733958795E+03 -7.7058878104E-08  8.0655691311E-08  4.6643309789E-07  1.5261924377E-10  1.3796393822E+07 -1.6189297036E+07  1.7564979038E+07  6.8143341644E+06  1.5153482068E-20  1.3881012607E+04  3.7165546453E+02 -4.0230140245E+03  5.5571713214E-09 -1.1308446408E-09  5.0018840116E-07  1.5198625523E-10  1.3014999524E+07
 -1.9792179659E+07  2.1613979710E+07  8.6675282450E+06  1.4001672833E-20  1.5913292937E+04 -1.6735979687E+01 -8.3652738192E+03  1.2637367576E-08 -7.3414324828E-09  2.6318062748E-07  1.5716306974E-10  1.4635120646E+07 -1.9908459868E+07  2.1600176926E+07  8.3797893102E+06  1.4017626026E-20  1.6176274227E+04 -4.9965841835E+01 -7.8693485885E+03  6.5046717624E-09 -1.4038600665E-09  2.6358193412E-07  1.5709885824E-10  1.4475149203E+07
 -2.3969656908E+07  2.5607521779E+07  9.1316857494E+06  1.2605774430E-20  1.1852769944E+04 -1.9703014648E+03 -8.9213699698E+03 -1.7335380098E-09  6.4652480769E-09  1.5215647180E-07  1.6367155972E-10  1.6076295751E+07 -2.3627622701E+07  2.5635374813E+07  9.9452444561E+06  1.2565257699E-20  1.0654624661E+04 -1.6959813035E+03 -1.0686501972E+04  7.4241249813E-09 -2.0372881496E-09  1.5253839456E-07  1.6379875076E-10  1.6549954119E+07
 -2.8097897568E+07  2.9616202222E+07  9.8226635482E+06  1.1203582389E-20  2.8537480666E+03 -4.9674435740E+03 -1.0151764165E+04 -2.9745127082E-09  7.2644774865E-09  9.2322946697E-08  1.7275216148E-10  1.7356542812E+07 -2.7346785534E+07  2.9670572700E+07  1.1510699602E+07  1.1133258657E-20 -7.2953306775E+02 -3.8627583988E+03 -1.4909455252E+04  8.5494331462E-09 -2.7560005394E-09  9.3652810725E-08  1.7237497178E-10  1.8444021203E+07
 -3.2212889703E+07  3.3538219492E+07  1.0669203925E+07  9.8543620287E-21 -2.0695670998E+04 -7.8502978928E+03 -1.1555980647E+04 -1.2508642956E-09  5.2012604617E-09  5.8464715575E-08  1.7989147411E-10  1.8675669444E+07 -3.1065948366E+07  3.3705770587E+07  1.3076154748E+07  9.7705168722E-21 -2.7235610359E+04 -5.1692966822E+03 -2.0464392638E+04  9.9095213731E-09 -3.6278535357E-09  6.0045970442E-08  1.7816700444E-10  2.0622454053E+07
 -3.6937782469E+07  3.7624803711E+07  1.0710660109E+07  8.7365645681E-21 -7.4082778160E+04 -7.2385338661E+03 -6.7069504037E+03 -2.4373642114E-09  5.2215544584E-09  3.7889048820E-08  1.7365365017E-10  1.9385951716E+07 -3.4785111199E+07  3.7740968474E+07  1.4641609894E+07  8.6860118231E-21 -7.9892459673E+04 -2.3033056939E+03 -2.4592062081E+04  1.1044611961E-08 -4.4175274087E-09  4.0869645733E-08  1.7138437655E-10  2.3098083955E+07
