VARIABLES="J", "I", "x", "y", "z", "rho", "ux", "uy", "uz", "bxSM", "bySM", "bzSM", "p", "rCurve", "xZ0", "yZ0", "zZ0", "rhoZ0", "uxZ0", "uyZ0", "uzZ0", "bxSMZ0", "bySMZ0", "bzSMZ0", "pZ0", "rCurveZ0"
ZONE T="STRUCTURED GRID", I=    20, J=    25, K=     1, F=POINT
AUXDATA ITER="     352"
AUXDATA TIMESIM="  6.0000000000E+01"
AUXDATA NDIM=" -2"
AUXDATA NPARAM="  0"
AUXDATA NVAR=" 22"
     7       6 -1.3855316496E+07  2.6821679598E+07  7.0070811216E+06  1.4103820073E-20  9.8018290884E+03 -8.1760117396E+01 -1.0710384551E+04 -1.4909450855E-08  3.5587993814E-08  2.5071196435E-07  1.6145093862E-10  1.3902252734E+07 -1.2903772680E+07  2.6745416965E+07  8.4812593498E+06  1.4054541737E-20  7.9221022766E+03  3.8773632382E+02 -1.2167115782E+04  8.4404486198E-09 -3.1419081251E-09  2.5655527347E-07  1.6241541558E-10  1.4616130857E+07
     7       7 -1.4683669659E+07  2.8807778490E+07  7.8994407061E+06  1.3628058690E-20  8.7324771549E+03 -3.4837612570E+02 -1.3117629045E+04 -6.1483049624E-09  2.0880853609E-08  2.0122406439E-07  1.6256693552E-10  1.4526253486E+07 -1.3885581471E+07  2.8780394343E+07  9.1265725612E+06  1.3576369634E-20  6.8447272131E+03  1.3541843985E+02 -1.4363888987E+04  8.7765937497E-09 -3.4109341320E-09  2.0391007951E-07  1.6337996996E-10  1.5198909534E+07
     7       8 -1.5593587583E+07  3.0802427556E+07  8.6842017921E+06  1.3142207474E-20  7.0908745182E+03 -7.3414469442E+02 -1.5520330855E+04 -1.2785397394E-09  1.2882832563E-08  1.6282803042E-07  1.6395980674E-10  1.5127099966E+07 -1.4867390262E+07  3.0815371720E+07  9.7718857726E+06  1.3092646146E-20  5.1687390075E+03 -2.2004546238E+02 -1.6678398512E+04  9.1488334015E-09 -3.7149850317E-09  1.6419643057E-07  1.6469855709E-10  1.5736659723E+07
     7       9 -1.6649870593E+07  3.2801889555E+07  9.2590642323E+06  1.2618673754E-20  2.1522960933E+03 -1.0925390398E+03 -1.7297097574E+04  6.3675674408E-10  9.7554756492E-09  1.3273106773E-07  1.6670044491E-10  1.5669968644E+07 -1.5849199053E+07  3.2850349098E+07  1.0417198984E+07  1.2561195687E-20 -2.8572026817E+02 -3.3086749725E+02 -1.8558039130E+04  9.5918176088E-09 -4.1408087155E-09  1.3378251320E-07  1.6740373299E-10  1.6407185233E+07
     7      10 -1.7766255315E+07  3.4799096616E+07  9.7392380904E+06  1.2058253220E-20 -7.2062318456E+03 -1.3215177239E+03 -1.8460022583E+04  1.7203476858E-09  7.9508869658E-09  1.0921585237E-07  1.7060153937E-10  1.6273810868E+07 -1.6831007844E+07  3.4885326476E+07  1.1062512195E+07  1.1989552716E-20 -1.0291948044E+04 -5.9863106844E+01 -1.9922469918E+04  1.0097572875E-08 -4.6808075583E-09  1.1018592308E-07  1.7103093119E-10  1.7286170354E+07
     7      11 -1.8963314614E+07  3.6776275399E+07  1.0124450083E+07  1.1512310793E-20 -1.7605007378E+04 -1.7542137701E+03 -1.9570620634E+04  2.2410414056E-09  6.9900651596E-09  9.0522523360E-08  1.7418448725E-10  1.6819350100E+07 -1.7812816635E+07  3.6920303854E+07  1.1707825407E+07  1.1429347419E-20 -2.1654074126E+04  2.7197075697E+02 -2.1446416812E+04  1.0628144200E-08 -5.2319920043E-09  9.1547019590E-08  1.7419122282E-10  1.8222178840E+07
     7      12 -2.0482615162E+07  3.8706864727E+07  1.0084452240E+07  1.0958583952E-20 -2.9724546637E+04 -2.6293900028E+03 -1.8621931403E+04  8.9325955950E-10  8.4920492273E-09  7.5053933215E-08  1.7776643786E-10  1.7215069002E+07 -1.8794625425E+07  3.8955281231E+07  1.2353138618E+07  1.0880427418E-20 -3.4575331168E+04  7.0282391276E+02 -2.3152052201E+04  1.1185394842E-08 -5.7946866680E-09  7.6649375840E-08  1.7682264847E-10  1.9228009435E+07
     7      13 -2.2172649117E+07  4.0718709645E+07  9.9151848268E+06  1.0398660802E-20 -4.4147033724E+04 -3.7737703581E+03 -1.6864687689E+04 -4.2043670085E-10  9.6867613891E-09  6.1736947829E-08  1.8092794337E-10  1.7412208813E+07 -1.9776434216E+07  4.0990258609E+07  1.2998451830E+07  1.0328622426E-20 -5.0130966273E+04  1.4621679520E+03 -2.4206206452E+04  1.1720509480E-08 -6.3338227258E-09  6.4676031563E-08  1.7879629284E-10  2.0386538710E+07
     7      14 -2.4014557496E+07  4.2772644532E+07  9.6967271031E+06  9.8466578407E-21 -6.0776469723E+04 -5.2583298452E+03 -1.4582577874E+04 -1.4100192736E-09  1.0159310397E-08  5.0464763998E-08  1.8347192540E-10  1.7339899740E+07 -2.0758243007E+07  4.3025235987E+07  1.3643765041E+07  9.7923834019E-21 -6.8230419577E+04  2.5948710613E+03 -2.4951308214E+04  1.2248447938E-08 -6.8460492605E-09  5.4990853855E-08  1.7976186983E-10  2.1586165524E+07
     7      15 -2.6009308736E+07  4.4855261551E+07  9.4404604526E+06  9.3257392774E-21 -8.0933369001E+04 -6.7536049923E+03 -1.1532103625E+04 -2.1976505764E-09  1.0186429628E-08  4.1024467007E-08  1.8412084536E-10  1.7097235854E+07 -2.1740051798E+07  4.5060213365E+07  1.4289078252E+07  9.3166993247E-21 -8.9931760098E+04  4.4525088608E+03 -2.5326383326E+04  1.2730142316E-08 -7.3159805214E-09  4.7137624963E-08  1.7807876451E-10  2.3127160026E+07
     7      16 -2.7748030991E+07  4.6940736312E+07  9.4337366692E+06  8.9831381792E-21 -1.1085796629E+05 -5.3688979854E+03 -8.0285727881E+03 -1.8394383441E-09  9.0957087963E-09  3.4319864715E-08  1.7521854825E-10  1.7641937720E+07 -2.2721860589E+07  4.7095190742E+07  1.4934391464E+07  9.0093288322E-21 -1.1812607272E+05  8.0898205020E+03 -2.3766436935E+04  1.2954703223E-08 -7.6439287455E-09  4.0836720247E-08  1.6939028126E-10  2.6058285088E+07
     7      17 -2.9623862038E+07  4.9038025416E+07  9.3832320856E+06  8.6744631742E-21 -1.4297813121E+05 -4.2321697058E+03 -4.5544679731E+03 -1.5251737128E-09  8.1400704953E-09  2.8808755197E-08  1.6528553741E-10  1.7817365097E+07 -2.3703669380E+07  4.9130168120E+07  1.5579704675E+07  8.7367001576E-21 -1.4729574974E+05  1.1832195957E+04 -2.2205814104E+04  1.3145507006E-08 -7.9555812736E-09  3.5642847338E-08  1.6008992664E-10  2.9004512355E+07
     7      18 -3.1639028856E+07  5.1191500691E+07  9.3989857062E+06  8.3928717062E-21 -1.7804182573E+05 -3.2519783815E+03 -1.5344999048E+03 -9.9443956057E-10  7.0486020757E-09  2.4353877674E-08  1.5397545787E-10  1.7681645548E+07 -2.4685478171E+07  5.1165145498E+07  1.6225017887E+07  8.4978432082E-21 -1.7721675199E+05  1.5671114669E+04 -2.0603535250E+04  1.3295758677E-08 -8.2518268613E-09  3.1342803797E-08  1.5014065117E-10  3.1939544354E+07
     7      19 -3.4055491111E+07  5.3413816617E+07  9.2725100518E+06  8.1951693139E-21 -2.1686998300E+05 -6.0223990805E+01  1.4892029042E+03 -7.4137389818E-10  6.5497422349E-09  2.0711272748E-08  1.3922755775E-10  1.7612917271E+07 -2.5667286962E+07  5.3200122876E+07  1.6870331098E+07  8.2917878912E-21 -2.0763281390E+05  1.9596417556E+04 -1.8913833368E+04  1.3398663245E-08 -8.5335542641E-09  2.7769461690E-08  1.3950540537E-10  3.4837083612E+07
     7      20 -3.7082815376E+07  5.5824511170E+07  9.0328702709E+06  8.0436066861E-21 -2.5920111329E+05  3.0390083931E+03  4.3423542679E+03 -5.4900140468E-10  6.3101800636E-09  1.7523980069E-08  1.2187256674E-10  1.6987210264E+07 -2.6649095753E+07  5.5235100253E+07  1.7515644309E+07  8.1175641141E-21 -2.3826193604E+05  2.3596590852E+04 -1.7087246413E+04  1.3447425724E-08 -8.8016522377E-09  2.4790329507E-08  1.2814713978E-10  3.7670832655E+07
     8       1 -1.2867347128E+07  1.5069601482E+07  4.1910265493E+06  1.5675030137E-20  7.7731873207E+03  6.0577433772E+02 -1.2724831618E+03 -3.1557693365E-07  3.6779971937E-07  8.4518858034E-07  1.3207937058E-10  1.4867982143E+07 -1.0277825135E+07  1.4657494375E+07  6.7553034826E+06  1.5899914361E-20  6.3181193112E+03  4.0941190294E+02 -2.8296339547E+03  5.4208539147E-09 -1.5375436174E-09  1.1090321784E-06  1.2227072486E-10  1.3140086747E+07
     8       2 -1.3785868545E+07  1.6893167331E+07  5.0183219322E+06  1.5450526056E-20  9.8361517849E+03  7.5704145858E+02 -1.9736496333E+03 -1.9646847166E-07  2.3687987316E-07  6.4124101519E-07  1.4512838607E-10  1.4253104898E+07 -1.1540014187E+07  1.6457537543E+07  7.5849021559E+06  1.5574818708E-20  8.2239056433E+03  6.6133702603E+02 -4.0756158166E+03  6.6698192366E-09 -1.7680911020E-09  7.8062561272E-07  1.4145014752E-10  1.3511936509E+07
     8       3 -1.4304273813E+07  1.8509748076E+07  6.2973491387E+06  1.5248136781E-20  1.1737362118E+04  8.6620682277E+02 -3.2250415953E+03 -1.0566741062E-07  1.3259037673E-07  5.2189290201E-07  1.5435079034E-10  1.3332907413E+07 -1.2802203239E+07  1.8257580712E+07  8.4145008293E+06  1.5229719380E-20  1.0136585333E+04  8.9781749445E+02 -5.5204732603E+03  7.6316349687E-09 -1.9575971670E-09  5.6902424088E-07  1.5460104405E-10  1.3758728566E+07
     8       4 -1.4642383063E+07  2.0107040492E+07  8.3315449131E+06  1.4839490508E-20  1.1923609068E+04  8.6835731900E+02 -6.2860473002E+03 -2.6662683647E-08  3.8805620317E-08  4.2182162598E-07  1.5850709315E-10  1.3769702740E+07 -1.4064392291E+07  2.0057623881E+07  9.2440995026E+06  1.4806372712E-20  1.1150780385E+04  9.5006800352E+02 -7.3777575294E+03  8.1784125843E-09 -2.1239633377E-09  4.2673354416E-07  1.5924761091E-10  1.4163618303E+07
     8       5 -1.5645833009E+07  2.1868118120E+07  9.5662588703E+06  1.4336822041E-20  1.1440805657E+04  6.8094899095E+02 -8.9447536339E+03 -5.5465530567E-09  1.4070242481E-08  3.2666498113E-07  1.5945391416E-10  1.4490514742E+07 -1.5326581342E+07  2.1857667050E+07  1.0073698176E+07  1.4316632735E-20  1.0946578698E+04  7.4488262449E+02 -9.5622931752E+03  8.5342537685E-09 -2.3252598289E-09  3.2752928374E-07  1.5986447244E-10  1.4694242263E+07
     8       6 -1.6704006992E+07  2.3653610524E+07  1.0719175743E+07  1.3829131021E-20  1.0372810470E+04  3.7581147372E+02 -1.1651809050E+04  5.1575076940E-09  1.7824349473E-09  2.5620272555E-07  1.6076004624E-10  1.5058813475E+07 -1.6588770394E+07  2.3657710219E+07  1.0903296849E+07  1.3820352990E-20  1.0157477057E+04  4.0679285876E+02 -1.1885826069E+04  8.9348997271E-09 -2.5704785161E-09  2.5616507220E-07  1.6091341571E-10  1.5134454106E+07
     8       7 -1.7819510194E+07  2.5461349085E+07  1.1783024317E+07  1.3314802833E-20  8.6378281490E+03 -4.1741209053E+01 -1.4477457558E+04  1.0164532947E-08 -3.7466916103E-09  2.0344655847E-07  1.6248094512E-10  1.5531553093E+07 -1.7850959446E+07  2.5457753388E+07  1.1732895522E+07  1.3317619576E-20  8.7086448672E+03 -5.2578486198E+01 -1.4409957954E+04  9.3857607734E-09 -2.8599821666E-09  2.0350117135E-07  1.6243671103E-10  1.5510264410E+07
     8       8 -1.9072730374E+07  2.7264966689E+07  1.2625542534E+07  1.2805559523E-20  6.4229322125E+03 -6.0128414797E+02 -1.7315043927E+04  1.0654142588E-08 -4.0480220046E-09  1.6370816830E-07  1.6452001591E-10  1.5869126691E+07 -1.9113148498E+07  2.7257796556E+07  1.2562494196E+07  1.2808518590E-20  6.5116151902E+03 -6.2015162519E+02 -1.7206440394E+04  9.8922472205E-09 -3.1941335475E-09  1.6377792901E-07  1.6447662877E-10  1.5847683752E+07
     8       9 -2.0823316644E+07  2.8987699040E+07  1.2726247625E+07  1.2245024707E-20  2.8926765489E+03 -1.6790190562E+03 -1.7493039548E+04  4.0145342676E-09  3.4117795329E-09  1.3325506972E-07  1.6792698395E-10  1.6410744842E+07 -2.0375337549E+07  2.9057839725E+07  1.3392092869E+07  1.2230758509E-20  2.0845912785E+03 -1.4090771188E+03 -1.9045180977E+04  1.0440522758E-08 -3.6048900459E-09  1.3325251608E-07  1.6817713334E-10  1.6543603469E+07
     8      10 -2.2724839976E+07  3.0737303652E+07  1.2703432431E+07  1.1673132105E-20 -1.3959815070E+03 -3.0741610263E+03 -1.7256972365E+04 -1.0964047560E-09  8.8538546468E-09  1.0805995279E-07  1.7166870609E-10  1.6852330922E+07 -2.1637526601E+07  3.0857882894E+07  1.4221691542E+07  1.1657318411E-20 -3.4481193404E+03 -2.3406809572E+03 -2.1193525588E+04  1.1038163245E-08 -4.0347743407E-09  1.0942781113E-07  1.7219304799E-10  1.7121808172E+07
     8      11 -2.4626951678E+07  3.2515098522E+07  1.2748787281E+07  1.1089265650E-20 -8.8640865241E+03 -4.4168464996E+03 -1.6663175603E+04 -3.5595820483E-09  1.1134211472E-08  8.7659369761E-08  1.7536091892E-10  1.7291036643E+07 -2.2899715653E+07  3.2657926063E+07  1.5051290216E+07  1.1082323149E-20 -1.2745450070E+04 -2.9271856528E+03 -2.3193583458E+04  1.1688390735E-08 -4.5182388076E-09  9.0712014524E-08  1.7576466624E-10  1.7778452752E+07
     8      12 -2.6382814567E+07  3.4323715528E+07  1.3005965607E+07  1.0514510393E-20 -2.2322765743E+04 -5.1566780901E+03 -1.6005183874E+04 -3.6374536783E-09  1.0834312055E-08  7.1871804902E-08  1.7778840882E-10  1.7779276642E+07 -2.4161904704E+07  3.4457969232E+07  1.5880888889E+07  1.0520348259E-20 -2.7150055907E+04 -2.7307103397E+03 -2.4771967988E+04  1.2373928111E-08 -5.0457246738E-09  7.5958938207E-08  1.7766482970E-10  1.8635260519E+07
     8      13 -2.8195059492E+07  3.6126637473E+07  1.3231553112E+07  9.9680952539E-21 -3.7681327315E+04 -6.0253284605E+03 -1.5238712972E+04 -3.4204628583E-09  1.0160959104E-08  5.9134054222E-08  1.7926725711E-10  1.8087059168E+07 -2.5424093756E+07  3.6258012400E+07  1.6710487562E+07  9.9890522893E-21 -4.3653165034E+04 -2.3410575747E+03 -2.6694762237E+04  1.3089746448E-08 -5.5705467187E-09  6.4127513063E-08  1.7836507859E-10  1.9449796905E+07
     8      14 -3.0035726557E+07  3.7931601327E+07  1.3503418762E+07  9.4473915567E-21 -5.5504466734E+04 -6.9826210039E+03 -1.4694692798E+04 -2.8357057990E-09  9.1132309076E-09  4.8851914546E-08  1.7971546238E-10  1.8234416678E+07 -2.6686282808E+07  3.8058055569E+07  1.7540086236E+07  9.4886830181E-21 -6.2510125113E+04 -1.7535639122E+03 -2.9003011758E+04  1.3834414325E-08 -6.0977866602E-09  5.4583694859E-08  1.7784927179E-10  2.0229124762E+07
     8      15 -3.1942665190E+07  3.9713818268E+07  1.3800231947E+07  8.9584918733E-21 -7.6188215111E+04 -7.8827840202E+03 -1.4134783298E+04 -2.1152747327E-09  7.9146534946E-09  4.0557865793E-08  1.7885934293E-10  1.8257458403E+07 -2.7948471860E+07  3.9858098738E+07  1.8369684909E+07  9.0194882212E-21 -8.3984314888E+04 -9.6662325360E+02 -3.1738987050E+04  1.4606500323E-08 -6.6325262162E-09  4.6858330261E-08  1.7610126820E-10  2.0980306939E+07
     8      16 -3.4233339549E+07  4.1525911680E+07  1.3828047485E+07  8.5368422003E-21 -1.0291239642E+05 -6.8849444171E+03 -1.1084470200E+04 -2.4776262655E-09  7.6377942728E-09  3.3514438012E-08  1.7411027736E-10  1.8498048045E+07 -2.9210660911E+07  4.1658141907E+07  1.9199283582E+07  8.5823659255E-21 -1.0835589554E+05  1.2879292418E+02 -3.4663522752E+04  1.5372845318E-08 -7.1698735555E-09  4.0591102569E-08  1.7297706911E-10  2.1986403268E+07
     8      17 -3.6902881252E+07  4.3459752633E+07  1.3754779404E+07  8.1440295779E-21 -1.3450221608E+05 -5.3710918901E+03 -6.9189337066E+03 -2.9393674605E-09  7.3958252644E-09  2.7339073101E-08  1.6731670048E-10  1.8337508709E+07 -3.0472849963E+07  4.3458185076E+07  2.0028882256E+07  8.1910175431E-21 -1.3542864886E+05  2.8246542802E+03 -3.4436895290E+04  1.5757215157E-08 -7.5906669148E-09  3.5394423557E-08  1.6725222939E-10  2.6561575430E+07
     8      18 -3.9509781622E+07  4.5462014767E+07  1.3795944059E+07  7.8711496019E-21 -1.6998756684E+05 -3.0626590289E+03 -2.9844174338E+03 -2.8134962697E-09  6.8042481261E-09  2.2710876060E-08  1.5642360458E-10  1.8140581437E+07 -3.1735039015E+07  4.5258228244E+07  2.0858480929E+07  7.9005850427E-21 -1.6434925603E+05  6.1953662070E+03 -3.3111015068E+04  1.5946322265E-08 -7.9276834302E-09  3.1079954424E-08  1.5888682247E-10  3.3127067189E+07
     8      19 -4.2004295586E+07  4.7475964492E+07  1.3909100017E+07  7.7386821786E-21 -2.0699616476E+05 -3.8084059997E+02  6.1273716451E+02 -2.3921192180E-09  6.1550818594E-09  1.9312490762E-08  1.4097581690E-10  1.8203479990E+07 -3.2997228066E+07  4.7058271413E+07  2.1688079602E+07  7.8060242341E-21 -1.9386922448E+05  1.0867547402E+04 -2.8493928560E+04  1.5623135205E-08 -7.9552098710E-09  2.7566648349E-08  1.4550720051E-10  4.3830548391E+07
     8      20 -4.4595680995E+07  4.9486965706E+07  1.4084634738E+07  7.6505002628E-21 -2.4350939998E+05  1.6786494288E+03  3.4184548598E+03 -1.8718913161E-09  5.5338197302E-09  1.6681627595E-08  1.2467828115E-10  1.7843602347E+07 -3.4259417118E+07  4.8858314582E+07  2.2517678275E+07  7.7472366298E-21 -2.2232110785E+05  1.5166668655E+04 -2.4018335516E+04  1.5269468220E-08 -7.9551572491E-09  2.4600193576E-08  1.3208443186E-10  5.6339241621E+07
     9       1 -1.5247970479E+07  1.2959299715E+07  4.8856276562E+06  1.5618540220E-20  8.6651844410E+03  6.7432396970E+02 -1.8595159887E+02 -4.1454106378E-07  3.5040579063E-07  7.6921876178E-07  1.3076225931E-10  1.5235600686E+07 -1.2248635029E+07  1.2299098124E+07  8.0506571945E+06  1.5760643402E-20  6.8767439315E+03  5.1012953407E+02 -2.5414381811E+03  5.3876297842E-09 -1.0814961487E-09  1.1089355858E-06  1.1809248204E-10  1.4476648414E+07
     9       2 -1.6154779051E+07  1.4315918220E+07  6.1662266174E+06  1.5425603439E-20  1.0844433451E+04  7.7963330443E+02 -9.6702161239E+02 -2.5369058294E-07  2.1783448309E-07  6.2484052464E-07  1.4014824146E-10  1.3916020172E+07 -1.3752853366E+07  1.3809513683E+07  9.0393343938E+06  1.5413259142E-20  8.9481893112E+03  6.6304595151E+02 -3.9756559570E+03  6.5638950890E-09 -1.2659534923E-09  7.8057597917E-07  1.3539011006E-10  1.4682360482E+07
     9       3 -1.6597438644E+07  1.5513065781E+07  8.2205608141E+06  1.5090128598E-20  1.2219151778E+04  7.9726238713E+02 -3.5558888258E+03 -1.1174225305E-07  9.8206578191E-08  5.3065812853E-07  1.4761568705E-10  1.4069779992E+07 -1.5257071703E+07  1.5319929242E+07  1.0028011593E+07  1.5046127521E-20  1.1005459332E+04  7.5512991408E+02 -5.6543037430E+03  7.4714224645E-09 -1.4171532983E-09  5.6901140227E-07  1.4692845955E-10  1.4721385253E+07
     9       4 -1.7090331670E+07  1.6843916573E+07  1.0515397463E+07  1.4680882697E-20  1.3294449184E+04  7.5868011354E+02 -6.9385917477E+03 -1.5297389098E-08  1.7901930554E-08  4.2495021238E-07  1.5357102363E-10  1.4480240506E+07 -1.6761290040E+07  1.6830344801E+07  1.1016688792E+07  1.4661804742E-20  1.2960954702E+04  7.5360192934E+02 -7.5674610729E+03  8.1716502767E-09 -1.5454170031E-09  4.2661347143E-07  1.5375284190E-10  1.4650007038E+07
     9       5 -1.7963928340E+07  1.8377274228E+07  1.2513106486E+07  1.4236172843E-20  1.4354914723E+04  6.1471548402E+02 -1.0415473030E+04  2.5182696393E-08 -1.5210657460E-08  3.2522461209E-07  1.5730636493E-10  1.4673566754E+07 -1.8265508377E+07  1.8340760360E+07  1.2005365992E+07  1.4262847007E-20  1.4715702628E+04  6.2153075657E+02 -9.7045741808E+03  8.7260168914E-09 -1.6610660426E-09  3.2728666710E-07  1.5690856851E-10  1.4524510147E+07
     9       6 -1.9298236624E+07  1.9964914537E+07  1.3779891123E+07  1.3745890899E-20  1.4269517748E+04  1.5490969998E+02 -1.3275087163E+04  2.7447537154E-08 -1.6815544319E-08  2.5252410339E-07  1.5908842219E-10  1.4789323378E+07 -1.9769726714E+07  1.9851175919E+07  1.2994043191E+07  1.3769343174E-20  1.4668219415E+04  1.4763400374E+02 -1.1666207770E+04  9.2328887503E-09 -1.8805719158E-09  2.5586763556E-07  1.5882531165E-10  1.4786842037E+07
     9       7 -2.1268084209E+07  2.1362500509E+07  1.3991819620E+07  1.3174087543E-20  1.2196104400E+04 -6.5575159012E+02 -1.3312952324E+04  9.9794395542E-09 -2.3762242262E-09  2.0312914003E-07  1.6235297031E-10  1.5428158986E+07 -2.1273945051E+07  2.1361591478E+07  1.3982720390E+07  1.3174218252E-20  1.2201041399E+04 -6.5633821839E+02 -1.3292737611E+04  9.8117804739E-09 -2.2406397071E-09  2.0313867741E-07  1.6234924715E-10  1.5428699873E+07
     9       8 -2.3273191136E+07  2.2818128874E+07  1.4235932515E+07  1.2588893201E-20  9.4142670817E+03 -1.6783083372E+03 -1.3441246369E+04 -4.8193304742E-11  5.7284354663E-09  1.6300881481E-07  1.6598849783E-10  1.5963641878E+07 -2.2778163388E+07  2.2872007037E+07  1.4971397590E+07  1.2584692367E-20  8.9345369087E+03 -1.5933427070E+03 -1.5235429489E+04  1.0446547100E-08 -2.6166293142E-09  1.6337838352E-07  1.6635337332E-10  1.5888510886E+07
     9       9 -2.5261580714E+07  2.4320630759E+07  1.4572613242E+07  1.1996488248E-20  5.7495608935E+03 -2.9415060606E+03 -1.3909615810E+04 -4.7193252186E-09  9.3779159904E-09  1.3096969017E-07  1.7000500733E-10  1.6355407765E+07 -2.4282381725E+07  2.4382422596E+07  1.5960074789E+07  1.2001892387E-20  4.7284663137E+03 -2.7041996901E+03 -1.7604248558E+04  1.1144294237E-08 -3.0134737769E-09  1.3283923422E-07  1.7072688800E-10  1.6170436744E+07
     9      10 -2.7223673155E+07  2.5849104988E+07  1.4990272598E+07  1.1403836204E-20  1.0555407431E+03 -4.4868126417E+03 -1.4797390021E+04 -6.2157792487E-09  1.0420934328E-08  1.0568347050E-07  1.7434402551E-10  1.6584137296E+07 -2.5786600062E+07  2.5892838155E+07  1.6948751988E+07  1.1426945177E-20 -5.8136561016E+02 -4.0370792158E+03 -2.0529346351E+04  1.1912127494E-08 -3.4361061349E-09  1.0901075908E-07  1.7535898907E-10  1.6278639117E+07
     9      11 -2.9140100388E+07  2.7379226524E+07  1.5500493615E+07  1.0817544852E-20 -4.8283434537E+03 -6.3607494251E+03 -1.6267918063E+04 -5.7345775296E-09  9.8753672209E-09  8.5872272327E-08  1.7894079635E-10  1.6629630055E+07 -2.7290818398E+07  2.7403253714E+07  1.7937429188E+07  1.0860977606E-20 -7.1873625281E+03 -5.6489406362E+03 -2.4165083157E+04  1.2757152479E-08 -3.8894594279E-09  9.0169206971E-08  1.8013887438E-10  1.6217279673E+07
     9      12 -3.1008677870E+07  2.8880260518E+07  1.6087128494E+07  1.0245195476E-20 -1.2077952854E+04 -8.6091019322E+03 -1.8510744915E+04 -4.4102885726E-09  8.6898881514E-09  7.0353615134E-08  1.8366949324E-10  1.6482832472E+07 -2.8795036735E+07  2.8913669273E+07  1.8926106387E+07  1.0305116539E-20 -1.5315106681E+04 -7.6072405703E+03 -2.8694814756E+04  1.3686474802E-08 -4.3784666956E-09  7.5105239162E-08  1.8495574181E-10  1.5990520082E+07
     9      13 -3.2972390978E+07  3.0305076048E+07  1.6546141944E+07  9.6992959751E-21 -2.2865417899E+04 -1.0511193590E+04 -1.9645481505E+04 -3.8513345236E-09  7.9403960119E-09  5.8102478474E-08  1.8701897113E-10  1.6530244604E+07 -3.0299255072E+07  3.0424084832E+07  1.9914783586E+07  9.7326176207E-21 -2.7676245926E+04 -8.3667987253E+03 -3.1598520528E+04  1.4458699721E-08 -4.8387014163E-09  6.2980247361E-08  1.8693472903E-10  1.8102652797E+07
     9      14 -3.5348796460E+07  3.1786485487E+07  1.6658153265E+07  9.1559380730E-21 -3.8677312937E+04 -1.1851533837E+04 -1.7924053849E+04 -4.9758587214E-09  8.1924488751E-09  4.7258402365E-08  1.8843662874E-10  1.6845569798E+07 -3.1803473409E+07  3.1934500391E+07  2.0903460786E+07  9.1781511287E-21 -4.3010641827E+04 -8.4243405988E+03 -3.4069482404E+04  1.5177373518E-08 -5.2934637330E-09  5.3148668733E-08  1.8728428981E-10  2.1194237410E+07
     9      15 -3.7757651484E+07  3.3371407457E+07  1.6805872275E+07  8.6837311155E-21 -6.2759530253E+04 -1.1720077156E+04 -1.4960380328E+04 -5.2819592523E-09  7.8701830170E-09  3.8665626416E-08  1.8531471112E-10  1.7143515848E+07 -3.3307691746E+07  3.3444915951E+07  2.1892137985E+07  8.7494860255E-21 -6.8219842010E+04 -5.4410093799E+03 -3.2753150540E+04  1.5439831185E-08 -5.5774144327E-09  4.5768626415E-08  1.8116127553E-10  2.5332213889E+07
     9      16 -4.0175847066E+07  3.4948553673E+07  1.7033988796E+07  8.2650935161E-21 -8.9944799349E+04 -1.1544059521E+04 -1.2173825649E+04 -4.9869476589E-09  7.1671003900E-09  3.1948417877E-08  1.8085675426E-10  1.7069354492E+07 -3.4811910083E+07  3.4955331510E+07  2.2880815184E+07  8.3808387241E-21 -9.5164862844E+04 -2.0962837960E+03 -3.1329070694E+04  1.5690673246E-08 -5.8338349221E-09  3.9777566688E-08  1.7386810433E-10  2.9768216627E+07
     9      17 -4.2669185347E+07  3.6512641560E+07  1.7275395972E+07  7.8956005115E-21 -1.1984854396E+05 -1.1456450716E+04 -9.3110113425E+03 -4.5473376343E-09  6.3993292700E-09  2.6612055893E-08  1.7517971158E-10  1.6663830247E+07 -3.6316128420E+07  3.6465747069E+07  2.3869492384E+07  8.0673234948E-21 -1.2331587378E+05  1.5016645640E+03 -2.9916843163E+04  1.5941651417E-08 -6.0740801470E-09  3.4871748405E-08  1.6559406092E-10  3.4453389074E+07
     9      18 -4.5213331734E+07  3.8067232366E+07  1.7629389819E+07  7.6131043808E-21 -1.5294940504E+05 -1.1025750146E+04 -7.0767748414E+03 -3.8284078340E-09  5.5577313117E-09  2.2569132229E-08  1.6712961654E-10  1.5965827442E+07 -3.7820346757E+07  3.7976162628E+07  2.4858169583E+07  7.8062789635E-21 -1.5225675121E+05  5.2829806083E+03 -2.8507478913E+04  1.6183152720E-08 -6.3009366901E-09  3.0833899885E-08  1.5642730516E-10  3.9335474700E+07
     9      19 -4.8197128758E+07  3.9641932573E+07  1.7732476862E+07  7.5034507834E-21 -1.8955978064E+05 -7.6824996648E+03 -3.3298965527E+03 -3.8288391624E-09  5.3588313603E-09  1.9213827731E-08  1.5247572229E-10  1.5904012136E+07 -3.9324565094E+07  3.9486578187E+07  2.5846846782E+07  7.5950437564E-21 -1.8151539107E+05  9.1647620141E+03 -2.7088526472E+04  1.6405564180E-08 -6.5171911341E-09  2.7492823948E-08  1.4645599690E-10  4.4362216978E+07
