Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Hplim E NeuRho NeuMx NeuMy NeuMz NeuE Ne2Rho Ne2Mx Ne2My Ne2Mz Ne2E Ne3Rho Ne3Mx Ne3My Ne3Mz Ne3E Ne4Rho Ne4Mx Ne4My Ne4Mz Ne4E Pmin Pmax
      0  0.00000E+00  3.15576E+005  1.00000E-002 -1.67260E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22670E-012  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.80000E-001  3.01068E-018  0.00000E+000  0.00000E+000  1.52934E-011  2.60000E-013  2.60000E-013
     10  3.15576E+06  3.15576E+005  1.00000E-002 -1.58684E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22095E-012  9.99056E-006 -4.69726E-027  0.00000E+000  0.00000E+000  1.49850E-016  9.99056E-006 -4.69726E-027  0.00000E+000  0.00000E+000  1.49850E-016  3.57103E-005 -4.41098E-022  0.00000E+000  0.00000E+000  2.96206E-015  1.79974E-001  3.00255E-018  0.00000E+000  0.00000E+000  1.52963E-011  3.11875E-013  3.11875E-013
     20  6.31152E+06  3.15576E+005  1.00000E-002 -1.50429E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.21615E-012  9.98129E-006 -9.23471E-027  0.00000E+000  0.00000E+000  1.49704E-016  9.98129E-006 -9.23471E-027  0.00000E+000  0.00000E+000  1.49704E-016  3.56841E-005 -4.40785E-022  0.00000E+000  0.00000E+000  2.95983E-015  1.79974E-001  2.99429E-018  0.00000E+000  0.00000E+000  1.53011E-011  3.59530E-013  3.59530E-013
     30  9.46728E+06  3.15576E+005  1.00000E-002 -1.42478E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.21221E-012  9.97216E-006 -1.36085E-026  0.00000E+000  0.00000E+000  1.49560E-016  9.97216E-006 -1.36085E-026  0.00000E+000  0.00000E+000  1.49560E-016  3.56576E-005 -4.40466E-022  0.00000E+000  0.00000E+000  2.95757E-015  1.79974E-001  2.98634E-018  0.00000E+000  0.00000E+000  1.53051E-011  4.03314E-013  4.03314E-013
     40  1.26230E+07  3.15576E+005  1.00000E-002 -1.34817E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20905E-012  9.96318E-006 -1.78152E-026  0.00000E+000  0.00000E+000  1.49419E-016  9.96318E-006 -1.78152E-026  0.00000E+000  0.00000E+000  1.49419E-016  3.56308E-005 -4.40141E-022  0.00000E+000  0.00000E+000  2.95526E-015  1.79974E-001  2.97868E-018  0.00000E+000  0.00000E+000  1.53082E-011  4.43544E-013  4.43544E-013
     50  1.57788E+07  3.15576E+005  1.00000E-002 -1.27430E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20659E-012  9.95432E-006 -2.18520E-026  0.00000E+000  0.00000E+000  1.49279E-016  9.95432E-006 -2.18520E-026  0.00000E+000  0.00000E+000  1.49279E-016  3.56037E-005 -4.39809E-022  0.00000E+000  0.00000E+000  2.95291E-015  1.79974E-001  2.97129E-018  0.00000E+000  0.00000E+000  1.53107E-011  4.80508E-013  4.80508E-013
     60  1.89346E+07  3.15576E+005  1.00000E-002 -1.20305E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20476E-012  9.94559E-006 -2.57169E-026  0.00000E+000  0.00000E+000  1.49142E-016  9.94559E-006 -2.57169E-026  0.00000E+000  0.00000E+000  1.49142E-016  3.55764E-005 -4.39471E-022  0.00000E+000  0.00000E+000  2.95052E-015  1.79975E-001  2.96416E-018  0.00000E+000  0.00000E+000  1.53125E-011  5.14467E-013  5.14467E-013
     70  2.20903E+07  3.15576E+005  1.00000E-002 -1.13428E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20350E-012  9.93698E-006 -2.94080E-026  0.00000E+000  0.00000E+000  1.49007E-016  9.93698E-006 -2.94080E-026  0.00000E+000  0.00000E+000  1.49007E-016  3.55486E-005 -4.39126E-022  0.00000E+000  0.00000E+000  2.94809E-015  1.79975E-001  2.95729E-018  0.00000E+000  0.00000E+000  1.53138E-011  5.45660E-013  5.45660E-013
     80  2.52461E+07  3.15576E+005  1.00000E-002 -1.06789E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20275E-012  9.92847E-006 -3.29243E-026  0.00000E+000  0.00000E+000  1.48873E-016  9.92847E-006 -3.29243E-026  0.00000E+000  0.00000E+000  1.48873E-016  3.55206E-005 -4.38776E-022  0.00000E+000  0.00000E+000  2.94562E-015  1.79975E-001  2.95065E-018  0.00000E+000  0.00000E+000  1.53146E-011  5.74303E-013  5.74303E-013
     90  2.84018E+07  3.15576E+005  1.00000E-002 -1.00375E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.20247E-012  9.92006E-006 -3.62651E-026  0.00000E+000  0.00000E+000  1.48742E-016  9.92006E-006 -3.62651E-026  0.00000E+000  0.00000E+000  1.48742E-016  3.54922E-005 -4.38419E-022  0.00000E+000  0.00000E+000  2.94311E-015  1.79975E-001  2.94423E-018  0.00000E+000  0.00000E+000  1.53148E-011  6.00597E-013  6.00597E-013
