Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz E Pmin Pmax
     17  0.00000E+00  0.00000E+000  3.53554E-003  1.91437E-035  4.03582E-035  1.69367E-035 -7.21346E-019  4.22111E-018 -3.34058E-005  4.83257E-012  1.44717E-014  1.03628E-010
     18  0.00000E+00  0.00000E+000  3.61556E-003 -6.93738E-036  5.38109E-035  1.68273E-035 -1.25003E-018  4.62064E-018 -3.41905E-005  4.94332E-012  1.46289E-014  9.87914E-011
     19  0.00000E+00  0.00000E+000  3.69792E-003 -3.99066E-035 -1.34527E-035  1.63404E-035 -5.20594E-019  5.95609E-018 -3.49883E-005  5.05733E-012  1.47771E-014  9.49397E-011
     20  0.00000E+00  0.00000E+000  3.78258E-003  1.96117E-035 -1.34527E-035  1.58491E-035 -1.61517E-018  6.98699E-018 -3.58028E-005  5.17456E-012  1.49221E-014  9.06151E-011
     21  0.00000E+00  0.00000E+000  3.86954E-003 -2.35127E-035  6.72636E-035  1.57916E-035 -1.85657E-018  7.99650E-018 -3.66377E-005  5.29501E-012  1.50670E-014  8.69984E-011
     22  0.00000E+00  0.00000E+000  3.95885E-003 -1.26604E-035  1.07622E-034  1.54181E-035 -2.03685E-018  8.66038E-018 -3.74962E-005  5.41875E-012  1.52121E-014  8.31469E-011
     23  0.00000E+00  0.00000E+000  4.05060E-003  1.41195E-035 -4.03582E-035  1.53357E-035 -2.44241E-018  9.59203E-018 -3.83806E-005  5.54587E-012  1.53573E-014  7.97234E-011
     24  0.00000E+00  0.00000E+000  4.14486E-003 -2.17047E-035  6.72636E-035  1.58111E-035 -3.98332E-018  9.96803E-018 -3.92918E-005  5.67650E-012  1.55025E-014  7.63529E-011
     25  0.00000E+00  0.00000E+000  4.24173E-003 -3.23345E-035  0.00000E+000  1.63817E-035 -5.00955E-018  1.07855E-017 -4.02299E-005  5.81076E-012  1.56467E-014  7.30938E-011
     26  0.00000E+00  0.00000E+000  4.34126E-003 -4.56090E-035  5.38109E-035  1.70494E-035 -6.40013E-018  1.13142E-017 -4.11946E-005  5.94875E-012  1.57889E-014  7.00784E-011
     27  0.00000E+00  0.00000E+000  4.44352E-003 -8.54105E-035  0.00000E+000  1.78502E-035 -6.32484E-018  1.18656E-017 -4.21856E-005  6.09054E-012  1.59289E-014  6.69844E-011
     28  0.00000E+00  0.00000E+000  4.54855E-003 -1.39388E-035 -5.38109E-035  1.86447E-035 -6.51045E-018  1.21907E-017 -4.32030E-005  6.23621E-012  1.60675E-014  6.43215E-011
     29  0.00000E+00  0.00000E+000  4.65641E-003 -1.35368E-034  4.03582E-035  1.93763E-035 -5.62642E-018  1.31450E-017 -4.42475E-005  6.38584E-012  1.62058E-014  6.14202E-011
     30  0.00000E+00  0.00000E+000  4.76715E-003  4.66641E-035  1.34527E-034  2.03963E-035 -4.01837E-018  1.27989E-017 -4.53200E-005  6.53951E-012  1.63447E-014  5.89978E-011
     31  0.00000E+00  0.00000E+000  4.88085E-003 -9.07435E-035  0.00000E+000  2.21961E-035 -1.46280E-018  1.26445E-017 -4.64217E-005  6.69732E-012  1.64852E-014  5.63562E-011
     32  0.00000E+00  0.00000E+000  4.99760E-003  1.61919E-036 -2.69055E-035  2.37858E-035  2.00862E-018  1.15912E-017 -4.75532E-005  6.85941E-012  1.66274E-014  5.40739E-011
     33  0.00000E+00  0.00000E+000  5.11750E-003  2.23205E-035  2.69055E-035  2.48605E-035  5.91580E-018  1.03077E-017 -4.87146E-005  7.02591E-012  1.67714E-014  5.16956E-011
     34  0.00000E+00  0.00000E+000  5.24063E-003  1.30901E-034 -8.07164E-035  2.53466E-035  9.86960E-018  9.35955E-018 -4.99050E-005  7.19694E-012  1.69166E-014  4.95412E-011
     35  0.00000E+00  0.00000E+000  5.36706E-003  2.06570E-035  4.03582E-035  2.54161E-035  1.38098E-017  8.83041E-018 -5.11234E-005  7.37261E-012  1.70629E-014  4.74532E-011
     36  0.00000E+00  0.00000E+000  5.49683E-003 -5.59868E-035  6.72636E-035  2.60223E-035  1.67976E-017  8.89971E-018 -5.23678E-005  7.55297E-012  1.72104E-014  4.54066E-011
     37  0.00000E+00  0.00000E+000  5.62996E-003 -6.50171E-035  0.00000E+000  2.61744E-035  1.87951E-017  1.00673E-017 -5.36373E-005  7.73806E-012  1.73597E-014  4.35431E-011
     38  0.00000E+00  0.00000E+000  5.76645E-003 -9.71349E-035  1.88338E-034  2.70618E-035  1.97101E-017  1.19231E-017 -5.49316E-005  7.92789E-012  1.75118E-014  4.15931E-011
     39  0.00000E+00  0.00000E+000  5.90631E-003  3.79803E-035  1.07622E-034  2.78762E-035  1.99490E-017  1.40940E-017 -5.62514E-005  8.12246E-012  1.76676E-014  3.99287E-011
     40  0.00000E+00  0.00000E+000  6.04953E-003 -3.21473E-035 -2.15244E-034  2.84280E-035  2.01538E-017  1.61909E-017 -5.75987E-005  8.32179E-012  1.78279E-014  3.81366E-011
     41  0.00000E+00  0.00000E+000  6.19616E-003 -3.32475E-035  0.00000E+000  2.85505E-035  2.04518E-017  1.75095E-017 -5.89763E-005  8.52593E-012  1.79924E-014  3.65720E-011
     42  0.00000E+00  0.00000E+000  6.34626E-003  3.72610E-036  5.38109E-035  2.86660E-035  2.12136E-017  1.82664E-017 -6.03873E-005  8.73499E-012  1.81595E-014  3.54476E-011
     43  0.00000E+00  0.00000E+000  6.49995E-003  9.94109E-035 -8.07164E-035  2.84014E-035  2.26069E-017  1.82326E-017 -6.18348E-005  8.94911E-012  1.83280E-014  3.54294E-011
     44  0.00000E+00  0.00000E+000  6.65736E-003 -5.34611E-035  5.38109E-035  2.86454E-035  2.45999E-017  1.78003E-017 -6.33215E-005  9.16848E-012  1.84969E-014  3.54209E-011
     45  0.00000E+00  0.00000E+000  6.81864E-003  1.43067E-035  0.00000E+000  3.00116E-035  2.67016E-017  1.71343E-017 -6.48494E-005  9.39332E-012  1.86662E-014  3.54199E-011
     46  0.00000E+00  0.00000E+000  6.98392E-003  1.56794E-034 -1.61433E-034  3.17131E-035  2.87787E-017  1.65251E-017 -6.64197E-005  9.62382E-012  1.88364E-014  3.54246E-011
     47  0.00000E+00  0.00000E+000  7.15334E-003  3.76880E-036  2.42149E-034  3.26268E-035  3.03924E-017  1.61978E-017 -6.80330E-005  9.86017E-012  1.90080E-014  3.54335E-011
     48  0.00000E+00  0.00000E+000  7.32702E-003 -1.61778E-034  0.00000E+000  3.44553E-035  3.14209E-017  1.62264E-017 -6.96895E-005  1.01025E-011  1.91820E-014  3.54455E-011
     49  0.00000E+00  0.00000E+000  7.50504E-003  4.18903E-035  3.22865E-034  3.66650E-035  3.18550E-017  1.64081E-017 -7.13892E-005  1.03511E-011  1.93591E-014  3.54597E-011
     50  0.00000E+00  0.00000E+000  7.68750E-003 -3.34036E-035 -2.42149E-034  3.70710E-035  3.17284E-017  1.69611E-017 -7.31323E-005  1.06059E-011  1.95396E-014  3.54755E-011
     51  0.00000E+00  0.00000E+000  7.87448E-003  1.61400E-034  1.07622E-034  3.63544E-035  3.13872E-017  1.75552E-017 -7.49190E-005  1.08671E-011  1.97238E-014  3.54923E-011
     52  0.00000E+00  0.00000E+000  8.06609E-003 -9.99972E-035 -1.34527E-034  3.53378E-035  3.10616E-017  1.81813E-017 -7.67503E-005  1.11349E-011  1.99112E-014  3.55096E-011
     53  0.00000E+00  0.00000E+000  8.26242E-003  5.33347E-035  2.69055E-035  3.33230E-035  3.10077E-017  1.86246E-017 -7.86270E-005  1.14094E-011  2.01015E-014  3.55271E-011
     54  0.00000E+00  0.00000E+000  8.46361E-003  8.34719E-036 -2.69055E-035  3.10748E-035  3.14770E-017  1.87826E-017 -8.05505E-005  1.16908E-011  2.02941E-014  3.55446E-011
     55  0.00000E+00  0.00000E+000  8.66980E-003 -1.15365E-034  8.07164E-035  2.92659E-035  3.23830E-017  1.86280E-017 -8.25219E-005  1.19793E-011  2.04887E-014  3.55618E-011
     56  0.00000E+00  0.00000E+000  8.88114E-003 -2.56278E-035  1.61433E-034  2.91075E-035  3.36166E-017  1.81057E-017 -8.45417E-005  1.22751E-011  2.06852E-014  3.55786E-011
     57  0.00000E+00  0.00000E+000  9.09778E-003 -2.43420E-035 -3.22865E-034  2.95160E-035  3.49984E-017  1.71388E-017 -8.66100E-005  1.25785E-011  2.08836E-014  3.55928E-011
     58  0.00000E+00  0.00000E+000  9.31985E-003 -1.15770E-034  8.07164E-035  3.15062E-035  3.62126E-017  1.58130E-017 -8.87263E-005  1.28896E-011  2.10844E-014  3.56050E-011
     59  0.00000E+00  0.00000E+000  9.54742E-003  6.04946E-035 -1.07622E-034  3.44580E-035  3.70409E-017  1.40528E-017 -9.08895E-005  1.32085E-011  2.12885E-014  3.56157E-011
     60  0.00000E+00  0.00000E+000  9.78058E-003 -1.38188E-034  8.07164E-035  3.69110E-035  3.72398E-017  1.18518E-017 -9.30985E-005  1.35354E-011  2.14971E-014  3.56254E-011
     61  0.00000E+00  0.00000E+000  1.00193E-002  1.03794E-034 -3.22865E-034  3.78899E-035  3.68030E-017  9.16379E-018 -9.53527E-005  1.38703E-011  2.17112E-014  3.56344E-011
     62  0.00000E+00  0.00000E+000  1.02637E-002 -9.94388E-035  5.38109E-035  3.77776E-035  3.57671E-017  5.90444E-018 -9.76518E-005  1.42133E-011  2.19319E-014  3.56427E-011
     63  0.00000E+00  0.00000E+000  1.05136E-002  1.00248E-034  2.69055E-034  3.61427E-035  3.43622E-017  2.09459E-018 -9.99968E-005  1.45642E-011  2.21599E-014  3.56506E-011
     64  0.00000E+00  0.00000E+000  1.07692E-002 -2.54461E-034  5.65015E-034  3.58457E-035  3.28559E-017 -2.36526E-018 -1.02389E-004  1.49233E-011  2.23947E-014  3.56581E-011
     65  0.00000E+00  0.00000E+000  1.10303E-002  1.12281E-034  4.30487E-034  3.32374E-035  3.13599E-017 -7.40210E-018 -1.04831E-004  1.52904E-011  2.26353E-014  3.56652E-011
     66  0.00000E+00  0.00000E+000  1.12972E-002  5.11719E-035 -5.38109E-035  3.19214E-035  3.00360E-017 -1.28624E-017 -1.07324E-004  1.56658E-011  2.28806E-014  3.56721E-011
     67  0.00000E+00  0.00000E+000  1.15700E-002 -2.12557E-034  3.76676E-034  3.00762E-035  2.88832E-017 -1.85072E-017 -1.09871E-004  1.60496E-011  2.31294E-014  3.56787E-011
     68  0.00000E+00  0.00000E+000  1.18486E-002 -2.49324E-034  1.07622E-034  2.79753E-035  2.78210E-017 -2.39664E-017 -1.12473E-004  1.64419E-011  2.33810E-014  3.56851E-011
     69  0.00000E+00  0.00000E+000  1.21334E-002 -1.25206E-034  3.76676E-034  2.75103E-035  2.67000E-017 -2.87577E-017 -1.15130E-004  1.68431E-011  2.36355E-014  3.56913E-011
     70  0.00000E+00  0.00000E+000  1.24244E-002  7.13264E-035 -1.61433E-034  2.64482E-035  2.54300E-017 -3.24546E-017 -1.17843E-004  1.72532E-011  2.38934E-014  3.56971E-011
     71  0.00000E+00  0.00000E+000  1.27217E-002  1.20864E-035  3.76676E-034  2.53326E-035  2.39669E-017 -3.47328E-017 -1.20613E-004  1.76725E-011  2.41553E-014  3.57028E-011
     72  0.00000E+00  0.00000E+000  1.30253E-002 -7.15235E-035  5.38109E-035  2.56689E-035  2.22858E-017 -3.54840E-017 -1.23441E-004  1.81010E-011  2.44221E-014  3.57081E-011
     73  0.00000E+00  0.00000E+000  1.33355E-002 -1.98513E-034 -7.53353E-034  2.71941E-035  2.04284E-017 -3.49019E-017 -1.26329E-004  1.85390E-011  2.46941E-014  3.57133E-011
     74  0.00000E+00  0.00000E+000  1.36522E-002 -3.27408E-034  7.53353E-034  2.94970E-035  1.84409E-017 -3.34573E-017 -1.29278E-004  1.89865E-011  2.49716E-014  3.57181E-011
     75  0.00000E+00  0.00000E+000  1.39756E-002 -7.71331E-035 -3.22865E-034  3.59119E-035  1.62430E-017 -3.18704E-017 -1.32291E-004  1.94436E-011  2.52542E-014  3.57228E-011
     76  0.00000E+00  0.00000E+000  1.43058E-002 -3.80335E-034  5.38109E-035  4.46259E-035  1.37413E-017 -3.09675E-017 -1.35371E-004  1.99106E-011  2.55418E-014  3.57272E-011
     77  0.00000E+00  0.00000E+000  1.46428E-002 -5.46274E-034  5.38109E-035  5.14789E-035  1.08022E-017 -3.14585E-017 -1.38520E-004  2.03877E-011  2.58339E-014  3.57314E-011
     78  0.00000E+00  0.00000E+000  1.49868E-002 -1.49993E-034  5.38109E-034  5.65289E-035  7.26044E-018 -3.38580E-017 -1.41740E-004  2.08750E-011  2.61305E-014  3.57354E-011
     79  0.00000E+00  0.00000E+000  1.53380E-002 -3.70370E-034 -5.38109E-035  6.13230E-035  3.09712E-018 -3.83394E-017 -1.45032E-004  2.13728E-011  2.64317E-014  3.57392E-011
     80  0.00000E+00  0.00000E+000  1.56965E-002 -2.85867E-034  1.07622E-034  6.92465E-035 -1.65144E-018 -4.46626E-017 -1.48397E-004  2.18813E-011  2.67377E-014  3.57429E-011
     81  0.00000E+00  0.00000E+000  1.60624E-002 -5.73160E-034  2.15244E-034  7.29954E-035 -6.73607E-018 -5.22594E-017 -1.51835E-004  2.24008E-011  2.70492E-014  3.57463E-011
     82  0.00000E+00  0.00000E+000  1.64359E-002  4.07641E-034  4.30487E-034  7.46957E-035 -1.18597E-017 -6.02619E-017 -1.55346E-004  2.29313E-011  2.73665E-014  3.57496E-011
     83  0.00000E+00  0.00000E+000  1.68170E-002 -2.07755E-034  8.07164E-034  7.64535E-035 -1.65922E-017 -6.77047E-017 -1.58930E-004  2.34730E-011  2.76903E-014  3.57528E-011
     84  0.00000E+00  0.00000E+000  1.72058E-002 -3.66767E-034  5.38109E-035  7.67725E-035 -2.05793E-017 -7.36756E-017 -1.62586E-004  2.40261E-011  2.61249E-014  3.57558E-011
     85  0.00000E+00  0.00000E+000  1.76024E-002 -1.75989E-034  1.66814E-033  7.64335E-035 -2.34929E-017 -7.74474E-017 -1.66315E-004  2.45908E-011  2.39545E-014  3.57587E-011
     86  0.00000E+00  0.00000E+000  1.80069E-002 -7.86022E-034  4.84298E-034  7.77994E-035 -2.50800E-017 -7.86225E-017 -1.70116E-004  2.51670E-011  2.20651E-014  3.57614E-011
     87  0.00000E+00  0.00000E+000  1.84192E-002 -5.33485E-034 -3.76676E-034  8.18627E-035 -2.51845E-017 -7.72014E-017 -1.73991E-004  2.57550E-011  2.02311E-014  3.57641E-011
     88  0.00000E+00  0.00000E+000  1.88395E-002 -4.49431E-035 -1.61433E-034  8.71938E-035 -2.36555E-017 -7.35525E-017 -1.77939E-004  2.63548E-011  1.86452E-014  3.57666E-011
     89  0.00000E+00  0.00000E+000  1.92678E-002 -8.06402E-034  4.84298E-034  9.60644E-035 -2.03942E-017 -6.83323E-017 -1.81962E-004  2.69664E-011  1.70954E-014  3.57690E-011
     90  0.00000E+00  0.00000E+000  1.97041E-002 -6.22208E-034  1.07622E-034  1.03476E-034 -1.52966E-017 -6.23498E-017 -1.86059E-004  2.75901E-011  1.57598E-014  3.57713E-011
     91  0.00000E+00  0.00000E+000  2.01485E-002  2.77995E-034 -6.99542E-034  1.16368E-034 -8.36699E-018 -5.64009E-017 -1.90230E-004  2.82259E-011  1.44514E-014  3.57735E-011
     92  0.00000E+00  0.00000E+000  2.06009E-002 -4.09425E-034  6.45731E-034  1.30432E-034  2.59790E-019 -5.11952E-017 -1.94476E-004  2.88738E-011  1.33266E-014  3.57756E-011
     93  0.00000E+00  0.00000E+000  2.10615E-002 -3.89830E-034  3.22865E-034  1.42051E-034  1.01708E-017 -4.72183E-017 -1.98797E-004  2.95338E-011  1.22224E-014  3.57776E-011
     94  0.00000E+00  0.00000E+000  2.15301E-002  3.72801E-034 -1.61433E-034  1.50454E-034  2.06690E-017 -4.46686E-017 -2.03192E-004  3.02061E-011  1.12728E-014  3.57795E-011
     95  0.00000E+00  0.00000E+000  2.20067E-002 -3.36062E-034  9.14785E-034  1.56598E-034  3.07272E-017 -4.35261E-017 -2.07662E-004  3.08905E-011  1.03414E-014  3.57813E-011
     96  0.00000E+00  0.00000E+000  2.24914E-002  1.29588E-034  3.22865E-034  1.61290E-034  3.91071E-017 -4.35471E-017 -2.12205E-004  3.15872E-011  9.53982E-015  3.57831E-011
     97  0.00000E+00  0.00000E+000  2.29842E-002 -2.79000E-034  7.53353E-034  1.66527E-034  4.47376E-017 -4.44339E-017 -2.16822E-004  3.22961E-011  8.75447E-015  3.57848E-011
     98  0.00000E+00  0.00000E+000  2.34848E-002 -2.27632E-034  1.39908E-033  1.72987E-034  4.63969E-017 -4.58802E-017 -2.21512E-004  3.30171E-011  8.07688E-015  3.57864E-011
     99  0.00000E+00  0.00000E+000  2.39933E-002 -7.35772E-034 -5.38109E-034  1.78711E-034  4.24411E-017 -4.78706E-017 -2.26274E-004  3.37502E-011  7.41538E-015  3.57879E-011
    100  0.00000E+00  0.00000E+000  2.45096E-002  4.98424E-034 -6.45731E-034  1.83969E-034  3.29681E-017 -5.12230E-017 -2.31108E-004  3.44953E-011  6.84157E-015  3.57894E-011
    101  0.00000E+00  0.00000E+000  2.50336E-002 -2.58118E-034 -6.45731E-034  1.88505E-034  2.06877E-017 -5.54136E-017 -2.36011E-004  3.52522E-011  6.28717E-015  3.57908E-011
    102  0.00000E+00  0.00000E+000  2.55651E-002 -8.37478E-035 -9.68596E-034  1.93853E-034  9.50655E-018 -5.89515E-017 -2.40984E-004  3.60209E-011  5.79506E-015  3.57922E-011
    103  0.00000E+00  0.00000E+000  2.61040E-002  1.37910E-035 -1.61433E-033  1.99559E-034  7.22321E-019 -6.10852E-017 -2.46023E-004  3.68012E-011  5.33082E-015  3.57935E-011
    104  0.00000E+00  0.00000E+000  2.66501E-002 -5.32148E-034  1.07622E-034  2.11498E-034 -6.44200E-018 -6.18546E-017 -2.51129E-004  3.75929E-011  4.91408E-015  3.57947E-011
    105  0.00000E+00  0.00000E+000  2.72032E-002 -1.08462E-033  9.68596E-034  2.30667E-034 -1.24485E-017 -6.18396E-017 -2.56298E-004  3.83957E-011  4.52670E-015  3.57959E-011
    106  0.00000E+00  0.00000E+000  2.77632E-002  5.27625E-034 -7.53353E-034  2.62265E-034 -1.80389E-017 -6.12294E-017 -2.61529E-004  3.92093E-011  4.16618E-015  3.57971E-011
    107  0.00000E+00  0.00000E+000  2.83297E-002 -4.71010E-034 -7.53353E-034  2.96114E-034 -2.35459E-017 -6.06315E-017 -2.66819E-004  4.00335E-011  3.84395E-015  3.57981E-011
    108  0.00000E+00  0.00000E+000  2.89025E-002  1.28573E-033 -1.39908E-033  3.21425E-034 -2.64783E-017 -5.93277E-017 -2.72165E-004  4.08679E-011  3.53929E-015  3.57992E-011
    109  0.00000E+00  0.00000E+000  2.94812E-002  1.80699E-033  1.07622E-033  3.35516E-034 -2.69289E-017 -5.67846E-017 -2.77565E-004  4.17120E-011  3.27474E-015  3.58002E-011
    110  0.00000E+00  0.00000E+000  3.00656E-002  1.51029E-033 -5.38109E-034  3.43240E-034 -2.50598E-017 -5.29831E-017 -2.83016E-004  4.25656E-011  3.00344E-015  3.58012E-011
    111  0.00000E+00  0.00000E+000  3.06553E-002  8.09358E-034  2.15244E-034  3.42500E-034 -2.12979E-017 -4.80730E-017 -2.88513E-004  4.34280E-011  2.78834E-015  3.58021E-011
    112  0.00000E+00  0.00000E+000  3.12498E-002 -9.42479E-035  4.30487E-034  3.46069E-034 -1.61800E-017 -4.23120E-017 -2.94052E-004  4.42986E-011  2.56058E-015  3.58030E-011
    113  0.00000E+00  0.00000E+000  3.18487E-002  1.05302E-033 -2.90579E-033  3.47768E-034 -1.01616E-017 -3.60789E-017 -2.99630E-004  4.51770E-011  2.37182E-015  3.58038E-011
    114  0.00000E+00  0.00000E+000  3.24514E-002  9.58323E-034 -5.38109E-034  3.57302E-034 -3.56332E-018 -2.98397E-017 -3.05241E-004  4.60623E-011  2.17638E-015  3.58046E-011
    115  0.00000E+00  0.00000E+000  3.30575E-002  1.70067E-034  6.45731E-034  3.57982E-034  3.49609E-018 -2.39683E-017 -3.10881E-004  4.69539E-011  2.02600E-015  3.58054E-011
    116  0.00000E+00  0.00000E+000  3.36664E-002  2.25120E-034 -1.50671E-033  3.57226E-034  1.10175E-017 -1.87097E-017 -3.16544E-004  4.78510E-011  1.86575E-015  3.58061E-011
    117  0.00000E+00  0.00000E+000  3.42774E-002  1.13353E-033 -1.61433E-033  3.52891E-034  1.90984E-017 -1.49792E-017 -3.22222E-004  4.87526E-011  1.71356E-015  3.58069E-011
    118  0.00000E+00  0.00000E+000  3.48898E-002 -1.08093E-033 -7.53353E-034  3.47635E-034  2.79458E-017 -1.26360E-017 -3.27911E-004  4.96578E-011  1.58231E-015  3.58075E-011
    119  0.00000E+00  0.00000E+000  3.55029E-002 -5.88596E-034  1.61433E-033  3.48184E-034  3.74340E-017 -1.15816E-017 -3.33604E-004  5.05656E-011  1.47670E-015  3.58082E-011
    120  0.00000E+00  0.00000E+000  3.61158E-002  1.11108E-033  2.15244E-033  3.51749E-034  4.72651E-017 -1.17866E-017 -3.39291E-004  5.14746E-011  1.35728E-015  3.58088E-011
    121  0.00000E+00  0.00000E+000  3.67277E-002 -2.57324E-033  1.07622E-034  3.50906E-034  5.69907E-017 -1.29366E-017 -3.44965E-004  5.23839E-011  1.24343E-015  3.58094E-011
    122  0.00000E+00  0.00000E+000  3.73376E-002 -3.87377E-034 -2.15244E-034  3.66998E-034  6.60632E-017 -1.45590E-017 -3.50617E-004  5.32920E-011  1.15769E-015  3.58100E-011
    123  0.00000E+00  0.00000E+000  3.79445E-002 -6.22202E-034  1.29146E-033  3.61865E-034  7.39447E-017 -1.65243E-017 -3.56237E-004  5.41973E-011  1.07782E-015  3.58106E-011
    124  0.00000E+00  0.00000E+000  3.85473E-002 -1.74635E-033  7.53353E-034  3.50489E-034  8.00983E-017 -1.86581E-017 -3.61816E-004  5.50984E-011  9.89392E-016  3.58111E-011
    125  0.00000E+00  0.00000E+000  3.91447E-002 -8.22758E-034  6.45731E-034  3.81000E-034  8.43352E-017 -2.06500E-017 -3.67340E-004  5.59934E-011  9.11371E-016  3.58116E-011
    126  0.00000E+00  0.00000E+000  3.97354E-002 -4.69453E-034  2.04481E-033  3.56413E-034  8.63810E-017 -2.29691E-017 -3.72797E-004  5.68803E-011  8.52318E-016  3.58121E-011
    127  0.00000E+00  0.00000E+000  4.03180E-002 -4.19761E-034 -6.45731E-034  3.43568E-034  8.64208E-017 -2.57568E-017 -3.78175E-004  5.77572E-011  7.90480E-016  3.58126E-011
    128  0.00000E+00  0.00000E+000  4.08911E-002 -2.17147E-033  4.30487E-034  4.46603E-034  8.45421E-017 -2.91519E-017 -3.83461E-004  5.86219E-011  7.22608E-016  3.58130E-011
    129  0.00000E+00  0.00000E+000  4.14532E-002 -1.25524E-033 -4.30487E-034  3.87904E-034  8.13485E-017 -3.41491E-017 -3.88639E-004  5.94723E-011  6.68752E-016  3.58135E-011
    130  0.00000E+00  0.00000E+000  4.20029E-002 -1.40488E-033  8.60975E-034  3.26504E-034  7.84762E-017 -4.07029E-017 -3.93697E-004  6.03062E-011  6.26283E-016  3.58139E-011
    131  0.00000E+00  0.00000E+000  4.25384E-002 -8.28124E-034 -1.39908E-033  5.43751E-034  7.40589E-017 -4.84130E-017 -3.98620E-004  6.11213E-011  5.79081E-016  3.58143E-011
    132  0.00000E+00  0.00000E+000  4.30582E-002  6.18740E-034  7.53353E-034  5.17068E-034  7.05681E-017 -5.88040E-017 -4.03391E-004  6.19150E-011  5.30843E-016  3.58147E-011
    133  0.00000E+00  0.00000E+000  4.35602E-002 -3.93959E-034  1.29146E-033  1.26098E-034  6.77827E-017 -6.91420E-017 -4.07992E-004  6.26845E-011  4.90890E-016  3.58150E-011
    134  0.00000E+00  0.00000E+000  4.40419E-002 -1.31276E-033 -2.79817E-033 -7.41025E-034  6.46836E-017 -8.03266E-017 -4.12401E-004  6.34259E-011  4.55354E-016  3.58154E-011
    135  0.00000E+00  0.00000E+000  4.45006E-002  1.66539E-033  2.79817E-033 -6.83509E-034  6.16726E-017 -9.05463E-017 -4.16589E-004  6.41352E-011  4.15993E-016  3.58157E-011
    136  0.00000E+00  0.00000E+000  4.49327E-002  1.50571E-033  1.29146E-033 -2.14633E-033  5.78013E-017 -9.75102E-017 -4.20525E-004  6.48068E-011  3.81246E-016  3.58160E-011
